#Parameters = {WL=500000; nmesh=35; sigZ=80}
#"Frequency / GHz"	"Z (5) [Real/Imaginary Part] [Re]"	"Z (5) [Real/Imaginary Part] [Im]"
#---------------------------------------------------------------------------------------
0.0000000000000	1.0246105339112	2.5712111446756e-12
0.00012798930764295	0.83410016135798	-0.41761242123101
0.00025597861528590	0.44379412105208	-0.52752376567447
0.00038396792292884	0.19285064143395	-0.34060434708653
0.00051195723057179	0.21475497472478	-0.13338264673785
0.00063994653821474	0.34412184972051	-0.11422891109501
0.00076793584585769	0.36572592631008	-0.22467521114599
0.00089592515350064	0.26362357050863	-0.28123471282829
0.0010239144611436	0.17983170662317	-0.22618316868757
0.0011519037687865	0.19344716315610	-0.16397821132114
0.0012798930764295	0.23219668385240	-0.18464928451803
0.0014078823840724	0.20166112941390	-0.24474863290519
0.0015358716917154	0.11911156462810	-0.25134239731011
0.0016638609993583	0.070635465934874	-0.19903045655013
0.0017918503070013	0.079770905127609	-0.16315921384049
0.0019198396146442	0.083909154230061	-0.18082373969761
0.0020478289222872	0.036120537446444	-0.20298789215798
0.0021758182299301	-0.028847649714970	-0.17603214455432
0.0023038075375731	-0.054174745539017	-0.11988091159055
0.0024317968452160	-0.045549441764292	-0.090770704281083
0.0025597861528590	-0.055639701335577	-0.095435944949022
0.0026877754605019	-0.10166855658660	-0.086548212605215
0.0028157647681449	-0.14311859944337	-0.037846744690561
0.0029437540757878	-0.14643770089229	0.018740455663550
0.0030717433834308	-0.13368706813338	0.045047659032034
0.0031997326910737	-0.14484836603839	0.053319243390040
0.0033277219987167	-0.17675326986656	0.083454277765594
0.0034557113063596	-0.19099269912823	0.14096956517007
0.0035837006140025	-0.17371796277104	0.19083891747876
0.0037116899216455	-0.15449708023742	0.21221337717429
0.0038396792292884	-0.15906459381387	0.22809347497632
0.0039676685369314	-0.17109634230952	0.26739591397586
0.0040956578445743	-0.15956595805604	0.32067789553274
0.0042236471522173	-0.12646167893284	0.35624528281153
0.0043516364598602	-0.10202365369624	0.36870660224794
0.0044796257675032	-0.097839081334550	0.38509897093614
0.0046076150751461	-0.090790176193894	0.42188275896764
0.0047356043827891	-0.060243659463209	0.46034581059276
0.0048635936904320	-0.019486708501427	0.47645437692151
0.0049915829980750	0.0056937891326118	0.47719388329821
0.0051195723057179	0.016181357992797	0.48820516360611
0.0052475616133609	0.036368802416486	0.51389045404990
0.0053755509210038	0.075562874708171	0.53168497949343
0.0055035402286468	0.11408718698578	0.52750242816953
0.0056315295362897	0.13396398171466	0.51672532929859
0.0057595188439327	0.14562314326700	0.51959907822342
0.0058875081515756	0.17032182306095	0.53040075560981
0.0060154974592186	0.20691110910299	0.52743804634555
0.0061434867668615	0.23408868603546	0.50693310880651
0.0062714760745045	0.24322399231407	0.48830496993737
0.0063994653821474	0.25060448358989	0.48399698378767
0.0065274546897904	0.27131351868716	0.48116332342557
0.0066554439974333	0.29600703779907	0.46260669201230
0.0067834333050763	0.30583333967875	0.43356880438012
0.0069114226127192	0.30132854788228	0.41334357592657
0.0070394119203621	0.30074182550657	0.40579413392788
0.0071674012280051	0.31145868482927	0.39447959409640
0.0072953905356480	0.31906378754357	0.36893787189568
0.0074233798432910	0.31011048405620	0.34092931414935
0.0075513691509339	0.29268619877785	0.32619019533524
0.0076793584585769	0.28344882647085	0.32071322335058
0.0078073477662198	0.28204343687906	0.30795765499289
0.0079353370738628	0.27239436593049	0.28496079577495
0.0080633263815057	0.24803509230944	0.26683470193285
0.0081913156891487	0.22199230512481	0.26344878242655
0.0083193049967916	0.20658231193183	0.26481268084856
0.0084472943044346	0.19493598151107	0.25725181369858
0.0085752836120775	0.17246621920088	0.24470096260369
0.0087032729197205	0.13984105829348	0.24237075120516
0.0088312622273634	0.11195230195324	0.25328039300679
0.0089592515350064	0.095136718135932	0.26408107436890
0.0090872408426493	0.078146360796078	0.26602696661852
0.0092152301502923	0.050319211210893	0.26826877645886
0.0093432194579352	0.018359147472964	0.28330492869303
0.0094712087655782	-0.0039654993899748	0.30763720248232
0.0095991980732211	-0.016702554942852	0.32741878329256
0.0097271873808641	-0.032883541185238	0.33978715549517
0.0098551766885070	-0.057813927005228	0.35676016816354
0.0099831659961500	-0.080764869678695	0.38615899322642
0.010111155303793	-0.091512919977544	0.41940614446979
0.010239144611436	-0.095737556264959	0.44476317305639
0.010367133919079	-0.10566892720971	0.46507704756757
0.010495123226722	-0.12093635718004	0.49268309577478
0.010623112534365	-0.12926169633141	0.52983170589486
0.010751101842008	-0.12547627273539	0.56504345263250
0.010879091149651	-0.11922928405791	0.59063488374980
0.011007080457294	-0.11979740313729	0.61401476672589
0.011135069764936	-0.12184814724462	0.64553310578578
0.011263059072579	-0.11401898158537	0.68207753502777
0.011391048380222	-0.096630305857093	0.71173189175817
0.011519037687865	-0.081101109440043	0.73189084265923
0.011647026995508	-0.072347933888330	0.75269545683541
0.011775016303151	-0.061588726960503	0.78081401423425
0.011903005610794	-0.040405715407993	0.80892387941696
0.012030994918437	-0.013998902393671	0.82696543617602
0.012158984226080	0.0067510573161419	0.83742079085866
0.012286973533723	0.021782984947977	0.85102780858046
0.012414962841366	0.041359981682052	0.86990870485511
0.012542952149009	0.069671693414088	0.88432781786523
0.012670941456652	0.098085399105824	0.88781356958939
0.012798930764295	0.11826213012508	0.88701781286489
0.012926920071938	0.13457756015718	0.89122712340093
0.013054909379581	0.15673522790375	0.89805125330349
0.013182898687224	0.18431197816901	0.89740155596628
0.013310887994867	0.20719200893795	0.88730382215109
0.013438877302510	0.22094599206598	0.87697297853141
0.013566866610153	0.23320276576576	0.87263111478291
0.013694855917795	0.25135334792477	0.86821753316408
0.013822845225438	0.27085856757217	0.85522257143034
0.013950834533081	0.28217610076409	0.83616345822139
0.014078823840724	0.28532318744234	0.82086435178373
0.014206813148367	0.28950114417924	0.81155302794975
0.014334802456010	0.29860442255440	0.79992976264552
0.014462791763653	0.30518699763084	0.78053233738652
0.014590781071296	0.30205858575370	0.75952371467085
0.014718770378939	0.29335082284078	0.74541553010847
0.014846759686582	0.28799235025818	0.73631023217390
0.014974748994225	0.28592635033774	0.72339080035180
0.015102738301868	0.27844231476036	0.70502439516758
0.015230727609511	0.26189832466415	0.68955632860282
0.015358716917154	0.24346035380486	0.68264534519925
0.015486706224797	0.23011569131433	0.67890535391461
0.015614695532440	0.21815451734869	0.67068721976321
0.015742684840083	0.19934456938814	0.66019856666633
0.015870674147726	0.17402913104277	0.65620329820242
0.015998663455369	0.15082838898403	0.66060768659180
0.016126652763011	0.13358541373606	0.66577893775203
0.016254642070654	0.11588106254638	0.66658835847711
0.016382631378297	0.091480954123126	0.66838368737693
0.016510620685940	0.064365364598708	0.67863271839382
0.016638609993583	0.042853073819402	0.69535773330054
0.016766599301226	0.027096733362239	0.71026527331031
0.016894588608869	0.0093447352314574	0.72154877208963
0.017022577916512	-0.013601832615477	0.73646598123174
0.017150567224155	-0.035138604043012	0.75983969354668
0.017278556531798	-0.048840205539967	0.78642438024253
0.017406545839441	-0.058069190431894	0.80888762892059
0.017534535147084	-0.070372656712219	0.82888708612822
0.017662524454727	-0.085511387809967	0.85409233503216
0.017790513762370	-0.095699506332674	0.88592469114390
0.017918503070013	-0.097543384347284	0.91707574967547
0.018046492377656	-0.097093559665060	0.94253062319944
0.018174481685299	-0.10028177905640	0.96690686935851
0.018302470992942	-0.10369248972186	0.99681123606878
0.018430460300585	-0.099931761164069	1.0302027170773
0.018558449608227	-0.089131410651272	1.0592443191595
0.018686438915870	-0.078734381187661	1.0820910659240
0.018814428223513	-0.072019599554489	1.1052956210257
0.018942417531156	-0.063229414752057	1.1332170989891
0.019070406838799	-0.046762326818422	1.1609531607815
0.019198396146442	-0.026064897997794	1.1816926489346
0.019326385454085	-0.0084715036988381	1.1969717226605
0.019454374761728	0.0058859918462520	1.2139447259604
0.019582364069371	0.023888328384841	1.2340259107672
0.019710353377014	0.048369471229408	1.2505604298055
0.019838342684657	0.073407412103062	1.2590400829027
0.019966331992300	0.093192272512421	1.2639390582572
0.020094321299943	0.11062503854590	1.2716284414901
0.020222310607586	0.13235059888205	1.2804661103720
0.020350299915229	0.15804338454021	1.2834223828872
0.020478289222872	0.18058266233919	1.2790611091838
0.020606278530515	0.19675004104423	1.2738060280372
0.020734267838158	0.21180324080995	1.2720638404784
0.020862257145801	0.23090772538872	1.2695973474258
0.020990246453443	0.25080863065833	1.2603734751943
0.021118235761086	0.26463430142685	1.2461657583704
0.021246225068729	0.27228551331518	1.2340215953135
0.021374214376372	0.28028431573113	1.2256160157101
0.021502203684015	0.29140929141369	1.2150372241917
0.021630192991658	0.30025058620837	1.1983568601803
0.021758182299301	0.30151861056184	1.1800669623522
0.021886171606944	0.29813975797358	1.1664395767972
0.022014160914587	0.29660789389601	1.1561917203677
0.022142150222230	0.29689193255883	1.1429261863896
0.022270139529873	0.29256963604275	1.1254707245963
0.022398128837516	0.28089978475120	1.1100393576531
0.022526118145159	0.26715789879609	1.1009278200589
0.022654107452802	0.25656380393383	1.0942352753741
0.022782096760445	0.24639428168804	1.0843079569870
0.022910086068088	0.23049222561654	1.0728263396882
0.023038075375731	0.20909435703207	1.0664386619819
0.023166064683374	0.18871405699956	1.0666861909773
0.023294053991017	0.17232890759347	1.0678774185242
0.023422043298660	0.15513717816626	1.0661447725936
0.023550032606302	0.13241333249757	1.0655740237916
0.023678021913945	0.10720547939864	1.0719299644847
0.023806011221588	0.085946899560263	1.0837818522699
0.023934000529231	0.068857403638255	1.0947939152342
0.024061989836874	0.050035460142045	1.1035575253345
0.024189979144517	0.027029843706521	1.1156823963577
0.024317968452160	0.0049944510727198	1.1349578573634
0.024445957759803	-0.010981010186997	1.1573506474415
0.024573947067446	-0.023410293621916	1.1771233024426
0.024701936375089	-0.038142323406320	1.1955187204734
0.024829925682732	-0.054976267885634	1.2185400228070
0.024957914990375	-0.067738146781354	1.2473355999660
0.025085904298018	-0.073646611016654	1.2761375911880
0.025213893605661	-0.077400869753645	1.3009076214957
0.025341882913304	-0.083688453792910	1.3252318606791
0.025469872220947	-0.089793520918947	1.3543489076206
0.025597861528590	-0.089763136264144	1.3866387000897
0.025725850836233	-0.083610062503602	1.4157831562145
0.025853840143876	-0.077260182506264	1.4401950764520
0.025981829451518	-0.073376537654119	1.4650648450324
0.026109818759161	-0.067332360391786	1.4938966228799
0.026237808066804	-0.054547253095671	1.5227145962658
0.026365797374447	-0.037752985352730	1.5459112703860
0.026493786682090	-0.022923430474807	1.5646156769481
0.026621775989733	-0.010233600621877	1.5845994036990
0.026749765297376	0.0059135525027178	1.6070228485197
0.026877754605019	0.027882065229083	1.6264072640711
0.027005743912662	0.050828586928978	1.6389446448202
0.027133733220305	0.069900644621246	1.6482142080506
0.027261722527948	0.087397875580164	1.6594563021720
0.027389711835591	0.10879674941364	1.6713372634545
