#Parameters = {wakelength=1000; L_taper=0.1; b=5; d=15; L_in=30; L_out=30; beta=1; cellsperw=12; conductivity=10; q=1e-09; sigmaz=4}
#"Frequency / GHz"	"Z [Magnitude]"
#---------------------------------
0.0000000000000	22.262499748748
0.0025597861528590	36.203588925099
0.0051195723057179	59.371235471647
0.0076793584585769	80.689530274357
0.010239144611436	97.066864922909
0.012798930764295	106.92633461114
0.015358716917154	109.42718476682
0.017918503070013	104.36251570990
0.020478289222872	92.149863303919
0.023038075375731	73.856292523295
0.025597861528590	51.402163218746
0.028157647681449	29.188818901772
0.030717433834308	24.349823735140
0.033277219987167	44.045032798795
0.035837006140025	67.177678258055
0.038396792292884	87.082795960647
0.040956578445743	101.39957791628
0.043516364598602	108.82650899204
0.046076150751461	108.73908687625
0.048635936904320	101.14026959782
0.051195723057179	86.661349364602
0.053755509210038	66.615298194885
0.056315295362897	43.401319971127
0.058875081515756	23.969395986330
0.061434867668615	29.735585974859
0.063994653821474	52.231309417943
0.066554439974333	74.742159345225
0.069114226127192	93.009261498881
0.071674012280051	105.13387801100
0.074233798432910	110.05491414471
0.076793584585769	107.35966906881
0.079353370738628	97.262074904666
0.081913156891487	80.613666536772
0.084472943044346	59.010210891602
0.087032729197205	35.612334988658
0.089592515350064	22.093208209721
0.092152301502923	36.982604962395
0.094712087655782	60.518289936573
0.097271873808641	82.010336939083
0.099831659961500	98.444248838887
0.10239144611436	108.25364749082
0.10495123226722	110.60029960448
0.10751101842008	105.28239634566
0.11007080457294	92.727827875398
0.11263059072579	74.020222943207
0.11519037687865	51.108530807701
0.11775016303151	28.539011329647
0.12030994918437	24.527767797369
0.12286973533723	45.171615518262
0.12542952149009	68.770081832198
0.12798930764295	88.940389472920
0.13054909379581	103.36327715558
0.13310887994867	110.74019105426
0.13566866610153	110.44795315900
0.13822845225438	102.49720059528
0.14078823840724	87.535018261633
0.14334802456010	66.898207063503
0.14590781071296	43.029312339561
0.14846759686582	23.256751703529
0.15102738301868	30.382535260451
0.15358716917154	53.836301788712
0.15614695532440	76.902038919859
0.15870674147726	95.496637751346
0.16126652763011	107.74073148680
0.16382631378297	112.57163117653
0.16638609993583	109.57922759567
0.16894588608869	98.990127753227
0.17150567224155	81.679040328404
0.17406545839441	59.274017258387
0.17662524454727	35.011335550955
0.17918503070013	21.586271847405
0.18174481685299	38.208374337995
0.18430460300585	62.737688714058
0.18686438915870	84.855124893798
0.18942417531156	101.64599725512
0.19198396146442	111.54884631669
0.19454374761728	113.72226177239
0.19710353377014	107.97095312914
0.19966331992300	94.742912162300
0.20222310607586	75.153966004321
0.20478289222872	51.195251215894
0.20734267838158	27.593704084725
0.20990246453443	24.667808921364
0.21246225068729	47.102143111802
0.21502203684015	71.742674072852
0.21758182299301	92.583516863433
0.22014160914587	107.35569483068
0.22270139529873	114.75669404460
0.22526118145159	114.16167964022
0.22782096760445	105.59457091020
0.23038075375731	89.732360556172
0.23294053991017	67.954240031439
0.23550032606302	42.759588395608
0.23806011221588	22.056795709779
0.24061989836874	31.428085440751
0.24317968452160	56.616560275705
0.24573947067446	80.769483327853
0.24829925682732	100.04814935520
0.25085904298018	112.59163109318
0.25341882913304	117.32912671051
0.25597861528590	113.85370242042
0.25853840143876	102.41500505470
0.26109818759161	83.929659744474
0.26365797374447	60.078823827036
0.26621775989733	34.193305537441
0.26877754605019	20.767883302118
0.27133733220305	40.295770773476
0.27389711835591	66.529438758051
0.27645690450877	89.762874389741
0.27901669066163	107.21301673736
0.28157647681449	117.31696525393
0.28413626296734	119.22550164158
0.28669604912020	112.75491830690
0.28925583527306	98.389116282323
0.29181562142592	77.299647398090
0.29437540757878	51.541624320767
0.29693519373164	26.091114919706
0.29949497988450	25.077645654081
0.30205476603736	50.379180694900
0.30461455219022	76.723956948938
0.30717433834308	98.682213905206
0.30973412449593	114.04278170408
0.31229391064879	121.49067034824
0.31485369680165	120.39805380540
0.31741348295451	110.81272719705
0.31997326910737	93.463608556781
0.32253305526023	69.800409892155
0.32509284141309	42.400396060524
0.32765262756595	20.137307994496
0.33021241371881	33.408884066925
0.33277219987167	61.272008169173
0.33533198602452	87.136192859345
0.33789177217738	107.49542860400
0.34045155833024	120.50098245554
0.34301134448310	125.06584745327
0.34557113063596	120.78970680787
0.34813091678882	107.96261056513
0.35069070294168	87.572121695806
0.35325048909454	61.384175073490
0.35581027524740	32.848424364780
0.35837006140025	19.813912283284
0.36092984755311	43.991892104646
0.36348963370597	72.794925605472
0.36604941985883	97.732161072127
0.36860920601169	116.17581655037
0.37116899216455	126.54843257452
0.37372877831741	127.98758569766
