#Parameters = {wakelength=1000; L_taper=0.1; b=5; d=15; L_in=30; L_out=30; beta=1; cellsperw=12; conductivity=10; q=1e-09; sigmaz=4}
#"s / cm"	"Z [Real Part]"
#------------------------
-34.195684137463	6.6968756921650e-14
-34.182349281972	6.7904938966421e-14
-34.169014426481	6.8857906186643e-14
-34.155679570990	6.9832975236816e-14
-34.142344715499	7.0835576954337e-14
-34.129009860008	7.1857310636334e-14
-34.115675004517	7.2898484815324e-14
-34.102340149026	7.3965481184068e-14
-34.089005293535	7.5055453890271e-14
-34.075670438044	7.6170036240844e-14
-34.062335582553	7.7305194691566e-14
-34.049000727062	7.8461566849727e-14
-34.035665871571	7.9641710482105e-14
-34.022331016080	8.0847925722683e-14
-34.008996160589	8.2091515330937e-14
-33.995661305098	8.3367374925854e-14
-33.982326449607	8.4667241731047e-14
-33.968991594116	8.6000189306512e-14
-33.955656738626	8.7381676182725e-14
-33.942321883135	8.8794250655957e-14
-33.928987027644	9.0235366960710e-14
-33.915652172153	9.1715271062054e-14
-33.902317316662	9.3232459626845e-14
-33.888982461171	9.4786981338355e-14
-33.875647605680	9.6381814274276e-14
-33.862312750189	9.8026808339865e-14
-33.848977894698	9.9711099070158e-14
-33.835643039207	1.0143907456497e-13
-33.822308183716	1.0322404498949e-13
-33.808973328225	1.0505679968875e-13
-33.795638472734	1.0694393831066e-13
-33.782303617243	1.0889063434854e-13
-33.768968761752	1.1088755510629e-13
-33.755633906261	1.1293540824245e-13
-33.742299050770	1.1504814232736e-13
-33.728964195279	1.1722466118053e-13
-33.715629339788	1.1945732220846e-13
-33.702294484297	1.2174763535649e-13
-33.688959628806	1.2410880245119e-13
-33.675624773315	1.2654605307786e-13
-33.662289917824	1.2906049929496e-13
-33.648955062333	1.3164811956077e-13
-33.635620206843	1.3430127706407e-13
-33.622285351352	1.3703881322496e-13
-33.608950495861	1.3984926182236e-13
-33.595615640370	1.4272658891735e-13
-33.582280784879	1.4568949882011e-13
-33.568945929388	1.4873645356754e-13
-33.555611073897	1.5187698007991e-13
-33.542276218406	1.5511064515392e-13
-33.528941362915	1.5842135457009e-13
-33.515606507424	1.6181704310543e-13
-33.502271651933	1.6531633814649e-13
-33.488936796442	1.6892598747863e-13
-33.475601940951	1.7262117702426e-13
-33.462267085460	1.7640528659072e-13
-33.448932229969	1.8029858532023e-13
-33.435597374478	1.8429520803522e-13
-33.422262518987	1.8839287583495e-13
-33.408927663496	1.9259506206058e-13
-33.395592808005	1.9691257425469e-13
-33.382257952514	2.0134458799175e-13
-33.368923097023	2.0587954610051e-13
-33.355588241532	2.1052269179645e-13
-33.342253386041	2.1527971220061e-13
-33.328918530551	2.2014179981588e-13
-33.315583675060	2.2512615705695e-13
-33.302248819569	2.3024497074704e-13
-33.288913964078	2.3452173319256e-13
-33.275579108587	2.3547510454827e-13
-33.262244253096	2.3629588842731e-13
-33.248909397605	2.3727733977110e-13
-33.235574542114	2.3842274686703e-13
-33.222239686623	2.3976593480649e-13
-33.208904831132	2.4066019215236e-13
-33.195569975641	2.4003547059111e-13
-33.182235120150	2.3958482279083e-13
-33.168900264659	2.3941727958060e-13
-33.155565409168	2.3955784905018e-13
-33.142230553677	2.4003653681346e-13
-33.128895698186	2.4082247364134e-13
-33.115560842695	2.4192761211112e-13
-33.102225987204	2.4342394148274e-13
-33.088891131713	2.4534015808709e-13
-33.075556276222	2.4765836995127e-13
-33.062221420731	2.5032065214649e-13
-33.048886565240	2.5310528062855e-13
-33.035551709749	2.5450339811640e-13
-33.022216854259	2.5612311902151e-13
-33.008881998768	2.5827564633288e-13
-32.995547143277	2.6092376283505e-13
-32.982212287786	2.6410289787265e-13
-32.968877432295	2.6772142449643e-13
-32.955542576804	2.7182304333742e-13
-32.942207721313	2.7653245108200e-13
-32.928872865822	2.8169409550409e-13
-32.915538010331	2.8561004561642e-13
-32.902203154840	2.8974517767959e-13
-32.888868299349	2.9446208715224e-13
-32.875533443858	2.9972522372547e-13
-32.862198588367	3.0564913209703e-13
-32.848863732876	3.1224117803623e-13
-32.835528877385	3.1943815423727e-13
-32.822194021894	3.2600157906093e-13
-32.808859166403	3.3224260132496e-13
-32.795524310912	3.3911736400494e-13
-32.782189455421	3.4672077924221e-13
-32.768854599930	3.5512850814684e-13
-32.755519744439	3.6436766611520e-13
-32.742184888948	3.7333772508104e-13
-32.728850033457	3.8182372044048e-13
-32.715515177966	3.9110831930030e-13
-32.702180322476	4.0116421071046e-13
-32.688845466985	4.1214271643405e-13
