#Parameters = {L_taper=0.1; b=5; d=15; L_in=30; L_out=30; beta=1; cellsperw=12; conductivity=10; q=1e-09; sigmaz=4; wakelength=1000}
#"s / cm"	"Z (5) [Real Part]"
#----------------------------
-32.622171189530	4.3502608240161e-13
-32.608836334039	4.4669746379808e-13
-32.595501478548	4.5818246784012e-13
-32.582166623057	4.7044761185664e-13
-32.568831767566	4.8360371171708e-13
-32.555496912075	4.9645220702275e-13
-32.542162056584	5.0901705921846e-13
-32.528827201093	5.2232578213866e-13
-32.515492345602	5.3618123010400e-13
-32.502157490111	5.4914113824678e-13
-32.488822634620	5.6245834539652e-13
-32.475487779129	5.7661535779418e-13
-32.462152923638	5.9056205512060e-13
-32.448818068147	6.0408864866602e-13
-32.435483212656	6.1842178359186e-13
-32.422148357165	6.3263439178786e-13
-32.408813501674	6.4635159922218e-13
-32.395478646184	6.6105748618302e-13
-32.382143790693	6.7542018609068e-13
-32.368808935202	6.8963852355090e-13
-32.355474079711	7.0460323483550e-13
-32.342139224220	7.1935963110711e-13
-32.328804368729	7.3839194676052e-13
-32.315469513238	7.5806311247357e-13
-32.302134657747	7.7735735705568e-13
-32.288799802256	7.9733421444240e-13
-32.275464946765	8.1672381303224e-13
-32.262130091274	8.3724270405644e-13
-32.248795235783	8.5877326123563e-13
-32.235460380292	8.8105241564573e-13
-32.222125524801	9.0288371849824e-13
-32.208790669310	9.2518858006768e-13
-32.195455813819	9.4692658571942e-13
-32.182120958328	9.6924820486752e-13
-32.168786102837	9.9116104823909e-13
-32.155451247346	1.0135764171620e-12
-32.142116391855	1.0356289927740e-12
-32.128781536364	1.0576916686698e-12
-32.115446680873	1.0799664966771e-12
-32.102111825382	1.1020858742035e-12
-32.088776969892	1.1262457456910e-12
-32.075442114401	1.1508938963266e-12
-32.062107258910	1.1753231066608e-12
-32.048772403419	1.1999634237577e-12
-32.035437547928	1.2246306927790e-12
-32.022102692437	1.2493867013316e-12
-32.008767836946	1.2741216877782e-12
-31.995432981455	1.2990097847102e-12
-31.982098125964	1.3239431342332e-12
-31.968763270473	1.3505669172455e-12
-31.955428414982	1.3780418273475e-12
-31.942093559491	1.4055269951906e-12
-31.928758704000	1.4332161103473e-12
-31.915423848509	1.4610327466332e-12
-31.902088993018	1.4891367486367e-12
-31.888754137527	1.5172120560705e-12
-31.875419282036	1.5464789546627e-12
-31.862084426545	1.5773921355660e-12
-31.848749571054	1.6085540491495e-12
-31.835414715563	1.6398172150688e-12
-31.822079860072	1.6713855802642e-12
-31.808745004581	1.7030999143847e-12
-31.795410149090	1.7358756238403e-12
-31.782075293599	1.7706007929188e-12
-31.768740438109	1.8056634130379e-12
-31.755405582618	1.8411213429103e-12
-31.742070727127	1.8768219419753e-12
-31.728735871636	1.9134077724558e-12
-31.715401016145	1.9521643926597e-12
-31.702066160654	1.9914632246903e-12
-31.688731305163	2.0312807137943e-12
-31.675396449672	2.0715097939502e-12
-31.662061594181	2.1133911663914e-12
-31.648726738690	2.1567485043127e-12
-31.635391883199	2.2007897157345e-12
-31.622057027708	2.2452475933313e-12
-31.608722172217	2.2910931252932e-12
-31.595387316726	2.3389603885010e-12
-31.582052461235	2.3873736524147e-12
-31.568717605744	2.4363136333746e-12
-31.555382750253	2.4873790051287e-12
-31.542047894762	2.5396549280809e-12
-31.528713039271	2.5925707146694e-12
-31.515378183780	2.6469237763286e-12
-31.502043328289	2.7033371210418e-12
-31.488708472798	2.7603566820998e-12
-31.475373617307	2.8186169418656e-12
-31.462038761817	2.8792396274222e-12
-31.448703906326	2.9404610439053e-12
-31.435369050835	3.0032608865093e-12
-31.422034195344	3.0681491863508e-12
-31.408699339853	3.1338542245896e-12
-31.395364484362	3.2018277057450e-12
-31.382029628871	3.2711252125107e-12
-31.368694773380	3.3417249578828e-12
-31.355359917889	3.4145861945403e-12
-31.342025062398	3.4883235103318e-12
-31.328690206907	3.5644796930669e-12
-31.315355351416	3.6417593700275e-12
-31.302020495925	3.7212709526345e-12
-31.288685640434	3.8021471010553e-12
-31.275350784943	3.8851775566153e-12
-31.262015929452	3.9697479289935e-12
-31.248681073961	4.0566792776824e-12
-31.235346218470	4.1451088949830e-12
-31.222011362979	4.2358355717778e-12
-31.208676507488	4.3281121336662e-12
-31.195341651997	4.4227821959052e-12
-31.182006796506	4.5192780039304e-12
-31.168671941015	4.6178569682409e-12
-31.155337085525	4.7187317703626e-12
-31.142002230034	4.8214900977402e-12
-31.128667374543	4.9265247254575e-12
-31.115332519052	5.0340077118778e-12
-31.101997663561	5.1434172773765e-12
-31.088662808070	5.2552326576488e-12
-31.075327952579	5.3694355374037e-12
-31.061993097088	5.4859791773567e-12
-31.048658241597	5.6050420581209e-12
-31.035323386106	5.7267129881366e-12
-31.021988530615	5.8506460823624e-12
-31.008653675124	5.9772420901751e-12
-30.995318819633	6.1064503366640e-12
-30.981983964142	6.2382566798427e-12
-30.968649108651	6.3727474961406e-12
-30.955314253160	6.5100104939726e-12
-30.941979397669	6.6502283723766e-12
-30.928644542178	6.7931731371380e-12
-30.915309686687	6.9390695409074e-12
-30.901974831196	7.0880829887152e-12
-30.888639975705	7.2400829332592e-12
-30.875305120214	7.3951054243626e-12
-30.861970264723	7.5535623515601e-12
-30.848635409233	7.7152260396837e-12
-30.835300553742	7.8805157021100e-12
-30.821965698251	8.0491031707115e-12
-30.808630842760	8.2209180619614e-12
-30.795295987269	8.3964938237407e-12
-30.781961131778	8.5754869306214e-12
-30.768626276287	8.7581651521963e-12
-30.755291420796	8.9447806276011e-12
-30.741956565305	9.1352704743187e-12
-30.728621709814	9.3297588211020e-12
-30.715286854323	9.5281445604539e-12
-30.701951998832	9.7307733467406e-12
-30.688617143341	9.9377839207695e-12
-30.675282287850	1.0149161848857e-11
-30.661947432359	1.0365012513912e-11
-30.648612576868	1.0585224590305e-11
-30.635277721377	1.0810140481655e-11
-30.621942865886	1.1039832505682e-11
-30.608608010395	1.1274218136770e-11
-30.595273154904	1.1513687565161e-11
-30.581938299413	1.1758200983342e-11
-30.568603443922	1.2007793355636e-11
-30.555268588431	1.2262729436636e-11
-30.541933732940	1.2523083954434e-11
-30.528598877450	1.2788869061170e-11
-30.515264021959	1.3060316887649e-11
-30.501929166468	1.3337523666433e-11
-30.488594310977	1.3620588542063e-11
-30.475259455486	1.3909959606289e-11
-30.461924599995	1.4205447235763e-11
-30.448589744504	1.4507296509364e-11
-30.435254889013	1.4815028489768e-11
-30.421920033522	1.5129500907491e-11
-30.408585178031	1.5450624328064e-11
-30.395250322540	1.5778614195711e-11
-30.381915467049	1.6113557653946e-11
-30.368580611558	1.6455483640005e-11
-30.355245756067	1.6804699531497e-11
-30.341910900576	1.7161388911913e-11
-30.328576045085	1.7525690317406e-11
-30.315241189594	1.7897645821171e-11
-30.301906334103	1.8277588762052e-11
-30.288571478612	1.8665394265223e-11
-30.275236623121	1.9061516685105e-11
-30.261901767630	1.9466023384131e-11
-30.248566912139	1.9879016486953e-11
-30.235232056648	2.0300819614590e-11
-30.221897201158	2.0731506985099e-11
-30.208562345667	2.1171245002360e-11
-30.195227490176	2.1620388159668e-11
-30.181892634685	2.2079049618402e-11
-30.168557779194	2.2547441289208e-11
-30.155222923703	2.3025724711872e-11
-30.141888068212	2.3514005913880e-11
-30.128553212721	2.4012775110483e-11
-30.115218357230	2.4522006968304e-11
-30.101883501739	2.5041775794578e-11
-30.088548646248	2.5572445419354e-11
-30.075213790757	2.6114588169194e-11
-30.061878935266	2.6668045622154e-11
-30.048544079775	2.7233198033962e-11
-30.035209224284	2.7810378477367e-11
-30.021874368793	2.8399753560238e-11
-30.008539513302	2.9001419060164e-11
-29.995204657811	2.9615706456065e-11
-29.981869802320	3.0242913975750e-11
-29.968534946829	3.0883115867856e-11
-29.955200091338	3.1536876735312e-11
-29.941865235847	3.2204299459274e-11
-29.928530380356	3.2885753755513e-11
-29.915195524866	3.3581430356446e-11
-29.901860669375	3.4291845488185e-11
-29.888525813884	3.5016749097997e-11
-29.875190958393	3.5756678322010e-11
-29.861856102902	3.6512381996322e-11
-29.848521247411	3.7283847717893e-11
-29.835186391920	3.8071375921605e-11
-29.821851536429	3.8875508391383e-11
-29.808516680938	3.9696254457491e-11
-29.795181825447	4.0534161782068e-11
-29.781846969956	4.1389390073228e-11
-29.768512114465	4.2262503928759e-11
-29.755177258974	4.3153848650696e-11
-29.741842403483	4.4063685108643e-11
-29.728507547992	4.4992363407273e-11
-29.715172692501	4.5940497093930e-11
-29.701837837010	4.6908315507689e-11
-29.688502981519	4.7896276252846e-11
-29.675168126028	4.8904723606497e-11
-29.661833270537	4.9934168252190e-11
-29.648498415046	5.0984939703144e-11
-29.635163559555	5.2057537941551e-11
-29.621828704064	5.3152455752286e-11
-29.608493848573	5.4270062371488e-11
-29.595158993083	5.5410903746563e-11
-29.581824137592	5.6575576392146e-11
-29.568489282101	5.7764152760828e-11
-29.555154426610	5.8977447576162e-11
-29.541819571119	6.0215949702403e-11
-29.528484715628	6.1479848584653e-11
-29.515149860137	6.2769600080900e-11
-29.501815004646	6.4086073399856e-11
-29.488480149155	6.5430504549732e-11
-29.475145293664	6.6802440596501e-11
-29.461810438173	6.8202880031264e-11
-29.448475582682	6.9632299551474e-11
-29.435140727191	7.1091276908379e-11
-29.421805871700	7.2580287880971e-11
-29.408471016209	7.4100001052698e-11
-29.395136160718	7.5651210267472e-11
-29.381801305227	7.7234478794372e-11
-29.368466449736	7.8850532074892e-11
-29.355131594245	8.0499870810900e-11
-29.341796738754	8.2183177887041e-11
-29.328461883263	8.3901281162116e-11
-29.315127027772	8.5654787799570e-11
-29.301792172281	8.7444419389182e-11
-29.288457316791	8.9270967132053e-11
-29.275122461300	9.1135152086827e-11
-29.261787605809	9.3037803358176e-11
-29.248452750318	9.4979607363124e-11
-29.235117894827	9.6961391734048e-11
-29.221783039336	9.8983857806454e-11
-29.208448183845	1.0104799130278e-10
-29.195113328354	1.0315459571829e-10
-29.181778472863	1.0530439928815e-10
-29.168443617372	1.0749836953137e-10
-29.155108761881	1.0973752773891e-10
-29.141773906390	1.1202272762069e-10
-29.128439050899	1.1435490454472e-10
-29.115104195408	1.1673498310455e-10
-29.101769339917	1.1916368426263e-10
-29.088434484426	1.2164241055531e-10
-29.075099628935	1.2417197713331e-10
-29.061764773444	1.2675339078887e-10
-29.048429917953	1.2938771324581e-10
-29.035095062462	1.3207600699839e-10
-29.021760206971	1.3481952992867e-10
-29.008425351480	1.3761902743495e-10
-28.995090495989	1.4047586092247e-10
-28.981755640499	1.4339135856893e-10
-28.968420785008	1.4636647953577e-10
-28.955085929517	1.4940242661172e-10
-28.941751074026	1.5250038856262e-10
-28.928416218535	1.5566157549613e-10
-28.915081363044	1.5888745420107e-10
-28.901746507553	1.6217920105331e-10
-28.888411652062	1.6553818623494e-10
-28.875076796571	1.6896566863570e-10
-28.861741941080	1.7246311986673e-10
-28.848407085589	1.7603188241606e-10
-28.835072230098	1.7967375655708e-10
-28.821737374607	1.8338978953718e-10
-28.808402519116	1.8718148546966e-10
-28.795067663625	1.9105032536170e-10
-28.781732808134	1.9499804030101e-10
-28.768397952643	1.9902600477429e-10
-28.755063097152	2.0313584673527e-10
-28.741728241661	2.0732954420842e-10
-28.728393386170	2.1160842942525e-10
-28.715058530679	2.1597426640480e-10
-28.701723675188	2.2042888407492e-10
-28.688388819697	2.2497387025490e-10
-28.675053964206	2.2961125762381e-10
-28.661719108716	2.3434257241768e-10
-28.648384253225	2.3916990490054e-10
-28.635049397734	2.4409502247872e-10
-28.621714542243	2.4912032542084e-10
-28.608379686752	2.5424744451800e-10
-28.595044831261	2.5947843759698e-10
-28.581709975770	2.6481514501668e-10
-28.568375120279	2.7026005539062e-10
-28.555040264788	2.7581518802019e-10
-28.541705409297	2.8148243782001e-10
-28.528370553806	2.8726462451179e-10
-28.515035698315	2.9316381146900e-10
-28.501700842824	2.9918199236501e-10
-28.488365987333	3.0532160421031e-10
-28.475031131842	3.1158549719485e-10
-28.461696276351	3.1797556085151e-10
-28.448361420860	3.2449471872870e-10
-28.435026565369	3.3114549203677e-10
-28.421691709878	3.3793003909091e-10
-28.408356854387	3.4485125063708e-10
-28.395021998896	3.5191215519145e-10
-28.381687143405	3.5911533105516e-10
-28.368352287914	3.6646313610267e-10
-28.355017432424	3.7395872029743e-10
-28.341682576933	3.8160515897008e-10
-28.328347721442	3.8940521637223e-10
-28.315012865951	3.9736192407148e-10
-28.301678010460	4.0547849410232e-10
-28.288343154969	4.1375783120327e-10
-28.275008299478	4.2220346405262e-10
-28.261673443987	4.3081841763277e-10
-28.248338588496	4.3960619053982e-10
-28.235003733005	4.4857025153602e-10
-28.221668877514	4.5771395301715e-10
-28.208334022023	4.6704083586375e-10
-28.194999166532	4.7655431631779e-10
-28.181664311041	4.8625793732404e-10
-28.168329455550	4.9615576834471e-10
-28.154994600059	5.0625182860834e-10
-28.141659744568	5.1654957142894e-10
-28.128324889077	5.2705298765295e-10
-28.114990033586	5.3776634140483e-10
-28.101655178095	5.4869345613785e-10
-28.088320322604	5.5983878499301e-10
-28.074985467113	5.7120638349792e-10
-28.061650611622	5.8280051043958e-10
-28.048315756132	5.9462577862963e-10
-28.034980900641	6.0668663078813e-10
-28.021646045150	6.1898756220755e-10
-28.008311189659	6.3153356201210e-10
-27.994976334168	6.4432938158421e-10
-27.981641478677	6.5737979831989e-10
-27.968306623186	6.7068958827377e-10
-27.954971767695	6.8426415025597e-10
-27.941636912204	6.9810843204754e-10
-27.928302056713	7.1222760337952e-10
-27.914967201222	7.2662698189063e-10
-27.901632345731	7.4131233315731e-10
-27.888297490240	7.5628880021236e-10
-27.874962634749	7.7156214919676e-10
-27.861627779258	7.8713841166023e-10
-27.848292923767	8.0302332435016e-10
-27.834958068276	8.1922275948217e-10
-27.821623212785	8.3574290504498e-10
-27.808288357294	8.5258990384360e-10
-27.794953501803	8.6977028930410e-10
-27.781618646312	8.8729030286229e-10
-27.768283790821	9.0515657960019e-10
-27.754948935330	9.2337591605823e-10
-27.741614079839	9.4195518828809e-10
-27.728279224349	9.6090109893451e-10
-27.714944368858	9.8022098744941e-10
-27.701609513367	9.9992183012563e-10
-27.688274657876	1.0200108072152e-09
-27.674939802385	1.0404957158052e-09
-27.661604946894	1.0613842636599e-09
-27.648270091403	1.0826840873126e-09
-27.634935235912	1.1044031289749e-09
-27.621600380421	1.1265494887537e-09
-27.608265524930	1.1491312517803e-09
-27.594930669439	1.1721570990982e-09
-27.581595813948	1.1956352586931e-09
-27.568260958457	1.2195743164596e-09
-27.554926102966	1.2439833998650e-09
-27.541591247475	1.2688714616693e-09
-27.528256391984	1.2942475965118e-09
-27.514921536493	1.3201213728347e-09
-27.501586681002	1.3465021955885e-09
-27.488251825511	1.3733995174356e-09
-27.474916970020	1.4008235035034e-09
-27.461582114529	1.4287841454719e-09
-27.448247259038	1.4572915346833e-09
-27.434912403547	1.4863565619979e-09
-27.421577548057	1.5159897897593e-09
-27.408242692566	1.5462020015496e-09
-27.394907837075	1.5770040584786e-09
-27.381572981584	1.6084074557928e-09
-27.368238126093	1.6404234154254e-09
-27.354903270602	1.6730637190423e-09
-27.341568415111	1.7063403718683e-09
-27.328233559620	1.7402653533397e-09
-27.314898704129	1.7748508739572e-09
-27.301563848638	1.8101094740799e-09
-27.288228993147	1.8460541419557e-09
-27.274894137656	1.8826979584093e-09
-27.261559282165	1.9200541211345e-09
-27.248224426674	1.9581361522229e-09
-27.234889571183	1.9969578750443e-09
-27.221554715692	2.0365332272352e-09
-27.208219860201	2.0768762317650e-09
-27.194885004710	2.1180018036533e-09
-27.181550149219	2.1599245250255e-09
-27.168215293728	2.2026594876684e-09
-27.154880438237	2.2462221492307e-09
-27.141545582746	2.2906280725625e-09
-27.128210727255	2.3358931534904e-09
-27.114875871765	2.3820339649798e-09
-27.101541016274	2.4290668774407e-09
-27.088206160783	2.4770084107435e-09
-27.074871305292	2.5258759731890e-09
-27.061536449801	2.5756868112138e-09
-27.048201594310	2.6264588404549e-09
-27.034866738819	2.6782100941509e-09
-27.021531883328	2.7309589751618e-09
-27.008197027837	2.7847244748300e-09
-26.994862172346	2.8395251589572e-09
-26.981527316855	2.8953808862072e-09
-26.968192461364	2.9523112906689e-09
-26.954857605873	3.0103366555730e-09
-26.941522750382	3.0694772749688e-09
-26.928187894891	3.1297543562594e-09
-26.914853039400	3.1911889072001e-09
-26.901518183909	3.2538027806189e-09
-26.888183328418	3.3176180580500e-09
-26.874848472927	3.3826570111185e-09
-26.861513617436	3.4489428104364e-09
-26.848178761945	3.5164985590652e-09
-26.834843906454	3.5853480276775e-09
-26.821509050963	3.6555152561108e-09
-26.808174195472	3.7270251268268e-09
-26.794839339982	3.7999020587680e-09
-26.781504484491	3.8741720864436e-09
-26.768169629000	3.9498607655571e-09
-26.754834773509	4.0269945094234e-09
-26.741499918018	4.1056007243150e-09
-26.728165062527	4.1857064457798e-09
-26.714830207036	4.2673394676236e-09
-26.701495351545	4.3505281985936e-09
-26.688160496054	4.4353014798748e-09
-26.674825640563	4.5216886371687e-09
-26.661490785072	4.6097196591254e-09
-26.648155929581	4.6994251024723e-09
-26.634821074090	4.7908358584626e-09
-26.621486218599	4.8839835385120e-09
-26.608151363108	4.9789004527459e-09
-26.594816507617	5.0756191178340e-09
-26.581481652126	5.1741726085871e-09
-26.568146796635	5.2745953514362e-09
-26.554811941144	5.3769214114701e-09
-26.541477085653	5.4811860226707e-09
-26.528142230162	5.5874251484188e-09
-26.514807374671	5.6956751962480e-09
-26.501472519180	5.8059728536436e-09
-26.488137663690	5.9183556115201e-09
-26.474802808199	6.0328623758039e-09
-26.461467952708	6.1495317204925e-09
-26.448133097217	6.2684038180137e-09
-26.434798241726	6.3895189367799e-09
-26.421463386235	6.5129181670827e-09
-26.408128530744	6.6386434489632e-09
-26.394793675253	6.7667373829123e-09
-26.381458819762	6.8972435156108e-09
-26.368123964271	7.0302060856529e-09
-26.354789108780	7.1656702119187e-09
-26.341454253289	7.3036812059943e-09
-26.328119397798	7.4442855837415e-09
-26.314784542307	7.5875310229069e-09
-26.301449686816	7.7334657614507e-09
-26.288114831325	7.8821387083770e-09
-26.274779975834	8.0335999562549e-09
-26.261445120343	8.1879003980403e-09
-26.248110264852	8.3450914440878e-09
-26.234775409361	8.5052261580781e-09
-26.221440553870	8.6683577083246e-09
-26.208105698379	8.8345409203087e-09
-26.194770842888	9.0038309871929e-09
-26.181435987398	9.1762844665749e-09
-26.168101131907	9.3519588827988e-09
-26.154766276416	9.5309123926758e-09
-26.141431420925	9.7132047543545e-09
-26.128096565434	9.8988963681473e-09
-26.114761709943	1.0088048865081e-08
-26.101426854452	1.0280724671671e-08
-26.088091998961	1.0476987896413e-08
-26.074757143470	1.0676903429777e-08
-26.061422287979	1.0880536732342e-08
-26.048087432488	1.1087955464118e-08
-26.034752576997	1.1299227806213e-08
-26.021417721506	1.1514423124971e-08
-26.008082866015	1.1733612187245e-08
-25.994748010524	1.1956867320758e-08
-25.981413155033	1.2184261329554e-08
-25.968078299542	1.2415868826995e-08
-25.954743444051	1.2651765379096e-08
-25.941408588560	1.2892028249364e-08
-25.928073733069	1.3136735946323e-08
-25.914738877578	1.3385968087315e-08
-25.901404022087	1.3639805894595e-08
-25.888069166596	1.3898332001845e-08
-25.874734311105	1.4161630678770e-08
-25.861399455615	1.4429786873412e-08
-25.848064600124	1.4702888187732e-08
-25.834729744633	1.4981022417846e-08
-25.821394889142	1.5264280183705e-08
-25.808060033651	1.5552752488777e-08
-25.794725178160	1.5846532605917e-08
-25.781390322669	1.6145715365604e-08
-25.768055467178	1.6450397146023e-08
-25.754720611687	1.6760675776741e-08
-25.741385756196	1.7076650935923e-08
-25.728050900705	1.7398424202870e-08
-25.714716045214	1.7726098665185e-08
-25.701381189723	1.8059779267731e-08
-25.688046334232	1.8399572745491e-08
-25.674711478741	1.8745587251635e-08
-25.661376623250	1.9097933812153e-08
-25.648041767759	1.9456724326334e-08
-25.634706912268	1.9822073024177e-08
-25.621372056777	2.0194096190773e-08
-25.608037201286	2.0572911898980e-08
-25.594702345795	2.0958640384433e-08
-25.581367490304	2.1351403718273e-08
-25.568032634813	2.1751326315574e-08
-25.554697779323	2.2158534686352e-08
-25.541362923832	2.2573157534070e-08
-25.528028068341	2.2995325166019e-08
-25.514693212850	2.3425171159184e-08
-25.501358357359	2.3862830551387e-08
-25.488023501868	2.4308440608549e-08
-25.474688646377	2.4762141611343e-08
-25.461353790886	2.5224075550873e-08
-25.448018935395	2.5694387167469e-08
-25.434684079904	2.6173223575324e-08
-25.421349224413	2.6660734304833e-08
-25.408014368922	2.7157071576939e-08
-25.394679513431	2.7662389945001e-08
-25.381344657940	2.8176847029477e-08
-25.368009802449	2.8700602512675e-08
-25.354674946958	2.9233818893310e-08
-25.341340091467	2.9776661821471e-08
-25.328005235976	3.0329299358793e-08
-25.314670380485	3.0891902665785e-08
-25.301335524994	3.1464645332251e-08
-25.288000669503	3.2047704332019e-08
-25.274665814012	3.2641259543932e-08
-25.261330958521	3.3245493449094e-08
-25.247996103031	3.3860592211210e-08
-25.234661247540	3.4486744737365e-08
-25.221326392049	3.5124143157799e-08
-25.207991536558	3.5772982813661e-08
-25.194656681067	3.6433462158098e-08
-25.181321825576	3.7105783337261e-08
-25.167986970085	3.7790151534510e-08
-25.154652114594	3.8486775262328e-08
-25.141317259103	3.9195866909042e-08
-25.127982403612	3.9917641825203e-08
-25.114647548121	4.0652319688999e-08
-25.101312692630	4.1400123476531e-08
-25.087977837139	4.2161279589379e-08
-25.074642981648	4.2936018710609e-08
-25.061308126157	4.3724575019130e-08
-25.047973270666	4.4527186467623e-08
-25.034638415175	4.5344095318265e-08
-25.021303559684	4.6175547417570e-08
-25.007968704193	4.7021792930649e-08
-24.994633848702	4.7883086385164e-08
-24.981298993211	4.8759686216279e-08
-24.967964137720	4.9651855071119e-08
-24.954629282229	5.0559859639290e-08
-24.941294426738	5.1483971779576e-08
-24.927959571248	5.2424467369535e-08
-24.914624715757	5.3381626775475e-08
-24.901289860266	5.4355735291027e-08
-24.887955004775	5.5347082600283e-08
-24.874620149284	5.6355963163916e-08
-24.861285293793	5.7382676651662e-08
-24.847950438302	5.8427527106864e-08
-24.834615582811	5.9490823584975e-08
-24.821280727320	6.0572880532829e-08
-24.807945871829	6.1674017325495e-08
-24.794611016338	6.2794558750544e-08
-24.781276160847	6.3934834628834e-08
-24.767941305356	6.5095180349749e-08
-24.754606449865	6.6275936771202e-08
-24.741271594374	6.7477450224228e-08
-24.727936738883	6.8700073093240e-08
-24.714601883392	6.9944162518615e-08
-24.701267027901	7.1210082306911e-08
-24.687932172410	7.2498202036853e-08
-24.674597316919	7.3808896854735e-08
-24.661262461428	7.5142548558440e-08
-24.647927605937	7.6499544586859e-08
-24.634592750446	7.7880279027948e-08
-24.621257894956	7.9285152170744e-08
-24.607923039465	8.0714571129274e-08
-24.594588183974	8.2168948906264e-08
-24.581253328483	8.3648705991110e-08
-24.567918472992	8.5154269061745e-08
-24.554583617501	8.6686071505921e-08
-24.541248762010	8.8244554158333e-08
