           Z  Fieldvalue
 ----------- -----------
 -5.0000E+01 -5.2099E+00
 -4.9734E+01 -5.0730E+00
 -4.9468E+01 -4.9362E+00
 -4.9202E+01 -4.7993E+00
 -4.8936E+01 -4.6564E+00
 -4.8670E+01 -4.3506E+00
 -4.8404E+01 -4.0449E+00
 -4.8138E+01 -3.7392E+00
 -4.7872E+01 -3.4297E+00
 -4.7606E+01 -3.0720E+00
 -4.7340E+01 -2.7142E+00
 -4.7074E+01 -2.3565E+00
 -4.6809E+01 -1.9981E+00
 -4.6543E+01 -1.6339E+00
 -4.6277E+01 -1.2698E+00
 -4.6011E+01 -9.0564E-01
 -4.5745E+01 -5.4359E-01
 -4.5479E+01 -1.9405E-01
 -4.5213E+01  1.5549E-01
 -4.4947E+01  5.0502E-01
 -4.4681E+01  8.5066E-01
 -4.4415E+01  1.1783E+00
 -4.4149E+01  1.5059E+00
 -4.3883E+01  1.8336E+00
 -4.3617E+01  2.1539E+00
 -4.3351E+01  2.4473E+00
 -4.3085E+01  2.7407E+00
 -4.2819E+01  3.0341E+00
 -4.2553E+01  3.3193E+00
 -4.2287E+01  3.5799E+00
 -4.2021E+01  3.8404E+00
 -4.1755E+01  4.1010E+00
 -4.1489E+01  4.3505E+00
 -4.1223E+01  4.5723E+00
 -4.0957E+01  4.7940E+00
 -4.0691E+01  5.0158E+00
 -4.0426E+01  5.2266E+00
 -4.0160E+01  5.4142E+00
 -3.9894E+01  5.6017E+00
 -3.9628E+01  5.7892E+00
 -3.9362E+01  5.9653E+00
 -3.9096E+01  6.1204E+00
 -3.8830E+01  6.2755E+00
 -3.8564E+01  6.4307E+00
 -3.8298E+01  6.5712E+00
 -3.8032E+01  6.6889E+00
 -3.7766E+01  6.8066E+00
 -3.7500E+01  6.9244E+00
 -3.7234E+01  7.0256E+00
 -3.6968E+01  7.1048E+00
 -3.6702E+01  7.1840E+00
 -3.6436E+01  7.2631E+00
 -3.6170E+01  7.3275E+00
 -3.5904E+01  7.3748E+00
 -3.5638E+01  7.4220E+00
 -3.5372E+01  7.4692E+00
 -3.5106E+01  7.5020E+00
 -3.4840E+01  7.5203E+00
 -3.4574E+01  7.5385E+00
 -3.4309E+01  7.5568E+00
 -3.4043E+01  7.5595E+00
 -3.3777E+01  7.5488E+00
 -3.3511E+01  7.5381E+00
 -3.3245E+01  7.5274E+00
 -3.2979E+01  7.5016E+00
 -3.2713E+01  7.4644E+00
 -3.2447E+01  7.4272E+00
 -3.2181E+01  7.3900E+00
 -3.1915E+01  7.3382E+00
 -3.1649E+01  7.2768E+00
 -3.1383E+01  7.2154E+00
 -3.1117E+01  7.1541E+00
 -3.0851E+01  7.0778E+00
 -3.0585E+01  6.9933E+00
 -3.0319E+01  6.9088E+00
 -3.0053E+01  6.8242E+00
 -2.9787E+01  6.7233E+00
 -2.9521E+01  6.6145E+00
 -2.9255E+01  6.5056E+00
 -2.8989E+01  6.3968E+00
 -2.8723E+01  6.2690E+00
 -2.8457E+01  6.1334E+00
 -2.8191E+01  5.9979E+00
 -2.7926E+01  5.8624E+00
 -2.7660E+01  5.7037E+00
 -2.7394E+01  5.5373E+00
 -2.7128E+01  5.3709E+00
 -2.6862E+01  5.2044E+00
 -2.6596E+01  5.0085E+00
 -2.6330E+01  4.8044E+00
 -2.6064E+01  4.6003E+00
 -2.5798E+01  4.3962E+00
 -2.5532E+01  4.1521E+00
 -2.5266E+01  3.8992E+00
 -2.5000E+01  3.6462E+00
 -2.4734E+01  3.3932E+00
 -2.4468E+01  3.0823E+00
 -2.4202E+01  2.7615E+00
 -2.3936E+01  2.4407E+00
 -2.3670E+01  2.1200E+00
 -2.3404E+01  1.7119E+00
 -2.3138E+01  1.2930E+00
 -2.2872E+01  8.7407E-01
 -2.2606E+01  4.5517E-01
 -2.2340E+01 -1.0621E-01
 -2.2074E+01 -6.7906E-01
 -2.1809E+01 -1.2519E+00
 -2.1543E+01 -1.8247E+00
 -2.1277E+01 -2.6924E+00
 -2.1011E+01 -3.5720E+00
 -2.0745E+01 -4.4516E+00
 -2.0479E+01 -5.3312E+00
 -2.0213E+01 -7.1264E+00
 -1.9947E+01 -8.9246E+00
 -1.9681E+01 -1.0723E+01
 -1.9415E+01 -1.2575E+01
 -1.9149E+01 -1.6055E+01
 -1.8883E+01 -1.9535E+01
 -1.8617E+01 -2.3015E+01
 -1.8351E+01 -2.6020E+01
 -1.8085E+01 -2.2518E+01
 -1.7819E+01 -1.9016E+01
 -1.7553E+01 -1.5515E+01
 -1.7287E+01 -1.1022E+01
 -1.7021E+01 -2.8926E+00
 -1.6755E+01  5.2371E+00
 -1.6489E+01  8.9220E+00
 -1.6223E+01  6.8631E+00
 -1.5957E+01  2.9816E+00
 -1.5691E+01 -3.3743E+00
 -1.5426E+01 -8.1823E+00
 -1.5160E+01 -1.0782E+01
 -1.4894E+01 -1.2517E+01
 -1.4628E+01 -1.2955E+01
 -1.4362E+01 -1.2446E+01
 -1.4096E+01 -1.0432E+01
 -1.3830E+01 -9.4310E+00
 -1.3564E+01 -1.0142E+01
 -1.3298E+01 -1.2383E+01
 -1.3032E+01 -1.7370E+01
 -1.2766E+01 -2.2357E+01
 -1.2500E+01 -2.5213E+01
 -1.2234E+01 -2.6459E+01
 -1.1968E+01 -2.7704E+01
 -1.1702E+01 -2.8950E+01
 -1.1436E+01 -2.7934E+01
 -1.1170E+01 -2.5971E+01
 -1.0904E+01 -2.4007E+01
 -1.0638E+01 -2.2044E+01
 -1.0372E+01 -2.0712E+01
 -1.0106E+01 -1.9613E+01
 -9.8404E+00 -1.8513E+01
 -9.5745E+00 -1.7413E+01
 -9.3085E+00 -1.6569E+01
 -9.0426E+00 -1.5805E+01
 -8.7766E+00 -1.5042E+01
 -8.5106E+00 -1.4278E+01
 -8.2447E+00 -1.3608E+01
 -7.9787E+00 -1.2963E+01
 -7.7128E+00 -1.2317E+01
 -7.4468E+00 -1.1672E+01
 -7.1809E+00 -1.1098E+01
 -6.9149E+00 -1.0540E+01
 -6.6489E+00 -9.9826E+00
 -6.3830E+00 -9.4249E+00
 -6.1170E+00 -8.9374E+00
 -5.8511E+00 -8.4635E+00
 -5.5851E+00 -7.9895E+00
 -5.3191E+00 -7.5156E+00
 -5.0532E+00 -7.1105E+00
 -4.7872E+00 -6.7161E+00
 -4.5213E+00 -6.3217E+00
 -4.2553E+00 -5.9272E+00
 -3.9894E+00 -5.5973E+00
 -3.7234E+00 -5.2751E+00
 -3.4574E+00 -4.9528E+00
 -3.1915E+00 -4.6306E+00
 -2.9255E+00 -4.3663E+00
 -2.6596E+00 -4.1071E+00
 -2.3936E+00 -3.8478E+00
 -2.1277E+00 -3.5886E+00
 -1.8617E+00 -3.3797E+00
 -1.5957E+00 -3.1736E+00
 -1.3298E+00 -2.9676E+00
 -1.0638E+00 -2.7615E+00
 -7.9787E-01 -2.5983E+00
 -5.3191E-01 -2.4362E+00
 -2.6596E-01 -2.2741E+00
  0.0000E+00 -2.1120E+00
  2.6596E-01 -1.9855E+00
  5.3191E-01 -1.8591E+00
  7.9787E-01 -1.7326E+00
  1.0638E+00 -1.6070E+00
  1.3298E+00 -1.5090E+00
  1.5957E+00 -1.4111E+00
  1.8617E+00 -1.3132E+00
  2.1277E+00 -1.2164E+00
  2.3936E+00 -1.1410E+00
  2.6596E+00 -1.0657E+00
  2.9255E+00 -9.9028E-01
  3.1915E+00 -9.1632E-01
  3.4574E+00 -8.5861E-01
  3.7234E+00 -8.0089E-01
  3.9894E+00 -7.4318E-01
  4.2553E+00 -6.8694E-01
  4.5213E+00 -6.4297E-01
  4.7872E+00 -5.9900E-01
  5.0532E+00 -5.5503E-01
  5.3191E+00 -5.1248E-01
