           Z  Fieldvalue
 ----------- -----------
 -5.0000E+01 -1.0130E-01
 -4.9734E+01 -1.8256E-02
 -4.9468E+01  6.4793E-02
 -4.9202E+01  1.4784E-01
 -4.8936E+01  2.3443E-01
 -4.8670E+01  4.1696E-01
 -4.8404E+01  5.9948E-01
 -4.8138E+01  7.8201E-01
 -4.7872E+01  9.6570E-01
 -4.7606E+01  1.1647E+00
 -4.7340E+01  1.3636E+00
 -4.7074E+01  1.5626E+00
 -4.6809E+01  1.7554E+00
 -4.6543E+01  1.8968E+00
 -4.6277E+01  2.0383E+00
 -4.6011E+01  2.1797E+00
 -4.5745E+01  2.3061E+00
 -4.5479E+01  2.3417E+00
 -4.5213E+01  2.3773E+00
 -4.4947E+01  2.4129E+00
 -4.4681E+01  2.4241E+00
 -4.4415E+01  2.3228E+00
 -4.4149E+01  2.2215E+00
 -4.3883E+01  2.1202E+00
 -4.3617E+01  1.9626E+00
 -4.3351E+01  1.5975E+00
 -4.3085E+01  1.2325E+00
 -4.2819E+01  8.6744E-01
 -4.2553E+01  4.2598E-01
 -4.2287E+01 -2.4571E-01
 -4.2021E+01 -9.1740E-01
 -4.1755E+01 -1.5891E+00
 -4.1489E+01 -2.3814E+00
 -4.1223E+01 -3.4765E+00
 -4.0957E+01 -4.5717E+00
 -4.0691E+01 -5.6668E+00
 -4.0426E+01 -6.9626E+00
 -4.0160E+01 -8.6838E+00
 -3.9894E+01 -1.0405E+01
 -3.9628E+01 -1.2126E+01
 -3.9362E+01 -1.4130E+01
 -3.9096E+01 -1.6645E+01
 -3.8830E+01 -1.9160E+01
 -3.8564E+01 -2.1676E+01
 -3.8298E+01 -2.4628E+01
 -3.8032E+01 -2.8261E+01
 -3.7766E+01 -3.1893E+01
 -3.7500E+01 -3.5525E+01
 -3.7234E+01 -3.9815E+01
 -3.6968E+01 -4.4988E+01
 -3.6702E+01 -5.0161E+01
 -3.6436E+01 -5.5334E+01
 -3.6170E+01 -6.1452E+01
 -3.5904E+01 -6.8667E+01
 -3.5638E+01 -7.5882E+01
 -3.5372E+01 -8.3097E+01
 -3.5106E+01 -9.1655E+01
 -3.4840E+01 -1.0156E+02
 -3.4574E+01 -1.1147E+02
 -3.4309E+01 -1.2138E+02
 -3.4043E+01 -1.3329E+02
 -3.3777E+01 -1.4693E+02
 -3.3511E+01 -1.6057E+02
 -3.3245E+01 -1.7422E+02
 -3.2979E+01 -1.9076E+02
 -3.2713E+01 -2.0949E+02
 -3.2447E+01 -2.2822E+02
 -3.2181E+01 -2.4695E+02
 -3.1915E+01 -2.6976E+02
 -3.1649E+01 -2.9523E+02
 -3.1383E+01 -3.2070E+02
 -3.1117E+01 -3.4617E+02
 -3.0851E+01 -3.7745E+02
 -3.0585E+01 -4.1199E+02
 -3.0319E+01 -4.4652E+02
