           Z  Fieldvalue
 ----------- -----------
 -5.0000E+01 -1.4371E+01
 -4.9734E+01 -1.4214E+01
 -4.9468E+01 -1.4057E+01
 -4.9202E+01 -1.3900E+01
 -4.8936E+01 -1.3736E+01
 -4.8670E+01 -1.3387E+01
 -4.8404E+01 -1.3039E+01
 -4.8138E+01 -1.2690E+01
 -4.7872E+01 -1.2336E+01
 -4.7606E+01 -1.1913E+01
 -4.7340E+01 -1.1489E+01
 -4.7074E+01 -1.1066E+01
 -4.6809E+01 -1.0639E+01
 -4.6543E+01 -1.0181E+01
 -4.6277E+01 -9.7224E+00
 -4.6011E+01 -9.2643E+00
 -4.5745E+01 -8.8047E+00
 -4.5479E+01 -8.3365E+00
 -4.5213E+01 -7.8684E+00
 -4.4947E+01 -7.4002E+00
 -4.4681E+01 -6.9330E+00
 -4.4415E+01 -6.4703E+00
 -4.4149E+01 -6.0076E+00
 -4.3883E+01 -5.5449E+00
 -4.3617E+01 -5.0857E+00
 -4.3351E+01 -4.6394E+00
 -4.3085E+01 -4.1931E+00
 -4.2819E+01 -3.7469E+00
 -4.2553E+01 -3.3042E+00
 -4.2287E+01 -2.8726E+00
 -4.2021E+01 -2.4409E+00
 -4.1755E+01 -2.0092E+00
 -4.1489E+01 -1.5866E+00
 -4.1223E+01 -1.1869E+00
 -4.0957E+01 -7.8717E-01
 -4.0691E+01 -3.8744E-01
 -4.0426E+01  8.8654E-04
 -4.0160E+01  3.6503E-01
 -3.9894E+01  7.2917E-01
 -3.9628E+01  1.0933E+00
 -3.9362E+01  1.4435E+00
 -3.9096E+01  1.7684E+00
 -3.8830E+01  2.0933E+00
 -3.8564E+01  2.4181E+00
 -3.8298E+01  2.7288E+00
 -3.8032E+01  3.0171E+00
 -3.7766E+01  3.3055E+00
 -3.7500E+01  3.5939E+00
 -3.7234E+01  3.8622E+00
 -3.6968E+01  4.1036E+00
 -3.6702E+01  4.3450E+00
 -3.6436E+01  4.5864E+00
 -3.6170E+01  4.8067E+00
 -3.5904E+01  5.0024E+00
 -3.5638E+01  5.1982E+00
 -3.5372E+01  5.3939E+00
 -3.5106E+01  5.5715E+00
 -3.4840E+01  5.7308E+00
 -3.4574E+01  5.8900E+00
 -3.4309E+01  6.0493E+00
 -3.4043E+01  6.1842E+00
 -3.3777E+01  6.2978E+00
 -3.3511E+01  6.4114E+00
 -3.3245E+01  6.5250E+00
 -3.2979E+01  6.6106E+00
 -3.2713E+01  6.6749E+00
 -3.2447E+01  6.7393E+00
 -3.2181E+01  6.8036E+00
 -3.1915E+01  6.8418E+00
 -3.1649E+01  6.8631E+00
 -3.1383E+01  6.8843E+00
 -3.1117E+01  6.9055E+00
 -3.0851E+01  6.8959E+00
 -3.0585E+01  6.8689E+00
 -3.0319E+01  6.8420E+00
 -3.0053E+01  6.8151E+00
 -2.9787E+01  6.7504E+00
 -2.9521E+01  6.6676E+00
 -2.9255E+01  6.5847E+00
 -2.8989E+01  6.5019E+00
 -2.8723E+01  6.3749E+00
 -2.8457E+01  6.2300E+00
 -2.8191E+01  6.0851E+00
 -2.7926E+01  5.9403E+00
 -2.7660E+01  5.7381E+00
 -2.7394E+01  5.5165E+00
 -2.7128E+01  5.2950E+00
 -2.6862E+01  5.0735E+00
 -2.6596E+01  4.7762E+00
 -2.6330E+01  4.4579E+00
 -2.6064E+01  4.1396E+00
 -2.5798E+01  3.8213E+00
 -2.5532E+01  3.4016E+00
 -2.5266E+01  2.9594E+00
 -2.5000E+01  2.5173E+00
 -2.4734E+01  2.0751E+00
 -2.4468E+01  1.4878E+00
 -2.4202E+01  8.7579E-01
 -2.3936E+01  2.6376E-01
 -2.3670E+01 -3.4827E-01
 -2.3404E+01 -1.1710E+00
 -2.3138E+01 -2.0197E+00
 -2.2872E+01 -2.8684E+00
 -2.2606E+01 -3.7172E+00
 -2.2340E+01 -4.8944E+00
 -2.2074E+01 -6.0979E+00
 -2.1809E+01 -7.3015E+00
 -2.1543E+01 -8.5051E+00
 -2.1277E+01 -1.0347E+01
 -2.1011E+01 -1.2214E+01
 -2.0745E+01 -1.4082E+01
 -2.0479E+01 -1.5949E+01
 -2.0213E+01 -1.9685E+01
 -1.9947E+01 -2.3427E+01
 -1.9681E+01 -2.7169E+01
 -1.9415E+01 -3.1021E+01
 -1.9149E+01 -3.8181E+01
 -1.8883E+01 -4.5341E+01
 -1.8617E+01 -5.2501E+01
 -1.8351E+01 -5.8727E+01
 -1.8085E+01 -5.2140E+01
 -1.7819E+01 -4.5552E+01
 -1.7553E+01 -3.8965E+01
 -1.7287E+01 -3.0372E+01
 -1.7021E+01 -1.4415E+01
 -1.6755E+01  1.5411E+00
 -1.6489E+01  8.7199E+00
 -1.6223E+01  4.5551E+00
 -1.5957E+01 -3.2806E+00
 -1.5691E+01 -1.6100E+01
 -1.5426E+01 -2.5827E+01
 -1.5160E+01 -3.1145E+01
 -1.4894E+01 -3.4698E+01
 -1.4628E+01 -3.5607E+01
 -1.4362E+01 -3.4539E+01
 -1.4096E+01 -3.0328E+01
 -1.3830E+01 -2.8223E+01
 -1.3564E+01 -2.9679E+01
 -1.3298E+01 -3.4369E+01
 -1.3032E+01 -4.4868E+01
 -1.2766E+01 -5.5366E+01
 -1.2500E+01 -6.1388E+01
 -1.2234E+01 -6.4031E+01
 -1.1968E+01 -6.6673E+01
 -1.1702E+01 -6.9315E+01
 -1.1436E+01 -6.7098E+01
 -1.1170E+01 -6.2844E+01
 -1.0904E+01 -5.8590E+01
 -1.0638E+01 -5.4336E+01
 -1.0372E+01 -5.1368E+01
 -1.0106E+01 -4.8872E+01
 -9.8404E+00 -4.6375E+01
 -9.5745E+00 -4.3879E+01
 -9.3085E+00 -4.1904E+01
 -9.0426E+00 -4.0095E+01
 -8.7766E+00 -3.8286E+01
 -8.5106E+00 -3.6476E+01
 -8.2447E+00 -3.4859E+01
 -7.9787E+00 -3.3294E+01
 -7.7128E+00 -3.1729E+01
 -7.4468E+00 -3.0164E+01
 -7.1809E+00 -2.8755E+01
 -6.9149E+00 -2.7381E+01
 -6.6489E+00 -2.6008E+01
 -6.3830E+00 -2.4635E+01
 -6.1170E+00 -2.3421E+01
 -5.8511E+00 -2.2239E+01
 -5.5851E+00 -2.1056E+01
 -5.3191E+00 -1.9874E+01
 -5.0532E+00 -1.8852E+01
 -4.7872E+00 -1.7856E+01
 -4.5213E+00 -1.6860E+01
 -4.2553E+00 -1.5863E+01
 -3.9894E+00 -1.5021E+01
 -3.7234E+00 -1.4196E+01
 -3.4574E+00 -1.3372E+01
 -3.1915E+00 -1.2548E+01
 -2.9255E+00 -1.1864E+01
 -2.6596E+00 -1.1193E+01
 -2.3936E+00 -1.0521E+01
 -2.1277E+00 -9.8497E+00
 -1.8617E+00 -9.3020E+00
 -1.5957E+00 -8.7613E+00
 -1.3298E+00 -8.2207E+00
 -1.0638E+00 -7.6800E+00
 -7.9787E-01 -7.2461E+00
 -5.3191E-01 -6.8151E+00
 -2.6596E-01 -6.3841E+00
  0.0000E+00 -5.9531E+00
  2.6596E-01 -5.6124E+00
  5.3191E-01 -5.2716E+00
  7.9787E-01 -4.9308E+00
  1.0638E+00 -4.5920E+00
  1.3298E+00 -4.3244E+00
  1.5957E+00 -4.0568E+00
  1.8617E+00 -3.7892E+00
  2.1277E+00 -3.5247E+00
  2.3936E+00 -3.3158E+00
  2.6596E+00 -3.1069E+00
  2.9255E+00 -2.8980E+00
  3.1915E+00 -2.6928E+00
  3.4574E+00 -2.5305E+00
  3.7234E+00 -2.3683E+00
  3.9894E+00 -2.2060E+00
  4.2553E+00 -2.0477E+00
  4.5213E+00 -1.9222E+00
  4.7872E+00 -1.7967E+00
  5.0532E+00 -1.6712E+00
  5.3191E+00 -1.5496E+00
  5.5851E+00 -1.4530E+00
  5.8511E+00 -1.3563E+00
  6.1170E+00 -1.2597E+00
  6.3830E+00 -1.1667E+00
  6.6489E+00 -1.0925E+00
  6.9149E+00 -1.0184E+00
  7.1809E+00 -9.4431E-01
  7.4468E+00 -8.7352E-01
  7.7128E+00 -8.1710E-01
  7.9787E+00 -7.6069E-01
  8.2447E+00 -7.0427E-01
  8.5106E+00 -6.5099E-01
  8.7766E+00 -6.0919E-01
  9.0426E+00 -5.6739E-01
  9.3085E+00 -5.2558E-01
  9.5745E+00 -4.8754E-01
  9.8404E+00 -4.6127E-01
  1.0106E+01 -4.3500E-01
  1.0372E+01 -4.0873E-01
  1.0638E+01 -3.8724E-01
  1.0904E+01 -3.7877E-01
  1.1170E+01 -3.7029E-01
  1.1436E+01 -3.6182E-01
  1.1702E+01 -3.4153E-01
  1.1968E+01 -2.9306E-01
  1.2234E+01 -2.4459E-01
  1.2500E+01 -1.9611E-01
  1.2766E+01 -1.3797E-01
  1.3032E+01 -6.7011E-02
  1.3298E+01  3.9443E-03
  1.3564E+01  3.0067E-02
  1.3830E+01  3.1217E-02
  1.4096E+01  1.4918E-02
  1.4362E+01 -1.1708E-02
  1.4628E+01 -2.4872E-02
  1.4894E+01 -2.9576E-02
  1.5160E+01 -2.8016E-02
  1.5426E+01 -2.2281E-02
  1.5691E+01 -1.0530E-02
  1.5957E+01  5.4395E-03
  1.6223E+01  1.2984E-02
  1.6489E+01  1.4322E-02
  1.6755E+01  3.9046E-03
  1.7021E+01 -1.5610E-02
  1.7287E+01 -3.5125E-02
  1.7553E+01 -4.2130E-02
  1.7819E+01 -4.5728E-02
  1.8085E+01 -4.9327E-02
  1.8351E+01 -5.2925E-02
  1.8617E+01 -4.5213E-02
  1.8883E+01 -3.6676E-02
  1.9149E+01 -2.8139E-02
  1.9415E+01 -1.9603E-02
  1.9681E+01 -1.6249E-02
  1.9947E+01 -1.3069E-02
  2.0213E+01 -9.8887E-03
  2.0479E+01 -6.7152E-03
  2.0745E+01 -5.6032E-03
  2.1011E+01 -4.4911E-03
  2.1277E+01 -3.3790E-03
  2.1543E+01 -2.2920E-03
  2.1809E+01 -1.8250E-03
  2.2074E+01 -1.3580E-03
  2.2340E+01 -8.9104E-04
  2.2606E+01 -4.4350E-04
  2.2872E+01 -2.3768E-04
  2.3138E+01 -3.1859E-05
  2.3404E+01  1.7396E-04
  2.3670E+01  3.6627E-04
  2.3936E+01  4.4933E-04
  2.4202E+01  5.3239E-04
  2.4468E+01  6.1545E-04
  2.4734E+01  6.8965E-04
  2.5000E+01  7.1192E-04
  2.5266E+01  7.3419E-04
  2.5532E+01  7.5647E-04
  2.5798E+01  7.7335E-04
  2.6064E+01  7.6594E-04
  2.6330E+01  7.5852E-04
  2.6596E+01  7.5110E-04
  2.6862E+01  7.4082E-04
  2.7128E+01  7.2020E-04
  2.7394E+01  6.9957E-04
  2.7660E+01  6.7895E-04
  2.7926E+01  6.5720E-04
  2.8191E+01  6.3212E-04
  2.8457E+01  6.0705E-04
  2.8723E+01  5.8197E-04
  2.8989E+01  5.5692E-04
  2.9255E+01  5.3192E-04
  2.9521E+01  5.0693E-04
  2.9787E+01  4.8194E-04
  3.0053E+01  4.5767E-04
  3.0319E+01  4.3494E-04
  3.0585E+01  4.1221E-04
  3.0851E+01  3.8947E-04
  3.1117E+01  3.6786E-04
  3.1383E+01  3.4824E-04
  3.1649E+01  3.2863E-04
  3.1915E+01  3.0901E-04
  3.2181E+01  2.9068E-04
  3.2447E+01  2.7432E-04
  3.2713E+01  2.5797E-04
  3.2979E+01  2.4161E-04
  3.3245E+01  2.2657E-04
  3.3511E+01  2.1326E-04
  3.3777E+01  1.9996E-04
  3.4043E+01  1.8665E-04
  3.4309E+01  1.7460E-04
  3.4574E+01  1.6398E-04
  3.4840E+01  1.5336E-04
  3.5106E+01  1.4273E-04
  3.5372E+01  1.3325E-04
  3.5638E+01  1.2490E-04
  3.5904E+01  1.1654E-04
  3.6170E+01  1.0819E-04
  3.6436E+01  1.0083E-04
  3.6702E+01  9.4343E-05
  3.6968E+01  8.7852E-05
  3.7234E+01  8.1362E-05
  3.7500E+01  7.5731E-05
  3.7766E+01  7.0740E-05
  3.8032E+01  6.5749E-05
  3.8298E+01  6.0758E-05
  3.8564E+01  5.6490E-05
  3.8830E+01  5.2686E-05
  3.9096E+01  4.8883E-05
  3.9362E+01  4.5080E-05
