#Parameters = {H_cav=30; H_pipe=12; L_cav=20; L_pipe=70; W_cav=30; W_pipe=12; beta=1; cellsperw=20; q=1e-09; sigmaz=5}
#"s / cm"	"Z [Real Part]"
#------------------------
-42.744605171828	-2.4867575117173e-15
-42.638612774278	-2.1393399834683e-15
-42.532620376728	-1.6640110782121e-15
-42.426627979177	-1.0670098078568e-15
-42.320635581627	-2.7186257552063e-16
-42.214643184076	7.8352963158782e-16
-42.108650786526	2.1682249308399e-15
-42.002658388976	4.0176850531286e-15
-41.896665991425	6.4880797355796e-15
-41.790673593875	9.8263653651409e-15
-41.684681196324	1.4402681408162e-14
-41.578688798774	2.0763430453822e-14
-41.472696401223	2.9296238419137e-14
-41.366704003673	2.8083886145085e-14
-41.260711606123	1.4956507335888e-14
-41.154719208572	2.5739488762916e-15
-41.048726811022	-8.6824447890330e-15
-40.942734413471	-1.4083017038130e-14
-40.836742015921	-1.4777880537250e-14
-40.730749618371	-8.6470237465281e-15
-40.624757220820	1.4375960138988e-14
-40.518764823270	4.8635003691379e-14
-40.412772425719	7.9003611699405e-14
-40.306780028169	1.0561889203518e-13
-40.200787630618	1.2372863647650e-13
-40.094795233068	1.3545338583473e-13
-39.988802835518	1.4236149440035e-13
-39.882810437967	1.4658124453659e-13
-39.776818040417	1.5247123205274e-13
-39.670825642866	1.6296223571098e-13
-39.564833245316	1.8127154938934e-13
-39.458840847766	2.0974920954782e-13
-39.352848450215	2.5030833534359e-13
-39.246856052665	3.0174680331343e-13
-39.140863655114	3.6447645699033e-13
-39.034871257564	4.3782380442407e-13
-38.928878860014	5.2189085878071e-13
-38.822886462463	6.1562460566465e-13
-38.716894064913	7.1951841135688e-13
-38.610901667362	8.3476685147085e-13
-38.504909269812	9.6432480647180e-13
-38.398916872261	1.1127667838515e-12
-38.292924474711	1.2840938543564e-12
-38.186932077161	1.4826728405900e-12
-38.080939679610	1.7147517044963e-12
-37.974947282060	1.9871121266304e-12
-37.868954884509	2.3053087347836e-12
-37.762962486959	2.6760125746102e-12
-37.656970089409	3.1051810256696e-12
-37.550977691858	3.6012451684763e-12
-37.444985294308	4.1722868853433e-12
-37.338992896757	4.8292466327482e-12
-37.233000499207	5.5833439901155e-12
-37.127008101656	6.4515749818887e-12
-37.021015704106	7.4498992089902e-12
-36.915023306556	8.5992546644035e-12
-36.809030909005	9.9212912113200e-12
-36.703038511455	1.1443584018575e-11
-36.597046113904	1.3195645437490e-11
-36.491053716354	1.5210301343462e-11
-36.385061318804	1.7524389058167e-11
-36.279068921253	2.0181574101284e-11
-36.173076523703	2.3231772729521e-11
-36.067084126152	2.6731744581154e-11
-35.961091728602	3.0745006950982e-11
-35.855099331052	3.5344345183203e-11
-35.749106933501	4.0614493084864e-11
-35.643114535951	4.6649678285449e-11
-35.537122138400	5.3558365113625e-11
-35.431129740850	6.1463116295461e-11
-35.325137343299	7.0502788992811e-11
-35.219144945749	8.0836128316543e-11
-35.113152548199	9.2643404030943e-11
-35.007160150648	1.0612668138551e-10
-34.901167753098	1.2151791409268e-10
-34.795175355547	1.3907883332080e-10
-34.689182957997	1.5910619323251e-10
-34.583190560447	1.8193670185591e-10
-34.477198162896	2.0794903608676e-10
-34.371205765346	2.3757470400814e-10
-34.265213367795	2.7130142126591e-10
-34.159220970245	3.0967710288518e-10
-34.053228572694	3.5332261793329e-10
-33.947236175144	4.0293825683646e-10
-33.841243777594	4.5931282054241e-10
-33.735251380043	5.2333807713844e-10
-33.629258982493	5.9601663114946e-10
-33.523266584942	6.7847932192539e-10
-33.417274187392	7.7199942674129e-10
-33.311281789842	8.7800823160332e-10
-33.205289392291	9.9811816985718e-10
-33.099296994741	1.1341409611207e-09
-32.993304597190	1.2881119039855e-09
-32.887312199640	1.4623170098959e-09
-32.781319802090	1.6593224599427e-09
-32.675327404539	1.8820055481947e-09
-32.569335006989	2.1335913787850e-09
-32.463342609438	2.4176954613142e-09
-32.357350211888	2.7383656872192e-09
-32.251357814337	3.1001339955354e-09
-32.145365416787	3.5080698289431e-09
-32.039373019237	3.9678424838314e-09
-31.933380621686	4.4857889400571e-09
-31.827388224136	5.0689885217783e-09
-31.721395826585	5.7253423520714e-09
-31.615403429035	6.4636683570912e-09
-31.509411031485	7.2937993764649e-09
-31.403418633934	8.2266969480702e-09
-31.297426236384	9.2745696731512e-09
-31.191433838833	1.0451010268888e-08
-31.085441441283	1.1771143733202e-08
-30.979449043732	1.3251794123824e-08
-30.873456646182	1.4911659359409e-08
-30.767464248632	1.6771512212756e-08
-30.661471851081	1.8854415449685e-08
-30.555479453531	2.1185963862732e-08
