#Parameters = {H_cav=30; H_pipe=12; L_cav=20; L_pipe=70; W_cav=30; W_pipe=12; beta=1; cellsperw=20; q=1e-09; sigmaz=5}
#"s / cm"	"Z [Real Part]"
#------------------------
-42.744605171828	-3.2780831533561e-16
-42.638612774278	-2.4328092941716e-17
-42.532620376728	4.1946633789943e-16
-42.426627979177	1.0124909467031e-15
-42.320635581627	1.8429850548282e-15
-42.214643184076	2.9802533712907e-15
-42.108650786526	4.4942834086315e-15
-42.002658388976	6.5151489550256e-15
-41.896665991425	9.1873360596272e-15
-41.790673593875	1.2741629127947e-14
-41.684681196324	1.7530203697556e-14
-41.578688798774	2.4083770857628e-14
-41.472696401223	3.2779930685225e-14
-41.366704003673	3.1697664554373e-14
-41.260711606123	1.8664321670456e-14
-41.154719208572	6.3377625707266e-15
-41.048726811022	-4.8935569557731e-15
-40.942734413471	-1.0288292416182e-14
-40.836742015921	-1.0982211586004e-14
-40.730749618371	-4.8448677538140e-15
-40.624757220820	1.8197904979695e-14
-40.518764823270	5.2501434601070e-14
-40.412772425719	8.2947019637374e-14
-40.306780028169	1.0966879281583e-13
-40.200787630618	1.2790797171776e-13
-40.094795233068	1.3977464526866e-13
-39.988802835518	1.4682983717939e-13
-39.882810437967	1.5119698065520e-13
-39.776818040417	1.5723456409174e-13
-39.670825642866	1.6788669580389e-13
-39.564833245316	1.8639025166028e-13
-39.458840847766	2.1511923136621e-13
-39.352848450215	2.5601153318107e-13
-39.246856052665	3.0788768834386e-13
-39.140863655114	3.7117796887605e-13
-39.034871257564	4.4521760264747e-13
-38.928878860014	5.3010797701964e-13
-38.822886462463	6.2479325904739e-13
-38.716894064913	7.2976053301775e-13
-38.610901667362	8.4620349740270e-13
-38.504909269812	9.7708602991242e-13
-38.398916872261	1.1270055023226e-12
-38.292924474711	1.3000055184246e-12
-38.186932077161	1.5005076446588e-12
-38.080939679610	1.7348263813647e-12
-37.974947282060	2.0098181905835e-12
-37.868954884509	2.3311172780121e-12
-37.762962486959	2.7054709047892e-12
-37.656970089409	3.1389083581472e-12
-37.550977691858	3.6399260421069e-12
-37.444985294308	4.2166754471427e-12
-37.338992896757	4.8801744584370e-12
-37.233000499207	5.6417383876364e-12
-37.127008101656	6.5184822110757e-12
-37.021015704106	7.5265178572525e-12
-36.915023306556	8.6869741692944e-12
-36.809030909005	1.0021736405430e-11
-36.703038511455	1.1558654843230e-11
-36.597046113904	1.3327558505468e-11
-36.491053716354	1.5361630542551e-11
-36.385061318804	1.7698102522159e-11
-36.279068921253	2.0381073701767e-11
-36.173076523703	2.3460937345113e-11
-36.067084126152	2.6994983443177e-11
-35.961091728602	3.1047326048561e-11
-35.855099331052	3.5691425974422e-11
-35.749106933501	4.1012787822694e-11
-35.643114535951	4.7106529202281e-11
-35.537122138400	5.4082141439794e-11
-35.431129740850	6.2063367719542e-11
-35.325137343299	7.1190415970977e-11
-35.219144945749	8.1623570388692e-11
-35.113152548199	9.3544847506014e-11
-35.007160150648	1.0715829001022e-10
-34.901167753098	1.2269808262295e-10
-34.795175355547	1.4042847541112e-10
-34.689182957997	1.6064906922448e-10
-34.583190560447	1.8369978844681e-10
-34.477198162896	2.0996295431382e-10
-34.371205765346	2.3987420362447e-10
-34.265213367795	2.7392592536258e-10
-34.159220970245	3.1267133062877e-10
-34.053228572694	3.5673727643760e-10
-33.947236175144	4.0683082651395e-10
-33.841243777594	4.6374842564218e-10
