           Z  Fieldvalue
 ----------- -----------
 -3.5000E+01 -7.8981E+01
 -3.4823E+01 -7.9591E+01
 -3.4646E+01 -8.0202E+01
 -3.4468E+01 -8.0812E+01
 -3.4291E+01 -8.1422E+01
 -3.4114E+01 -8.2471E+01
 -3.3937E+01 -8.3583E+01
 -3.3759E+01 -8.4695E+01
 -3.3582E+01 -8.5807E+01
 -3.3405E+01 -8.6769E+01
 -3.3228E+01 -8.7681E+01
 -3.3051E+01 -8.8593E+01
 -3.2873E+01 -8.9504E+01
 -3.2696E+01 -9.0300E+01
 -3.2519E+01 -9.1024E+01
 -3.2342E+01 -9.1749E+01
 -3.2165E+01 -9.2474E+01
 -3.1987E+01 -9.3112E+01
 -3.1810E+01 -9.3662E+01
 -3.1633E+01 -9.4212E+01
 -3.1456E+01 -9.4762E+01
 -3.1278E+01 -9.5256E+01
 -3.1101E+01 -9.5657E+01
 -3.0924E+01 -9.6058E+01
 -3.0747E+01 -9.6459E+01
 -3.0570E+01 -9.6828E+01
 -3.0392E+01 -9.7100E+01
 -3.0215E+01 -9.7371E+01
 -3.0038E+01 -9.7643E+01
 -2.9861E+01 -9.7903E+01
 -2.9684E+01 -9.8075E+01
 -2.9506E+01 -9.8247E+01
 -2.9329E+01 -9.8420E+01
 -2.9152E+01 -9.8592E+01
 -2.8975E+01 -9.8708E+01
 -2.8797E+01 -9.8824E+01
 -2.8620E+01 -9.8940E+01
 -2.8443E+01 -9.9055E+01
 -2.8266E+01 -9.9166E+01
 -2.8089E+01 -9.9276E+01
 -2.7911E+01 -9.9386E+01
 -2.7734E+01 -9.9496E+01
 -2.7557E+01 -9.9647E+01
 -2.7380E+01 -9.9812E+01
 -2.7203E+01 -9.9977E+01
 -2.7025E+01 -1.0014E+02
 -2.6848E+01 -1.0039E+02
 -2.6671E+01 -1.0068E+02
 -2.6494E+01 -1.0097E+02
 -2.6316E+01 -1.0127E+02
 -2.6139E+01 -1.0167E+02
 -2.5962E+01 -1.0217E+02
 -2.5785E+01 -1.0268E+02
 -2.5608E+01 -1.0319E+02
 -2.5430E+01 -1.0380E+02
 -2.5253E+01 -1.0460E+02
 -2.5076E+01 -1.0540E+02
 -2.4899E+01 -1.0621E+02
 -2.4722E+01 -1.0710E+02
 -2.4544E+01 -1.0830E+02
 -2.4367E+01 -1.0949E+02
 -2.4190E+01 -1.1069E+02
 -2.4013E+01 -1.1194E+02
 -2.3835E+01 -1.1362E+02
 -2.3658E+01 -1.1530E+02
 -2.3481E+01 -1.1698E+02
 -2.3304E+01 -1.1867E+02
 -2.3127E+01 -1.2091E+02
 -2.2949E+01 -1.2317E+02
 -2.2772E+01 -1.2543E+02
 -2.2595E+01 -1.2769E+02
 -2.2418E+01 -1.3052E+02
 -2.2241E+01 -1.3344E+02
 -2.2063E+01 -1.3636E+02
 -2.1886E+01 -1.3928E+02
 -2.1709E+01 -1.4276E+02
 -2.1532E+01 -1.4644E+02
 -2.1354E+01 -1.5011E+02
 -2.1177E+01 -1.5379E+02
 -2.1000E+01 -1.5797E+02
 -2.0823E+01 -1.6249E+02
 -2.0646E+01 -1.6701E+02
 -2.0468E+01 -1.7153E+02
 -2.0291E+01 -1.7649E+02
 -2.0114E+01 -1.8194E+02
 -1.9937E+01 -1.8739E+02
 -1.9759E+01 -1.9284E+02
 -1.9582E+01 -1.9865E+02
 -1.9405E+01 -2.0513E+02
 -1.9228E+01 -2.1161E+02
 -1.9051E+01 -2.1810E+02
 -1.8873E+01 -2.2484E+02
 -1.8696E+01 -2.3247E+02
 -1.8519E+01 -2.4009E+02
 -1.8342E+01 -2.4772E+02
 -1.8165E+01 -2.5548E+02
 -1.7987E+01 -2.6440E+02
 -1.7810E+01 -2.7332E+02
 -1.7633E+01 -2.8224E+02
 -1.7456E+01 -2.9116E+02
 -1.7278E+01 -3.0150E+02
 -1.7101E+01 -3.1187E+02
 -1.6924E+01 -3.2225E+02
 -1.6747E+01 -3.3262E+02
 -1.6570E+01 -3.4440E+02
 -1.6392E+01 -3.5643E+02
 -1.6215E+01 -3.6845E+02
 -1.6038E+01 -3.8048E+02
 -1.5861E+01 -3.9385E+02
 -1.5684E+01 -4.0774E+02
 -1.5506E+01 -4.2163E+02
 -1.5329E+01 -4.3552E+02
 -1.5152E+01 -4.5064E+02
 -1.4975E+01 -4.6659E+02
 -1.4797E+01 -4.8254E+02
 -1.4620E+01 -4.9849E+02
 -1.4443E+01 -5.1547E+02
 -1.4266E+01 -5.3362E+02
 -1.4089E+01 -5.5176E+02
 -1.3911E+01 -5.6991E+02
 -1.3734E+01 -5.8880E+02
 -1.3557E+01 -6.0913E+02
 -1.3380E+01 -6.2946E+02
 -1.3203E+01 -6.4979E+02
 -1.3025E+01 -6.7053E+02
 -1.2848E+01 -6.9277E+02
 -1.2671E+01 -7.1501E+02
 -1.2494E+01 -7.3726E+02
 -1.2316E+01 -7.5961E+02
 -1.2139E+01 -7.8312E+02
 -1.1962E+01 -8.0663E+02
 -1.1785E+01 -8.3014E+02
 -1.1608E+01 -8.5367E+02
 -1.1430E+01 -8.7750E+02
 -1.1253E+01 -9.0132E+02
 -1.1076E+01 -9.2510E+02
 -1.0899E+01 -9.4854E+02
 -1.0722E+01 -9.7192E+02
 -1.0544E+01 -9.9454E+02
 -1.0367E+01 -1.0172E+03
 -1.0190E+01 -1.0385E+03
 -1.0013E+01 -1.0599E+03
 -9.8354E+00 -1.0797E+03
 -9.6582E+00 -1.0995E+03
 -9.4810E+00 -1.1174E+03
 -9.3038E+00 -1.1351E+03
 -9.1266E+00 -1.1508E+03
 -8.9494E+00 -1.1661E+03
 -8.7722E+00 -1.1789E+03
 -8.5949E+00 -1.1909E+03
 -8.4177E+00 -1.2029E+03
 -8.2405E+00 -1.2108E+03
 -8.0633E+00 -1.2177E+03
 -7.8861E+00 -1.2246E+03
 -7.7089E+00 -1.2316E+03
 -7.5316E+00 -1.2337E+03
 -7.3544E+00 -1.2346E+03
 -7.1772E+00 -1.2354E+03
 -7.0000E+00 -1.2362E+03
 -6.8228E+00 -1.2332E+03
 -6.6456E+00 -1.2280E+03
 -6.4684E+00 -1.2229E+03
 -6.2911E+00 -1.2178E+03
 -6.1139E+00 -1.2097E+03
 -5.9367E+00 -1.1992E+03
 -5.7595E+00 -1.1887E+03
 -5.5823E+00 -1.1781E+03
 -5.4051E+00 -1.1656E+03
 -5.2278E+00 -1.1505E+03
 -5.0506E+00 -1.1353E+03
 -4.8734E+00 -1.1201E+03
 -4.6962E+00 -1.1038E+03
 -4.5190E+00 -1.0849E+03
 -4.3418E+00 -1.0659E+03
 -4.1646E+00 -1.0470E+03
 -3.9873E+00 -1.0275E+03
 -3.8101E+00 -1.0057E+03
 -3.6329E+00 -9.8382E+02
 -3.4557E+00 -9.6198E+02
 -3.2785E+00 -9.4004E+02
 -3.1013E+00 -9.1618E+02
 -2.9241E+00 -8.9231E+02
 -2.7468E+00 -8.6845E+02
 -2.5696E+00 -8.4459E+02
 -2.3924E+00 -8.1960E+02
 -2.2152E+00 -7.9452E+02
 -2.0380E+00 -7.6945E+02
 -1.8608E+00 -7.4437E+02
 -1.6835E+00 -7.1890E+02
 -1.5063E+00 -6.9334E+02
 -1.3291E+00 -6.6778E+02
 -1.1519E+00 -6.4221E+02
 -9.7468E-01 -6.1675E+02
 -7.9747E-01 -5.9133E+02
 -6.2025E-01 -5.6591E+02
 -4.4304E-01 -5.4049E+02
 -2.6582E-01 -5.1545E+02
 -8.8608E-02 -4.9070E+02
  8.8608E-02 -4.6596E+02
  2.6582E-01 -4.4122E+02
  4.4304E-01 -4.1697E+02
  6.2025E-01 -3.9334E+02
  7.9747E-01 -3.6971E+02
  9.7468E-01 -3.4608E+02
  1.1519E+00 -3.2291E+02
  1.3291E+00 -3.0073E+02
  1.5063E+00 -2.7856E+02
  1.6835E+00 -2.5638E+02
  1.8608E+00 -2.3454E+02
  2.0380E+00 -2.1408E+02
  2.2152E+00 -1.9362E+02
  2.3924E+00 -1.7317E+02
  2.5696E+00 -1.5285E+02
  2.7468E+00 -1.3430E+02
  2.9241E+00 -1.1575E+02
  3.1013E+00 -9.7208E+01
  3.2785E+00 -7.8662E+01
  3.4557E+00 -6.2078E+01
  3.6329E+00 -4.5593E+01
  3.8101E+00 -2.9109E+01
  3.9873E+00 -1.2625E+01
  4.1646E+00  2.0510E+00
  4.3418E+00  1.6355E+01
  4.5190E+00  3.0659E+01
  4.6962E+00  4.4964E+01
  4.8734E+00  5.7656E+01
  5.0506E+00  6.9683E+01
  5.2278E+00  8.1710E+01
  5.4051E+00  9.3737E+01
  5.5823E+00  1.0438E+02
  5.7595E+00  1.1405E+02
  5.9367E+00  1.2372E+02
  6.1139E+00  1.3339E+02
  6.2911E+00  1.4194E+02
  6.4684E+00  1.4920E+02
  6.6456E+00  1.5646E+02
  6.8228E+00  1.6371E+02
  7.0000E+00  1.7014E+02
  7.1772E+00  1.7496E+02
  7.3544E+00  1.7978E+02
  7.5316E+00  1.8461E+02
  7.7089E+00  1.8891E+02
  7.8861E+00  1.9139E+02
  8.0633E+00  1.9386E+02
  8.2405E+00  1.9634E+02
  8.4177E+00  1.9846E+02
  8.5949E+00  1.9904E+02
  8.7722E+00  1.9961E+02
  8.9494E+00  1.9986E+02
  9.1266E+00  1.9918E+02
  9.3038E+00  1.9832E+02
  9.4810E+00  1.9672E+02
  9.6582E+00  1.9500E+02
  9.8354E+00  1.9256E+02
  1.0013E+01  1.9007E+02
  1.0190E+01  1.8690E+02
  1.0367E+01  1.8372E+02
  1.0544E+01  1.7994E+02
  1.0722E+01  1.7617E+02
  1.0899E+01  1.7193E+02
  1.1076E+01  1.6766E+02
  1.1253E+01  1.6302E+02
  1.1430E+01  1.5833E+02
  1.1608E+01  1.5363E+02
  1.1785E+01  1.4862E+02
  1.1962E+01  1.4359E+02
  1.2139E+01  1.3857E+02
  1.2316E+01  1.3354E+02
  1.2494E+01  1.2843E+02
  1.2671E+01  1.2331E+02
  1.2848E+01  1.1818E+02
  1.3025E+01  1.1306E+02
  1.3203E+01  1.0806E+02
  1.3380E+01  1.0310E+02
  1.3557E+01  9.8138E+01
  1.3734E+01  9.3175E+01
  1.3911E+01  8.8433E+01
  1.4089E+01  8.3806E+01
  1.4266E+01  7.9180E+01
  1.4443E+01  7.4553E+01
  1.4620E+01  7.0166E+01
  1.4797E+01  6.5990E+01
  1.4975E+01  6.1814E+01
  1.5152E+01  5.7638E+01
  1.5329E+01  5.3671E+01
  1.5506E+01  5.0013E+01
  1.5684E+01  4.6355E+01
  1.5861E+01  4.2696E+01
  1.6038E+01  3.9190E+01
  1.6215E+01  3.6080E+01
  1.6392E+01  3.2971E+01
  1.6570E+01  2.9861E+01
  1.6747E+01  2.6836E+01
  1.6924E+01  2.4287E+01
  1.7101E+01  2.1739E+01
  1.7278E+01  1.9190E+01
  1.7456E+01  1.6655E+01
  1.7633E+01  1.4659E+01
  1.7810E+01  1.2663E+01
  1.7987E+01  1.0667E+01
  1.8165E+01  8.6710E+00
  1.8342E+01  7.1473E+00
  1.8519E+01  5.6763E+00
  1.8696E+01  4.2053E+00
  1.8873E+01  2.7343E+00
  1.9051E+01  1.6395E+00
  1.9228E+01  6.5481E-01
  1.9405E+01 -3.2993E-01
  1.9582E+01 -1.3147E+00
  1.9759E+01 -2.0179E+00
  1.9937E+01 -2.5680E+00
  2.0114E+01 -3.1181E+00
  2.0291E+01 -3.6681E+00
  2.0468E+01 -4.0210E+00
  2.0646E+01 -4.1929E+00
  2.0823E+01 -4.3648E+00
  2.1000E+01 -4.5367E+00
  2.1177E+01 -4.5849E+00
  2.1354E+01 -4.4440E+00
  2.1532E+01 -4.3031E+00
  2.1709E+01 -4.1622E+00
  2.1886E+01 -3.9565E+00
  2.2063E+01 -3.5748E+00
  2.2241E+01 -3.1932E+00
  2.2418E+01 -2.8115E+00
  2.2595E+01 -2.4053E+00
  2.2772E+01 -1.8527E+00
  2.2949E+01 -1.3001E+00
  2.3127E+01 -7.4749E-01
  2.3304E+01 -1.9309E-01
  2.3481E+01  4.6302E-01
  2.3658E+01  1.1191E+00
  2.3835E+01  1.7752E+00
  2.4013E+01  2.4313E+00
  2.4190E+01  3.1200E+00
  2.4367E+01  3.8127E+00
  2.4544E+01  4.5053E+00
  2.4722E+01  5.1979E+00
  2.4899E+01  5.8715E+00
  2.5076E+01  6.5392E+00
  2.5253E+01  7.2069E+00
  2.5430E+01  7.8746E+00
  2.5608E+01  8.4937E+00
  2.5785E+01  9.0854E+00
  2.5962E+01  9.6772E+00
  2.6139E+01  1.0269E+01
  2.6316E+01  1.0798E+01
  2.6494E+01  1.1267E+01
  2.6671E+01  1.1736E+01
  2.6848E+01  1.2205E+01
  2.7025E+01  1.2612E+01
  2.7203E+01  1.2920E+01
  2.7380E+01  1.3228E+01
  2.7557E+01  1.3536E+01
  2.7734E+01  1.3794E+01
  2.7911E+01  1.3911E+01
  2.8089E+01  1.4029E+01
  2.8266E+01  1.4147E+01
  2.8443E+01  1.4236E+01
  2.8620E+01  1.4139E+01
  2.8797E+01  1.4042E+01
  2.8975E+01  1.3946E+01
  2.9152E+01  1.3847E+01
  2.9329E+01  1.3519E+01
  2.9506E+01  1.3191E+01
  2.9684E+01  1.2863E+01
  2.9861E+01  1.2536E+01
  3.0038E+01  1.1995E+01
  3.0215E+01  1.1427E+01
  3.0392E+01  1.0858E+01
  3.0570E+01  1.0289E+01
  3.0747E+01  9.5304E+00
  3.0924E+01  8.7104E+00
  3.1101E+01  7.8904E+00
  3.1278E+01  7.0704E+00
  3.1456E+01  6.0902E+00
  3.1633E+01  5.0160E+00
  3.1810E+01  3.9419E+00
  3.1987E+01  2.8677E+00
  3.2165E+01  1.6679E+00
  3.2342E+01  3.4476E-01
  3.2519E+01 -9.7838E-01
  3.2696E+01 -2.3015E+00
  3.2873E+01 -3.7139E+00
  3.3051E+01 -5.2729E+00
  3.3228E+01 -6.8320E+00
  3.3405E+01 -8.3910E+00
  3.3582E+01 -1.0003E+01
  3.3759E+01 -1.1771E+01
  3.3937E+01 -1.3540E+01
  3.4114E+01 -1.5308E+01
  3.4291E+01 -1.6971E+01
  3.4468E+01 -1.7904E+01
  3.4646E+01 -1.8837E+01
  3.4823E+01 -1.9769E+01
  3.5000E+01 -2.0702E+01
