#Parameters = {xtest=0; xsource=8; ncells=15; sigmaz=10; wakelength=10000}
#"s / mm"	"X (2) [Real Part / V/pC]"
#-----------------------------------
57.911957981682	0.17431128657773
58.220347590984	0.16905463623603
58.528737200286	0.16349591232229
58.837126809588	0.15764796482279
59.145516418890	0.15152413498101
59.453906028191	0.14513822686494
59.762295637493	0.13850447763777
60.070685246795	0.13163752658374
60.379074856097	0.12455238359244
60.687464465399	0.11726439753741
60.995854074700	0.10978922482553
61.304243684002	0.10214279842440
61.612633293304	0.094341297613253
61.921022902606	0.086401118443481
62.229412511908	0.078338844066499
62.537802121209	0.070171214663080
62.846191730511	0.061915096855903
63.154581339813	0.053587452152995
63.462970949115	0.045205304396097
63.771360558417	0.036785706288617
64.079750167719	0.028345705329428
64.388139777020	0.019902309508891
64.696529386322	0.011472453310560
65.004918995624	0.0030729645070623
65.313308604926	-0.0052794682075534
65.621698214228	-0.013568326740231
65.930087823529	-0.021777293952044
66.238477432831	-0.029890282808472
66.546867042133	-0.037891465548774
66.855256651435	-0.045765302644624
67.163646260737	-0.053496571555533
67.472035870038	-0.061070395535638
67.780425479340	-0.068472272280626
68.088815088642	-0.075688102887986
68.397204697944	-0.082704220212581
68.705594307246	-0.089507416461062
69.013983916547	-0.096084969666130
69.322373525849	-0.10242466848789
69.630763135151	-0.10851483638227
69.939152744453	-0.11434435450245
70.247542353755	-0.11990268215086
70.555931963056	-0.12517987586433
70.864321572358	-0.13016660727373
71.172711181660	-0.13485417995474
71.481100790962	-0.13923454518157
71.789490400264	-0.14330031611337
72.097880009565	-0.14704478156035
72.406269618867	-0.15046191947948
72.714659228169	-0.15354640948109
73.023048837471	-0.15629364370253
73.331438446773	-0.15869973610632
73.639828056074	-0.16076153019472
73.948217665376	-0.16247660431172
74.256607274678	-0.16384327415255
74.564996883980	-0.16486059300891
74.873386493282	-0.16552835002035
75.181776102583	-0.16584706645077
75.490165711885	-0.16581799027718
75.798555321187	-0.16544309028223
76.106944930489	-0.16472504949017
76.415334539791	-0.16366725731936
76.723724149093	-0.16227380113595
77.032113758394	-0.16054945675378
77.340503367696	-0.15849967741409
77.648892976998	-0.15613058024531
77.957282586300	-0.15344893028619
78.265672195602	-0.15046212279103
78.574061804903	-0.14717816318684
78.882451414205	-0.14360564508572
79.190841023507	-0.13975372701695
79.499230632809	-0.13563210853587
79.807620242111	-0.13125100585422
80.116009851412	-0.12662112679025
80.424399460714	-0.12175364538458
80.732789070016	-0.11666017607334
81.041178679318	-0.11135274732602
81.349568288620	-0.10584377414777
81.657957897921	-0.10014602927621
81.966347507223	-0.094272613592230
82.274737116525	-0.088236925431141
82.583126725827	-0.082052628790289
82.891516335129	-0.075733620992425
83.199905944430	-0.069293999856503
83.508295553732	-0.062748031042481
83.816685163034	-0.056110115630656
84.125074772336	-0.049394757813279
84.433464381638	-0.042616533224331
84.741853990939	-0.035790057641160
85.050243600241	-0.028929955986558
85.358633209543	-0.022050831576336
85.667022818845	-0.015167235740000
85.975412428147	-0.0082936374941222
86.283802037448	-0.0014443935798788
86.592191646750	0.0053662810108268
86.900581256052	0.012124342449925
87.208970865354	0.018815946606818
87.517360474656	0.025427477140589
87.825750083958	0.031945572840373
88.134139693259	0.038357154135958
88.442529302561	0.044649448944433
88.750918911863	0.050810017332927
89.059308521165	0.056826775065098
89.367698130467	0.062688016101264
89.676087739768	0.068382433981699
89.984477349070	0.073899141431850
90.292866958372	0.079227688859816
90.601256567674	0.084358081895745
90.909646176976	0.089280797840628
91.218035786277	0.093986801095918
91.526425395579	0.098467557669520
91.834815004881	0.10271504922686
92.143204614183	0.10672178666899
92.451594223485	0.11048082255149
92.759983832786	0.11398576221133
93.068373442088	0.11723077378956
93.376763051390	0.12021059657156
93.685152660692	0.12292054774227
93.993542269994	0.12535652738683
94.301931879295	0.12751502158697
94.610321488597	0.12939310464616
94.918711097899	0.13098844013578
95.227100707201	0.13229928090088
95.535490316503	0.13332446890856
95.843879925804	0.13406343455182
96.152269535106	0.13451619545137
96.460659144408	0.13468335446219
96.769048753710	0.13456609670967
97.077438363012	0.13416618586076
97.385827972313	0.13348595862838
97.694217581615	0.13252831755114
98.002607190917	0.13129672208035
98.310996800219	0.12979517817507
98.619386409521	0.12802822670366
98.927776018822	0.12600093033527
99.236165628124	0.12371885969124
99.544555237426	0.12118807900638
99.852944846728	0.11841513205830
100.16133445603	0.11540702818487
100.46972406533	0.11217122806268
100.77811367463	0.10871562912662
101.08650328394	0.10504855027841
101.39489289324	0.10117871568283
101.70328250254	0.097115237090052
102.01167211184	0.092867594471316
102.32006172114	0.088445615330848
102.62845133044	0.083859452557932
102.93684093975	0.079119561113476
103.24523054905	0.074236674800887
103.55362015835	0.069221782914329
103.86200976765	0.064086106509922
104.17039937695	0.058841074932183
104.47878898625	0.053498302571033
104.78717859556	0.048069566291266
105.09556820486	0.042566782991334
105.40395781416	0.037001985787392
105.71234742346	0.031387299943454
106.02073703276	0.025734918692612
106.32912664207	0.020057078155316
106.63751625137	0.014366030913417
106.94590586067	0.0086740188432781
107.25429546997	0.0029932464295436
107.56268507927	-0.0026641455104689
107.87107468857	-0.0082861058186017
108.17946429788	-0.013860698525550
108.48785390718	-0.019376126991348
108.79624351648	-0.024820756741273
109.10463312578	-0.030183138459836
109.41302273508	-0.035452031094374
109.72141234439	-0.040616424551147
110.02980195369	-0.045665562634138
110.33819156299	-0.050588966756628
110.64658117229	-0.055376459503559
110.95497078159	-0.060018187409309
111.26336039089	-0.064504643213008
111.57175000020	-0.068826687106702
111.88013960950	-0.072975566357987
112.18852921880	-0.076942932842565
112.49691882810	-0.080720859240088
112.80530843740	-0.084301854163747
113.11369804671	-0.087678876052256
113.42208765601	-0.090845346305918
113.73047726531	-0.093795161802057
114.03886687461	-0.096522707424809
114.34725648391	-0.099022868648405
114.65564609321	-0.10129104378262
114.96403570252	-0.10332315526516
115.27242531182	-0.10511565955816
115.58081492112	-0.10666555601951
115.88920453042	-0.10797039418519
116.19759413972	-0.10902827808153
116.50598374903	-0.10983786793889
116.81437335833	-0.11039838027016
117.12276296763	-0.11070958670761
117.43115257693	-0.11077181167425
117.73954218623	-0.11058592885134
118.04793179553	-0.11015335735483
118.35632140484	-0.10947605767749
118.66471101414	-0.10855652770419
118.97310062344	-0.10739779777087
119.28149023274	-0.10600342391552
119.58987984204	-0.10437748008419
119.89826945135	-0.10252454910678
120.20665906065	-0.10044971174962
120.51504866995	-0.098158533233659
120.82343827925	-0.095657048246125
121.13182788855	-0.092951745127831
121.44021749785	-0.090049548727468
121.74860710716	-0.086957802010924
122.05699671646	-0.083684247512919
122.36538632576	-0.080237008951941
122.67377593506	-0.076624571963981
122.98216554436	-0.072855763920080
123.29055515367	-0.068939733285412
123.59894476297	-0.064885928526505
123.90733437227	-0.060704075866938
124.21572398157	-0.056404155282679
124.52411359087	-0.051996376140537
124.83250320017	-0.047491152848793
125.14089280948	-0.042899079698596
125.44928241878	-0.038230905030224
125.75767202808	-0.033497505515744
126.06606163738	-0.028709861146500
126.37445124668	-0.023879030065318
126.68284085598	-0.019016122895632
126.99123046529	-0.014132277147534
127.29962007459	-0.0092386316884845
127.60800968389	-0.0043463010004105
127.91639929319	0.00053365104430298
128.22478890249	0.0053902376414315
128.53317851180	0.010212575231805
128.84156812110	0.014989909262178
129.14995773040	0.019711639634484
129.45834733970	0.024367344967457
129.76673694900	0.028946805712454
130.07512655830	0.033440026761010
130.38351616761	0.037837258782109
130.69190577691	0.042129018612487
131.00029538621	0.046306109005473
131.30868499551	0.050359637940375
131.61707460481	0.054281037878275
131.92546421412	0.058062084485217
132.23385382342	0.061694914792605
132.54224343272	0.065172045025018
132.85063304202	0.068486387235548
133.15902265132	0.071631264550342
133.46741226062	0.074600425077095
133.77580186993	0.077388053938359
134.08419147923	0.079988783850227
134.39258108853	0.082397704094674
134.70097069783	0.084610368074137
135.00936030713	0.086622799868224
135.31774991644	0.088431499672781
135.62613952574	0.090033448852046
135.93452913504	0.091426114359707
136.24291874434	0.092607452317482
136.55130835364	0.093575910759306
136.85969796294	0.094330431282363
137.16808757225	0.094870449499665
137.47647718155	0.095195893566399
137.78486679085	0.095307180619263
138.09325640015	0.095205211894518
138.40164600945	0.094891366350044
138.71003561876	0.094367493135867
139.01842522806	0.093635903619487
139.32681483736	0.092699362349622
139.63520444666	0.091561077922493
139.94359405596	0.090224693289688
140.25198366526	0.088694275629556
140.56037327457	0.086974305367150
140.86876288387	0.085069663676179
141.17715249317	0.082985619288833
141.48554210247	0.080727814194542
141.79393171177	0.078302247767805
142.10232132108	0.075715259645601
142.41071093038	0.072973512281293
142.71910053968	0.070083973182008
143.02749014898	0.067053896523319
143.33587975828	0.063890804563218
143.64426936758	0.060602469613276
143.95265897689	0.057196896013763
144.26104858619	0.053682301507555
144.56943819549	0.050067098181890
144.87782780479	0.046359873256224
145.18621741409	0.042569369267549
145.49460702340	0.038704463802826
145.80299663270	0.034774149178804
146.11138624200	0.030787511890041
146.41977585130	0.026753711992551
146.72816546060	0.022681962767846
147.03655506990	0.018581510787720
147.34494467921	0.014461615859098
147.65333428851	0.010331530732149
147.96172389781	0.0062004811223849
148.27011350711	0.0020776460118890
148.57850311641	-0.0020278619574121
148.88689272571	-0.0061070158633437
149.19528233502	-0.010150893275839
149.50367194432	-0.014150694435297
149.81206155362	-0.018097759557172
150.12045116292	-0.021983585656857
150.42884077222	-0.025799843189456
150.73723038153	-0.029538391902219
151.04561999083	-0.033191296877511
151.35400960013	-0.036750844755137
151.66239920943	-0.040209559669713
151.97078881873	-0.043560218714442
152.27917842803	-0.046795866591857
152.58756803734	-0.049909829859792
152.89595764664	-0.052895730198740
153.20434725594	-0.055747495684064
153.51273686524	-0.058459370879618
153.82112647454	-0.061025926944126
154.12951608385	-0.063442071312555
154.43790569315	-0.065703056679650
154.74629530245	-0.067804489962181
155.05468491175	-0.069742341336738
155.36307452105	-0.071512953406832
155.67146413035	-0.073113049596130
155.97985373966	-0.074539740647653
156.28824334896	-0.075790530100381
156.59663295826	-0.076863318261750
156.90502256756	-0.077756404219725
157.21341217686	-0.078468486519283
157.52180178617	-0.078998663032416
157.83019139547	-0.079346430964031
158.13858100477	-0.079511686955563
158.44697061407	-0.079494727244705
158.75536022337	-0.079296248301214
159.06374983267	-0.078917347401712
159.37213944198	-0.078359522298271
159.68052905128	-0.077624669311076
159.98891866058	-0.076715079401442
160.29730826988	-0.075633432402505
160.60569787918	-0.074382789172433
160.91408748849	-0.072966582093436
161.22247709779	-0.071388604783181
161.53086670709	-0.069653001577305
161.83925631639	-0.067764257102580
162.14764592569	-0.065727186543348
162.45603553499	-0.063546926153185
162.76442514430	-0.061228923752785
163.07281475360	-0.058778929194874
163.38120436290	-0.056202983115117
163.68959397220	-0.053507404401258
163.99798358150	-0.050698776328287
164.30637319081	-0.047783930710840
164.61476280011	-0.044769930738192
164.92315240941	-0.041664052660483
165.23154201871	-0.038473767528433
165.53993162801	-0.035206723515568
165.84832123731	-0.031870728195517
166.15671084662	-0.028473731147324
166.46510045592	-0.025023806768302
166.77349006522	-0.021529136814679
167.08187967452	-0.017997992144380
167.39026928382	-0.014438713392714
167.69865889312	-0.010859690717690
168.00704850243	-0.0072693427672635
168.31543811173	-0.0036760953956606
168.62382772103	-8.8360735348217e-05
168.93221733033	0.0034854832016730
169.24060693963	0.0070371121468797
169.54899654894	0.010558274284488
169.85738615824	0.014040808656785
170.16577576754	0.017476663265195
170.47416537684	0.020857913431885
170.78255498614	0.024176781008699
171.09094459544	0.027425653871313
171.39933420475	0.030597106035307
171.70772381405	0.033683918081953
172.01611342335	0.036679096714845
172.32450303265	0.039575893182472
172.63289264195	0.042367820084691
172.94128225126	0.045048666741598
173.24967186056	0.047612512612303
173.55806146986	0.050053739039324
173.86645107916	0.052367040674326
174.17484068846	0.054547436550757
174.48323029776	0.056590281011243
174.79161990707	0.058491274795170
