#Parameters = {xtest=0; xsource=8; ncells=15; sigmaz=10; wakelength=10000}
#"s / mm"	"X (2) [Real Part / V/pC]"
#-----------------------------------
2115.4874312433	-0.0027610023059795
2115.7958208526	-0.0028498035253084
2116.1042104619	-0.0029319691440479
2116.4126000712	-0.0030073121991477
2116.7209896805	-0.0030756540597752
2117.0293792898	-0.0031368244312416
2117.3377688991	-0.0031906619012400
2117.6461585084	-0.0032370148774021
2117.9545481177	-0.0032757428210932
2118.2629377270	-0.0033067176548668
2118.5713273363	-0.0033298252427444
2118.8797169456	-0.0033449669926045
2119.1881065549	-0.0033520613487624
2119.4964961642	-0.0033510450371599
2119.8048857735	-0.0033418740770688
2120.1132753829	-0.0033245245275002
2120.4216649922	-0.0032989928905288
2120.7300546015	-0.0032652960310937
2121.0384442108	-0.0032234705378211
2121.3468338201	-0.0031735716831329
2121.6552234294	-0.0031156720549844
2121.9636130387	-0.0030498599104678
2122.2720026480	-0.0029762373758395
2122.5803922573	-0.0028949186320051
2122.8887818666	-0.0028060284279639
2123.1971714759	-0.0027097010636745
2123.5055610852	-0.0026060798892791
2123.8139506945	-0.0024953174185719
2124.1223403038	-0.0023775760361189
2124.4307299131	-0.0022530292769887
2124.7391195224	-0.0021218635345596
2125.0475091317	-0.0019842799295639
2125.3558987410	-0.0018404961561841
2125.6642883503	-0.0016907480957459
2125.9726779596	-0.0015352910229959
2126.2810675689	-0.0013744001502021
2126.5894571782	-0.0012083704133463
2126.8978467875	-0.0010375155857219
2127.2062363968	-0.00086216658006072
2127.5146260061	-0.00068266907358801
2127.8230156154	-0.00049938071816284
2128.1314052247	-0.00031266817831640
2128.4397948340	-0.00012290431510120
2128.7481844433	6.9534395635295e-05
2129.0565740526	0.00026426994913225
2129.3649636619	0.00046092412008762
2129.6733532712	0.00065911906723874
2129.9817428805	0.00085847730380528
2130.2901324898	0.0010586211772790
2130.5985220991	0.0012591719744039
2130.9069117084	0.0014597488084045
2131.2153013177	0.0016599675257128
2131.5236909270	0.0018594398400727
2131.8320805363	0.0020577726899343
2132.1404701456	0.0022545678521235
2132.4488597549	0.0024494219236962
2132.7572493642	0.0026419267673674
2133.0656389735	0.0028316705239903
2133.3740285828	0.0030182391081343
2133.6824181921	0.0032012182359119
2133.9908078014	0.0033801960173122
2134.2991974107	0.0035547660347891
2134.6075870200	0.0037245307456093
2134.9159766293	0.0038891047647215
2135.2243662386	0.0040481177737225
2135.5327558479	0.0042012169031530
2135.8411454572	0.0043480682096002
2136.1495350665	0.0044883570904963
2136.4579246758	0.0046217875726004
2136.7663142851	0.0047480806800552
2137.0747038945	0.0048669722392890
2137.3830935038	0.0049782104348226
2137.6914831131	0.0050815535909326
2137.9998727224	0.0051767685165817
2138.3082623317	0.0052636297020307
2138.6166519410	0.0053419194932383
2138.9250415503	0.0054114291154109
2139.2334311596	0.0054719603417043
2139.5418207689	0.0055233276370216
2139.8502103782	0.0055653604695561
2140.1585999875	0.0055979055542639
2140.4669895968	0.0056208290152336
2140.7753792061	0.0056340183080563
2141.0837688154	0.0056373840550900
2141.3921584247	0.0056308617991459
2141.7005480340	0.0056144135337079
2142.0089376433	0.0055880290310403
2142.3173272526	0.0055517267325809
2142.6257168619	0.0055055540295120
2142.9341064712	0.0054495867585869
2143.2424960805	0.0053839277477283
2143.5508856898	0.0053087045263512
2143.8592752991	0.0052240663740535
2144.1676649084	0.0051301809780884
2144.4760545177	0.0050272311408234
2144.7844441270	0.0049154120610117
2145.0928337363	0.0047949295306158
2145.4012233456	0.0046659992461121
2145.7096129549	0.0045288473535528
2146.0180025642	0.0043837120605283
2146.3263921735	0.0042308459504789
2146.6347817828	0.0040705185243921
2146.9431713921	0.0039030185953286
2147.2515610014	0.0037286561349623
2147.5599506107	0.0035477632829174
2147.8683402200	0.0033606944435279
2148.1767298293	0.0031678255674193
2148.4851194386	0.0029695528184664
2148.7935090479	0.0027662907681510
2149.1018986572	0.0025584703768860
2149.4102882665	0.0023465368153465
2149.7186778758	0.0021309472100912
2150.0270674851	0.0019121684717705
2150.3354570944	0.0016906749917615
2150.6438467037	0.0014669461851499
2150.9522363130	0.0012414640159231
2151.2606259223	0.0010147106451307
2151.5690155316	0.00078716638568258
2151.8774051409	0.00055930811645625
2152.1857947502	0.00033160833651043
2152.4941843595	0.00010453509366867
2152.8025739688	-0.00012144726517872
2153.1109635781	-0.00034587686246500
2153.4193531874	-0.00056829280271657
2153.7277427967	-0.00078823371212969
2154.0361324060	-0.0010052367849155
2154.3445220154	-0.0012188376534457
2154.6529116247	-0.0014285712043216
2154.9613012340	-0.0016339733922602
2155.2696908433	-0.0018345836957518
2155.5780804526	-0.0020299480625686
2155.8864700619	-0.0022196220110884
2156.1948596712	-0.0024031733824495
2156.5032492805	-0.0025801846060247
2156.8116388898	-0.0027502543350818
2157.1200284991	-0.0029129985288852
2157.4284181084	-0.0030680511008344
2157.7368077177	-0.0032150643053172
2158.0451973270	-0.0033537090622481
2158.3535869363	-0.0034836753787844
2158.6619765456	-0.0036046729270571
2158.9703661549	-0.0037164316941596
2159.2787557642	-0.0038187025883407
2159.5871453735	-0.0039112578940515
2159.8955349828	-0.0039938914750736
2160.2039245921	-0.0040664186783392
2160.5123142014	-0.0041286760086692
2160.8207038107	-0.0041805207212334
2161.1290934200	-0.0042218305062957
2161.4374830293	-0.0042525034761092
2161.7458726386	-0.0042724586376877
2162.0542622479	-0.0042816368253352
2162.3626518572	-0.0042800019353076
2162.6710414665	-0.0042675423177627
2162.9794310758	-0.0042442722013476
2163.2878206851	-0.0042102327253667
2163.5962102944	-0.0041654922202535
2163.9045999037	-0.0041101457281583
2164.2129895130	-0.0040443138511203
2164.5213791223	-0.0039681410199250
2164.8297687316	-0.0038817933907766
2165.1381583409	-0.0037854566818216
2165.4465479502	-0.0036793342959988
2165.7549375595	-0.0035636460574088
2166.0633271688	-0.0034386276357087
2166.3717167781	-0.0033045306826731
2166.6801063874	-0.0031616235559473
2166.9884959967	-0.0030101924118849
2167.2968856060	-0.0028505425017872
2167.6052752153	-0.0026829993175592
2167.9136648246	-0.0025079093522959
2168.2220544339	-0.0023256404053247
2168.5304440432	-0.0021365812019268
2168.8388336525	-0.0019411404203882
2169.1472232618	-0.0017397452490122
2169.4556128711	-0.0015328395166687
2169.7640024804	-0.0013208816425528
2170.0723920897	-0.0011043424106436
2170.3807816990	-0.00088370272846465
2170.6891713083	-0.00065945151316047
2170.9975609176	-0.00043208368661796
2171.3059505270	-0.00020209838308543
2171.6143401363	3.0002737417596e-05
2171.9227297456	0.00026371698622114
2172.2311193549	0.00049854183873368
2172.5395089642	0.00073397591101713
2172.8478985735	0.00096951957730262
2173.1562881828	0.0012046752700224
2173.4646777921	0.0014389473989887
2173.7730674014	0.0016718419408916
2174.0814570107	0.0019028659009121
2174.3898466200	0.0021315266882967
2174.6982362293	0.0023573316740252
2175.0066258386	0.0025797881867361
2175.3150154479	0.0027984041218317
2175.6234050572	0.0030126893140512
2175.9317946665	0.0032221576831352
2176.2401842758	0.0034263301032730
2176.5485738851	0.0036247378786251
2176.8569634944	0.0038169264678181
2177.1653531037	0.0040024591160823
2177.4737427130	0.0041809199764236
2177.7821323223	0.0043519165975117
2178.0905219316	0.0045150815467830
2178.3989115409	0.0046700729398931
2178.7073011502	0.0048165740976343
2179.0156907595	0.0049542924195360
2179.3240803688	0.0050829577706381
2179.6324699781	0.0052023205594978
2179.9408595874	0.0053121497251460
2180.2492491967	0.0054122310515504
2180.5576388060	0.0055023658689791
2180.8660284153	0.0055823702094504
2181.1744180246	0.0056520746304825
2181.4828076339	0.0057113246527826
2181.7911972432	0.0057599818813863
2182.0995868525	0.0057979256859960
2182.4079764618	0.0058250553336876
2182.7163660711	0.0058412925589474
2183.0247556804	0.0058465842734466
2183.3331452897	0.0058409052420365
2183.6415348990	0.0058242604638314
2183.9499245083	0.0057966870592226
2184.2583141176	0.0057582554034642
2184.5667037269	0.0057090694288965
2184.8750933362	0.0056492660207567
2185.1834829455	0.0055790134694910
2185.4918725548	0.0054985092775532
2185.8002621641	0.0054079773923220
2186.1086517734	0.0053076651029464
2186.4170413827	0.0051978398822958
2186.7254309920	0.0050787863287070
2187.0338206013	0.0049508034913317
2187.3422102106	0.0048142026708532
2187.6505998199	0.0046693057503142
2187.9589894292	0.0045164441803334
2188.2673790386	0.0043559586598323
2188.5757686479	0.0041881995688509
2188.8841582572	0.0040135281001726
2189.1925478665	0.0038323178701523
2189.5009374758	0.0036449568745775
2189.8093270851	0.0034518496022779
2190.1177166944	0.0032534189606700
2190.4261063037	0.0030501075254231
2190.7344959130	0.0028423778225078
2191.0428855223	0.0026307115997093
2191.3512751316	0.0024156078981999
2191.6596647409	0.0021975799650494
2191.9680543502	0.0019771512096441
2192.2764439595	0.0017548506804217
2192.5848335688	0.0015312085800082
2192.8932231781	0.0013067520263998
2193.2016127874	0.0010820014506120
2193.5100023967	0.00085746789907302
2193.8183920060	0.00063365124960447
2194.1267816153	0.00041103932625347
2194.4351712246	0.00019010768701037
2194.7435608339	-2.8680097670396e-05
2195.0519504432	-0.00024487177178269
2195.3603400525	-0.00045802550395234
2195.6687296618	-0.00066770884100009
2195.9771192711	-0.00087349758415864
2196.2855088804	-0.0010749745928599
2196.5938984897	-0.0012717287002564
2196.9022880990	-0.0014633538583721
2197.2106777083	-0.0016494487140695
2197.5190673176	-0.0018296169345653
2197.8274569269	-0.0020034683117365
2198.1358465362	-0.0021706208214021
2198.4442361455	-0.0023307035494499
2198.7526257548	-0.0024833602622072
2199.0610153641	-0.0026282533374492
2199.3694049734	-0.0027650675396556
2199.6777945827	-0.0028935132874874
2199.9861841920	-0.0030133291666231
2200.2945738013	-0.0031242833899344
2200.6029634106	-0.0032261741641806
2200.9113530199	-0.0033188290869926
2201.2197426292	-0.0034021037650022
2201.5281322385	-0.0034758799161733
2201.8365218478	-0.0035400631698616
2202.1449114571	-0.0035945809185529
2202.4533010664	-0.0036393803372583
2202.7616906757	-0.0036744266545746
2203.0700802850	-0.0036997017759604
2203.3784698943	-0.0037152033039365
2203.6868595036	-0.0037209440949692
2203.9952491129	-0.0037169522664693
2204.3036387222	-0.0037032716196704
2204.6120283315	-0.0036799626084402
2204.9204179408	-0.0036471036566062
2205.2288075501	-0.0036047926712864
2205.5371971595	-0.0035531486416411
2205.8455867688	-0.0034923129671321
2206.1539763781	-0.0034224503701987
2206.4623659874	-0.0033437492272273
2206.7707555967	-0.0032564212709453
2207.0791452060	-0.0031607007225728
2207.3875348153	-0.0030568428289475
2207.6959244246	-0.0029451221182836
2208.0043140339	-0.0028258305760274
2208.3127036432	-0.0026992757522989
2208.6210932525	-0.0025657789240562
2208.9294828618	-0.0024256734410854
2209.2378724711	-0.0022793032091445
2209.5462620804	-0.0021270212063428
2209.8546516897	-0.0019691880889137
2210.1630412990	-0.0018061710520487
2210.4714309083	-0.0016383430071885
2210.7798205176	-0.0014660820403652
2211.0882101269	-0.0012897713198802
2211.3965997362	-0.0011097995359328
2211.7049893455	-0.00092656162481832
2212.0133789548	-0.00074045966794087
2212.3217685641	-0.00055190365935403
2212.6301581734	-0.00036131174234869
2212.9385477827	-0.00016910986642706
2213.2469373920	2.4269411616148e-05
2213.5553270013	0.00021838888989428
2213.8637166106	0.00041280922774763
2214.1721062199	0.00060709176352065
2214.4804958292	0.00080080115204768
2214.7888854385	0.00099350764267372
2215.0972750478	0.0011847888147813
2215.4056646571	0.0013742306236455
2215.7140542664	0.0015614279322944
2216.0224438757	0.0017459848126925
2216.3308334850	0.0019275147922533
2216.6392230943	0.0021056412399684
2216.9476127036	0.0022799979192003
2217.2560023129	0.0024502297074996
2217.5643919222	0.0026159933690574
2217.8727815315	0.0027769580670001
2218.1811711408	0.0029328055368669
2218.4895607501	0.0030832299193809
2218.7979503594	0.0032279372673639
2219.1063399687	0.0033666450290870
2219.4147295780	0.0034990817802086
2219.7231191873	0.0036249874325374
2220.0315087966	0.0037441140797831
2220.3398984059	0.0038562274279179
2220.6482880152	0.0039611087696841
2220.9566776245	0.0040585571801461
2221.2650672338	0.0041483914168295
2221.5734568431	0.0042304512543911
2221.8818464524	0.0043045981828517
2222.1902360617	0.0043707152940808
2222.4986256711	0.0044287065427472
2222.8070152804	0.0044784956738052
2223.1154048897	0.0045200251000061
2223.4237944990	0.0045532551484401
2223.7321841083	0.0045781637889337
2224.0405737176	0.0045947468864791
2224.3489633269	0.0046030188528326
2224.6573529362	0.0046030134042038
2224.9657425455	0.0045947842353962
2225.2741321548	0.0045784053250128
2225.5825217641	0.0045539707727904
2225.8909113734	0.0045215942439959
2226.1993009827	0.0044814080784082
2226.5076905920	0.0044335622697126
2226.8160802013	0.0043782234963114
2227.1244698106	0.0043155743972574
2227.4328594199	0.0042458130170800
2227.7412490292	0.0041691522853458
2228.0496386385	0.0040858194723261
2228.3580282478	0.0039960554801611
2228.6664178571	0.0039001139350897
2228.9748074664	0.0037982600420207
2229.2831970757	0.0036907692863766
2229.5915866850	0.0035779262034426
2229.8999762943	0.0034600234269730
2230.2083659036	0.0033373612214356
2230.5167555129	0.0032102474397561
2230.8251451222	0.0030789977570177
2231.1335347315	0.0029439361238305
2231.4419243408	0.0028053951964348
2231.7503139501	0.0026637165234386
2232.0587035594	0.0025192501540747
2232.3670931687	0.0023723537210645
2232.6754827780	0.0022233911662313
2232.9838723873	0.0020727310121996
2233.2922619966	0.0019207444387135
2233.6006516059	0.0017678033143790
2233.9090412152	0.0016142783421721
2234.2174308245	0.0014605372703610
2234.5258204338	0.0013069430765452
2234.8342100431	0.0011538523219385
2235.1425996524	0.0010016135835570
2235.4509892617	0.00085056596347001
2235.7593788710	0.00070103782687137
2236.0677684803	0.00055334591324441
2236.3761580896	0.00040779499672405
2236.6845476989	0.00026467801239507
2236.9929373082	0.00012427667959537
2237.3013269175	-1.3137433201383e-05
2237.6097165268	-0.00014730176674885
2237.9181061361	-0.00027796170522882
2238.2264957454	-0.00040486978538799
2238.5348853547	-0.00052778545404603
2238.8432749640	-0.00064647540532291
2239.1516645733	-0.00076071440183339
2239.4600541826	-0.00087028647725118
2239.7684437920	-0.00097498635460546
2240.0768334013	-0.0010746209948007
2240.3852230106	-0.0011690111866524
2240.6936126199	-0.0012579931278082
2241.0020022292	-0.0013414199964600
2241.3103918385	-0.0014191634504820
2241.6187814478	-0.0014911150358004
2241.9271710571	-0.0015571874065780
2242.2355606664	-0.0016173150471585
2242.5439502757	-0.0016714541795716
2242.8523398850	-0.0017195818472183
2243.1607294943	-0.0017616940908875
2243.4691191036	-0.0017978033484589
2243.7775087129	-0.0018279353870990
2244.0858983222	-0.0018521261486003
2244.3942879315	-0.0018704191330670
2244.7026775408	-0.0018828636447995
2245.0110671501	-0.0018895141097998
2245.3194567594	-0.0018904305646785
2245.6278463687	-0.0018856800708012
2245.9362359780	-0.0018753386867316
2246.2446255873	-0.0018594934675290
2246.5530151966	-0.0018382441228530
2246.8614048059	-0.0018117041537739
2247.1697944152	-0.0017800013022086
2247.4781840245	-0.0017432773329200
2247.7865736338	-0.0017016875228967
2248.0949632431	-0.0016554001705553
2248.4033528524	-0.0016045961778856
2248.7117424617	-0.0015494687840701
2249.0201320710	-0.0014902232282630
2249.3285216803	-0.0014270762174051
2249.6369112896	-0.0013602548537505
2249.9453008989	-0.0012899946394225
2250.2536905082	-0.0012165366559991
2250.5620801175	-0.0011401241421103
2250.8704697268	-0.0010609988727105
2251.1788593361	-0.00097939780566294
2251.4872489454	-0.00089555060153086
2251.7956385547	-0.00080967846730365
2252.1040281640	-0.00072199452284439
2252.4124177733	-0.00063270546839243
2252.7208073826	-0.00054201414587314
2253.0291969919	-0.00045012260767244
2253.3375866012	-0.00035723494473697
2253.6459762105	-0.00026355938978165
2253.9543658198	-0.00016930939556799
2254.2627554291	-7.4703541728636e-05
2254.5711450384	2.0035484546607e-05
2254.8795346477	0.00011468255305610
2255.1879242570	0.00020901205404428
2255.4963138663	0.00030279989793884
2255.8047034756	0.00039582538700263
2256.1130930849	0.00048787287326967
2256.4214826942	0.00057873328258784
2256.7298723036	0.00066820564538425
2257.0382619129	0.00075609871408977
2257.3466515222	0.00084223264447508
2257.6550411315	0.00092644058741340
2257.9634307408	0.0010085698983110
2258.2718203501	0.0010884827982996
2258.5802099594	0.0011660563641789
2258.8885995687	0.0012411817314345
2259.1969891780	0.0013137625013633
2259.5053787873	0.0013837126351983
2259.8137683966	0.0014509542445746
2260.1221580059	0.0015154156002534
2260.4305476152	0.0015770295720503
2260.7389372245	0.0016357326965876
2261.0473268338	0.0016914650370201
2261.3557164431	0.0017441706970293
2261.6641060524	0.0017937987891087
2261.9724956617	0.0018403046318934
2262.2808852710	0.0018836510546459
2262.5892748803	0.0019238098193560
2262.8976644896	0.0019607629136570
2263.2060540989	0.0019945035927296
2263.5144437082	0.0020250373055882
2263.8228333175	0.0020523824130587
2264.1312229268	0.0020765705266841
2264.4396125361	0.0020976463465248
2264.7480021454	0.0021156669128995
2265.0563917547	0.0021307004518012
2265.3647813640	0.0021428247801822
2265.6731709733	0.0021521254230110
2265.9815605826	0.0021586938721411
2266.2899501919	0.0021626260911697
2266.5983398012	0.0021640214952921
2266.9067294105	0.0021629824112611
2267.2151190198	0.0021596139727557
2267.5235086291	0.0021540242997933
2267.8318982384	0.0021463246218331
2268.1402878477	0.0021366292498467
2268.4486774570	0.0021250551837235
2268.7570670663	0.0021117214161605
2269.0654566756	0.0020967481155707
2269.3738462849	0.0020802558262850
2269.6822358942	0.0020623649535445
2269.9906255035	0.0020431955878297
2270.2990151128	0.0020228677476885
2270.6074047221	0.0020015018565820
2270.9157943314	0.0019792190944289
2271.2241839407	0.0019561413731350
2271.5325735500	0.0019323906845285
2271.8409631593	0.0019080877346548
2272.1493527686	0.0018833499131300
2272.4577423779	0.0018582890144591
2272.7661319872	0.0018330092515889
2273.0745215965	0.0018076058938810
2273.3829112058	0.0017821649507610
2273.6913008152	0.0017567639699377
2273.9996904245	0.0017314737793125
2274.3080800338	0.0017063607838983
2274.6164696431	0.0016814890917396
2274.9248592524	0.0016569220437708
2275.2332488617	0.0016327227138714
2275.5416384710	0.0016089530464237
2275.8500280803	0.0015856719365728
2276.1584176896	0.0015629326437390
2276.4668072989	0.0015407800254092
2276.7751969082	0.0015192482544290
2277.0835865175	0.0014983592845465
2277.3919761268	0.0014781224118690
2277.7003657361	0.0014585349433437
2278.0087553454	0.0014395835405413
2278.3171449547	0.0014212458507492
2278.6255345640	0.0014034919849226
2278.9339241733	0.0013862856053261
2279.2423137826	0.0013695846122698
2279.5507033919	0.0013533413827843
2279.8590930012	0.0013375028319278
2280.1674826105	0.0013220108127765
2280.4758722198	0.0013068029701582
2280.7842618291	0.0012918141024970
2281.0926514384	0.0012769779577900
2281.4010410477	0.0012622290397147
2281.7094306570	0.0012475040914861
2282.0178202663	0.0012327428928324
2282.3262098756	0.0012178879344072
2282.6345994849	0.0012028830680875
2282.9429890942	0.0011876712616085
2283.2513787035	0.0011721919019600
2283.5597683128	0.0011563783506376
2283.8681579221	0.0011401560618751
2284.1765475314	0.0011234418883937
2284.4849371407	0.0011061447676002
2284.7933267500	0.0010881676425861
2285.1017163593	0.0010694105063764
2285.4101059686	0.0010497739488879
2285.7184955779	0.0010291627498755
2286.0268851872	0.0010074891706099
2286.3352747965	0.00098467558076390
2286.6436644058	0.00096065624858745
2286.9520540151	0.00093537834092751
2287.2604436244	0.00090880225652368
2287.5688332337	0.00088090142274692
2287.8772228430	0.00085166165640746
2288.1856124523	0.00082108014797876
2288.4940020616	0.00078916422522851
2288.8023916709	0.00075592972907962
2289.1107812802	0.00072139906097254
2289.4191708895	0.00068559908594358
2289.7275604988	0.00064855892048649
2290.0359501081	0.00061030789817308
2290.3443397174	0.00057087393809558
2290.6527293267	0.00053028262063797
2290.9611189361	0.00048855725514430
2291.2695085454	0.00044571987614657
2291.5778981547	0.00040179317578546
2291.8862877640	0.00035680326713837
2292.1946773733	0.00031078291248470
2292.5030669826	0.00026377484808197
2292.8114565919	0.00021583477353413
2293.1198462012	0.00016703380849632
2293.4282358105	0.00011746009843075
2293.7366254198	6.7219337810562e-05
2294.0450150291	1.6434226118167e-05
2294.3534046384	-3.4757055000452e-05
2294.6617942477	-8.6203216989806e-05
2294.9701838570	-0.00013774299213092
2295.2785734663	-0.00018920874496916
2295.5869630756	-0.00024043031258823
2295.8953526849	-0.00029123876400661
2296.2037422942	-0.00034146986909572
2296.5121319035	-0.00039096697735685
2296.8205215128	-0.00043958302984408
2297.1289111221	-0.00048718149923213
2297.4373007314	-0.00053363612195262
2297.7456903407	-0.00057882949876166
2298.0540799500	-0.00062265063958602
2298.3624695593	-0.00066499173793137
2298.6708591686	-0.00070574455805581
2298.9792487779	-0.00074479677941205
2299.2876383872	-0.00078202875274989
2299.5960279965	-0.00081731109031873
2299.9044176058	-0.00085050337817775
2300.2128072151	-0.00088145414039765
2300.5211968244	-0.00091000203919742
2300.8295864337	-0.00093597833881148
2301.1379760430	-0.00095921038094155
2301.4463656523	-0.00097952567773406
2301.7547552616	-0.00099675625188310
2302.0631448709	-0.0010107429259025
2302.3715344802	-0.0010213392897837
2302.6799240895	-0.0010284149579229
2302.9883136988	-0.0010318579584988
2303.2967033081	-0.0010315761157681
2303.6050929174	-0.0010274973723484
2303.9134825267	-0.0010195690421627
2304.2218721360	-0.0010077560468573
2304.5302617453	-0.00099203832628681
2304.8386513546	-0.00097240761349417
2305.1470409639	-0.00094886388655567
2305.4554305732	-0.00092141182798133
2305.7638201825	-0.00089005760410733
2306.0722097918	-0.00085480632399935
2306.3805994011	-0.00081566045340941
2306.6889890104	-0.00077261934596704
2306.9973786197	-0.00072567988348159
2307.3057682290	-0.00067483830600110
2307.6141578383	-0.00062009307173361
2307.9225474477	-0.00056144837922211
2308.2309370570	-0.00049891800958546
2308.5393266663	-0.00043252917109456
2308.8477162756	-0.00036232613392784
2309.1561058849	-0.00028837312795638
2309.4644954942	-0.00021075618727026
2309.7728851035	-0.00012958388290273
2310.0812747128	-4.4986885636014e-05
2310.3896643221	4.2883658272212e-05
2310.6980539314	0.00013385874775130
2311.0064435407	0.00022775489052041
2311.3148331500	0.00032437783475102
2311.6232227593	0.00042352629956531
2311.9316123686	0.00052499541026786
2312.2400019779	0.00062857942273624
2312.5483915872	0.00073407366407081
2312.8567811965	0.00084127556927818
2313.1651708058	0.00094998473300874
2313.4735604151	0.0010600021240151
2313.7819500244	0.0011711286017240
2314.0903396337	0.0012831629274431
2314.3987292430	0.0013958995113586
2314.7071188523	0.0015091261657008
2315.0155084616	0.0016226219835482
2315.3238980709	0.0017361555625660
2315.6322876802	0.0018494837279534
2315.9406772895	0.0019623508701443
2316.2490668988	0.0020744891016512
2316.5574565081	0.0021856192034968
2316.8658461174	0.0022954523763431
2317.1742357267	0.0024036928329281
2317.4826253360	0.0025100409956358
2317.7910149453	0.0026141971467920
2318.0994045546	0.0027158652783616
2318.4077941639	0.0028147566555675
2318.7161837732	0.0029105926949612
2319.0245733825	0.0030031069279631
2319.3329629918	0.0030920458912901
2319.6413526011	0.0031771688794170
2319.9497422104	0.0032582466616440
2320.2581318197	0.0033350594560458
2320.5665214290	0.0034073946243947
2320.8749110383	0.0034750446251924
2321.1833006476	0.0035378056211856
2321.4916902569	0.0035954768845069
2321.8000798662	0.0036478610792753
2322.1084694755	0.0036947653854771
2322.4168590848	0.0037360032401943
2322.7252486941	0.0037713964126839
2323.0336383034	0.0038007769436396
2323.3420279127	0.0038239887698999
2323.6504175220	0.0038408891380391
2323.9588071313	0.0038513498049902
2324.2671967406	0.0038552581619416
2324.5755863499	0.0038525183872265
2324.8839759592	0.0038430527173330
2325.1923655686	0.0038268028237633
2325.5007551779	0.0038037311115500
2325.8091447872	0.0037738216100956
2326.1175343965	0.0037370801883373
2326.4259240058	0.0036935338396207
2326.7343136151	0.0036432289950827
2327.0427032244	0.0035862291210980
2327.3510928337	0.0035226118352391
2327.6594824430	0.0034524660436908
2327.9678720523	0.0033758897012822
2328.2762616616	0.0032929886805774
2328.5846512709	0.0032038769876885
2328.8930408802	0.0031086782290381
2329.2014304895	0.0030075281577418
2329.5098200988	0.0029005778334033
2329.8182097081	0.0027879967118177
2330.1265993174	0.0026699750472271
2330.4349889267	0.0025467252324718
2330.7433785360	0.0024184818624100
2331.0517681453	0.0022855005570542
2331.3601577546	0.0021480558751378
2331.6685473639	0.0020064386823356
2331.9769369732	0.0018609534231966
2332.2853265825	0.0017119156037976
2332.5937161918	0.0015596497073681
2332.9021058011	0.0014044875857660
2333.2104954104	0.0012467672023698
2333.5188850197	0.0010868315499388
2333.8272746290	0.00092502762797777
2334.1356642383	0.00076170555102823
2334.4440538476	0.00059721771734901
2334.7524434569	0.00043191816864812
2335.0608330662	0.00026616234859345
2335.3692226755	0.00010030737073824
2335.6776122848	-6.5287138126563e-05
2335.9860018941	-0.00023025787331050
2336.2943915034	-0.00039423666427939
2336.6027811127	-0.00055684949819729
2336.9111707220	-0.00071771616792061
2337.2195603313	-0.00087645090635322
2337.5279499406	-0.0010326641081940
2337.8363395499	-0.0011859651367681
2338.1447291592	-0.0013359658585978
2338.4531187685	-0.0014822845316466
2338.7615083778	-0.0016245497406922
2339.0698979871	-0.0017624037926737
2339.3782875964	-0.0018955052501003
2339.6866772057	-0.0020235305145466
2339.9950668150	-0.0021461743007486
2340.3034564243	-0.0022631492176110
2340.6118460336	-0.0023741846553834
2340.9202356429	-0.0024790251458615
2341.2286252522	-0.0025774285164269
2341.5370148615	-0.0026691640156721
2341.8454044708	-0.0027540106073052
2342.1537940802	-0.0028317555760892
2342.4621836895	-0.0029021935296829
2342.7705732988	-0.0029651259036805
2343.0789629081	-0.0030203611614009
2343.3873525174	-0.0030677156971357
2343.6957421267	-0.0031070154056304
2344.0041317360	-0.0031380979172738
2344.3125213453	-0.0031608154065353
2344.6209109546	-0.0031750377681538
2344.9293005639	-0.0031806558533568
2345.2376901732	-0.0031775845043280
2345.5460797825	-0.0031657651840622
2345.8544693918	-0.0031451679476691
2346.1628590011	-0.0031157925792936
2346.4712486104	-0.0030776688245102
2346.7796382197	-0.0030308556260509
2347.0880278290	-0.0029754394294623
2347.3964174383	-0.0029115316511110
2347.7048070476	-0.0028392654677795
2348.0131966569	-0.0027587921834888
2348.3215862662	-0.0026702773977786
2348.6299758755	-0.0025738973358694
2348.9383654848	-0.0024698358098305
2349.2467550941	-0.0023582820872086
2349.5551447034	-0.0022394299433512
2349.8635343127	-0.0021134781183548
2350.1719239220	-0.0019806320308442
2350.4803135313	-0.0018411066017676
2350.7887031406	-0.0016951298968146
2351.0970927499	-0.0015429470400516
2351.4054823592	-0.0013848238617079
2351.7138719685	-0.0012210497574862
2352.0222615778	-0.0010519395437836
2352.3306511871	-0.00087783416512041
2352.6390407964	-0.00069909997665427
2352.9474304057	-0.00051612674825181
2353.2558200150	-0.00032932485848538
2353.5642096243	-0.00013912192175501
2353.8725992336	5.4041062647753e-05
2354.1809888429	0.00024971373019405
2354.4893784522	0.00044744025237263
2354.7977680615	0.00064676292726334
2355.1061576708	0.00084722549081500
2355.4145472801	0.0010483759943430
2355.7229368894	0.0012497689525551
2356.0313264987	0.0014509667098582
2356.3397161080	0.0016515398591613
2356.6481057173	0.0018510666582086
2356.9564953266	0.0020491315283335
2357.2648849359	0.0022453228056782
2357.5732745452	0.0024392300667474
2357.8816641545	0.0026304414010175
2358.1900537638	0.0028185411296504
2358.4984433731	0.0030031083785672
2358.8068329824	0.0031837166391560
2359.1152225917	0.0033599345035067
2359.4236122011	0.0035313275433558
2359.7320018104	0.0036974612438344
2360.0403914197	0.0038579046825235
2360.3487810290	0.0040122345661082
2360.6571706383	0.0041600394107846
2360.9655602476	0.0043009235613386
