#Parameters = {conductivity=10; H_cav=30; H_pipe=12; L_cav=20; L_pipe=76; W_cav=30; W_pipe=12; beta=1; cellsperw=3; q=1e-09; sigmaz=5}
#"s / cm"	"Z [Real Part]"
#------------------------
-42.744605171828	3.5523620528234e-15
-42.573488756032	4.8654030579648e-15
-42.402372340236	6.6087016461695e-15
-42.231255924440	9.0081383473132e-15
-42.060139508644	1.2363389859285e-14
-41.889023092848	1.7340995453216e-14
-41.717906677052	2.5312642115138e-14
-41.546790261256	3.8960112969137e-14
-41.375673845460	3.6527582527424e-14
-41.204557429664	5.5618651231115e-15
-41.033441013868	-1.1837349274334e-14
-40.862324598072	-1.2583824633676e-14
-40.691208182276	1.4652190967875e-14
-40.520091766480	8.1651023408317e-14
-40.348975350684	1.3317206931635e-13
-40.177858934888	1.5651054578532e-13
-40.006742519092	1.5715927788498e-13
-39.835626103296	1.5375128890999e-13
-39.664509687500	1.6920717927159e-13
-39.493393271704	2.1934982345255e-13
-39.322276855908	3.0778526081966e-13
-39.151160440112	4.2551752791740e-13
-38.980044024316	5.6192703920752e-13
-38.808927608520	7.1333865312212e-13
-38.637811192724	8.8797766464575e-13
-38.466694776928	1.1054190442318e-12
-38.295578361132	1.3913950343603e-12
-38.124461945336	1.7705277123083e-12
-37.953345529540	2.2587561831389e-12
-37.782229113744	2.8772388463030e-12
-37.611112697948	3.6512652930008e-12
-37.439996282152	4.6161463388151e-12
-37.268879866356	5.8269782650120e-12
-37.097763450560	7.3496555614655e-12
-36.926647034764	9.2643519373068e-12
-36.755530618968	1.1671094474374e-11
-36.584414203172	1.4687283335447e-11
-36.413297787375	1.8464178318914e-11
-36.242181371579	2.3186034173142e-11
-36.071064955783	2.9079905051351e-11
-35.899948539987	3.6433608326837e-11
-35.728832124191	4.5594164469307e-11
-35.557715708395	5.6989295974721e-11
-35.386599292599	7.1149386564190e-11
-35.215482876803	8.8722352212229e-11
-35.044366461007	1.1050924883122e-10
-34.873250045211	1.3749257009905e-10
-34.702133629415	1.7086957239425e-10
-34.531017213619	2.1210306279298e-10
-34.359900797823	2.6297434743361e-10
-34.188784382027	3.2565756891145e-10
-34.017667966231	4.0280252573956e-10
-33.846551550435	4.9763208382202e-10
-33.675435134639	6.1405916305226e-10
-33.504318718843	7.5682693106220e-10
-33.333202303047	9.3167805472151e-10
-33.162085887251	1.1455548158268e-09
-32.990969471455	1.4068374813667e-09
-32.819853055659	1.7256317160225e-09
-32.648736639863	2.1141077912208e-09
-32.477620224067	2.5869024067457e-09
-32.306503808271	3.1615938823526e-09
-32.135387392475	3.8592595443463e-09
-31.964270976679	4.7051379341930e-09
-31.793154560883	5.7294075243442e-09
-31.622038145087	6.9680995117091e-09
-31.450921729291	8.4641777934933e-09
-31.279805313495	1.0268799448963e-08
-31.108688897699	1.2442785611571e-08
-30.937572481903	1.5058348660872e-08
-30.766456066107	1.8201091246912e-08
-30.595339650311	2.1972344069537e-08
-30.424223234515	2.6491878002761e-08
-30.253106818719	3.1901049378805e-08
-30.081990402923	3.8366447230955e-08
-29.910873987127	4.6084097677571e-08
-29.739757571331	5.5284314776955e-08
-29.568641155534	6.6237291000574e-08
-29.397524739738	7.9259509920023e-08
-29.226408323942	9.4721112652780e-08
-29.055291908146	1.1305431798693e-07
-28.884175492350	1.3476304871232e-07
-28.713059076554	1.6043388274276e-07
-28.541942660758	1.9074854256065e-07
-28.370826244962	2.2649803369943e-07
-28.199709829166	2.6859869223232e-07
-28.028593413370	3.1811033344831e-07
-27.857476997574	3.7625663545673e-07
-27.686360581778	4.4444819467841e-07
-27.515244165982	5.2430827460560e-07
-27.344127750186	6.1770173711985e-07
-27.173011334390	7.2676729833233e-07
-27.001894918594	8.5395345433421e-07
-26.830778502798	1.0020584605119e-06
-26.659662087002	1.1742746112523e-06
-26.488545671206	1.3742370751485e-06
-26.317429255410	1.6060779180974e-06
-26.146312839614	1.8744852052497e-06
-25.975196423818	2.1847678094401e-06
-25.804080008022	2.5429262287064e-06
-25.632963592226	2.9557291761762e-06
-25.461847176430	3.4307969218691e-06
-25.290730760634	3.9766912409184e-06
-25.119614344838	4.6030118463761e-06
-24.948497929042	5.3205003337641e-06
-24.777381513246	6.1411496968596e-06
-24.606265097450	7.0783203597291e-06
-24.435148681654	8.1468633400961e-06
-24.264032265858	9.3632482323283e-06
-24.092915850062	1.0745695841887e-05
-23.921799434266	1.2314315988837e-05
-23.750683018470	1.4091248628732e-05
-23.579566602674	1.6100803385407e-05
-23.408450186878	1.8369602076523e-05
-23.237333771082	2.0926717425619e-05
-23.066217355286	2.3803804216387e-05
-22.895100939490	2.7035227801137e-05
-22.723984523693	3.0658173071268e-05
-22.552868107897	3.4712743978922e-05
-22.381751692101	3.9242040407513e-05
-22.210635276305	4.4292204957518e-05
-22.039518860509	4.9912453739174e-05
-21.868402444713	5.6155048066129e-05
-21.697286028917	6.3075222848722e-05
-21.526169613121	7.0731079796683e-05
-21.355053197325	7.9183387706413e-05
-21.183936781529	8.8495319107083e-05
-21.012820365733	9.8732136839048e-05
-20.841703949937	0.00010996072787855
-20.670587534141	0.00012224905764793
-20.499471118345	0.00013566552983645
-20.328354702549	0.00015027809585949
-20.157238286753	0.00016615336921322
-19.986121870957	0.00018335543520231
-19.815005455161	0.00020194456876136
-19.643889039365	0.00022197574779544
-19.472772623569	0.00024349688352028
-19.301656207773	0.00026654686506046
-19.130539791977	0.00029115330180345
-18.959423376181	0.00031732994663592
-18.788306960385	0.00034507395017501
-18.617190544589	0.00037436272823277
-18.446074128793	0.00040515058927557
-18.274957712997	0.00043736512622232
-18.103841297201	0.00047090297183281
-17.932724881405	0.00050562538997103
-17.761608465609	0.00054135331353425
-17.590492049813	0.00057786224609400
-17.419375634017	0.00061487640224781
-17.248259218221	0.00065206307525158
-17.077142802425	0.00068902649175603
-16.906026386629	0.00072530077984023
-16.734909970833	0.00076034347150840
-16.563793555037	0.00079352755555043
-16.392677139241	0.00082413431915881
-16.221560723445	0.00085134559443173
-16.050444307649	0.00087423548488882
-15.879327891852	0.00089176299584670
-15.708211476056	0.00090276312061182
-15.537095060260	0.00090593843160379
-15.365978644464	0.00089985033070251
-15.194862228668	0.00088291206023898
-15.023745812872	0.00085337960320644
-14.852629397076	0.00080934557698736
-14.681512981280	0.00074873211401622
-14.510396565484	0.00066928243354102
-14.339280149688	0.00056855980109303
-14.168163733892	0.00044393652243378
-13.997047318096	0.00029259271039031
-13.825930902300	0.00011151153614603
-13.654814486504	-0.00010252294419491
-13.483698070708	-0.00035292548210042
-13.312581654912	-0.00064330444507547
-13.141465239116	-0.00097746473524148
-12.970348823320	-0.0013594006842900
-12.799232407524	-0.0017932876843125
-12.628115991728	-0.0022834839715361
-12.456999575932	-0.0028345124499106
-12.285883160136	-0.0034510487176011
-12.114766744340	-0.0041379131018297
-11.943650328544	-0.0049000464744605
-11.772533912748	-0.0057424895778508
-11.601417496952	-0.0066703623647419
-11.430301081156	-0.0076888358614874
-11.259184665360	-0.0088031102088891
-11.088068249564	-0.010018389515667
-10.916951833768	-0.011339843776985
-10.745835417972	-0.012772580835614
-10.574719002176	-0.014321611788973
-10.403602586380	-0.015991810916206
-10.232486170584	-0.017787857206205
-10.061369754788	-0.019714225599881
-9.8902533389916	-0.021775111802394
-9.7191369231956	-0.023974399945371
-9.5480205073996	-0.026315637962588
-9.3769040916035	-0.028801980040431
-9.2057876758075	-0.031436144945828
-9.0346712600115	-0.034220364394940
-8.8635548442155	-0.037156339125596
-8.6924384284194	-0.040245187087823
-8.5213220126234	-0.043487424807208
-8.3502055968274	-0.046882922040529
-8.1790891810314	-0.050430861498122
-8.0079727652353	-0.054129737596512
-7.8368563494393	-0.057977278972218
-7.6657399336433	-0.061970453209566
-7.4946235178473	-0.066105406639822
-7.3235071020512	-0.070377507338729
-7.1523906862552	-0.074781279959017
-6.9812742704592	-0.079310437963811
-6.8101578546632	-0.083957866206938
-6.6390414388671	-0.088715611994048
-6.4679250230711	-0.093574930034343
-6.2968086072751	-0.098526220115826
-6.1256921914791	-0.10355913971018
-5.9545757756830	-0.10866263351643
-5.7834593598870	-0.11382497629460
-5.6123429440910	-0.11903377106048
-5.4412265282950	-0.12427598907893
-5.2701101124989	-0.12953799855223
-5.0989936967029	-0.13480562318242
-4.9278772809069	-0.14006431389980
-4.7567608651109	-0.14529909375229
-4.5856444493148	-0.15049475994358
-4.4145280335188	-0.15563591719647
-4.2434116177228	-0.16070694237306
-4.0722952019268	-0.16569219646766
-3.9011787861307	-0.17057596609559
-3.7300623703347	-0.17534265361228
-3.5589459545387	-0.17997684318036
-3.3878295387427	-0.18446342489648
-3.2167131229466	-0.18878773412856
-3.0455967071506	-0.19293542346650
-2.8744802913546	-0.19689266654266
-2.7033638755586	-0.20064627689255
-2.5322474597625	-0.20418353568191
-2.3611310439665	-0.20749261571162
-2.1900146281705	-0.21056243472953
-2.0188982123745	-0.21338269309276
-1.8477817965784	-0.21594406797617
-1.6766653807824	-0.21823811961912
-1.5055489649864	-0.22025732844927
-1.3344325491904	-0.22199507148965
-1.1633161333943	-0.22344588325004
-0.99219971759832	-0.22460521874387
-0.82108330180229	-0.22546962691490
-0.64996688600626	-0.22603682530080
-0.47885047021024	-0.22630542572615
-0.30773405441421	-0.22627491166373
-0.13661763861819	-0.22594581799404
0.034498777177834	-0.22531959317532
0.20561519297386	-0.22439866259613
0.37673160876989	-0.22318638906137
0.54784802456591	-0.22168691950646
0.71896444036193	-0.21990515558663
0.89008085615796	-0.21784674785654
1.0611972719540	-0.21551804764709
1.2323136877500	-0.21292595279125
1.4034301035460	-0.21007788545422
1.5745465193421	-0.20698173674964
1.7456629351381	-0.20364573943264
1.9167793509341	-0.20007851179710
2.0878957667301	-0.19628912384507
2.2590121825262	-0.19228687592184
2.4301285983222	-0.18808119145977
2.6012450141182	-0.18368159568656
2.7723614299142	-0.17909754801412
2.9434778457103	-0.17433843910298
3.1145942615063	-0.16941367454961
3.2857106773023	-0.16433264437581
3.4568270930983	-0.15910464195169
3.6279435088944	-0.15373880943562
3.7990599246904	-0.14824406851496
3.9701763404864	-0.14262912933188
4.1412927562824	-0.13690229567099
4.3124091720785	-0.13107159414079
4.4835255878745	-0.12514477253949
4.6546420036705	-0.11912932761775
4.8257584194665	-0.11303252557625
4.9968748352626	-0.10686138506281
5.1679912510586	-0.10062265728772
5.3391076668546	-0.094322681234555
5.5102240826506	-0.087967468716717
5.6813404984467	-0.081562730393637
5.8524569142427	-0.075113967129748
6.0235733300387	-0.068626489056119
6.1946897458347	-0.062105515090751
6.3658061616308	-0.055556040888568
6.5369225774268	-0.048982851115638
6.7080389932228	-0.042390507703947
6.8791554090188	-0.035783413507056
7.0502718248149	-0.029165847964538
7.2213882406109	-0.022542057161882
7.3925046564069	-0.015916227468489
7.5636210722029	-0.0092925073852715
7.7347374879990	-0.0026750672949476
7.9058539037950	0.0039319819614185
8.0769703195910	0.010524528760776
8.2480867353870	0.017098449582738
8.4192031511831	0.023649652139231
8.5903195669791	0.030174023144674
8.7614359827751	0.036667383130668
8.9325523985711	0.043125484261177
9.1036688143672	0.049543998788947
9.2747852301632	0.055918531841862
9.4459016459592	0.062244642204081
9.6170180617552	0.068517857294185
9.7881344775513	0.074733694130846
9.9592508933473	0.080887628361645
10.130367309143	0.086975123976319
10.301483724939	0.092991609250549
10.472600140735	0.098932490306892
10.643716556531	0.10479315824186
10.814832972327	0.11056899227636
10.985949388123	0.11625539275474
11.157065803919	0.12184779424849
11.328182219715	0.12734169142343
11.499298635512	0.13273266065363
11.670415051308	0.13801636218338
11.841531467104	0.14318854841717
12.012647882900	0.14824506592063
12.183764298696	0.15318186197720
12.354880714492	0.15799500907477
12.525997130288	0.16268070393103
12.697113546084	0.16723530385563
12.868229961880	0.17165533601539
13.039346377676	0.17593750897063
13.210462793472	0.18007872772886
