#Parameters = {H_cav=50; H_pipe=15; L_cav=30; L_pipe=120; W_cav=50; W_pipe=15; beta=1; cellsperw=10; conductivity=10; q=1e-09; sigmaz=18.5}
#"s / mm"	"Z [Real Part]"
#------------------------
-85.188095842394	-1.9725339153862e-05
-84.833887379805	-2.1649682655021e-05
-84.479678917216	-2.3751352115041e-05
-84.125470454626	-2.6045656720007e-05
-83.771261992037	-2.8549128044580e-05
-83.417053529448	-3.1279615569136e-05
-83.062845066859	-3.4256367230878e-05
-82.708636604270	-3.7500146534260e-05
-82.354428141681	-4.1033337863388e-05
-82.000219679091	-4.4880062104396e-05
-81.646011216502	-4.9066293309182e-05
-81.291802753913	-5.3619978946217e-05
-80.937594291324	-5.8571176020673e-05
-80.583385828735	-6.3952183335729e-05
-80.229177366146	-6.9797736019030e-05
-79.874968903556	-7.6145133413878e-05
-79.520760440967	-8.3034420463965e-05
-79.166551978378	-9.0508584063456e-05
-78.812343515789	-9.8613708872230e-05
-78.458135053200	-0.00010739921654554
-78.103926590610	-0.00011691805712543
-77.749718128021	-0.00012722689953495
-77.395509665432	-0.00013838640207324
-77.041301202843	-0.00015046141786381
-76.687092740254	-0.00016352136831997
-76.332884277665	-0.00017764045198309
-75.978675815075	-0.00019289789082130
-75.624467352486	-0.00020937836003911
-75.270258889897	-0.00022717205922394
-74.916050427308	-0.00024637523439372
-74.561841964719	-0.00026709041013100
-74.207633502129	-0.00028942693828280
-73.853425039540	-0.00031350132895017
-73.499216576951	-0.00033943752703228
-73.145008114362	-0.00036736734633668
-72.790799651773	-0.00039743091885083
-72.436591189184	-0.00042977714289944
-72.082382726594	-0.00046456421149331
-71.728174264005	-0.00050196012302558
-71.373965801416	-0.00054214296912446
-71.019757338827	-0.00058530187550019
-70.665548876238	-0.00063163734958186
-70.311340413648	-0.00068136138441312
-69.957131951059	-0.00073469870906421
-69.602923488470	-0.00079188685442503
-69.248715025881	-0.00085317724937500
-68.894506563292	-0.00091883592744702
-68.540298100703	-0.00098914366210620
-68.186089638113	-0.0010643971003670
-67.831881175524	-0.0011449091943662
-67.477672712935	-0.0012310098355735
-67.123464250346	-0.0013230470595682
-66.769255787757	-0.0014213873689459
-66.415047325167	-0.0015264170874926
-66.060838862578	-0.0016385426049035
-65.706630399989	-0.0017581913549853
-65.352421937400	-0.0018858125654065
-64.998213474811	-0.0020218784182457
-64.644005012222	-0.0021668848438354
-64.289796549632	-0.0023213522766528
-63.935588087043	-0.0024858269274089
-63.581379624454	-0.0026608796504909
-63.227171161865	-0.0028471104917226
-62.872962699276	-0.0030451472161861
-62.518754236686	-0.0032556467295204
-62.164545774097	-0.0034792965418305
-61.810337311508	-0.0037168136607174
-61.456128848919	-0.0039689478455832
-61.101920386330	-0.0042364819607804
-60.747711923741	-0.0045202328287558
-60.393503461151	-0.0048210524021084
-60.039294998562	-0.0051398265318085
-59.685086535973	-0.0054774796117412
-59.330878073384	-0.0058349745746168
-58.976669610795	-0.0062133117502864
-58.622461148206	-0.0066135305875208
-58.268252685616	-0.0070367098062136
-57.914044223027	-0.0074839688651950
-57.559835760438	-0.0079564718250319
-57.205627297849	-0.0084554241533627
-56.851418835260	-0.0089820722405947
-56.497210372670	-0.0095377097577039
-56.143001910081	-0.010123674140934
-55.788793447492	-0.010741346802534
-55.434584984903	-0.011392156287812
-55.080376522314	-0.012077576788726
-54.726168059725	-0.012799121977803
-54.371959597135	-0.013558365353968
-54.017751134546	-0.014356922759477
-53.663542671957	-0.015196455865993
-53.309334209368	-0.016078673439517
-52.955125746779	-0.017005322414334
-52.600917284189	-0.017978205345633
-52.246708821600	-0.018999174537423
-51.892500359011	-0.020070129153398
-51.538291896422	-0.021193013139533
-51.184083433833	-0.022369810903932
-50.829874971244	-0.023602555815544
-50.475666508654	-0.024893318715454
-50.121458046065	-0.026244216854492
-49.767249583476	-0.027657411101736
-49.413041120887	-0.029135101137692
-49.058832658298	-0.030679533533945
-48.704624195708	-0.032292982512068
-48.350415733119	-0.033977761304555
-47.996207270530	-0.035736208439386
-47.641998807941	-0.037570703329818
-47.287790345352	-0.039483644797486
-46.933581882763	-0.041477468304405
-46.579373420173	-0.043554638463418
-46.225164957584	-0.045717631258029
-45.870956494995	-0.047968935136155
-45.516748032406	-0.050311057216813
-45.162539569817	-0.052746518201721
-44.808331107227	-0.055277855242688
-44.454122644638	-0.057907615100348
-44.099914182049	-0.060638327015962
-43.745705719460	-0.063472519409921
-43.391497256871	-0.066412692272675
-43.037288794282	-0.069461330602736
-42.683080331692	-0.072620938634842
-42.328871869103	-0.075893977480346
-41.974663406514	-0.079282888469924
-41.620454943925	-0.082790066078423
-41.266246481336	-0.086417878979847
-40.912038018747	-0.090168635875576
-40.557829556157	-0.094044586284200
-40.203621093568	-0.098047932752880
-39.849412630979	-0.10218079160740
-39.495204168390	-0.10644525618555
-39.140995705801	-0.11084331451794
-38.786787243211	-0.11537687403817
-38.432578780622	-0.12004770666150
-38.078370318033	-0.12485753194678
-37.724161855444	-0.12980795293155
-37.369953392855	-0.13490044386044
-37.015744930266	-0.14013639252874
-36.661536467676	-0.14551702535937
-36.307328005087	-0.15104347800514
-35.953119542498	-0.15671671963188
-35.598911079909	-0.16253752552266
-35.244702617320	-0.16850654039818
-34.890494154730	-0.17462417842399
-34.536285692141	-0.18089076759946
-34.182077229552	-0.18730647643011
-33.827868766963	-0.19387125956214
-33.473660304374	-0.20058487468042
-33.119451841785	-0.20744679038751
-32.765243379195	-0.21445629944574
-32.411034916606	-0.22161243443250
-32.056826454017	-0.22891414483470
-31.702617991428	-0.23636012179382
-31.348409528839	-0.24394877849826
-30.994201066249	-0.25167822522539
-30.639992603660	-0.25954628579465
-30.285784141071	-0.26755056971862
-29.931575678482	-0.27568857406351
-29.577367215893	-0.28395745998443
-29.223158753304	-0.29235403424364
-28.868950290714	-0.30087481365916
-28.514741828125	-0.30951598488429
-28.160533365536	-0.31827352684947
-27.806324902947	-0.32714318749490
-27.452116440358	-0.33612047565700
-27.097907977768	-0.34520048140586
-26.743699515179	-0.35437805552887
-26.389491052590	-0.36364773028776
-26.035282590001	-0.37300371098675
-25.681074127412	-0.38243992951972
-25.326865664823	-0.39194991676341
-24.972657202233	-0.40152693768467
-24.618448739644	-0.41116402063643
-24.264240277055	-0.42085399278733
-23.910031814466	-0.43058954046016
-23.555823351877	-0.44036279250840
-23.201614889288	-0.45016565273110
-22.847406426698	-0.45998954512280
-22.493197964109	-0.46982562590326
-22.138989501520	-0.47966495847796
-21.784781038931	-0.48949847963828
-21.430572576342	-0.49931688106423
-21.076364113752	-0.50911058291234
-20.722155651163	-0.51886968392955
-20.367947188574	-0.52858382102686
-20.013738725985	-0.53824256924954
-19.659530263396	-0.54783527910322
-19.305321800807	-0.55735126748356
-18.951113338217	-0.56677962444531
-18.596904875628	-0.57610939686786
-18.242696413039	-0.58532928063052
-17.888487950450	-0.59442782990905
-17.534279487861	-0.60339335012196
-17.180071025271	-0.61221405941449
-16.825862562682	-0.62087820324262
-16.471654100093	-0.62937396908724
-16.117445637504	-0.63768975724901
-15.763237174915	-0.64581366099856
-15.409028712326	-0.65373359032656
-15.054820249736	-0.66143744224025
-14.700611787147	-0.66891281287154
-14.346403324558	-0.67614784119975
-13.992194861969	-0.68313080215482
-13.637986399380	-0.68984993659900
-13.283777936790	-0.69629378060541
-12.929569474201	-0.70245036390541
-12.575361011612	-0.70830787879558
-12.221152549023	-0.71385461400826
-11.866944086434	-0.71907925164979
-11.512735623845	-0.72397090118649
-11.158527161255	-0.72851885751509
-10.804318698666	-0.73271263774853
-10.450110236077	-0.73654152315992
-10.095901773488	-0.73999506916816
-9.7416933108987	-0.74306313863467
-9.3874848483095	-0.74573592854991
-9.0332763857203	-0.74800446786524
-8.6790679231311	-0.74986030262490
-8.3248594605419	-0.75129458565474
-7.9706509979528	-0.75229895513621
-7.6164425353636	-0.75286506955352
-7.2622340727744	-0.75298496722348
-6.9080256101852	-0.75265197962330
-6.5538171475960	-0.75185944421939
-6.1996086850069	-0.75060129531740
-5.8454002224177	-0.74887176384452
-5.4911917598285	-0.74666531530945
-5.1369832972393	-0.74397706441260
-4.7827748346502	-0.74080288366859
-4.4285663720610	-0.73713863162401
-4.0743579094718	-0.73298109728413
-3.7201494468826	-0.72832736391636
-3.3659409842934	-0.72317528204535
-3.0117325217042	-0.71752343346368
-2.6575240591151	-0.71137049136501
-2.3033155965259	-0.70471588849067
-1.9491071339367	-0.69755929534727
-1.5948986713475	-0.68990103829807
-1.2406902087583	-0.68174232859958
-0.88648174616918	-0.67308481998980
-0.53227328357998	-0.66393094827321
-0.17806482099079	-0.65428342158692
0.17614364159838	-0.64414583980409
0.53035210418757	-0.63352205169556
0.88456056677673	-0.62241640709309
1.2387690293659	-0.61083365187913
1.5929774919551	-0.59877931667319
1.9471859545443	-0.58625965854802
2.3013944171334	-0.57328181171643
2.6556028797226	-0.55985335815934
3.0098113423118	-0.54598172525480
3.3640198049010	-0.53167500290870
3.7182282674902	-0.51694174926876
4.0724367300794	-0.50179127450024
4.4266451926685	-0.48623399677788
4.7808536552577	-0.47028031629420
5.1350621178469	-0.45394083540496
5.4892705804361	-0.43722671108407
5.8434790430253	-0.42014945228490
6.1976875056144	-0.40272115132505
6.5518959682036	-0.38495432677435
6.9061044307928	-0.36686151664716
7.2603128933820	-0.34845571789811
7.6145213559712	-0.32975074474010
7.9687298185603	-0.31076070056495
8.3229382811495	-0.29150019279785
8.6771467437387	-0.27198399386003
9.0313552063279	-0.25222684483883
9.3855636689170	-0.23224342169906
9.7397721315062	-0.21204875824478
10.093980594095	-0.19165844402534
10.448189056685	-0.17108845432294
10.802397519274	-0.15035486512168
11.156605981863	-0.12947369151617
11.510814444452	-0.10846090210665
11.865022907041	-0.087332864779710
12.219231369631	-0.066106185350313
12.573439832220	-0.044797656839421
12.927648294809	-0.023423896945517
13.281856757398	-0.0020011819995755
13.636065219987	0.019453971702735
13.990273682576	0.040925114997164
14.344482145166	0.062395543634631
14.698690607755	0.083848263006826
15.052899070344	0.10526681316136
15.407107532933	0.12663484316237
15.761315995522	0.14793625297037
16.115524458111	0.16915507261744
16.469732920701	0.19027509145335
16.823941383290	0.21128002579494
17.178149845879	0.23215414898513
17.532358308468	0.25288206863854
17.886566771057	0.27344869135466
18.240775233647	0.29383899220965
18.594983696236	0.31403794536646
18.949192158825	0.33403068870421
19.303400621414	0.35380273674849
19.657609084003	0.37334006702662
20.011817546592	0.39262897371351
20.366026009182	0.41165612606831
20.720234471771	0.43040834308640
21.074442934360	0.44887268483664
21.428651396949	0.46703662314429
21.782859859538	0.48488780312941
22.137068322128	0.50241440133571
22.491276784717	0.51960486986082
22.845485247306	0.53644822755352
23.199693709895	0.55293382383061
23.553902172484	0.56905133169365
23.908110635073	0.58479087021115
24.262319097663	0.60014277674256
24.616527560252	0.61509783034552
24.970736022841	0.62964730404154
25.324944485430	0.64378276383297
25.679152948019	0.65749641153830
26.033361410609	0.67078091373388
26.387569873198	0.68362923577145
26.741778335787	0.69603466222007
27.095986798376	0.70799076708130
27.450195260965	0.71949157705015
27.804403723554	0.73053173958335
28.158612186144	0.74110646817801
28.512820648733	0.75121131330549
28.867029111322	0.76084219940375
29.221237573911	0.76999535956680
29.575446036500	0.77866741242330
29.929654499090	0.78685533223837
30.283862961679	0.79455664733731
30.638071424268	0.80176937889573
30.992279886857	0.80849197058344
31.346488349446	0.81472325679826
31.700696812035	0.82046237492512
32.054905274625	0.82570880495307
32.409113737214	0.83046243116777
32.763322199803	0.83472350133816
33.117530662392	0.83849268483306
33.471739124981	0.84177106488523
33.825947587570	0.84456013660017
34.180156050160	0.84686177093713
34.534364512749	0.84867813195801
34.888572975338	0.85001170537527
35.242781437927	0.85086524190353
35.596989900516	0.85124184078242
35.951198363106	0.85114494926410
36.305406825695	0.85057842695816
36.659615288284	0.84954641199884
37.013823750873	0.84805344488321
37.368032213462	0.84610427461992
37.722240676051	0.84370390185872
38.076449138641	0.84085753698713
38.430657601230	0.83757067525455
38.784866063819	0.83384910377980
39.139074526408	0.82969898349143
39.493282988997	0.82512677025528
39.847491451587	0.82013913688133
40.201699914176	0.81474292813588
40.555908376765	0.80894508018548
40.910116839354	0.80275275284239
41.264325301943	0.79617333923205
41.618533764532	0.78921456264765
41.972742227122	0.78188437853508
42.326950689711	0.77419094522724
42.681159152300	0.76614250509331
43.035367614889	0.75774743229288
43.389576077478	0.74901423588670
43.743784540068	0.73995155612213
44.097993002657	0.73056823288341
44.452201465246	0.72087325080484
44.806409927835	0.71087573444783
45.160618390424	0.70058497939095
45.514826853013	0.69001037575432
45.869035315603	0.67916142654679
46.223243778192	0.66804769226343
46.577452240781	0.65667874309054
46.931660703370	0.64506418344074
47.285869165959	0.63321373761429
47.640077628549	0.62113727441763
47.994286091138	0.60884482000054
48.348494553727	0.59634646509015
48.702703016316	0.58365226362915
49.056911478905	0.57077218699190
49.411119941494	0.55771616071212
49.765328404084	0.54449416164933
50.119536866673	0.53111629535647
50.473745329262	0.51759278471450
50.827953791851	0.50393388705968
51.182162254440	0.49014978438111
51.536370717029	0.47625052242403
51.890579179619	0.46224603817485
52.244787642208	0.44814625595692
52.598996104797	0.43396117565985
52.953204567386	0.41970086148142
53.307413029975	0.40537538034383
53.661621492565	0.39099469472607
54.015829955154	0.37656861366596
54.370038417743	0.36210682715162
54.724246880332	0.34761895115561
55.078455342921	0.33311458802573
55.432663805510	0.31860332208414
55.786872268100	0.30409467955191
56.141080730689	0.28959809636611
56.495289193278	0.27512288590668
56.849497655867	0.26067824435170
57.203706118456	0.24627325584993
57.557914581046	0.23191687966037
57.912123043635	0.21761796085432
58.266331506224	0.20338522597009
58.620539968813	0.18922732079096
58.974748431402	0.17515282503887
59.328956893991	0.16117022480370
59.683165356581	0.14728785959669
60.037373819170	0.13351385113751
60.391582281759	0.11985609698313
60.745790744348	0.10632233331470
61.099999206937	0.092920222908999
61.454207669527	0.079657405612879
61.808416132116	0.066541460038784
62.162624594705	0.053579786086919
62.516833057294	0.040779507249632
62.871041519883	0.028147451801310
63.225249982472	0.015690238558620
63.579458445062	0.0034144030708025
63.933666907651	-0.0086735250611336
64.287875370240	-0.020567070272409
64.642083832829	-0.032259928774269
64.996292295418	-0.043746092124798
65.350500758008	-0.055019876600920
65.704709220597	-0.066075841363809
66.058917683186	-0.076908670968174
66.413126145775	-0.087513096839780
66.767334608364	-0.097883909830528
67.121543070953	-0.10801604969324
67.475751533543	-0.11790470382090
67.829959996132	-0.12754535602739
68.184168458721	-0.13693375868283
68.538376921310	-0.14606586788792
68.892585383899	-0.15493777227685
69.246793846488	-0.16354565938546
69.601002309078	-0.17188583195997
69.955210771667	-0.17995475086726
70.309419234256	-0.18774909947067
70.663627696845	-0.19526583306980
71.017836159434	-0.20250218490292
71.372044622024	-0.20945562951876
71.726253084613	-0.21612380168019
72.080461547202	-0.22250442646500
72.434670009791	-0.22859531084203
72.788878472380	-0.23439440159487
73.143086934969	-0.23989989735986
73.497295397559	-0.24511032134473
73.851503860148	-0.25002451023167
74.205712322737	-0.25464151154940
74.559920785326	-0.25896046662733
74.914129247915	-0.26298056008737
75.268337710505	-0.26670107971561
75.622546173094	-0.27012154217648
75.976754635683	-0.27324178366908
76.330963098272	-0.27606196306291
76.685171560861	-0.27858245889988
77.039380023450	-0.28080376131235
77.393588486040	-0.28272642680371
77.747796948629	-0.28435112645133
78.102005411218	-0.28567875301918
78.456213873807	-0.28671047994205
78.810422336396	-0.28744775324886
79.164630798986	-0.28789221252427
79.518839261575	-0.28804562383413
79.873047724164	-0.28790987141972
80.227256186753	-0.28748699710564
80.581464649342	-0.28677926326133
80.935673111931	-0.28578915972193
81.289881574521	-0.28451937367078
81.644090037110	-0.28297274858776
81.998298499699	-0.28115227052308
82.352506962288	-0.27906109818106
82.706715424877	-0.27670259466041
83.060923887467	-0.27408032294081
83.415132350056	-0.27119800957748
83.769340812645	-0.26805950387873
84.123549275234	-0.26466877835302
84.477757737823	-0.26102997688986
84.831966200412	-0.25714746072649
85.186174663002	-0.25302581823982
85.540383125591	-0.24866980486281
85.894591588180	-0.24408427097461
86.248800050769	-0.23927412828631
86.603008513358	-0.23424438863062
86.957216975947	-0.22900025108670
87.311425438537	-0.22354715265724
87.665633901126	-0.21789075109466
88.019842363715	-0.21203683311789
88.374050826304	-0.20599123257092
88.728259288893	-0.19975980626151
89.082467751483	-0.19334849811545
89.436676214072	-0.18676343018637
89.790884676661	-0.18001094126738
90.145093139250	-0.17309754956490
90.499301601839	-0.16602985833775
90.853510064428	-0.15881448834593
91.207718527018	-0.15145808442450
91.561926989607	-0.14396737326409
91.916135452196	-0.13634922604149
92.270343914785	-0.12861066873304
92.624552377374	-0.12075883357278
92.978760839964	-0.11280089696491
93.332969302553	-0.10474405592467
93.687177765142	-0.096595540409373
94.041386227731	-0.088362653604984
94.395594690320	-0.080052784811453
94.749803152909	-0.071673382111604
95.104011615499	-0.063231918825545
95.458220078088	-0.054735874688807
95.812428540677	-0.046192758549177
96.166637003266	-0.037610136890267
96.520845465855	-0.028995635714942
96.875053928445	-0.020356899641691
97.229262391034	-0.011701532240488
97.583470853623	-0.0030370693616187
97.937679316212	0.0056289897092440
98.291887778801	0.014289122114298
98.646096241390	0.022935740083122
99.000304703980	0.031561213145160
99.354513166569	0.040157949736025
99.708721629158	0.048718472658204
100.06293009175	0.057235443185137
100.41713855434	0.065701610943329
100.77134701693	0.074109734125505
101.12555547951	0.082452536354143
101.47976394210	0.090722736447253
101.83397240469	0.098913133785682
102.18818086728	0.10701668763765
102.54238932987	0.11502653615175
102.89659779246	0.12293594727891
103.25080625505	0.13073824581340
103.60501471764	0.13842677605158
103.95922318023	0.14599493204668
104.31343164282	0.15343622839365
104.66764010541	0.16074436591452
105.02184856800	0.16791324300474
105.37605703058	0.17493692235328
105.73026549317	0.18180958006147
106.08447395576	0.18852548018135
106.43868241835	0.19507899030642
106.79289088094	0.20146462437768
107.14709934353	0.20767708552946
107.50130780612	0.21371128325134
107.85551626871	0.21956232785253
108.20972473130	0.22522550794519
108.56393319389	0.23069627189451
108.91814165648	0.23597022434165
109.27235011907	0.24104312768475
109.62655858166	0.24591091781437
109.98076704424	0.25056972846696
110.33497550683	0.25501591375595
110.68918396942	0.25924606692017
111.04339243201	0.26325701785252
111.39760089460	0.26704580496961
111.75180935719	0.27060964105278
112.10601781978	0.27394589384042
112.46022628237	0.27705210268380
112.81443474496	0.27992602474020
113.16864320755	0.28256569052147
113.52285167014	0.28496941587246
113.87706013273	0.28713577326869
114.23126859531	0.28906353729189
114.58547705790	0.29075163869560
114.93968552049	0.29219916350103
115.29389398308	0.29340539825679
115.64810244567	0.29436988365239
116.00231090826	0.29509245134627
116.35651937085	0.29557321507465
116.71072783344	0.29581252491378
117.06493629603	0.29581091560417
117.41914475862	0.29556908118613
117.77335322121	0.29508789431032
118.12756168380	0.29436844012576
118.48177014638	0.29341205210337
118.83597860897	0.29222032488137
119.19018707156	0.29079509849218
119.54439553415	0.28913843674562
119.89860399674	0.28725260182097
120.25281245933	0.28514002924929
120.60702092192	0.28280331962312
120.96122938451	0.28024524682013
121.31543784710	0.27746877829222
121.66964630969	0.27447711032939
122.02385477228	0.27127368314756
