#Parameters = {beta=0.6; bunch=3.6; conductivity=10000; l=20; l_pipe=40; nmesh=50; r=10; r_pipe=2; samples=2000; wakelength=400; xbeam=0; xtest=0; ybeam=0; ytest=0}
#"Frequency / GHz"	"Z [Real Part]"
#---------------------------------
0.0000000000000	-2.9400046186019
0.00085368889540069	-2.9344667250521
0.0017073777908014	-2.9178723729515
0.0025610666862021	-2.8902794794649
0.0034147555816028	-2.8517843471226
0.0042684444770034	-2.8025213262560
0.0051221333724041	-2.7426623424309
0.0059758222678048	-2.6724162932034
0.0068295111632055	-2.5920283147756
0.0076832000586062	-2.5017789209357
0.0085368889540069	-2.4019830182734
0.0093905778494076	-2.2929888001823
0.010244266744808	-2.1751765245856
0.011097955640209	-2.0489571783431
0.011951644535610	-1.9147710341318
0.012805333431010	-1.7730861044864
0.013659022326411	-1.6243964982385
0.014512711221812	-1.4692206848975
0.015366400117212	-1.3080996748196
0.016220089012613	-1.1415951181742
0.017073777908014	-0.97028733291177
0.017927466803414	-0.79477326669186
0.018781155698815	-0.61566439975843
0.019634844594216	-0.43358459767865
0.020488533489617	-0.24916791971116
0.021342222385017	-0.063056391543556
0.022195911280418	0.12410224989939
0.023049600175819	0.31165683212617
0.023903289071219	0.49895503454167
0.024756977966620	0.68534568045816
0.025610666862021	0.87018102488704
0.026464355757421	1.0528190307764
0.027318044652822	1.2326256247340
0.028171733548223	1.4089769255409
0.029025422443623	1.5812614367471
0.029879111339024	1.7488821957611
0.030732800234425	1.9112588721871
0.031586489129825	2.0678298079646
0.032440178025226	2.2180539917856
0.033293866920627	2.3614129613305
0.034147555816028	2.4974126264139
0.035001244711428	2.6255850064521
0.035854933606829	2.7454898765377
0.036708622502230	2.8567163161754
0.037562311397630	2.9588841548090
0.038416000293031	3.0516453097430
0.039269689188432	3.1346850113884
0.040123378083832	3.2077229114524
0.040977066979233	3.2705140701928
0.041830755874634	3.3228498195246
0.042684444770034	3.3645584984853
0.043538133665435	3.3955060589692
0.044391822560836	3.4155965389130
0.045245511456236	3.4247724020513
0.046099200351637	3.4230147424643
0.046952889247038	3.4103433530293
0.047806578142439	3.3868166582178
0.048660267037839	3.3525315110824
0.049513955933240	3.3076228545637
0.050367644828641	3.2522632492951
0.051221333724041	3.1866622688396
0.052075022619442	3.1110657648042
0.052928711514843	3.0257550038148
0.053782400410243	2.9310456803950
0.054636089305644	2.8272868081540
0.055489778201045	2.7148594937047
0.056343467096445	2.5941755973690
0.057197155991846	2.4656762857909
0.058050844887247	2.3298304805383
0.058904533782647	2.1871332094638
0.059758222678048	2.0381038654141
0.060611911573449	1.8832843789549
0.061465600468850	1.7232373115730
0.062319289364250	1.5585438756117
0.063172978259651	1.3898018883723
0.064026667155052	1.2176236671587
0.064880356050452	1.0426338729363
0.065734044945853	0.86546730992994
0.066587733841254	0.68676668899260
0.067441422736654	0.50718036270108
0.068295111632055	0.32736003994588
0.069148800527456	0.14795848800875
0.070002489422856	-0.030372769352966
0.070856178318257	-0.20698575058525
0.071709867213658	-0.38123830266892
0.072563556109058	-0.55249636796419
0.073417245004459	-0.72013622288117
0.074270933899860	-0.88354668121169
0.075124622795261	-1.0421312535574
0.075978311690661	-1.1953102560448
0.076832000586062	-1.3425228603391
0.077685689481463	-1.4832290778719
0.078539378376863	-1.6169116715697
0.079393067272264	-1.7430779878536
0.080246756167665	-1.8612617027838
0.081100445063065	-1.9710244762157
0.081954133958466	-2.0719575078196
0.082807822853867	-2.1636829896577
0.083661511749267	-2.2458554503124
0.084515200644668	-2.3181629854702
0.085368889540069	-2.3803283707234
0.086222578435469	-2.4321100528761
0.087076267330870	-2.4733030158422
