#Parameters = {beta=1; bunch=6; conductivity=10000; l=20; l_pipe=40; nmesh=50; r=10; r_pipe=2; samples=2000; wakelength=400; xbeam=0; xtest=0; ybeam=0; ytest=0}
#"s / cm"	"Z [Real Part]"
#------------------------
-41.417534554596	-1.0226830906765e-11
-41.366363613396	-1.0844054745072e-11
-41.315192672196	-1.1497710572538e-11
-41.264021730996	-1.2189898614681e-11
-41.212850789796	-1.2922835864435e-11
-41.161679848596	-1.3698863180357e-11
-41.110508907396	-1.4520452333718e-11
-41.059337966196	-1.5390215866578e-11
-41.008167024996	-1.6310911765736e-11
-40.956996083796	-1.7285454294454e-11
-40.905825142596	-1.8316919294655e-11
-40.854654201396	-1.9408553662091e-11
-40.803483260196	-2.0563784912799e-11
-40.752312318996	-2.1786231450379e-11
-40.701141377796	-2.3079710666498e-11
-40.649970436596	-2.4448251927834e-11
-40.598799495396	-2.5896100738454e-11
-40.547628554196	-2.7427742011480e-11
-40.496457612996	-2.9047908830370e-11
-40.445286671796	-3.0761592189945e-11
-40.394115730596	-3.2574057800953e-11
-40.342944789396	-3.4490857169074e-11
-40.291773848196	-3.6517848946570e-11
-40.240602906996	-3.8661214497693e-11
-40.189431965796	-4.0927466414963e-11
-40.138261024596	-4.3323478504576e-11
-40.087090083396	-4.5856495156482e-11
-40.035919142196	-4.8534159501787e-11
-39.984748200996	-5.1364532686917e-11
-39.933577259796	-5.4356099588904e-11
-39.882406318596	-5.7517809391133e-11
-39.831235377396	-6.0859094050200e-11
-39.780064436196	-6.4389891548444e-11
-39.728893494996	-6.8120679955040e-11
-39.677722553796	-7.2062495542829e-11
-39.626551612596	-7.6226970226186e-11
-39.575380671396	-8.0626368993657e-11
-39.524209730196	-8.5273613141880e-11
-39.473038788996	-9.0182308521788e-11
-39.421867847796	-9.5366789496874e-11
-39.370696906596	-1.0084214020861e-10
-39.319525965396	-1.0662425804624e-10
-39.268355024196	-1.1272988798559e-10
-39.217184082996	-1.1917666130703e-10
-39.166013141796	-1.2598313995922e-10
-39.114842200596	-1.3316887086167e-10
-39.063671259397	-1.4075443558924e-10
-39.012500318197	-1.4876150992558e-10
-38.961329376997	-1.5721290272230e-10
-38.910158435797	-1.6613260609385e-10
-38.858987494597	-1.7554589257379e-10
-38.807816553397	-1.8547936297752e-10
-38.756645612197	-1.9596096151943e-10
-38.705474670997	-2.0702013130461e-10
-38.654303729797	-2.1868786260889e-10
-38.603132788597	-2.3099672929360e-10
-38.551961847397	-2.4398104759046e-10
-38.500790906197	-2.5767686122537e-10
-38.449619964997	-2.7212209479252e-10
-38.398449023797	-2.8735666334839e-10
-38.347278082597	-3.0342250531326e-10
-38.296107141397	-3.2036373943216e-10
-38.244936200197	-3.3822677809457e-10
-38.193765258997	-3.5706037172152e-10
-38.142594317797	-3.7691579231570e-10
-38.091423376597	-3.9784696736041e-10
-38.040252435397	-4.1991059610267e-10
-37.989081494197	-4.4316628849843e-10
-37.937910552997	-4.6767663722609e-10
-37.886739611797	-4.9350741256430e-10
-37.835568670597	-5.2072775318152e-10
-37.784397729397	-5.4941036913653e-10
-37.733226788197	-5.7963157274888e-10
-37.682055846997	-6.1147157413821e-10
-37.630884905797	-6.4501455613727e-10
-37.579713964597	-6.8034904193013e-10
-37.528543023397	-7.1756809808579e-10
-37.477372082197	-7.5676947010313e-10
-37.426201140997	-7.9805565543224e-10
-37.375030199797	-8.4153421110791e-10
-37.323859258597	-8.8731825123941e-10
-37.272688317397	-9.3552660049178e-10
-37.221517376197	-9.8628393328315e-10
-37.170346434997	-1.0397208396028e-09
-37.119175493797	-1.0959745534091e-09
-37.068004552597	-1.1551893093812e-09
-37.016833611397	-1.2175165226111e-09
-36.965662670197	-1.2831149809314e-09
-36.914491728997	-1.3521513934125e-09
-36.863320787797	-1.4248006031265e-09
-36.812149846597	-1.5012462500146e-09
-36.760978905397	-1.5816809465940e-09
-36.709807964197	-1.6663065861750e-09
-36.658637022997	-1.7553348975539e-09
-36.607466081797	-1.8489881074175e-09
-36.556295140597	-1.9474992637125e-09
-36.505124199397	-2.0511128532441e-09
-36.453953258197	-2.1600850684771e-09
-36.402782316997	-2.2746844862908e-09
-36.351611375797	-2.3951928726548e-09
-36.300440434597	-2.5219060494067e-09
-36.249269493397	-2.6551337764609e-09
-36.198098552197	-2.7952003115691e-09
-36.146927610997	-2.9424458796506e-09
-36.095756669797	-3.0972270066223e-09
-36.044585728597	-3.2599176300541e-09
-35.993414787397	-3.4309091812654e-09
-35.942243846197	-3.6106113617643e-09
-35.891072904997	-3.7994538579913e-09
-35.839901963797	-3.9978876655841e-09
-35.788731022597	-4.2063846413980e-09
-35.737560081397	-4.4254395184481e-09
-35.686389140197	-4.6555699877286e-09
-35.635218198997	-4.8973183693223e-09
-35.584047257797	-5.1512528021579e-09
-35.532876316597	-5.4179681422031e-09
-35.481705375397	-5.6980866726849e-09
-35.430534434197	-5.9922603052719e-09
-35.379363492997	-6.3011715988713e-09
-35.328192551797	-6.6255353742224e-09
-35.277021610597	-6.9660991162423e-09
-35.225850669397	-7.3236457418267e-09
-35.174679728197	-7.6989952134922e-09
-35.123508786997	-8.0930044481405e-09
-35.072337845797	-8.5065700811582e-09
-35.021166904597	-8.9406307161335e-09
-34.969995963397	-9.3961684330695e-09
-34.918825022197	-9.8742116020786e-09
-34.867654080997	-1.0375834896921e-08
-34.816483139797	-1.0902161532003e-08
-34.765312198597	-1.1454369103506e-08
-34.714141257397	-1.2033689701944e-08
-34.662970316197	-1.2641407781259e-08
-34.611799374997	-1.3278868035736e-08
-34.560628433797	-1.3947476385424e-08
-34.509457492597	-1.4648704736974e-08
-34.458286551397	-1.5384092738724e-08
-34.407115610197	-1.6155245239732e-08
-34.355944668997	-1.6963840548659e-08
-34.304773727797	-1.7811635412573e-08
-34.253602786597	-1.8700464303020e-08
-34.202431845397	-1.9632244582475e-08
-34.151260904197	-2.0608977495937e-08
-34.100089962997	-2.1632755738185e-08
-34.048919021797	-2.2705769838404e-08
-33.997748080598	-2.3830305046166e-08
-33.946577139398	-2.5008751905975e-08
-33.895406198198	-2.6243602574392e-08
-33.844235256998	-2.7537461133099e-08
-33.793064315798	-2.8893048142389e-08
-33.741893374598	-3.0313200611482e-08
-33.690722433398	-3.1800880743782e-08
-33.639551492198	-3.3359181699671e-08
-33.588380550998	-3.4991334610834e-08
-33.537209609798	-3.6700717451519e-08
-33.486038668598	-3.8490853823350e-08
-33.434867727398	-4.0365422888511e-08
-33.383696786198	-4.2328265757294e-08
-33.332525844998	-4.4383389695328e-08
-33.281354903798	-4.6534977714548e-08
-33.230183962598	-4.8787394498908e-08
-33.179013021398	-5.1145187036108e-08
-33.127842080198	-5.3613094181388e-08
-33.076671138998	-5.6196057962139e-08
-33.025500197798	-5.8899241093122e-08
-32.974329256598	-6.1728034715344e-08
-32.923158315398	-6.4688058815947e-08
-32.871987374198	-6.7785175243204e-08
-32.820816432998	-7.1025501907768e-08
-32.769645491798	-7.4415420586116e-08
-32.718474550598	-7.7961574839626e-08
-32.667303609398	-8.1670885352333e-08
-32.616132668198	-8.5550562676267e-08
-32.564961726998	-8.9608114865913e-08
-32.513790785798	-9.3851375569709e-08
-32.462619844598	-9.8288519185006e-08
-32.411448903398	-1.0292806193307e-07
-32.360277962198	-1.0777888806030e-07
-32.309107020998	-1.1285026172727e-07
-32.257936079798	-1.1815182051247e-07
-32.206765138598	-1.2369362075131e-07
-32.155594197398	-1.2948612822017e-07
-32.104423256198	-1.3554023074997e-07
-32.053252314998	-1.4186727184666e-07
-32.002081373798	-1.4847904710704e-07
-31.950910432598	-1.5538782265142e-07
-31.899739491398	-1.6260641530208e-07
-31.848568550198	-1.7014814953842e-07
-31.797397608998	-1.7802689854943e-07
-31.746226667798	-1.8625714092300e-07
-31.695055726598	-1.9485391266150e-07
-31.643884785398	-2.0383288658244e-07
-31.592713844198	-2.1321036390154e-07
-31.541542902998	-2.2300330303990e-07
-31.490371961798	-2.3322936940231e-07
-31.439201020598	-2.4390693036315e-07
-31.388030079398	-2.5505505399712e-07
-31.336859138198	-2.6669361925146e-07
-31.285688196998	-2.7884331636150e-07
-31.234517255798	-2.9152567981940e-07
-31.183346314598	-3.0476309561457e-07
-31.132175373398	-3.1857878433796e-07
-31.081004432198	-3.3299694246183e-07
-31.029833490998	-3.4804274231674e-07
-30.978662549798	-3.6374231208932e-07
-30.927491608598	-3.8012283954258e-07
-30.876320667398	-3.9721251404046e-07
-30.825149726198	-4.1504074502503e-07
-30.773978784998	-4.3363809682564e-07
-30.722807843798	-4.5303631131921e-07
-30.671636902598	-4.7326835701402e-07
-30.620465961398	-4.9436855733199e-07
-30.569295020198	-5.1637252163797e-07
-30.518124078998	-5.3931731751089e-07
-30.466953137798	-5.6324132334710e-07
-30.415782196598	-5.8818448212160e-07
-30.364611255398	-6.1418821734581e-07
-30.313440314198	-6.4129560322668e-07
-30.262269372998	-6.6955137679420e-07
-30.211098431798	-6.9900198221642e-07
-30.159927490598	-7.2969567627522e-07
-30.108756549398	-7.6168257983922e-07
-30.057585608198	-7.9501474764756e-07
-30.006414666998	-8.2974616360025e-07
-29.955243725798	-8.6593295341389e-07
-29.904072784598	-9.0363316980925e-07
-29.852901843398	-9.4290722852161e-07
-29.801730902198	-9.8381772130523e-07
-29.750559960998	-1.0264295987769e-06
-29.699389019798	-1.0708102818175e-06
-29.648218078598	-1.1170297843101e-06
-29.597047137398	-1.1651607444948e-06
-29.545876196198	-1.2152784914088e-06
-29.494705254998	-1.2674611038277e-06
-29.443534313798	-1.3217896536650e-06
-29.392363372598	-1.3783481426836e-06
-29.341192431398	-1.4372236479190e-06
-29.290021490198	-1.4985066239090e-06
-29.238850548998	-1.5622907144236e-06
-29.187679607798	-1.6286730545062e-06
-29.136508666598	-1.6977542153722e-06
-29.085337725398	-1.7696384970585e-06
-29.034166784198	-1.8444342702048e-06
-28.982995842998	-1.9222534899381e-06
-28.931824901799	-2.0032120551080e-06
-28.880653960599	-2.0874304426887e-06
-28.829483019399	-2.1750333620139e-06
-28.778312078199	-2.2661499586787e-06
-28.727141136999	-2.3609141475128e-06
-28.675970195799	-2.4594644276751e-06
-28.624799254599	-2.5619446122551e-06
-28.573628313399	-2.6685034904199e-06
-28.522457372199	-2.7792950230380e-06
-28.471286430999	-2.8944789592198e-06
-28.420115489799	-3.0142207415797e-06
-28.368944548599	-3.1386913352597e-06
-28.317773607399	-3.2680678098817e-06
-28.266602666199	-3.4025330344571e-06
-28.215431724999	-3.5422764284659e-06
-28.164260783799	-3.6874941576544e-06
-28.113089842599	-3.8383892060319e-06
-28.061918901399	-3.9951719717056e-06
-28.010747960199	-4.1580598060964e-06
-27.959577018999	-4.3272780284948e-06
-27.908406077799	-4.5030597966303e-06
-27.857235136599	-4.6856462656806e-06
-27.806064195399	-4.8752864472725e-06
-27.754893254199	-5.0722377150137e-06
-27.703722312999	-5.2767663619448e-06
-27.652551371799	-5.4891479331787e-06
-27.601380430599	-5.7096668873094e-06
-27.550209489399	-5.9386175687021e-06
-27.499038548199	-6.1763047881299e-06
-27.447867606999	-6.4230431846398e-06
-27.396696665799	-6.6791581955628e-06
-27.345525724599	-6.9449861820722e-06
-27.294354783399	-7.2208753458106e-06
-27.243183842199	-7.5071863545731e-06
-27.192012900999	-7.8042900300994e-06
-27.140841959799	-8.1125700608586e-06
-27.089671018599	-8.4324223940242e-06
-27.038500077399	-8.7642563443434e-06
-26.987329136199	-9.1084932377637e-06
-26.936158194999	-9.4655696072890e-06
-26.884987253799	-9.8359359338500e-06
-26.833816312599	-1.0220057594500e-05
-26.782645371399	-1.0618415197646e-05
-26.731474430199	-1.1031506030121e-05
-26.680303488999	-1.1459843661530e-05
-26.629132547799	-1.1903958684923e-05
-26.577961606599	-1.2364396286377e-05
-26.526790665399	-1.2841721035647e-05
-26.475619724199	-1.3336514528879e-05
-26.424448782999	-1.3849376274719e-05
-26.373277841799	-1.4380925880492e-05
-26.322106900599	-1.4931803443668e-05
-26.270935959399	-1.5502668034068e-05
-26.219765018199	-1.6094199914801e-05
-26.168594076999	-1.6707100057219e-05
-26.117423135799	-1.7342092716975e-05
-26.066252194599	-1.7999923905951e-05
-26.015081253399	-1.8681362807898e-05
-25.963910312199	-1.9387202880668e-05
-25.912739370999	-2.0118262075612e-05
-25.861568429799	-2.0875384522111e-05
-25.810397488599	-2.1659442360420e-05
-25.759226547399	-2.2471332270309e-05
-25.708055606199	-2.3311980501270e-05
-25.656884664999	-2.4182338465448e-05
-25.605713723799	-2.5083387584960e-05
-25.554542782599	-2.6016135789986e-05
-25.503371841399	-2.6981627437896e-05
-25.452200900199	-2.7980931677711e-05
-25.401029958999	-2.9015155979110e-05
-25.349859017799	-3.0085440126109e-05
-25.298688076599	-3.1192953155076e-05
-25.247517135399	-3.2338904447243e-05
-25.196346194199	-3.3524540936525e-05
-25.145175252999	-3.4751141938775e-05
-25.094004311799	-3.6020027468406e-05
-25.042833370599	-3.7332553348831e-05
-24.991662429399	-3.8690114040382e-05
-24.940491488199	-4.0094153985540e-05
-24.889320546999	-4.1546151260934e-05
-24.838149605799	-4.3047630279973e-05
-24.786978664599	-4.4600162188878e-05
-24.735807723399	-4.6205355904368e-05
-24.684636782199	-4.7864872935037e-05
-24.633465840999	-4.9580423122730e-05
-24.582294899799	-5.1353757048280e-05
-24.531123958599	-5.3186680191010e-05
-24.479953017399	-5.5081043639807e-05
-24.428782076199	-5.7038755777218e-05
-24.377611134999	-5.9061791687344e-05
-24.326440193799	-6.1152164173892e-05
-24.275269252599	-6.3311953640921e-05
-24.224098311399	-6.5543297948260e-05
-24.172927370199	-6.7848398327870e-05
-24.121756428999	-7.0229513967446e-05
-24.070585487799	-7.2688953026341e-05
-24.019414546599	-7.5229093843834e-05
-23.968243605399	-7.7852385414324e-05
-23.917072664200	-8.0561327610965e-05
-23.865901723000	-8.3358499460221e-05
-23.814730781800	-8.6246548063072e-05
-23.763559840600	-8.9228202014403e-05
-23.712388899400	-9.2306266808643e-05
-23.661217958200	-9.5483615904673e-05
-23.610047017000	-9.8763203699316e-05
-23.558876075800	-0.00010214806885435
-23.507705134600	-0.00010564132053364
-23.456534193400	-0.00010924613999560
-23.405363252200	-0.00011296581917120
-23.354192311000	-0.00011680372420409
-23.303021369800	-0.00012076329506334
-23.251850428600	-0.00012484806024498
-23.200679487400	-0.00012906165211836
-23.149508546200	-0.00013340780918643
-23.098337605000	-0.00013789035363328
-23.047166663800	-0.00014251319291000
-22.995995722600	-0.00014728034534348
-22.944824781400	-0.00015219594117376
-22.893653840200	-0.00015726422031070
-22.842482899000	-0.00016248952517815
-22.791311957800	-0.00016787630780787
-22.740141016600	-0.00017342913757683
-22.688970075400	-0.00017915267650947
-22.637799134200	-0.00018505172066503
-22.586628193000	-0.00019113118774184
-22.535457251800	-0.00019739612015701
-22.484286310600	-0.00020385166444126
-22.433115369400	-0.00021050309811494
-22.381944428200	-0.00021735581373980
-22.330773487000	-0.00022441536187829
-22.279602545800	-0.00023168739926246
-22.228431604600	-0.00023917774921245
-22.177260663400	-0.00024689237292160
-22.126089722200	-0.00025483736965515
-22.074918781000	-0.00026301895939313
-22.023747839800	-0.00027144356969069
-21.972576898600	-0.00028011775744882
-21.921405957400	-0.00028904822005460
-21.870235016200	-0.00029824177096626
-21.819064075000	-0.00030770541908051
-21.767893133800	-0.00031744635214285
-21.716722192600	-0.00032747190413883
-21.665551251400	-0.00033778955477014
-21.614380310200	-0.00034840699300132
-21.563209369000	-0.00035933210378975
-21.512038427800	-0.00037057293068319
-21.460867486600	-0.00038213766467149
-21.409696545400	-0.00039403468128291
-21.358525604200	-0.00040627261367392
-21.307354663000	-0.00041886024877889
-21.256183721800	-0.00043180651848116
-21.205012780600	-0.00044512058750454
-21.153841839400	-0.00045881183273467
-21.102670898200	-0.00047288986567253
-21.051499957000	-0.00048736453294680
-21.000329015800	-0.00050224580268237
-20.949158074600	-0.00051754389146038
-20.897987133400	-0.00053326925371816
-20.846816192200	-0.00054943258110248
-20.795645251000	-0.00056604472963792
-20.744474309800	-0.00058311671428447
-20.693303368600	-0.00060065984072658
-20.642132427400	-0.00061868568457013
-20.590961486200	-0.00063720615147377
-20.539790545000	-0.00065623327337424
-20.488619603800	-0.00067577935512686
-20.437448662600	-0.00069585698877408
-20.386277721400	-0.00071647904673807
-20.335106780200	-0.00073765860574429
-20.283935839000	-0.00075940899137199
-20.232764897800	-0.00078174380088020
-20.181593956600	-0.00080467694541855
-20.130423015400	-0.00082822258454713
-20.079252074200	-0.00085239511829871
-20.028081133000	-0.00087720929742777
-19.976910191800	-0.00090268009366649
-19.925739250600	-0.00092882286493723
-19.874568309400	-0.00095565307152142
-19.823397368200	-0.00098318659368280
-19.772226427000	-0.0010114396092255
-19.721055485800	-0.0010404287475220
-19.669884544600	-0.0010701706841552
-19.618713603400	-0.0011006825550504
-19.567542662200	-0.0011319817104164
-19.516371721000	-0.0011640859570015
-19.465200779800	-0.0011970133924008
-19.414029838600	-0.0012307824187478
-19.362858897400	-0.0012654116142471
-19.311687956200	-0.0013009201250728
-19.260517015000	-0.0013373273333420
-19.209346073800	-0.0013746530623306
-19.158175132600	-0.0014129173277190
-19.107004191400	-0.0014521406213961
-19.055833250200	-0.0014923437303542
-19.004662309000	-0.0015335478497040
-18.953491367800	-0.0015757744258155
-18.902320426600	-0.0016190453863748
-18.851149485401	-0.0016633829332422
-18.799978544201	-0.0017088097680357
-18.748807603001	-0.0017553488288246
-18.697636661801	-0.0018030234769401
-18.646465720601	-0.0018518574231847
-18.595294779401	-0.0019018748113006
-18.544123838201	-0.0019531004991094
-18.492952897001	-0.0020055592294331
-18.441781955801	-0.0020592760576605
-18.390611014601	-0.0021142765198639
-18.339440073401	-0.0021705868434820
-18.288269132201	-0.0022282335154558
-18.237098191001	-0.0022872433578136
-18.185927249801	-0.0023476435557224
-18.134756308601	-0.0024094620684137
-18.083585367401	-0.0024727271760098
-18.032414426201	-0.0025374675668488
-17.981243485001	-0.0026037121536282
-17.930072543801	-0.0026714902712937
-17.878901602601	-0.0027408317867301
-17.827730661401	-0.0028117666601714
-17.776559720201	-0.0028843255198991
-17.725388779001	-0.0029585392168201
-17.674217837801	-0.0030344390783799
-17.623046896601	-0.0031120569831234
-17.571875955401	-0.0031914254100235
-17.520705014201	-0.0032725769316563
-17.469534073001	-0.0033555449936184
-17.418363131801	-0.0034403634434575
-17.367192190601	-0.0035270665026847
-17.316021249401	-0.0036156889375268
-17.264850308201	-0.0037062655728577
-17.213679367001	-0.0037988317166378
-17.162508425801	-0.0038934228718747
-17.111337484601	-0.0039900751461575
-17.060166543401	-0.0040888253265137
-17.008995602201	-0.0041897106081037
-16.957824661001	-0.0042927679493800
-16.906653719801	-0.0043980355342110
-16.855482778601	-0.0045055519261386
-16.804311837401	-0.0046153564183786
-16.753140896201	-0.0047274882171195
-16.701969955001	-0.0048419869197756
-16.650799013801	-0.0049588929458412
-16.599628072601	-0.0050782467423875
-16.548457131401	-0.0052000888872184
-16.497286190201	-0.0053244608109700
-16.446115249001	-0.0054514041919098
-16.394944307801	-0.0055809609934760
-16.343773366601	-0.0057131735035027
-16.292602425401	-0.0058480844051653
-16.241431484201	-0.0059857374131668
-16.190260543001	-0.0061261767012453
-16.139089601801	-0.0062694463451179
-16.087918660601	-0.0064155909810298
-16.036747719401	-0.0065646556194256
-15.985576778201	-0.0067166858195210
-15.934405837001	-0.0068717273915314
-15.883234895801	-0.0070298266083869
-15.832063954601	-0.0071910296434716
-15.780893013401	-0.0073553824501106
-15.729722072201	-0.0075229325762903
-15.678551131001	-0.0076937271036419
