#Parameters = {beta=0.6; bunch=3.6; conductivity=10000; l=20; l_pipe=40; nmesh=50; r=10; r_pipe=2; samples=2000; wakelength=400; xbeam=0; xtest=0; ybeam=0; ytest=0}
#"s / cm"	"Z (beta=0.6) [Real Part]"
#-----------------------------------
100.63715107107	0.021780248991686
100.66785363579	0.021896519855773
100.69855620051	0.022009383176437
100.72925876523	0.022118821611195
100.75996132995	0.022224819821180
100.79066389467	0.022327364280183
100.82136645939	0.022426443108770
100.85206902411	0.022522045561455
100.88277158883	0.022614161070095
100.91347415355	0.022702779119650
100.94417671827	0.022787888346342
100.97487928299	0.022869476313604
101.00558184771	0.022947529550363
101.03628441243	0.023022033724227
101.06698697715	0.023092973967850
101.09768954187	0.023160335715036
101.12839210659	0.023224105407743
101.15909467131	0.023284271059867
101.18979723603	0.023340822469482
101.22049980075	0.023393751733579
101.25120236547	0.023443053184841
101.28190493019	0.023488723051937
101.31260749491	0.023530759015421
101.34331005963	0.023569159584148
101.37401262435	0.023603923359793
101.40471518907	0.023635048530249
101.43541775379	0.023662532499290
101.46612031851	0.023686371548525
101.49682288323	0.023706561084542
101.52752544795	0.023723095971332
101.55822801267	0.023735971075195
101.58893057739	0.023745181864401
101.61963314211	0.023750725026030
101.65033570683	0.023752598955275
101.68103827155	0.023750803963273
101.71174083627	0.023745342211796
101.74244340099	0.023736217751030
101.77314596571	0.023723436081750
101.80384853043	0.023707003624729
101.83455109515	0.023686927112781
101.86525365987	0.023663213253431
101.89595622459	0.023635868382757
101.92665878931	0.023604898274809
101.95736135403	0.023570308124198
101.98806391875	0.023532102783924
102.01876648347	0.023490287229698
102.04946904819	0.023444867040297
102.08017161291	0.023395848658757
102.11087417763	0.023343239709356
102.14157674235	0.023287049237106
102.17227930707	0.023227287881791
102.20298187179	0.023163967534672
102.23368443651	0.023097101184133
102.26438700123	0.023026702723023
102.29508956595	0.022952786408755
102.32579213067	0.022875366771463
102.35649469539	0.022794458257919
102.38719726011	0.022710075078883
102.41789982483	0.022622231437100
102.44860238955	0.022530941667160
102.47930495427	0.022436220365342
102.51000751899	0.022338082579804
102.54071008371	0.022236544104257
102.57141264843	0.022131621798682
102.60211521315	0.022023333313605
102.63281777787	0.021911697318788
102.66352034259	0.021796733350058
102.69422290731	0.021678461661318
102.72492547203	0.021556903170953
102.75562803675	0.021432079264660
102.78633060147	0.021304011595011
102.81703316619	0.021172722001792
102.84773573091	0.021038232683631
102.87843829563	0.020900566083596
102.90914086035	0.020759744981626
102.93984342507	0.020615792551583
102.97054598979	0.020468732530890
103.00124855451	0.020318589114005
103.03195111923	0.020165387091748
103.06265368395	0.020009151700052
103.09335624867	0.019849908690737
103.12405881339	0.019687684269020
103.15476137811	0.019522505199305
103.18546394283	0.019354398740394
103.21616650755	0.019183392701330
103.24686907227	0.019009515360871
103.27757163699	0.018832795582876
103.30827420171	0.018653262671462
103.33897676643	0.018470946443364
103.36967933115	0.018285877240323
103.40038189587	0.018098085818133
103.43108446059	0.017907603176480
103.46178702531	0.017714460538436
103.49248959003	0.017518689239298
103.52319215475	0.017320320733530
103.55389471947	0.017119386518010
103.58459728419	0.016915918299239
103.61529984891	0.016709948083248
103.64600241363	0.016501508326012
103.67670497835	0.016290632183779
103.70740754307	0.016077353533438
103.73811010779	0.015861706962506
103.76881267251	0.015643727893714
103.79951523723	0.015423452465085
103.83021780195	0.015200917287729
103.86092036667	0.014976159303398
103.89162293139	0.014749215519984
103.92232549611	0.014520122728310
103.95302806083	0.014288917577690
103.98373062555	0.014055636334031
104.01443319027	0.013820315045172
104.04513575499	0.013582989608806
104.07583831971	0.013343695988896
104.10654088443	0.013102470556004
104.13724344915	0.012859350200902
104.16794601387	0.012614372599301
104.19864857859	0.012367576341601
104.22935114331	0.012119000861659
104.26005370803	0.011868686526513
104.29075627275	0.011616674285469
104.32145883747	0.011363005499135
104.35216140219	0.011107721566500
104.38286396691	0.010850863799290
104.41356653163	0.010592473104581
104.44426909635	0.010332589987501
104.47497166107	0.010071254426311
104.50567422579	0.0098085061032148
104.53637679051	0.0095443844112510
104.56707935523	0.0092789287726627
104.59778191995	0.0090121787408820
104.62848448467	0.0087441743062238
104.65918704939	0.0084749560848362
104.68988961411	0.0082045653804920
104.72059217883	0.0079330443061006
104.75129474355	0.0076604354337946
104.78199730827	0.0073867819237701
104.81269987299	0.0071121271253082
104.84340243771	0.0068365145409783
104.87410500243	0.0065599875121836
104.90480756715	0.0062825891199900
104.93551013187	0.0060043621473982
104.96621269659	0.0057253489712803
104.99691526131	0.0054455915729212
105.02761782603	0.0051651316258500
105.05832039075	0.0048840105564318
105.08902295547	0.0046022698308929
105.11972552019	0.0043199510065219
105.15042808491	0.0040370958979758
105.18113064963	0.0037537467067394
105.21183321435	0.0034699460144298
105.24253577907	0.0031857368707501
105.27323834379	0.0029011627791038
105.30394090851	0.0026162674946022
105.33464347323	0.0023310949871110
105.36534603795	0.0020456892496659
105.39604860267	0.0017600942097978
105.42675116739	0.0014743534351562
105.45745373211	0.0011885101270778
105.48815629683	0.00090260685183173
105.51885886155	0.00061668575144667
105.54956142627	0.00033078850363193
105.58026399099	4.4956414687495e-05
105.61096655571	-0.00024076952038051
105.64166912043	-0.00052634825506605
105.67237168515	-0.00081173849581398
105.70307424987	-0.0010968986671035
105.73377681459	-0.0013817867308573
105.76447937931	-0.0016663601545758
105.79518194403	-0.0019505759135498
105.82588450875	-0.0022343907625799
105.85658707347	-0.0025177613488220
105.88728963819	-0.0028006445311168
105.91799220291	-0.0030829976663518
105.94869476763	-0.0033647787461829
105.97939733235	-0.0036459465918122
106.01009989707	-0.0039264608426781
106.04080246179	-0.0042062819273263
106.07150502651	-0.0044853707135645
106.10220759123	-0.0047636883988013
106.13291015595	-0.0050411961654126
106.16361272067	-0.0053178547687827
106.19431528539	-0.0055936244391086
106.22501785011	-0.0058684648347868
106.25572041483	-0.0061423350256477
106.28642297955	-0.0064151937504230
106.31712554427	-0.0066869995807835
106.34782810899	-0.0069577114633577
106.37853067371	-0.0072272889260628
106.40923323843	-0.0074956923022824
106.43993580315	-0.0077628831193364
106.47063836787	-0.0080288237638891
106.50134093259	-0.0082934775747562
106.53204349731	-0.0085568084901347
106.56274606203	-0.0088187807865842
106.59344862675	-0.0090793585872502
106.62415119147	-0.0093385055837087
106.65485375619	-0.0095961849279288
106.68555632091	-0.0098523591110792
106.71625888563	-0.010106990166482
106.74696145035	-0.010360039791248
106.77766401507	-0.010611469877770
106.80836657979	-0.010861242749490
106.83906914451	-0.011109321713658
106.86977170923	-0.011355671156495
106.90047427395	-0.011600256647234
106.93117683867	-0.011843044838080
106.96187940339	-0.012084003268966
106.99258196811	-0.012323100017715
107.02328453283	-0.012560303141228
107.05398709755	-0.012795580381510
107.08468966227	-0.013028899118116
107.11539222699	-0.013260226002371
107.14609479171	-0.013489527162643
107.17679735643	-0.013716768352586
107.20749992115	-0.013941915347683
107.23820248587	-0.014164934356913
107.26890505059	-0.014385792415678
107.29960761531	-0.014604457630060
107.33031018003	-0.014820899377945
107.36101274475	-0.015035088307745
107.39171530947	-0.015246996136649
107.42241787419	-0.015456595349050
107.45312043891	-0.015663858704999
107.48382300363	-0.015868759036057
107.51452556835	-0.016071268665086
107.54522813307	-0.016271359468493
107.57593069779	-0.016469002680128
107.60663326251	-0.016664169032446
107.63733582723	-0.016856829142583
107.66803839195	-0.017046953728980
107.69874095667	-0.017234514176738
107.72944352139	-0.017419482856249
107.76014608611	-0.017601833252713
107.79084865083	-0.017781540205893
107.82155121555	-0.017958579716275
107.85225378027	-0.018132928948454
107.88295634499	-0.018304565783532
107.91365890971	-0.018473468300546
107.94436147443	-0.018639614722308
107.97506403915	-0.018802982928856
108.00576660387	-0.018963550395306
108.03646916859	-0.019121294158244
108.06717173331	-0.019276190866684
108.09787429803	-0.019428217109124
108.12857686275	-0.019577349587481
108.15927942747	-0.019723565474540
108.18998199219	-0.019866842767043
108.22068455691	-0.020007160355978
108.25138712163	-0.020144498316796
108.28208968635	-0.020278837908342
108.31279225107	-0.020410161382327
108.34349481579	-0.020538451714834
108.37419738051	-0.020663692537504
108.40489994523	-0.020785867861803
108.43560250995	-0.020904961951804
108.46630507467	-0.021020959083435
108.49700763939	-0.021133843575993
108.52771020411	-0.021243599666775
108.55841276883	-0.021350211673017
108.58911533355	-0.021453664004733
108.61981789827	-0.021553941235553
108.65052046299	-0.021651028253483
108.68122302771	-0.021744910382019
108.71192559243	-0.021835573507445
108.74262815715	-0.021923004059381
108.77333072187	-0.022007189020901
108.80403328659	-0.022088116135825
108.83473585131	-0.022165773789108
108.86543841603	-0.022240151151007
108.89614098075	-0.022311238111958
108.92684354547	-0.022379025364919
108.95754611019	-0.022443504334973
108.98824867491	-0.022504666937195
109.01895123963	-0.022562505672304
109.04965380435	-0.022617013388912
109.08035636907	-0.022668183069634
109.11105893379	-0.022716007813197
109.14176149851	-0.022760480663928
109.17246406323	-0.022801594518135
109.20316662795	-0.022839342245430
109.23386919267	-0.022873716900586
109.26457175739	-0.022904711730378
109.29527432211	-0.022932320478712
109.32597688683	-0.022956537700862
109.35667945155	-0.022977359044382
109.38738201627	-0.022994781285900
109.41808458099	-0.023008802391322
109.44878714571	-0.023019421506262
109.47948971043	-0.023026638618111
109.51019227515	-0.023030454451637
109.54089483987	-0.023030870074965
109.57159740459	-0.023027886619561
109.60229996931	-0.023021505114928
109.63300253403	-0.023011726270028
109.66370509875	-0.022998550419804
109.69440766347	-0.022981977672960
109.72511022819	-0.022962007941401
109.75581279291	-0.022938641627250
109.78651535763	-0.022911879745202
109.81721792235	-0.022881724271379
109.84792048707	-0.022848178250766
109.87862305179	-0.022811246212968
109.90932561651	-0.022770933906632
109.94002818123	-0.022727248168837
109.97073074595	-0.022680196749717
110.00143331067	-0.022629788073247
110.03213587539	-0.022576030774268
110.06283844011	-0.022518933619852
110.09354100483	-0.022458505057758
110.12424356955	-0.022394753143778
110.15494613427	-0.022327685778844
110.18564869899	-0.022257310778744
110.21635126371	-0.022183636051999
110.24705382843	-0.022106669775061
110.27775639315	-0.022026420950596
110.30845895787	-0.021942899460381
110.33916152259	-0.021856116130359
110.36986408731	-0.021766082969421
110.40056665203	-0.021672813040316
110.43126921675	-0.021576320414718
110.46197178147	-0.021476620010832
110.49267434619	-0.021373727335965
110.52337691091	-0.021267658197657
110.55407947563	-0.021158428596700
110.58478204035	-0.021046054616573
110.61548460507	-0.020930552193642
110.64618716979	-0.020811937088318
110.67688973451	-0.020690225093792
110.70759229923	-0.020565432025566
110.73829486395	-0.020437574033160
110.76899742867	-0.020306667763600
110.79969999339	-0.020172730428979
110.83040255811	-0.020035779988889
110.86110512283	-0.019895835359421
110.89180768755	-0.019752916468327
110.92251025227	-0.019607044169177
110.95321281699	-0.019458240139969
110.98391538171	-0.019306526919172
111.01461794643	-0.019151927587944
111.04532051115	-0.018994465595547
111.07602307587	-0.018834164521932
111.10672564059	-0.018671047898411
111.13742820531	-0.018505139063059
111.16813077003	-0.018336461175767
111.19883333475	-0.018165037295584
111.22953589947	-0.017990890391585
111.26023846419	-0.017814043710851
111.29094102891	-0.017634521078328
111.32164359363	-0.017452347015439
111.35234615835	-0.017267547005363
111.38304872307	-0.017080147599921
111.41375128779	-0.016890176499984
111.44445385251	-0.016697662434002
111.47515641723	-0.016502634991778
111.50585898195	-0.016305124393265
111.53656154667	-0.016105161039518
111.56726411139	-0.015902775279862
111.59796667611	-0.015697997170918
111.62866924083	-0.015490856265481
111.65937180555	-0.015281381511517
111.69007437027	-0.015069601559870
111.72077693499	-0.014855545024659
111.75147949971	-0.014639240754162
111.78218206443	-0.014420718227164
111.81288462915	-0.014200007939698
111.84358719387	-0.013977141613720
111.87428975859	-0.013752152317813
111.90499232331	-0.013525074420009
111.93569488803	-0.013295943298807
111.96639745275	-0.013064795046872
111.99710001747	-0.012831666011449
112.02780258219	-0.012596592439897
112.05850514691	-0.012359609954320
112.08920771163	-0.012120753425677
112.11991027635	-0.011880057026678
112.15061284107	-0.011637554227001
112.18131540579	-0.011393278251343
112.21201797051	-0.011147262399952
112.24272053523	-0.010899540497210
112.27342309995	-0.010650147323477
112.30412566467	-0.010399118900667
112.33482822939	-0.010146492601173
112.36553079411	-0.0098923070674581
112.39623335883	-0.0096366020456545
112.42693592355	-0.0093794179014274
112.45763848827	-0.0091207952597319
112.48834105299	-0.0088607745205924
112.51904361771	-0.0085993954777789
112.54974618243	-0.0083366971370721
112.58044874715	-0.0080727177319125
112.61115131187	-0.0078074949894761
112.64185387659	-0.0075410662330658
112.67255644131	-0.0072734687747245
112.70325900603	-0.0070047404649680
112.73396157075	-0.0067349198405762
112.76466413547	-0.0064640465971940
112.79536670019	-0.0061921613869630
112.82606926491	-0.0059193057340367
112.85677182963	-0.0056455219761836
112.88747439435	-0.0053708528538173
112.91817695907	-0.0050953411219945
112.94887952379	-0.0048190292476815
112.97958208851	-0.0045419591866543
113.01028465323	-0.0042641723625868
113.04098721795	-0.0039857097061680
113.07168978267	-0.0037066118832125
113.10239234739	-0.0034269193566105
113.13309491211	-0.0031466728468429
113.16379747683	-0.0028659135496560
113.19450004155	-0.0025846832153037
113.22520260627	-0.0023030241945648
113.25590517099	-0.0020209793458676
113.28660773571	-0.0017385918552246
113.31731030043	-0.0014559050161122
113.34801286515	-0.0011729619816642
113.37871542987	-0.00088980563990329
113.40941799459	-0.00060647854097618
113.44012055931	-0.00032302281546311
113.47082312403	-3.9480354812317e-05
113.50152568875	0.00024410690386566
113.53222825347	0.00052769690682628
113.56293081819	0.00081124734155739
113.59363338291	0.0010947152853096
113.62433594763	0.0013780573992481
113.65503851235	0.0016612300400730
113.68574107707	0.0019441892868377
113.71644364179	0.0022268913182115
113.74714620651	0.0025092926517545
113.77784877123	0.0027913503098294
113.80855133595	0.0030730220211674
113.83925390067	0.0033542661188992
113.86995646539	0.0036350415074168
113.90065903011	0.0039153072680683
113.93136159483	0.0041950225409073
113.96206415955	0.0044741461638607
113.99276672427	0.0047526364481150
114.02346928899	0.0050304508684968
114.05417185371	0.0053075463236396
114.08487441843	0.0055838792739574
114.11557698315	0.0058594060271004
114.14627954787	0.0061340829971272
114.17698211259	0.0064078671560648
114.20768467731	0.0066807163118851
114.23838724203	0.0069525893164424
114.26908980675	0.0072234459722399
114.29979237147	0.0074932469422336
114.33049493619	0.0077619534030881
114.36119750091	0.0080295267575179
114.39190006563	0.0082959280883477
114.42260263035	0.0085611179479618
114.45330519507	0.0088250559851284
114.48400775979	0.0090877010732254
114.51471032451	0.0093490115205612
114.54541288923	0.0096089453495422
114.57611545395	0.0098674607311150
114.60681801867	0.010124516480798
114.63752058339	0.010380072448460
114.66822314811	0.010634089554204
114.69892571283	0.010886530111273
114.72962827755	0.011137357564247
114.76033084227	0.011386536157639
114.79103340699	0.011634030645935
114.82173597171	0.011879805650908
114.85243853643	0.012123825371952
114.88314110115	0.012366053197079
114.91384366587	0.012606451794227
114.94454623059	0.012844982962487
114.97524879531	0.013081608100860
115.00595136003	0.013316288738895
115.03665392475	0.013548986770844
115.06735648947	0.013779664931878
115.09805905419	0.014008287319955
115.12876161891	0.014234819353190
115.15946418363	0.014459227794295
115.19016674835	0.014681480537731
115.22086931307	0.014901546193571
115.25157187779	0.015119393543930
115.28227444251	0.015334991126189
115.31297700723	0.015548307037352
115.34367957195	0.015759308682100
115.37438213667	0.015967962848073
115.40508470139	0.016174235986666
115.43578726610	0.016378094599546
115.46648983082	0.016579505477590
115.49719239554	0.016778436260094
115.52789496026	0.016974855752483
115.55859752498	0.017168734002027
115.58930008970	0.017360042255427
115.62000265442	0.017548752860375
115.65070521914	0.017734838911609
115.68140778386	0.017918273798418
115.71211034858	0.018099030864118
115.74281291330	0.018277083169729
115.77351547802	0.018452403301166
115.80421804274	0.018624963519845
115.83492060746	0.018794735865354
115.86562317218	0.018961692443958
115.89632573690	0.019125805848415
115.92702830162	0.019287049603905
115.95773086634	0.019445398406257
115.98843343106	0.019600828236363
116.01913599578	0.019753316227029
116.04983856050	0.019902840610747
116.08054112522	0.020049380275050
116.11124368994	0.020192914504838
116.14194625466	0.020333422549146
116.17264881938	0.020470883472017
116.20335138410	0.020605275890641
116.23405394882	0.020736578146053
116.26475651354	0.020864768368536
116.29545907826	0.020989824789598
116.32616164298	0.021111726066079
116.35686420770	0.021230451750557
116.38756677242	0.021345982438831
116.41826933714	0.021458300013643
116.44897190186	0.021567387537196
116.47967446658	0.021673229282950
116.51037703130	0.021775810263362
116.54107959602	0.021875116100802
116.57178216074	0.021971132677359
116.60248472546	0.022063845888291
116.63318729018	0.022153241626641
116.66388985490	0.022239305634756
116.69459241962	0.022322023690382
116.72529498434	0.022401381617805
116.75599754906	0.022477365708366
116.78670011378	0.022549962834886
116.81740267850	0.022619160703590
116.84810524322	0.022684947827925
116.87880780794	0.022747313712887
116.90951037266	0.022806248674448
116.94021293738	0.022861743686161
116.97091550210	0.022913790124973
117.00161806682	0.022962379683692
117.03232063154	0.023007504319918
117.06302319626	0.023049156304762
117.09372576098	0.023087328248628
117.12442832570	0.023122013286923
117.15513089042	0.023153205099751
117.18583345514	0.023180898147541
117.21653601986	0.023205087628443
117.24723858458	0.023225769540380
117.27794114930	0.023242940570937
117.30864371402	0.023256598005703
117.33934627874	0.023266739625334
117.37004884346	0.023273363421029
117.40075140818	0.023276467394324
117.43145397290	0.023276049685954
117.46215653762	0.023272108497437
117.49285910234	0.023264642250150
117.52356166706	0.023253649866432
117.55426423178	0.023239131135427
117.58496679650	0.023221086825037
117.61566936122	0.023199518842143
117.64637192594	0.023174430259829
117.67707449066	0.023145825281593
117.70777705538	0.023113708923112
117.73847962010	0.023078086804202
117.76918218482	0.023038964789089
117.79988474954	0.022996348714515
117.83058731426	0.022950244192994
117.86128987898	0.022900656536145
117.89199244370	0.022847590715374
117.92269500842	0.022791051774733
117.95339757314	0.022731045040812
117.98410013786	0.022667576717415
118.01480270258	0.022600653993587
118.04550526730	0.022530285431541
118.07620783202	0.022456481227640
118.10691039674	0.022379252960483
118.13761296146	0.022298613535069
118.16831552618	0.022214576580532
118.19901809090	0.022127156117485
118.22972065562	0.022036366301505
118.26042322034	0.021942220887812
118.29112578506	0.021844733072377
118.32182834978	0.021743915456314
118.35253091450	0.021639780292125
118.38323347922	0.021532339859605
118.41393604394	0.021421606790568
118.44463860866	0.021307594544536
118.47534117338	0.021190317809073
118.50604373810	0.021069792794610
118.53674630282	0.020946037319636
118.56744886754	0.020819070666876
118.59815143226	0.020688913326664
118.62885399698	0.020555586558765
118.65955656170	0.020419112135858
118.69025912642	0.020279511891669
118.72096169114	0.020136807339798
118.75166425586	0.019991019464367
118.78236682058	0.019842168673829
118.81306938530	0.019690275093003
118.84377195002	0.019535358586982
118.87447451474	0.019377439410196
118.90517707946	0.019216538349090
118.93587964418	0.019052677135041
118.96658220890	0.018885878693817
118.99728477362	0.018716167338206
119.02798733834	0.018543568569818
119.05868990306	0.018368108939076
119.08939246778	0.018189815889489
119.12009503250	0.018008717498114
119.15079759722	0.017824842258005
119.18150016194	0.017638218782817
119.21220272666	0.017448875726726
119.24290529138	0.017256841595241
119.27360785610	0.017062144834310
119.30431042082	0.016864813804116
119.33501298554	0.016664876889657
119.36571555026	0.016462362716294
119.39641811498	0.016257300244389
119.42712067970	0.016049718924523
119.45782324442	0.015839648852169
119.48852580914	0.015627120774644
119.51922837386	0.015412166108768
119.54993093858	0.015194817061367
119.58063350330	0.014975106518413
119.61133606802	0.014753068135002
119.64203863274	0.014528736245591
119.67274119746	0.014302145699043
119.70344376218	0.014073331809307
119.73414632690	0.013842330148654
119.76484889162	0.013609176487941
119.79555145634	0.013373906576256
119.82625402106	0.013136556039736
119.85695658578	0.012897160301287
119.88765915050	0.012655754587201
119.91836171522	0.012412374120789
119.94906427994	0.012167054175328
119.97976684466	0.011919830345525
120.01046940938	0.011670739034364
120.04117197410	0.011419817499323
120.07187453882	0.011167104049025
120.10257710354	0.010912638013633
120.13327966826	0.010656459822883
120.16398223298	0.010398610633906
120.19468479770	0.010139132188566
120.22538736242	0.0098780662879650
120.25608992714	0.0096154544817797
120.28679249186	0.0093513377093752
120.31749505658	0.0090857561665348
120.34819762130	0.0088187492017659
120.37890018602	0.0085503555346358
120.40960275074	0.0082806135801798
120.44030531546	0.0080095621033834
120.47100788018	0.0077372404805889
120.50171044490	0.0074636893144304
120.53241300962	0.0071889507272773
120.56311557434	0.0069130683645351
120.59381813906	0.0066360873572756
120.62452070378	0.0063580539200045
120.65522326850	0.0060790148534364
120.68592583322	0.0057990166518671
120.71662839794	0.0055181052997256
120.74733096266	0.0052363254782062
120.77803352738	0.0049537203901142
120.80873609210	0.0046703318528114
120.83943865682	0.0043862004455880
120.87014122154	0.0041013661496238
120.90084378626	0.0038158689941589
120.93154635098	0.0035297498724210
120.96224891570	0.0032430511006799
120.99295148042	0.0029558168695582
121.02365404514	0.0026680935083922
121.05435660986	0.0023799291359092
121.08505917458	0.0020913732371515
121.11576173930	0.0018024759793101
121.14646430402	0.0015132872830128
121.17716686874	0.0012238561368105
121.20786943346	0.00093422990552898
121.23857199818	0.00064445399932162
121.26927456290	0.00035457178358865
121.29997712762	6.4624948881780e-05
121.33067969234	-0.00022534590074666
121.36138225706	-0.00051530046203525
121.39208482178	-0.00080519782241293
121.42278738650	-0.0010949958295522
121.45348995122	-0.0013846504179241
121.48419251594	-0.0016741154814459
121.51489508066	-0.0019633429020743
121.54559764538	-0.0022522831570100
121.57630021010	-0.0025408858635618
121.60700277482	-0.0028291005894460
121.63770533954	-0.0031168777170788
121.66840790426	-0.0034041690951445
121.69911046898	-0.0036909284567586
121.72981303370	-0.0039771115432216
121.76051559842	-0.0042626758929632
121.79121816314	-0.0045475803668272
121.82192072786	-0.0048317844299845
121.85262329258	-0.0051152475059599
121.88332585730	-0.0053979282301227
121.91402842202	-0.0056797839606842
121.94473098674	-0.0059607705620108
121.97543355146	-0.0062408423342636
122.00613611618	-0.0065199524008977
122.03683868090	-0.0067980531187685
122.06754124562	-0.0070750966475566
122.09824381034	-0.0073510357105430
122.12894637506	-0.0076258239948437
122.15964893978	-0.0078994166893400
122.19035150450	-0.0081717705888578
122.22105406922	-0.0084428439943581
122.25175663394	-0.0087125963519549
122.28245919866	-0.0089809879638701
122.31316176338	-0.0092479795014045
122.34386432810	-0.0095135315100928
122.37456689282	-0.0097776040276024
122.40526945754	-0.010040156352433
122.43597202226	-0.010301147086986
122.46667458698	-0.010560534028163
122.49737715170	-0.010818274486951
122.52807971642	-0.011074325497730
122.55878228114	-0.011328644419311
122.58948484586	-0.011581189102740
122.62018741058	-0.011831918264007
122.65088997530	-0.012080791564844
122.68159254002	-0.012327769718948
122.71229510474	-0.012572814506175
122.74299766946	-0.012815888575139
122.77370023418	-0.013056955359416
122.80440279890	-0.013295978869574
122.83510536362	-0.013532923421140
122.86580792834	-0.013767753529328
122.89651049306	-0.014000433579508
122.92721305778	-0.014230927850650
122.95791562250	-0.014459200342419
122.98861818722	-0.014685214863246
123.01932075194	-0.014908934931798
123.05002331666	-0.015130324117109
123.08072588138	-0.015349346067687
123.11142844610	-0.015565964748769
123.14213101082	-0.015780144652287
123.17283357554	-0.015991851070882
123.20353614026	-0.016201050352154
123.23423870498	-0.016407710066649
123.26494126970	-0.016611799018431
123.29564383442	-0.016813287249606
123.32634639914	-0.017012145751323
123.35704896386	-0.017208346403158
123.38775152858	-0.017401861359330
123.41845409330	-0.017592662852752
123.44915665802	-0.017780722864744
123.47985922274	-0.017966012923644
123.51056178746	-0.018148503940192
123.54126435218	-0.018328166265946
123.57196691690	-0.018504969883497
123.60266948162	-0.018678884847637
123.63337204634	-0.018849881722729
123.66407461106	-0.019017932094613
123.69477717578	-0.019183008924979
123.72547974050	-0.019345086887754
123.75618230522	-0.019504142629443
123.78688486994	-0.019660154313503
123.81758743466	-0.019813101514849
123.84828999938	-0.019962964626287
123.87899256410	-0.020109724450512
123.90969512882	-0.020253361700641
123.94039769354	-0.020393856459834
123.97110025826	-0.020531187919133
124.00180282298	-0.020665334364387
124.03250538770	-0.020796273503620
124.06320795242	-0.020923982879974
124.09391051714	-0.021048440202287
124.12461308186	-0.021169624256366
124.15531564658	-0.021287515249817
124.18601821130	-0.021402095257852
124.21672077602	-0.021513348380637
124.24742334074	-0.021621260619659
124.27812590546	-0.021725819640326
124.30882847018	-0.021827014185822
124.33953103490	-0.021924833498307
124.37023359962	-0.022019266777257
124.40093616434	-0.022110302564833
124.43163872906	-0.022197928507877
124.46234129378	-0.022282131319354
124.49304385850	-0.022362897006276
124.52374642322	-0.022440211209972
124.55444898794	-0.022514059816257
124.58515155266	-0.022584429578392
124.61585411738	-0.022651308668464
124.64655668210	-0.022714687136228
124.67725924682	-0.022774557155161
124.70796181154	-0.022830912984213
124.73866437626	-0.022883750578298
124.76936694098	-0.022933067184363
124.80006950570	-0.022978860803042
124.83077207042	-0.023021129513487
124.86147463514	-0.023059870836703
124.89217719986	-0.023095081530606
124.92287976458	-0.023126757439153
124.95358232930	-0.023154893509668
124.98428489402	-0.023179484187335
125.01498745874	-0.023200523923747
125.04569002346	-0.023218007777262
125.07639258818	-0.023231931874353
125.10709515290	-0.023242293996766
125.13779771762	-0.023249093778164
125.16850028234	-0.023252332742392
125.19920284706	-0.023252014301648
125.22990541178	-0.023248143380175
125.26060797650	-0.023240725846285
125.29131054122	-0.023229768058665
125.32201310594	-0.023215276488009
125.35271567066	-0.023197257106967
125.38341823538	-0.023175715376548
125.41412080010	-0.023150656038397
125.44482336482	-0.023122083316593
125.47552592954	-0.023090001336666
125.50622849426	-0.023054414259054
125.53693105898	-0.023015326789291
125.56763362370	-0.022972744547072
125.59833618842	-0.022926674519705
125.62903875314	-0.022877125023331
125.65974131786	-0.022824105855846
125.69044388258	-0.022767628181349
125.72114644730	-0.022707704259328
125.75184901202	-0.022644347184767
125.78255157674	-0.022577570602810
125.81325414146	-0.022507388419187
125.84395670618	-0.022433814651295
125.87465927090	-0.022356863235120
125.90536183562	-0.022276547899860
125.93606440034	-0.022192882374434
125.96676696506	-0.022105880303361
125.99746952978	-0.022015555599180
126.02817209450	-0.021921922360113
126.05887465922	-0.021824995125182
126.08957722394	-0.021724789070147
126.12027978866	-0.021621320046366
126.15098235338	-0.021514604838143
126.18168491810	-0.021404660879485
126.21238748282	-0.021291506496108
126.24309004754	-0.021175161041720
126.27379261226	-0.021055644554100
126.30449517698	-0.020932977744110
126.33519774170	-0.020807182144214
126.36590030642	-0.020678279646785
126.39660287114	-0.020546292497301
126.42730543586	-0.020411243351782
126.45800800058	-0.020273154818669
126.48871056530	-0.020132049529927
126.51941313002	-0.019987949991898
126.55011569474	-0.019840878596032
126.58081825946	-0.019690857725290
126.61152082418	-0.019537909792132
126.64222338890	-0.019382057618410
126.67292595362	-0.019223324580600
126.70362851834	-0.019061734773897
126.73433108306	-0.018897313299246
126.76503364778	-0.018730086264441
126.79573621250	-0.018560080775823
126.82643877722	-0.018387324851369
126.85714134194	-0.018211847252254
126.88784390666	-0.018033677135580
126.91854647138	-0.017852843846764
126.94924903610	-0.017669376549589
126.97995160082	-0.017483304118366
127.01065416554	-0.017294654976868
127.04135673026	-0.017103457162199
127.07205929498	-0.016909738588891
127.10276185970	-0.016713527311839
127.13346442442	-0.016514851715704
127.16416698914	-0.016313741104569
127.19486955386	-0.016110225769538
127.22557211858	-0.015904337161715
127.25627468330	-0.015696107952791
127.28697724802	-0.015485571767125
127.31767981274	-0.015272762919825
127.34838237746	-0.015057715902510
127.37908494218	-0.014840465139160
127.40978750690	-0.014621044521106
127.44049007162	-0.014399487249592
127.47119263634	-0.014175825855153
127.50189520106	-0.013950092229718
127.53259776578	-0.013722317889029
127.56330033050	-0.013492534581866
