#Parameters = {beta=1; bunch=6; conductivity=10000; l=20; l_pipe=40; nmesh=50; r=10; r_pipe=2; samples=2000; wakelength=400; xbeam=0; xtest=0; ybeam=0; ytest=0}
#"Frequency / GHz"	"Z [Real/Imaginary Part] [Re]"	"Z [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------
0.0000000000000	-2.1743449415111	-4.2572265913672e-11
0.00085368889540069	-2.1660026080937	0.31463685615496
0.0017073777908014	-2.1410340322348	0.62787881713366
0.0025610666862021	-2.0996140821924	0.93834072788397
0.0034147555816028	-2.0420328580897	1.2446568469705
0.0042684444770034	-1.9686936811423	1.5454903866050
0.0051221333724041	-1.8801102975686	1.8395428538949
0.0059758222678048	-1.7769033163940	2.1255631291807
0.0068295111632055	-1.6597959051518	2.4023562188722
0.0076832000586062	-1.5296087728128	2.6687916226769
0.0085368889540069	-1.3872544739973	2.9238112574608
0.0093905778494076	-1.2337310732548	3.1664368830766
0.010244266744808	-1.0701152123692	3.3957769788888
0.011097955640209	-0.89755462804867	3.6110330231514
0.011951644535610	-0.71726017084403	3.8115051317971
0.012805333431010	-0.53049737977320	3.9965970171554
0.013659022326411	-0.33857767005450	4.1658202318952
0.014512711221812	-0.14284919426543	4.3187976682444
0.015366400117212	0.055312560730615	4.4552662875582
0.016220089012613	0.25451437660119	4.5750790605237
0.017073777908014	0.45335504037328	4.6782061036467
0.017927466803414	0.65043514837305	4.7647350030476
0.018781155698815	0.84436690990179	4.8348703222264
0.019634844594216	1.0337838831223	4.8889322958697
0.020488533489617	1.2173505759740	4.9273547174456
0.021342222385017	1.3937718457137	4.9506820337769
0.022195911280418	1.5618020319717	4.9595656652183
0.023049600175819	1.7202537597737	4.9547595754076
0.023903289071219	1.8680063512853	4.9371151197387
0.024756977966620	2.0040137873201	4.9075752066107
0.025610666862021	2.1273121628770	4.8671678104705
0.026464355757421	2.2370265839958	4.8169988799348
0.027318044652822	2.3323774571552	4.7582446887478
0.028171733548223	2.4126861262801	4.6921436811438
0.029025422443623	2.4773798169544	4.6199878668005
0.029879111339024	2.5259958518226	4.5431138238216
0.030732800234425	2.5581851063310	4.4628933710832
0.031586489129825	2.5737146788060	4.3807239735508
0.032440178025226	2.5724697544016	4.2980189464950
0.033293866920627	2.5544546477625	4.2161975257875
0.034147555816028	2.5197930149099	4.1366748728198
0.035001244711428	2.4687272305014	4.0608520832124
0.035854933606829	2.4016169323633	3.9901062685918
0.036708622502230	2.3189367409110	3.9257807805840
0.037562311397630	2.2212731667643	3.8691756453127
0.038416000293031	2.1093207255426	3.8215382756016
0.039269689188432	1.9838772842853	3.7840545263071
0.040123378083832	1.8458386694080	3.7578401561388
0.040977066979233	1.6961925712570	3.7439327567794
0.041830755874634	1.5360117853282	3.7432842070964
0.042684444770034	1.3664468349665	3.7567537067933
0.043538133665435	1.1887180248134	3.7851014402135
0.044391822560836	1.0041069783597	3.8289829166688
0.045245511456236	0.81394771685605	3.8889440293074
0.046099200351637	0.61961734012889	3.9654168697185
0.046952889247038	0.42252637297684	4.0587163303460
0.047806578142439	0.22410884330045	4.1690375214876
0.048660267037839	0.025812160440967	4.2964540241714
0.049513955933240	-0.17091313633846	4.4409169943909
0.050367644828641	-0.36462368778569	4.6022551284515
0.051221333724041	-0.55389361113379	4.7801754931501
0.052075022619442	-0.73732471072360	4.9742652185223
0.052928711514843	-0.91355653083045	5.1839940449813
0.053782400410243	-1.0812761794003	5.4087177105022
0.054636089305644	-1.2392278527229	5.6476821577154
0.055489778201045	-1.3862219927087	5.9000285349198
0.056343467096445	-1.5211440107991	6.1647989593258
0.057197155991846	-1.6429625150651	6.4409430053814
0.058050844887247	-1.7507369804010	6.7273248757487
0.058904533782647	-1.8436248051263	7.0227312075430
0.059758222678048	-1.9208877013788	7.3258794616949
0.060611911573449	-1.9818973711062	7.6354268389990
0.061465600468850	-2.0261404242163	7.9499796623495
0.062319289364250	-2.0532225004043	8.2681031611150
0.063172978259651	-2.0628715617275	8.5883315904335
0.064026667155052	-2.0549403286155	8.9091786154408
0.064880356050452	-2.0294078377167	9.2291478882392
0.065734044945853	-1.9863801062500	9.5467437436134
0.066587733841254	-1.9260898936649	9.8604819383333
0.067441422736654	-1.8488955576421	10.168900357999
0.068295111632055	-1.7552790079670	10.470569615319
0.069148800527456	-1.6458427681174	10.764103463976
0.070002489422856	-1.5213061607995	11.048168953085
0.070856178318257	-1.3825006399458	11.321496248692
0.071709867213658	-1.2303642978773	11.582888050594
0.072563556109058	-1.0659355823019	11.831228535340
0.073417245004459	-0.89034626371130	12.065491759053
0.074270933899860	-0.70481369919504	12.284749457268
0.075124622795261	-0.51063244406920	12.488178182830
0.075978311690661	-0.30916526756501	12.675065727230
0.076832000586062	-0.10183363349158	12.844816775525
0.077685689481463	0.10989228906367	12.996957750145
0.078539378376863	0.32450401622915	13.131140804359
0.079393067272264	0.54046546887607	13.247146932006
0.080246756167665	0.75622394632096	13.344888166171
0.081100445063065	0.97022127697172	13.424408845815
0.081954133958466	1.1809050670170	13.485885935925
0.082807822853867	1.3867399669453	13.529628393348
0.083661511749267	1.5862188751375	13.556075577312
0.084515200644668	1.7778739976463	13.565794710443
0.085368889540069	1.9602876837724	13.559477402931
0.086222578435470	2.1321029581876	13.537935259257
0.087076267330870	2.2920336719264	13.502094593670
0.087929956226271	2.4388741968703	13.452990287124
0.088783645121672	2.5715085910582	13.391758824753
