#Parameters = {ncells=20; conductivity=10; beta=1; wakelength=4000}
#"Frequency / GHz"	"Z (4) [Magnitude]"
#-------------------------------------
0.0000000000000	0.24092256790035
0.0010239144611436	1.2830184783834
0.0020478289222872	2.4240734194447
0.0030717433834308	3.3789771031006
0.0040956578445743	4.0993577830989
0.0051195723057179	4.5951281365350
0.0061434867668615	4.9291712833704
0.0071674012280051	5.1960804575067
0.0081913156891487	5.4825390724218
0.0092152301502923	5.8279896278073
0.010239144611436	6.2158135797675
0.011263059072579	6.6009301756904
0.012286973533723	6.9472671581878
0.013310887994867	7.2492361352122
0.014334802456010	7.5299960097243
0.015358716917154	7.8223843218163
0.016382631378297	8.1458702886001
0.017406545839441	8.4949479595563
0.018430460300585	8.8459099109312
0.019454374761728	9.1748570082005
0.020478289222872	9.4732598823059
0.021502203684015	9.7517106761095
0.022526118145159	10.031060758217
0.023550032606302	10.327619067651
0.024573947067446	10.642554084364
0.025597861528590	10.962462006955
0.026621775989733	11.269748326912
0.027645690450877	11.554803089979
0.028669604912020	11.821803241878
0.029693519373164	12.084997060501
0.030717433834308	12.358546176737
0.031741348295451	12.647021880465
0.032765262756595	12.943001389311
0.033789177217738	13.232985871933
0.034813091678882	13.506991249601
0.035837006140025	13.765102267798
0.036860920601169	14.016891145253
0.037884835062313	14.274508680050
0.038908749523456	14.544361396349
0.039932663984600	14.823100873979
0.040956578445743	15.100482358349
0.041980492906887	15.366747883671
0.043004407368031	15.619252014695
0.044028321829174	15.863943794862
0.045052236290318	16.110984197230
0.046076150751461	16.367687022583
0.047100065212605	16.633683934705
0.048123979673749	16.901551637323
0.049147894134892	17.162226950139
0.050171808596036	17.411274252246
0.051195723057179	17.651728949539
0.052219637518323	17.891763943597
0.053243551979466	18.138949322394
0.054267466440610	18.395121867864
0.055291380901754	18.655366820957
0.056315295362897	18.911662536613
0.057339209824041	19.158495643700
0.058363124285184	19.396542908172
0.059387038746328	19.632010324317
0.060410953207472	19.872228956423
0.061434867668615	20.120616823292
0.062458782129759	20.374480390305
0.063482696590902	20.627081951105
0.064506611052046	20.872402001225
0.065530525513189	21.109241365838
0.066554439974333	21.341901041277
0.067578354435477	21.577089994966
0.068602268896620	21.819271820099
0.069626183357764	22.067679569748
0.070650097818907	22.317009551675
0.071674012280051	22.561205722661
0.072697926741195	22.797638701321
0.073721841202338	23.028816628621
0.074745755663482	23.260538714413
0.075769670124625	23.497843310968
0.076793584585769	23.741578319063
0.077817499046912	23.987939637224
0.078841413508056	24.231218158141
0.079865327969200	24.467774949597
0.080889242430343	24.698488637732
0.081913156891487	24.928048819983
0.082937071352630	25.161655933099
0.083960985813774	25.401445057740
0.084984900274918	25.645099697538
0.086008814736061	25.887560750178
0.087032729197205	26.124575413872
0.088056643658348	26.355602554858
0.089080558119492	26.584105209162
0.090104472580635	26.815091925675
0.091128387041779	27.051648377734
0.092152301502923	27.292863946134
0.093176215964066	27.534553989120
0.094200130425210	27.772216809308
0.095224044886353	28.004138914362
0.096247959347497	28.232517713994
0.097271873808641	28.461877934344
0.098295788269784	28.695920571150
0.099319702730928	28.934998983819
0.10034361719207	29.175950092520
0.10136753165321	29.414349458534
0.10239144611436	29.647584833625
0.10341536057550	29.876620362684
0.10443927503665	30.105270627521
0.10546318949779	30.337529672408
0.10648710395893	30.574824183732
0.10751101842008	30.815084868513
0.10853493288122	31.054243522810
0.10955884734236	31.289075917307
0.11058276180351	31.519408331327
0.11160667626465	31.748186835929
0.11263059072579	31.979401042286
0.11365450518694	32.215324496449
0.11467841964808	32.454983563470
0.11570233410923	32.694890839081
0.11672624857037	32.931496408839
0.11775016303151	33.163636782369
0.11877407749266	33.393299380356
0.11979799195380	33.624207598408
0.12082190641494	33.859233500265
0.12184582087609	34.098437500059
0.12286973533723	34.339077957471
0.12389364979837	34.577551697737
0.12491756425952	34.811894219611
0.12594147872066	35.043110122716
0.12696539318180	35.274439687219
0.12798930764295	35.509097534845
0.12901322210409	35.748062163657
0.13003713656524	35.989440471448
0.13106105102638	36.229822251581
0.13208496548752	36.466658189341
0.13310887994867	36.700006986049
0.13413279440981	36.932460680244
0.13515670887095	37.167326775660
0.13618062333210	37.406342591442
0.13720453779324	37.648504442097
0.13822845225438	37.890804542560
0.13925236671553	38.130338561165
0.14027628117667	38.366309907359
0.14130019563781	38.600553167280
0.14232411009896	38.836238157693
0.14334802456010	39.075670928431
0.14437193902125	39.318719428092
0.14539585348239	39.562942748480
0.14641976794353	39.805311218187
0.14744368240468	40.044307687338
0.14846759686582	40.280957208979
0.14949151132696	40.518091585290
0.15051542578811	40.758377927052
0.15153934024925	41.002485344695
0.15256325471039	41.248653769856
0.15358716917154	41.493944806134
0.15461108363268	41.736288355878
0.15563499809382	41.975903228494
0.15665891255497	42.215122040599
0.15768282701611	42.456761072952
0.15870674147726	42.702175817778
0.15973065593840	42.950348026206
0.16075457039954	43.198622648133
0.16177848486069	43.444564811090
0.16280239932183	43.687641146710
0.16382631378297	43.929569332678
0.16485022824412	44.173111431507
0.16587414270526	44.420160465037
0.16689805716640	44.670448532458
0.16792197162755	44.921762005699
0.16894588608869	45.171497283540
0.16996980054984	45.418466598276
0.17099371501098	45.663705764781
0.17201762947212	45.909739222226
0.17304154393327	46.158826099870
0.17406545839441	46.411408354661
0.17508937285555	46.665830875977
0.17611328731670	46.919512870727
0.17713720177784	47.170744565422
0.17816111623898	47.419862275805
0.17918503070013	47.668999040316
0.18020894516127	47.920598181472
0.18123285962241	48.175728032465
0.18225677408356	48.433363897555
0.18328068854470	48.691123423553
0.18430460300585	48.946931291097
0.18532851746699	49.200453567920
0.18635243192813	49.453315098879
0.18737634638928	49.707962954815
0.18840026085042	49.965973554580
0.18942417531156	50.226978001219
0.19044808977271	50.488942310861
0.19147200423385	50.749594797868
0.19249591869499	51.008002411478
0.19351983315614	51.265206741453
0.19454374761728	51.523490794261
0.19556766207842	51.784795741831
0.19659157653957	52.049388892427
0.19761549100071	52.315701158335
0.19863940546186	52.581434925973
0.19966331992300	52.845163808652
0.20068723438414	53.107314782143
0.20171114884529	53.369861354358
