#Parameters = {ncells=20; conductivity=10; beta=1; wakelength=4000}
#"s / cm"	"Z (4) [Real Part]"
#----------------------------
-74.339352102160	2.4922097825276e-13
-74.273764700740	2.6126821480408e-13
-74.208177299319	2.7495611134093e-13
-74.142589897898	2.9093421795901e-13
-74.077002496478	3.0727066437377e-13
-74.011415095057	3.2454022284729e-13
-73.945827693637	3.4299870022529e-13
-73.880240292216	3.6196400205618e-13
-73.814652890796	3.8166382980535e-13
-73.749065489375	4.0218856380228e-13
-73.683478087954	4.2312514777248e-13
-73.617890686534	4.4351180066821e-13
-73.552303285113	4.6369554885973e-13
-73.486715883693	4.8435220548872e-13
-73.421128482272	5.0507441502892e-13
-73.355541080852	5.2637273649227e-13
-73.289953679431	5.4935470553818e-13
-73.224366278010	5.7260603277583e-13
-73.158778876590	5.9624680235524e-13
-73.093191475169	6.2191000410280e-13
-73.027604073749	6.4833075842823e-13
-72.962016672328	6.7651995245098e-13
-72.896429270908	7.0737350605060e-13
-72.830841869487	7.4044144393947e-13
-72.765254468066	7.7529165074823e-13
-72.699667066646	8.1199339784336e-13
-72.634079665225	8.5014753744786e-13
-72.568492263805	8.8996189678190e-13
-72.502904862384	9.3216309770591e-13
-72.437317460964	9.7592211986103e-13
-72.371730059543	1.0214645926935e-12
-72.306142658122	1.0689563436763e-12
-72.240555256702	1.1180305704996e-12
-72.174967855281	1.1687420987880e-12
-72.109380453861	1.2211584016947e-12
-72.043793052440	1.2749516596379e-12
-71.978205651020	1.3306601463995e-12
-71.912618249599	1.3892975580623e-12
-71.847030848179	1.4495264307181e-12
-71.781443446758	1.5127230136362e-12
-71.715856045337	1.5788568207490e-12
-71.650268643917	1.6479476725627e-12
-71.584681242496	1.7207317693642e-12
-71.519093841076	1.7963593585991e-12
-71.453506439655	1.8746350285970e-12
-71.387919038235	1.9566450400374e-12
-71.322331636814	2.0427625895744e-12
-71.256744235393	2.1327712152713e-12
-71.191156833973	2.2267217832496e-12
-71.125569432552	2.3242124417484e-12
-71.059982031132	2.4254639638940e-12
-70.994394629711	2.5313115300977e-12
-70.928807228291	2.6407965549339e-12
-70.863219826870	2.7548904018054e-12
-70.797632425449	2.8741081721525e-12
-70.732045024029	2.9980971366953e-12
-70.666457622608	3.1285366397723e-12
-70.600870221188	3.2638346784743e-12
-70.535282819767	3.4044531401526e-12
-70.469695418347	3.5512615817857e-12
-70.404108016926	3.7043624914710e-12
-70.338520615505	3.8633137794530e-12
-70.272933214085	4.0287957119669e-12
-70.207345812664	4.2010730452551e-12
-70.141758411244	4.3797766882980e-12
-70.076171009823	4.5658110885790e-12
-70.010583608403	4.7591947280981e-12
-69.944996206982	4.9598853397801e-12
-69.879408805561	5.1685364455697e-12
-69.813821404141	5.3859491421498e-12
-69.748234002720	5.6121975115317e-12
-69.682646601300	5.8474429117774e-12
-69.617059199879	6.0929209933443e-12
-69.551471798459	6.3491615059007e-12
-69.485884397038	6.6161626530007e-12
-69.420296995617	6.8945201779720e-12
-69.354709594197	7.1843882588578e-12
-69.289122192776	7.4862088809421e-12
-69.223534791356	7.7996420285666e-12
-69.157947389935	8.1263919795083e-12
-69.092359988515	8.4668515565696e-12
-69.026772587094	8.8204531060563e-12
-68.961185185673	9.1892077599823e-12
-68.895597784253	9.5715493970666e-12
-68.830010382832	9.9688238826894e-12
-68.764422981412	1.0381962786027e-11
-68.698835579991	1.0810940650998e-11
-68.633248178571	1.1256469928854e-11
-68.567660777150	1.1719194493794e-11
-68.502073375730	1.2199845889721e-11
-68.436485974309	1.2699335922822e-11
-68.370898572888	1.3218005718954e-11
-68.305311171468	1.3756340624630e-11
-68.239723770047	1.4315931286541e-11
-68.174136368627	1.4898494337290e-11
-68.108548967206	1.5504141611099e-11
-68.042961565786	1.6134135551665e-11
-67.977374164365	1.6788938918486e-11
-67.911786762944	1.7470063856022e-11
-67.846199361524	1.8178477468773e-11
-67.780611960103	1.8914859166962e-11
-67.715024558683	1.9680141438460e-11
-67.649437157262	2.0475255716817e-11
-67.583849755842	2.1301682234056e-11
-67.518262354421	2.2160092359188e-11
-67.452674953000	2.3051134018072e-11
-67.387087551580	2.3975826778603e-11
-67.321500150159	2.4935690786322e-11
-67.255912748739	2.5932367452675e-11
-67.190325347318	2.6966360160435e-11
-67.124737945898	2.8039568378917e-11
-67.059150544477	2.9154213473585e-11
-66.993563143056	3.0311290428068e-11
-66.927975741636	3.1512250393982e-11
-66.862388340215	3.2758676075094e-11
-66.796800938795	3.4052544512629e-11
-66.731213537374	3.5396030040765e-11
-66.665626135954	3.6790771294342e-11
-66.600038734533	3.8238610011325e-11
-66.534451333112	3.9740932746034e-11
-66.468863931692	4.1300876229277e-11
-66.403276530271	4.2919364223027e-11
-66.337689128851	4.4598264219437e-11
-66.272101727430	4.6340163156794e-11
-66.206514326010	4.8147467695142e-11
-66.140926924589	5.0022373727088e-11
-66.075339523168	5.1966505343534e-11
-66.009752121748	5.3982358786778e-11
-65.944164720327	5.6072656614894e-11
-65.878577318907	5.8239568910861e-11
-65.812989917486	6.0487058498884e-11
-65.747402516066	6.2816444994173e-11
-65.681815114645	6.5231875760897e-11
-65.616227713224	6.7735916449569e-11
-65.550640311804	7.0331728247589e-11
-65.485052910383	7.3023153928848e-11
-65.419465508963	7.5813517896023e-11
-65.353878107542	7.8705420839540e-11
-65.288290706122	8.1703647251488e-11
-65.222703304701	8.4811040352832e-11
-65.157115903280	8.8031172822045e-11
-65.091528501860	9.1368288044911e-11
-65.025941100439	9.4826631474968e-11
-64.960353699019	9.8409205552462e-11
-64.894766297598	1.0212067522158e-10
-64.829178896178	1.0596558397391e-10
-64.763591494757	1.0994797172439e-10
-64.698004093337	1.1407239857759e-10
-64.632416691916	1.1834426445786e-10
-64.566829290495	1.2276758312765e-10
-64.501241889075	1.2734793519545e-10
-64.435654487654	1.3209114312792e-10
-64.370067086234	1.3700103399394e-10
-64.304479684813	1.4208414465349e-10
-64.238892283393	1.4734691540613e-10
-64.173304881972	1.5279503706565e-10
-64.107717480551	1.5843377974928e-10
-64.042130079131	1.6426985972073e-10
-63.976542677710	1.7031013122788e-10
-63.910955276290	1.7656081837119e-10
-63.845367874869	1.8302913527151e-10
-63.779780473449	1.8972225410377e-10
-63.714193072028	1.9664722032756e-10
-63.648605670607	2.0381177586110e-10
-63.583018269187	2.1122362779220e-10
-63.517430867766	2.1889037572116e-10
-63.451843466346	2.2682053477516e-10
-63.386256064925	2.3502274076851e-10
-63.320668663505	2.4350536519240e-10
-63.255081262084	2.5227651017218e-10
-63.189493860663	2.6134624270261e-10
-63.123906459243	2.7072368799660e-10
-63.058319057822	2.8041861823814e-10
-62.992731656402	2.9044047057642e-10
-62.927144254981	3.0080035068482e-10
-62.861556853561	3.1150783729952e-10
-62.795969452140	3.2257369445884e-10
-62.730382050719	3.3400898358475e-10
-62.664794649299	3.4582533851161e-10
-62.599207247878	3.5803423733279e-10
-62.533619846458	3.7064838571669e-10
-62.468032445037	3.8367969134959e-10
-62.402445043617	3.9714071557036e-10
-62.336857642196	4.1104450546142e-10
-62.271270240775	4.2540464377499e-10
-62.205682839355	4.4023454166616e-10
-62.140095437934	4.5554894069490e-10
-62.074508036514	4.7136232931240e-10
-62.008920635093	4.8768956115505e-10
-61.943333233673	5.0454547573981e-10
-61.877745832252	5.2194638190110e-10
-61.812158430832	5.3990838396469e-10
-61.746571029411	5.5844725366333e-10
-61.680983627990	5.7757991503430e-10
-61.615396226570	5.9732372325277e-10
-61.549808825149	6.1769606200271e-10
-61.484221423729	6.3871553623905e-10
-61.418634022308	6.6039987567786e-10
-61.353046620888	6.8276854494490e-10
-61.287459219467	7.0584021979625e-10
-61.221871818046	7.2963511172715e-10
-61.156284416626	7.5417310387189e-10
-61.090697015205	7.7947546033263e-10
-61.025109613785	8.0556349840447e-10
-60.959522212364	8.3245959945752e-10
-60.893934810944	8.6018519555799e-10
-60.828347409523	8.8876345989891e-10
-60.762760008102	9.1821783116866e-10
-60.697172606682	9.4857285158816e-10
-60.631585205261	9.7985183986779e-10
-60.565997803841	1.0120809115997e-09
-60.500410402420	1.0452850990329e-09
-60.434823001000	1.0794905713000e-09
-60.369235599579	1.1147236812289e-09
-60.303648198158	1.1510115920871e-09
-60.238060796738	1.1883814640891e-09
-60.172473395317	1.2268617777383e-09
-60.106885993897	1.2664814566049e-09
-60.041298592476	1.3072694276680e-09
-59.975711191056	1.3492543461436e-09
-59.910123789635	1.3924676247094e-09
-59.844536388214	1.4369398209381e-09
-59.778948986794	1.4827026236234e-09
-59.713361585373	1.5297879413219e-09
-59.647774183953	1.5782284656273e-09
-59.582186782532	1.6280572889947e-09
-59.516599381112	1.6793082423732e-09
-59.451011979691	1.7320160566891e-09
-59.385424578270	1.7862154188429e-09
-59.319837176850	1.8419416466844e-09
-59.254249775429	1.8992309106653e-09
-59.188662374009	1.9581205421740e-09
-59.123074972588	2.0186467749359e-09
-59.057487571168	2.0808470799715e-09
-58.991900169747	2.1447604559156e-09
-58.926312768326	2.2104241799144e-09
-58.860725366906	2.2778779469899e-09
-58.795137965485	2.3471617703480e-09
-58.729550564065	2.4183153217087e-09
-58.663963162644	2.4913792908201e-09
-58.598375761224	2.5663937742993e-09
-58.532788359803	2.6434004046371e-09
-58.467200958382	2.7224400994669e-09
-58.401613556962	2.8035542002646e-09
-58.336026155541	2.8867863436258e-09
-58.270438754121	2.9721773665763e-09
-58.204851352700	3.0597707656084e-09
-58.139263951280	3.1496090284248e-09
-58.073676549859	3.2417351589901e-09
-58.008089148439	3.3361935140219e-09
-57.942501747018	3.4330268099966e-09
-57.876914345597	3.5322784559785e-09
-57.811326944177	3.6339934653237e-09
-57.745739542756	3.7382149356347e-09
-57.680152141336	3.8449867153924e-09
-57.614564739915	3.9543522591768e-09
-57.548977338495	4.0663545021567e-09
-57.483389937074	4.1810359256241e-09
-57.417802535653	4.2984397755243e-09
-57.352215134233	4.4186081626016e-09
-57.286627732812	4.5415816351484e-09
-57.221040331392	4.6674013256242e-09
-57.155452929971	4.7961079568016e-09
-57.089865528551	4.9277405327542e-09
-57.024278127130	5.0623379312864e-09
-56.958690725709	5.1999381115819e-09
-56.893103324289	5.3405785096859e-09
-56.827515922868	5.4842941803457e-09
-56.761928521448	5.6311201346068e-09
-56.696341120027	5.7810890015969e-09
-56.630753718607	5.9342322541460e-09
-56.565166317186	6.0905804722264e-09
-56.499578915765	6.2501617622501e-09
-56.433991514345	6.4130025542251e-09
-56.368404112924	6.5791254745805e-09
-56.302816711504	6.7485514472248e-09
-56.237229310083	6.9213008744710e-09
-56.171641908663	7.0973903918792e-09
-56.106054507242	7.2768345435053e-09
-56.040467105821	7.4596437218472e-09
-55.974879704401	7.6458254514040e-09
-55.909292302980	7.8353846534680e-09
-55.843704901560	8.0283200164551e-09
-55.778117500139	8.2246295721889e-09
-55.712530098719	8.4243057894461e-09
-55.646942697298	8.6273381313007e-09
-55.581355295877	8.8337094224668e-09
-55.515767894457	9.0433976153885e-09
-55.450180493036	9.2563747935947e-09
-55.384593091616	9.4726076036759e-09
-55.319005690195	9.6920581959439e-09
-55.253418288775	9.9146819967273e-09
-55.187830887354	1.0140426097870e-08
-55.122243485933	1.0369233482582e-08
-55.056656084513	1.0601036021693e-08
-54.991068683092	1.0835759221254e-08
-54.925481281672	1.1073320396796e-08
-54.859893880251	1.1313630132243e-08
-54.794306478831	1.1556586434843e-08
-54.728719077410	1.1802079440325e-08
-54.663131675989	1.2049989093066e-08
-54.597544274569	1.2300184443101e-08
-54.531956873148	1.2552523256797e-08
-54.466369471728	1.2806853353765e-08
-54.400782070307	1.3063007986296e-08
-54.335194668887	1.3320808856836e-08
-54.269607267466	1.3580064388106e-08
-54.204019866046	1.3840567287778e-08
-54.138432464625	1.4102093395589e-08
-54.072845063204	1.4364408086618e-08
-54.007257661784	1.4627259879130e-08
-53.941670260363	1.4890378135562e-08
-53.876082858943	1.5153473309439e-08
-53.810495457522	1.5416239896308e-08
-53.744908056102	1.5678352401616e-08
-53.679320654681	1.5939461049769e-08
-53.613733253260	1.6199196240370e-08
-53.548145851840	1.6457163893457e-08
-53.482558450419	1.6712950043694e-08
-53.416971048999	1.6966117051882e-08
-53.351383647578	1.7216197698888e-08
-53.285796246158	1.7462696341166e-08
-53.220208844737	1.7705090955890e-08
-53.154621443316	1.7942832408305e-08
-53.089034041896	1.8175341174725e-08
-53.023446640475	1.8402000144346e-08
-52.957859239055	1.8622168609243e-08
-52.892271837634	1.8835167086295e-08
-52.826684436214	1.9040284741525e-08
-52.761097034793	1.9236773087863e-08
-52.695509633372	1.9423843967120e-08
-52.629922231952	1.9600665735549e-08
-52.564334830531	1.9766370336684e-08
-52.498747429111	1.9920043901623e-08
-52.433160027690	2.0060727606037e-08
-52.367572626270	2.0187402429778e-08
-52.301985224849	2.0299013039094e-08
-52.236397823428	2.0394446368876e-08
-52.170810422008	2.0472537500493e-08
-52.105223020587	2.0532062741115e-08
-52.039635619167	2.0571736672647e-08
-51.974048217746	2.0590212920697e-08
-51.908460816326	2.0586092822439e-08
-51.842873414905	2.0557905505171e-08
-51.777286013484	2.0504124778087e-08
-51.711698612064	2.0423144295253e-08
-51.646111210643	2.0313298455168e-08
-51.580523809223	2.0172831303545e-08
-51.514936407802	1.9999914944430e-08
-51.449349006382	1.9792637689508e-08
-51.383761604961	1.9549014333063e-08
-51.318174203540	1.9266967911044e-08
-51.252586802120	1.8944334044640e-08
-51.186999400699	1.8578852241641e-08
-51.121411999279	1.8168153479401e-08
-51.055824597858	1.7709772260546e-08
-50.990237196438	1.7201132466521e-08
-50.924649795017	1.6639545709850e-08
-50.859062393597	1.6022232484267e-08
-50.793474992176	1.5346295085618e-08
-50.727887590755	1.4608699220369e-08
-50.662300189335	1.3806285091023e-08
-50.596712787914	1.2935776402130e-08
-50.531125386494	1.1993744803186e-08
-50.465537985073	1.0976614736553e-08
-50.399950583653	9.8806977663765e-09
-50.334363182232	8.7021326011076e-09
-50.268775780811	7.4369064129186e-09
-50.203188379391	6.0808655466729e-09
-50.137600977970	4.6296816603927e-09
-50.072013576550	3.0788433071794e-09
-50.006426175129	1.4236815066020e-09
-49.940838773709	-3.4065871550688e-10
-49.875251372288	-2.2192492681697e-09
-49.809663970867	-4.2173280939942e-09
-49.744076569447	-6.3403274657495e-09
-49.678489168026	-8.5939270214529e-09
-49.612901766606	-1.0984003880879e-08
-49.547314365185	-1.3516623725415e-08
-49.481726963765	-1.6198132764419e-08
-49.416139562344	-1.9035103818262e-08
-49.350552160923	-2.2034355231231e-08
-49.284964759503	-2.5202974926935e-08
-49.219377358082	-2.8548297149877e-08
-49.153789956662	-3.2077942974527e-08
-49.088202555241	-3.5799860625717e-08
-49.022615153821	-3.9722238917935e-08
-48.957027752400	-4.3853544173603e-08
-48.891440350979	-4.8202586858957e-08
-48.825852949559	-5.2778487274283e-08
-48.760265548138	-5.7590683711935e-08
-48.694678146718	-6.2648978679558e-08
-48.629090745297	-6.7963552384103e-08
-48.563503343877	-7.3544923072391e-08
-48.497915942456	-7.9403966324217e-08
-48.432328541035	-8.5551937260513e-08
-48.366741139615	-9.2000423319377e-08
-48.301153738194	-9.8761491117374e-08
-48.235566336774	-1.0584766362098e-07
-48.169978935353	-1.1327186173924e-07
-48.104391533933	-1.2104749642613e-07
-48.038804132512	-1.2918843301825e-07
-47.973216731091	-1.3770901919761e-07
-47.907629329671	-1.4662401991210e-07
-47.842041928250	-1.5594880178189e-07
-47.776454526830	-1.6569923357521e-07
-47.710867125409	-1.7589177011296e-07
-47.645279723989	-1.8654344332609e-07
-47.579692322568	-1.9767182239046e-07
-47.514104921148	-2.0929505560196e-07
-47.448517519727	-2.2143189519797e-07
-47.382930118306	-2.3410174667725e-07
-47.317342716886	-2.4732476335435e-07
-47.251755315465	-2.6112161207491e-07
-47.186167914045	-2.7551374836124e-07
-47.120580512624	-2.9052321921470e-07
-47.054993111204	-3.0617289764542e-07
-46.989405709783	-3.2248634397387e-07
-46.923818308362	-3.3948786817809e-07
-46.858230906942	-3.5720266383845e-07
-46.792643505521	-3.7565666201863e-07
-46.727056104101	-3.9487670814600e-07
-46.661468702680	-4.1489039322402e-07
-46.595881301260	-4.3572619411450e-07
-46.530293899839	-4.5741365371059e-07
-46.464706498418	-4.7998321224768e-07
-46.399119096998	-5.0346632330085e-07
-46.333531695577	-5.2789538000859e-07
-46.267944294157	-5.5330387773253e-07
-46.202356892736	-5.7972642443279e-07
-46.136769491316	-6.0719853153142e-07
-46.071182089895	-6.3575693455006e-07
-46.005594688474	-6.6543945719470e-07
-45.940007287054	-6.9628525649220e-07
-45.874419885633	-7.2833475459723e-07
-45.808832484213	-7.6162935354418e-07
-45.743245082792	-7.9621193206007e-07
-45.677657681372	-8.3212669335978e-07
-45.612070279951	-8.6941913217929e-07
-45.546482878530	-9.0813616844919e-07
-45.480895477110	-9.4832588772493e-07
-45.415308075689	-9.9003814568721e-07
-45.349720674269	-1.0333244100702e-06
-45.284133272848	-1.0782375757450e-06
-45.218545871428	-1.1248321042610e-06
-45.152958470007	-1.1731639695981e-06
-45.087371068586	-1.2232909125377e-06
-45.021783667166	-1.2752726581676e-06
-44.956196265745	-1.3291705317484e-06
-44.890608864325	-1.3850476502605e-06
-44.825021462904	-1.4429686332213e-06
-44.759434061484	-1.5030004499398e-06
-44.693846660063	-1.5652119600715e-06
-44.628259258642	-1.6296737623622e-06
-44.562671857222	-1.6964587842743e-06
-44.497084455801	-1.7656420230261e-06
-44.431497054381	-1.8373010127005e-06
-44.365909652960	-1.9115153213012e-06
-44.300322251540	-1.9883663536592e-06
-44.234734850119	-2.0679381237617e-06
-44.169147448698	-2.1503174132435e-06
-44.103560047278	-2.2355934045410e-06
-44.037972645857	-2.3238580557718e-06
-43.972385244437	-2.4152056043742e-06
-43.906797843016	-2.5097330413764e-06
-43.841210441596	-2.6075402459582e-06
-43.775623040175	-2.7087298423131e-06
-43.710035638755	-2.8134070447162e-06
-43.644448237334	-2.9216802928334e-06
-43.578860835913	-3.0336609786454e-06
-43.513273434493	-3.1494634334285e-06
-43.447686033072	-3.2692051062349e-06
-43.382098631652	-3.3930069125408e-06
-43.316511230231	-3.5209927317349e-06
-43.250923828811	-3.6532902583536e-06
-43.185336427390	-3.7900303197416e-06
-43.119749025969	-3.9313480690145e-06
-43.054161624549	-4.0773811859251e-06
-42.988574223128	-4.2282714964143e-06
-42.922986821708	-4.3841651723458e-06
-42.857399420287	-4.5452120232601e-06
-42.791812018867	-4.7115660672254e-06
-42.726224617446	-4.8833853325056e-06
-42.660637216025	-5.0608323979133e-06
-42.595049814605	-5.2440739991413e-06
-42.529462413184	-5.4332818693349e-06
-42.463875011764	-5.6286323423332e-06
-42.398287610343	-5.8303052251267e-06
-42.332700208923	-6.0384861594263e-06
-42.267112807502	-6.2533659872831e-06
-42.201525406081	-6.4751398927177e-06
-42.135938004661	-6.7040081971060e-06
-42.070350603240	-6.9401765245046e-06
-42.004763201820	-7.1838558651252e-06
-41.939175800399	-7.4352622352173e-06
-41.873588398979	-7.6946164457004e-06
-41.808000997558	-7.9621461023787e-06
-41.742413596137	-8.2380844627483e-06
-41.676826194717	-8.5226705047285e-06
-41.611238793296	-8.8161500467974e-06
-41.545651391876	-9.1187734874518e-06
-41.480063990455	-9.4307985370214e-06
-41.414476589035	-9.7524903023003e-06
-41.348889187614	-1.0084120457701e-05
-41.283301786193	-1.0425966722134e-05
-41.217714384773	-1.0778314300761e-05
-41.152126983352	-1.1141456767787e-05
-41.086539581932	-1.1515692912949e-05
-41.020952180511	-1.1901331011034e-05
-40.955364779091	-1.2298685028536e-05
-40.889777377670	-1.2708078554606e-05
-40.824189976249	-1.3129842103834e-05
-40.758602574829	-1.3564314268174e-05
-40.693015173408	-1.4011842088204e-05
-40.627427771988	-1.4472779477493e-05
-40.561840370567	-1.4947488903766e-05
-40.496252969147	-1.5436343918761e-05
-40.430665567726	-1.5939724863609e-05
-40.365078166306	-1.6458022474829e-05
-40.299490764885	-1.6991635581475e-05
-40.233903363464	-1.7540975845272e-05
-40.168315962044	-1.8106461098548e-05
-40.102728560623	-1.8688520289494e-05
-40.037141159203	-1.9287595224319e-05
-39.971553757782	-1.9904134915633e-05
-39.905966356362	-2.0538598739638e-05
-39.840378954941	-2.1191460657699e-05
-39.774791553520	-2.1863202606184e-05
-39.709204152100	-2.2554318954148e-05
-39.643616750679	-2.3265314453813e-05
-39.578029349259	-2.3996708331313e-05
-39.512441947838	-2.4749028729188e-05
-39.446854546418	-2.5522817268691e-05
-39.381267144997	-2.6318628151207e-05
-39.315679743576	-2.7137023986302e-05
-39.250092342156	-2.7978584195207e-05
-39.184504940735	-2.8843902344689e-05
-39.118917539315	-2.9733581183361e-05
-39.053330137894	-3.0648238846667e-05
-38.987742736474	-3.1588509619649e-05
-38.922155335053	-3.2555042434613e-05
-38.856567933632	-3.3548499284835e-05
-38.790980532212	-3.4569557600600e-05
-38.725393130791	-3.5618910237365e-05
-38.659805729371	-3.6697263459988e-05
-38.594218327950	-3.7805343614659e-05
