           x [mm]           y [mm]           z [mm]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
Sample 1 time=0.7
       -4.3860266        16.082098        11.696071       -1379.8646        5774.0254        119.84076
       -1.4620089        16.082098        11.696071       -511.01605        6415.4546         458.8454
        1.4620089        16.082098        11.696071        511.01654        6415.4536        458.84622
        4.3860266        16.082098        11.696071        1379.8629        5774.0254        119.84291
        7.3100443        16.082098        11.696071        1892.4806        4748.8867        -400.0592
        10.234062        16.082098        11.696071        2048.5388         3649.231       -884.79553
         13.15808        16.082098        11.696071        1986.5872        2656.8962       -1179.7728
        16.082098        16.082098        11.696071         1831.241        1831.2424       -1203.5291
        19.006115        16.082098        11.696071        1674.8046        1147.2935        -974.4295
        21.930133        16.082098        11.696071        1563.9722        561.19653       -554.07867
        24.854151        16.082098        11.696071        1522.3303        26.260513       -27.184998
       -24.854151        19.006115        11.696071        -1005.037        25.276512       -20.376644
       -21.930133        19.006115        11.696071       -1026.0087        537.20605       -418.01611
       -19.006115        19.006115        11.696071       -1079.4299        1079.4292       -752.16486
       -16.082098        19.006115        11.696071       -1147.2948         1674.804       -974.42999
        -13.15808        19.006115        11.696071       -1197.8984        2335.7092        -1052.921
       -10.234062        19.006115        11.696071        -1179.261        3050.9431       -982.55756
       -7.3100443        19.006115        11.696071       -1037.3315        3762.6819       -809.73132
       -4.3860266        19.006115        11.696071       -725.48151         4362.499        -609.2146
       -1.4620089        19.006115        11.696071       -262.33365        4712.8604       -476.33429
        1.4620089        19.006115        11.696071         262.3324        4712.8604       -476.33524
        4.3860266        19.006115        11.696071        725.48004         4362.499       -609.21375
        7.3100443        19.006115        11.696071        1037.3281        3762.6804       -809.73132
        10.234062        19.006115        11.696071        1179.2584        3050.9426       -982.55872
         13.15808        19.006115        11.696071        1197.8998        2335.7104       -1052.9199
        16.082098        19.006115        11.696071        1147.2946        1674.8025       -974.42957
        19.006115        19.006115        11.696071        1079.4303        1079.4299       -752.16626
        21.930133        19.006115        11.696071        1026.0078        537.20599       -418.01523
        24.854151        19.006115        11.696071         1005.037        25.276382        -20.37648
       -24.854151        21.930133        11.696071       -507.72583        24.377056       -11.152776
       -21.930133        21.930133        11.696071       -516.26428        516.26538       -229.58496
       -19.006115        21.930133        11.696071       -537.20563        1026.0088       -418.01611
       -16.082098        21.930133        11.696071       -561.19647        1563.9723       -554.07922
        -13.15808        21.930133        11.696071       -572.81262        2129.2915       -623.77283
       -10.234062        21.930133        11.696071       -549.23108        2700.9727       -625.59631
       -7.3100443        21.930133        11.696071       -470.32642         3232.281       -580.01056
       -4.3860266        21.930133        11.696071       -321.70645        3652.1863       -517.11127
       -1.4620089        21.930133        11.696071       -114.87679        3886.8584        -473.5885
        1.4620089        21.930133        11.696071        114.87642        3886.8586       -473.58801
        4.3860266        21.930133        11.696071        321.70651         3652.187       -517.11292
        7.3100443        21.930133        11.696071        470.32767        3232.2817       -580.01105
        10.234062        21.930133        11.696071        549.23047        2700.9707       -625.59576
         13.15808        21.930133        11.696071        572.81201         2129.291       -623.77307
        16.082098        21.930133        11.696071        561.19666        1563.9729       -554.07947
        19.006115        21.930133        11.696071        537.20618        1026.0076       -418.01526
        21.930133        21.930133        11.696071         516.2652        516.26556       -229.58487
        24.854151        21.930133        11.696071         507.7261        24.377029       -11.152832
       -24.854151        24.854151        11.696071       -24.004477        24.004652      -0.54121143
       -21.930133        24.854151        11.696071       -24.377075        507.72516       -11.152757
       -19.006115        24.854151        11.696071       -25.276325        1005.0389       -20.376585
       -16.082098        24.854151        11.696071       -26.260527        1522.3318       -27.184887
        -13.15808        24.854151        11.696071       -26.614046        2055.0596       -30.942457
       -10.234062        24.854151        11.696071       -25.312576        2580.4644       -31.586946
       -7.3100443        24.854151        11.696071       -21.501495        3056.5981       -30.036732
       -4.3860266        24.854151        11.696071         -14.6106        3424.0193       -27.605165
       -1.4620089        24.854151        11.696071       -5.1979294        3625.9854       -25.874825
        1.4620089        24.854151        11.696071        5.1981182        3625.9861       -25.874935
        4.3860266        24.854151        11.696071        14.610727        3424.0183       -27.604773
        7.3100443        24.854151        11.696071        21.501562        3056.6011       -30.036451
        10.234062        24.854151        11.696071         25.31271        2580.4648       -31.586739
         13.15808        24.854151        11.696071        26.614094        2055.0583       -30.942627
        16.082098        24.854151        11.696071        26.260561        1522.3306       -27.184992
        19.006115        24.854151        11.696071        25.276316        1005.0391        -20.37653
        21.930133        24.854151        11.696071         24.37709        507.72522       -11.152828
        24.854151        24.854151        11.696071        24.004391        24.004593      -0.54123306
       -24.854151       -24.854151        14.620089       -2.8165853       -2.8165767      -0.50173801
       -21.930133       -24.854151        14.620089       -2.8608301       -59.576763       -10.312571
       -19.006115       -24.854151        14.620089         -2.96768       -117.95193        -18.68499
       -16.082098       -24.854151        14.620089       -3.0855098       -178.70738       -24.553297
        -13.15808       -24.854151        14.620089       -3.1302335        -241.3295       -27.266792
       -10.234062       -24.854151        14.620089       -2.9805353        -303.1601       -26.790144
       -7.3100443       -24.854151        14.620089       -2.5346489       -359.25745       -24.144529
       -4.3860266       -24.854151        14.620089       -1.7239215       -402.59113       -20.809944
       -1.4620089       -24.854151        14.620089      -0.61367416        -426.4267       -18.563408
        1.4620089       -24.854151        14.620089       0.61353827       -426.43127        -18.56341
        4.3860266       -24.854151        14.620089        1.7238021       -402.59216       -20.810024
        7.3100443       -24.854151        14.620089        2.5345323       -359.25854       -24.143974
        10.234062       -24.854151        14.620089        2.9804707       -303.16147       -26.790583
         13.15808       -24.854151        14.620089        3.1301675        -241.3298       -27.266825
        16.082098       -24.854151        14.620089        3.0855312       -178.70718       -24.553541
        19.006115       -24.854151        14.620089        2.9677496       -117.95133        -18.68471
        21.930133       -24.854151        14.620089        2.8607693       -59.577148       -10.312492
        24.854151       -24.854151        14.620089        2.8165903       -2.8166294      -0.50176191
       -24.854151       -21.930133        14.620089       -59.577515       -2.8608117       -10.312608
       -21.930133       -21.930133        14.620089       -60.590248       -60.590263       -211.69817
       -19.006115       -21.930133        14.620089       -63.081768       -120.44334       -381.88696
       -16.082098       -21.930133        14.620089       -65.955208       -183.66501       -497.60629
        -13.15808       -21.930133        14.620089       -67.399918       -250.19202       -544.34174
       -10.234062       -21.930133        14.620089       -64.714951       -317.59198       -521.03107
       -7.3100443       -21.930133        14.620089       -55.496738       -380.35541       -450.37027
       -4.3860266       -21.930133        14.620089       -38.004131       -430.05786       -366.45212
       -1.4620089       -21.930133        14.620089       -13.579138       -457.87039       -310.73984
        1.4620089       -21.930133        14.620089        13.579453       -457.87042       -310.74023
        4.3860266       -21.930133        14.620089        38.004181       -430.05582       -366.45126
        7.3100443       -21.930133        14.620089        55.496498       -380.35815       -450.37244
        10.234062       -21.930133        14.620089        64.714882       -317.59091       -521.02863
         13.15808       -21.930133        14.620089        67.399551       -250.19327       -544.33923
        16.082098       -21.930133        14.620089        65.955635       -183.66637       -497.60712
        19.006115       -21.930133        14.620089        63.081234       -120.44324       -381.88843
        21.930133       -21.930133        14.620089        60.590546       -60.590443       -211.69772
        24.854151       -21.930133        14.620089        59.577042       -2.8607655       -10.312553
       -24.854151       -19.006115        14.620089       -117.95048         -2.96773       -18.684647
       -21.930133       -19.006115        14.620089       -120.44325       -63.081383       -381.88696
       -19.006115       -19.006115        14.620089       -126.80793       -126.80864       -678.49847
       -16.082098       -19.006115        14.620089       -134.95218       -196.90811       -857.38733
        -13.15808       -19.006115        14.620089        -141.1689       -274.95309       -884.37842
       -10.234062       -19.006115        14.620089       -139.30661       -359.78241       -753.82001
       -7.3100443       -19.006115        14.620089       -122.86146       -444.62463         -516.802
       -4.3860266       -19.006115        14.620089       -86.115227       -516.48871       -259.10687
       -1.4620089       -19.006115        14.620089       -31.177814       -558.60846       -91.738052
        1.4620089       -19.006115        14.620089        31.176929       -558.60846       -91.737167
        4.3860266       -19.006115        14.620089        86.114418        -516.4881        -259.1059
        7.3100443       -19.006115        14.620089        122.86049        -444.6257        -516.8009
        10.234062       -19.006115        14.620089        139.30745       -359.78168       -753.81982
         13.15808       -19.006115        14.620089        141.16902       -274.95364        -884.3783
        16.082098       -19.006115        14.620089        134.95322       -196.90884       -857.38489
        19.006115       -19.006115        14.620089        126.80781       -126.80898       -678.49884
        21.930133       -19.006115        14.620089        120.44343        -63.08149       -381.88873
        24.854151       -19.006115        14.620089        117.95198       -2.9677505       -18.684692
       -24.854151       -16.082098        14.620089       -178.70679        -3.085484        -24.55337
       -21.930133       -16.082098        14.620089       -183.66609       -65.955284        -497.6059
       -19.006115       -16.082098        14.620089        -196.9081        -134.9534       -857.38586
       -16.082098       -16.082098        14.620089       -215.76047       -215.76126       -1012.1733
        -13.15808       -16.082098        14.620089       -234.87375       -313.93021       -892.00793
       -10.234062       -16.082098        14.620089       -243.42043       -433.16965       -470.13385
       -7.3100443       -16.082098        14.620089       -226.22005       -567.10339        167.69522
       -4.3860266       -16.082098        14.620089       -165.78888       -693.60547         839.5799
       -1.4620089       -16.082098        14.620089       -61.569954       -773.38037        1276.5509
        1.4620089       -16.082098        14.620089        61.569618       -773.38269        1276.5485
        4.3860266       -16.082098        14.620089        165.79002       -693.60712        839.57959
        7.3100443       -16.082098        14.620089        226.22127       -567.10181        167.69742
        10.234062       -16.082098        14.620089        243.41907        -433.1701       -470.13351
         13.15808       -16.082098        14.620089        234.87173       -313.92902       -892.00897
        16.082098       -16.082098        14.620089         215.7596       -215.76007       -1012.1751
        19.006115       -16.082098        14.620089        196.90813       -134.95287        -857.3866
        21.930133       -16.082098        14.620089        183.66653       -65.955467       -497.60754
        24.854151       -16.082098        14.620089        178.70995       -3.0855198       -24.553436
       -24.854151        -13.15808        14.620089       -241.33128       -3.1300733       -27.266695
       -21.930133        -13.15808        14.620089       -250.19086       -67.399719       -544.34192
       -19.006115        -13.15808        14.620089       -274.95242       -141.16898       -884.37756
       -16.082098        -13.15808        14.620089       -313.92999       -234.87175       -892.00598
        -13.15808        -13.15808        14.620089       -362.65533       -362.65674       -423.18262
       -10.234062        -13.15808        14.620089       -407.16769        -544.5965        631.28656
       -7.3100443        -13.15808        14.620089       -414.80267        -790.0874        2184.5452
       -4.3860266        -13.15808        14.620089        -329.0264       -1064.6467        3877.7578
       -1.4620089        -13.15808        14.620089         -127.787        -1256.599        5017.1572
        1.4620089        -13.15808        14.620089        127.78731       -1256.6044        5017.1523
        4.3860266        -13.15808        14.620089        329.02872       -1064.6487        3877.7588
        7.3100443        -13.15808        14.620089        414.80319       -790.08588        2184.5464
        10.234062        -13.15808        14.620089        407.16949       -544.59509         631.2851
         13.15808        -13.15808        14.620089        362.65784       -362.65732       -423.18353
        16.082098        -13.15808        14.620089        313.93213       -234.87267       -892.01074
        19.006115        -13.15808        14.620089        274.95261       -141.16873       -884.37695
        21.930133        -13.15808        14.620089         250.1918       -67.398918       -544.34052
        24.854151        -13.15808        14.620089        241.33107       -3.1301651       -27.266891
       -24.854151       -10.234062        14.620089       -303.16275       -2.9805267       -26.790596
       -21.930133       -10.234062        14.620089       -317.59286       -64.715118       -521.03088
       -19.006115       -10.234062        14.620089       -359.78186       -139.30713       -753.81805
       -16.082098       -10.234062        14.620089       -433.17099       -243.41838       -470.13574
        -13.15808       -10.234062        14.620089        -544.5929       -407.16809        631.28094
       -10.234062       -10.234062        14.620089       -703.59894       -703.59796        2963.2537
       -7.3100443       -10.234062        14.620089       -875.38965        -1307.538        6838.0659
       -4.3860266       -10.234062        14.620089       -806.80298       -2253.7781        11700.129
       -1.4620089       -10.234062        14.620089       -339.44086       -2996.6768        15239.608
        1.4620089       -10.234062        14.620089        339.44131       -2996.6724        15239.608
        4.3860266       -10.234062        14.620089        806.80261       -2253.7793        11700.125
        7.3100443       -10.234062        14.620089        875.38953       -1307.5371        6838.0723
        10.234062       -10.234062        14.620089        703.59814       -703.59802        2963.2549
         13.15808       -10.234062        14.620089        544.59235       -407.16861        631.28149
        16.082098       -10.234062        14.620089        433.16956       -243.41832       -470.13379
        19.006115       -10.234062        14.620089        359.78256       -139.30711       -753.81897
        21.930133       -10.234062        14.620089        317.59207       -64.714821        -521.0293
        24.854151       -10.234062        14.620089        303.16318        -2.980526       -26.790695
       -24.854151       -7.3100443        14.620089        -359.2587       -2.5346808       -24.144228
       -21.930133       -7.3100443        14.620089       -380.35739       -55.496254       -450.37183
       -19.006115       -7.3100443        14.620089       -444.62808       -122.86153       -516.80273
       -16.082098       -7.3100443        14.620089       -567.10297       -226.22028        167.69269
        -13.15808       -7.3100443        14.620089        -790.0885       -414.80173        2184.5464
       -10.234062       -7.3100443        14.620089       -1307.5341       -875.39313        6838.0688
       -7.3100443       -7.3100443        14.620089       -6197.1929       -6197.1924        16479.473
       -4.3860266       -7.3100443        14.620089       -5565.3589       -32597.713        29848.863
       -1.4620089       -7.3100443        14.620089       -2614.3416       -50094.543        41756.301
        1.4620089       -7.3100443        14.620089        2614.3433       -50094.543        41756.301
        4.3860266       -7.3100443        14.620089        5565.3569       -32597.707        29848.873
        7.3100443       -7.3100443        14.620089        6197.1982       -6197.1934        16479.469
        10.234062       -7.3100443        14.620089        1307.5338       -875.39246        6838.0723
         13.15808       -7.3100443        14.620089        790.08893       -414.80167        2184.5452
        16.082098       -7.3100443        14.620089        567.10443       -226.22118        167.69611
        19.006115       -7.3100443        14.620089        444.62643       -122.86025       -516.80298
        21.930133       -7.3100443        14.620089        380.35635       -55.497524       -450.37122
        24.854151       -7.3100443        14.620089        359.25885       -2.5346775       -24.144135
       -24.854151       -4.3860266        14.620089       -402.58997       -1.7239093       -20.810356
       -21.930133       -4.3860266        14.620089       -430.05762       -38.003685       -366.45062
       -19.006115       -4.3860266        14.620089       -516.48956       -86.115097       -259.10596
       -16.082098       -4.3860266        14.620089       -693.60883       -165.78912        839.58167
        -13.15808       -4.3860266        14.620089       -1064.6469       -329.02786        3877.7524
       -10.234062       -4.3860266        14.620089       -2253.7786       -806.80322        11700.123
       -7.3100443       -4.3860266        14.620089       -32597.719       -5565.3594        29848.867
       -4.3860266       -4.3860266        14.620089       -32252.223       -32252.223        10283.354
       -1.4620089       -4.3860266        14.620089       -19241.602       -65299.734         9769.542
        1.4620089       -4.3860266        14.620089        19241.605       -65299.746         9769.541
        4.3860266       -4.3860266        14.620089        32252.227       -32252.219        10283.346
        7.3100443       -4.3860266        14.620089        32597.713       -5565.3564        29848.867
        10.234062       -4.3860266        14.620089          2253.78       -806.80164        11700.124
         13.15808       -4.3860266        14.620089        1064.6462        -329.0278        3877.7512
        16.082098       -4.3860266        14.620089        693.60577        -165.7897        839.58044
        19.006115       -4.3860266        14.620089        516.49139       -86.114136        -259.1044
        21.930133       -4.3860266        14.620089        430.05783        -38.00473       -366.45285
        24.854151       -4.3860266        14.620089        402.58932       -1.7238894       -20.810272
       -24.854151       -1.4620089        14.620089       -426.42862      -0.61360663       -18.562946
       -21.930133       -1.4620089        14.620089       -457.87103       -13.579124       -310.74133
       -19.006115       -1.4620089        14.620089       -558.60974        -31.17786       -91.736664
       -16.082098       -1.4620089        14.620089       -773.38043       -61.568977        1276.5482
        -13.15808       -1.4620089        14.620089       -1256.6024       -127.78682        5017.1514
       -10.234062       -1.4620089        14.620089       -2996.6755       -339.44034        15239.607
       -7.3100443       -1.4620089        14.620089       -50094.547       -2614.3428        41756.301
       -4.3860266       -1.4620089        14.620089       -65299.734       -19241.594         9769.541
       -1.4620089       -1.4620089        14.620089       -96758.008       -96757.992        7101.7275
        1.4620089       -1.4620089        14.620089        96757.992           -96758        7101.7324
        4.3860266       -1.4620089        14.620089        65299.734       -19241.598          9769.54
        7.3100443       -1.4620089        14.620089        50094.543       -2614.3403        41756.305
        10.234062       -1.4620089        14.620089         2996.676       -339.43979        15239.605
         13.15808       -1.4620089        14.620089        1256.6007       -127.78761        5017.1489
        16.082098       -1.4620089        14.620089        773.37939       -61.570152        1276.5476
        19.006115       -1.4620089        14.620089        558.60944       -31.176855       -91.738152
        21.930133       -1.4620089        14.620089        457.87149       -13.580294       -310.74277
        24.854151       -1.4620089        14.620089        426.43082      -0.61359429       -18.562958
       -24.854151        1.4620089        14.620089       -426.42786       0.61363626        -18.56312
       -21.930133        1.4620089        14.620089       -457.87079        13.579636       -310.74112
       -19.006115        1.4620089        14.620089       -558.60638        31.176823       -91.736046
       -16.082098        1.4620089        14.620089       -773.38013        61.569733        1276.5482
        -13.15808        1.4620089        14.620089       -1256.6011         127.7888        5017.1523
       -10.234062        1.4620089        14.620089       -2996.6738         339.4408        15239.605
       -7.3100443        1.4620089        14.620089       -50094.539        2614.3445        41756.305
       -4.3860266        1.4620089        14.620089       -65299.742        19241.596         9769.542
       -1.4620089        1.4620089        14.620089       -96758.008        96758.016        7101.7339
        1.4620089        1.4620089        14.620089            96758        96758.016        7101.7349
        4.3860266        1.4620089        14.620089        65299.734        19241.604        9769.5352
        7.3100443        1.4620089        14.620089        50094.551        2614.3416        41756.301
        10.234062        1.4620089        14.620089        2996.6729        339.44052        15239.606
         13.15808        1.4620089        14.620089        1256.5999         127.7873        5017.1548
        16.082098        1.4620089        14.620089        773.38116        61.568554        1276.5491
        19.006115        1.4620089        14.620089        558.60992        31.177547       -91.737289
        21.930133        1.4620089        14.620089        457.87198        13.579376       -310.73965
        24.854151        1.4620089        14.620089        426.43048       0.61363649       -18.562996
       -24.854151        4.3860266        14.620089       -402.59055        1.7238835       -20.810501
       -21.930133        4.3860266        14.620089       -430.05853        38.004677       -366.45044
       -19.006115        4.3860266        14.620089       -516.49017        86.114731       -259.10574
       -16.082098        4.3860266        14.620089       -693.60419         165.7888        839.58069
        -13.15808        4.3860266        14.620089       -1064.6486         329.0293        3877.7517
       -10.234062        4.3860266        14.620089       -2253.7766        806.80164        11700.131
       -7.3100443        4.3860266        14.620089       -32597.713        5565.3574        29848.867
       -4.3860266        4.3860266        14.620089       -32252.223        32252.223        10283.355
       -1.4620089        4.3860266        14.620089         -19241.6        65299.742         9769.543
        1.4620089        4.3860266        14.620089        19241.598         65299.75         9769.542
        4.3860266        4.3860266        14.620089        32252.227        32252.223        10283.351
        7.3100443        4.3860266        14.620089        32597.709        5565.3574        29848.863
        10.234062        4.3860266        14.620089        2253.7798        806.80164        11700.127
         13.15808        4.3860266        14.620089        1064.6434        329.02777        3877.7517
        16.082098        4.3860266        14.620089         693.6076        165.78917        839.58154
        19.006115        4.3860266        14.620089        516.49072        86.114891       -259.10464
        21.930133        4.3860266        14.620089        430.05612        38.004307       -366.45221
        24.854151        4.3860266        14.620089        402.59146        1.7239313       -20.810562
       -24.854151        7.3100443        14.620089       -359.25754        2.5345659       -24.144157
       -21.930133        7.3100443        14.620089       -380.35718         55.49762        -450.3721
       -19.006115        7.3100443        14.620089       -444.62659        122.86044       -516.80341
       -16.082098        7.3100443        14.620089        -567.1026        226.21994        167.69443
        -13.15808        7.3100443        14.620089       -790.08801         414.8038        2184.5479
       -10.234062        7.3100443        14.620089       -1307.5356        875.39398        6838.0688
       -7.3100443        7.3100443        14.620089       -6197.1919        6197.1895        16479.467
       -4.3860266        7.3100443        14.620089       -5565.3594        32597.715        29848.865
       -1.4620089        7.3100443        14.620089       -2614.3416        50094.547        41756.301
        1.4620089        7.3100443        14.620089        2614.3418        50094.543        41756.301
        4.3860266        7.3100443        14.620089        5565.3555        32597.707        29848.873
        7.3100443        7.3100443        14.620089        6197.1987        6197.1943        16479.473
        10.234062        7.3100443        14.620089        1307.5341         875.3916        6838.0732
         13.15808        7.3100443        14.620089        790.08795         414.8045        2184.5491
        16.082098        7.3100443        14.620089         567.1051        226.21957        167.69748
        19.006115        7.3100443        14.620089        444.62689         122.8599       -516.80267
        21.930133        7.3100443        14.620089        380.35718        55.497238       -450.37332
        24.854151        7.3100443        14.620089        359.25912         2.534729       -24.144043
       -24.854151        10.234062        14.620089       -303.16107        2.9804754        -26.79034
       -21.930133        10.234062        14.620089       -317.59128        64.714722       -521.03113
       -19.006115        10.234062        14.620089       -359.78134        139.30692       -753.81665
       -16.082098        10.234062        14.620089       -433.17184        243.42033       -470.13379
        -13.15808        10.234062        14.620089       -544.59167        407.16852        631.28436
       -10.234062        10.234062        14.620089       -703.59949        703.59845        2963.2537
       -7.3100443        10.234062        14.620089       -875.39178        1307.5369        6838.0674
       -4.3860266        10.234062        14.620089        -806.8009        2253.7783        11700.128
       -1.4620089        10.234062        14.620089       -339.43842        2996.6707        15239.606
        1.4620089        10.234062        14.620089        339.44235        2996.6741        15239.606
        4.3860266        10.234062        14.620089        806.80359          2253.78        11700.126
        7.3100443        10.234062        14.620089        875.38837        1307.5364        6838.0693
        10.234062        10.234062        14.620089        703.59778        703.60095        2963.2551
         13.15808        10.234062        14.620089        544.59369        407.16714         631.2829
        16.082098        10.234062        14.620089        433.17148        243.41956       -470.13312
        19.006115        10.234062        14.620089         359.7814        139.30664       -753.81873
        21.930133        10.234062        14.620089        317.59079        64.715599       -521.02911
        24.854151        10.234062        14.620089         303.1608        2.9805183       -26.790329
       -24.854151         13.15808        14.620089       -241.33028        3.1301787       -27.266926
       -21.930133         13.15808        14.620089       -250.19237        67.399712       -544.34283
       -19.006115         13.15808        14.620089       -274.95251        141.16884       -884.37701
       -16.082098         13.15808        14.620089       -313.92896        234.87274       -892.00708
        -13.15808         13.15808        14.620089       -362.65836        362.65668       -423.18292
       -10.234062         13.15808        14.620089       -407.16782        544.59045        631.28632
       -7.3100443         13.15808        14.620089       -414.80353        790.08905        2184.5486
       -4.3860266         13.15808        14.620089       -329.02682        1064.6483        3877.7559
       -1.4620089         13.15808        14.620089       -127.78654         1256.603        5017.1548
        1.4620089         13.15808        14.620089        127.78831        1256.6018        5017.1543
        4.3860266         13.15808        14.620089        329.02777        1064.6472         3877.761
        7.3100443         13.15808        14.620089        414.80136        790.09045        2184.5515
        10.234062         13.15808        14.620089        407.16995        544.59265        631.28326
         13.15808         13.15808        14.620089        362.65674        362.65622       -423.18262
        16.082098         13.15808        14.620089        313.93048        234.87157       -892.00757
        19.006115         13.15808        14.620089        274.95248        141.16914       -884.37817
        21.930133         13.15808        14.620089        250.19226          67.3993       -544.34125
        24.854151         13.15808        14.620089        241.33131        3.1302605       -27.267212
       -24.854151        16.082098        14.620089        -178.7072        3.0855613       -24.553467
       -21.930133        16.082098        14.620089       -183.66414        65.955254       -497.60831
       -19.006115        16.082098        14.620089       -196.90802        134.95258       -857.38727
       -16.082098        16.082098        14.620089       -215.76025        215.76025       -1012.1754
        -13.15808        16.082098        14.620089       -234.87157        313.93008        -892.0058
       -10.234062        16.082098        14.620089       -243.41978        433.17029       -470.13287
       -7.3100443        16.082098        14.620089       -226.22151        567.10327         167.6962
       -4.3860266        16.082098        14.620089       -165.79022        693.60687        839.58069
       -1.4620089        16.082098        14.620089       -61.569904        773.38074        1276.5499
        1.4620089        16.082098        14.620089        61.569267         773.3822        1276.5469
        4.3860266        16.082098        14.620089        165.79025        693.60956        839.58215
        7.3100443        16.082098        14.620089        226.22185        567.10406        167.69647
        10.234062        16.082098        14.620089        243.41855        433.17072       -470.13293
         13.15808        16.082098        14.620089        234.87332        313.93079       -892.00812
        16.082098        16.082098        14.620089        215.76057        215.75986       -1012.1749
        19.006115        16.082098        14.620089        196.90813        134.95341       -857.38721
        21.930133        16.082098        14.620089        183.66566        65.955269       -497.60776
        24.854151        16.082098        14.620089        178.70856        3.0855522       -24.553268
       -24.854151        19.006115        14.620089       -117.95181        2.9676261       -18.684586
       -21.930133        19.006115        14.620089       -120.44403        63.081299       -381.88892
       -19.006115        19.006115        14.620089       -126.80863        126.80873       -678.49915
       -16.082098        19.006115        14.620089       -134.95265         196.9084       -857.38599
        -13.15808        19.006115        14.620089       -141.16985        274.95322        -884.3772
       -10.234062        19.006115        14.620089       -139.30679        359.78116       -753.81934
       -7.3100443        19.006115        14.620089       -122.86027        444.62738        -516.8031
       -4.3860266        19.006115        14.620089       -86.115273         516.4906        -259.1051
       -1.4620089        19.006115        14.620089       -31.177776        558.60846       -91.736732
        1.4620089        19.006115        14.620089         31.17683         558.6076       -91.736267
        4.3860266        19.006115        14.620089        86.114105        516.48926        -259.1055
        7.3100443        19.006115        14.620089        122.86048        444.62677       -516.80267
        10.234062        19.006115        14.620089        139.30788        359.78137       -753.81952
         13.15808        19.006115        14.620089         141.1692        274.95123        -884.3775
        16.082098        19.006115        14.620089        134.95271        196.90782       -857.38672
        19.006115        19.006115        14.620089        126.80844         126.8083        -678.4989
        21.930133        19.006115        14.620089        120.44361         63.08144       -381.88858
        24.854151        19.006115        14.620089        117.95097        2.9677124       -18.684799
       -24.854151        21.930133        14.620089       -59.576801        2.8607504       -10.312887
       -21.930133        21.930133        14.620089       -60.591133        60.590157       -211.69635
       -19.006115        21.930133        14.620089       -63.081512        120.44356       -381.88803
       -16.082098        21.930133        14.620089       -65.955429        183.66499       -497.60782
        -13.15808        21.930133        14.620089       -67.399712        250.19276       -544.34119
       -10.234062        21.930133        14.620089       -64.714867        317.59116        -521.0296
       -7.3100443        21.930133        14.620089       -55.496983        380.35526       -450.37137
       -4.3860266        21.930133        14.620089       -38.003948        430.05627       -366.44891
       -1.4620089        21.930133        14.620089       -13.578849        457.87192       -310.73978
        1.4620089        21.930133        14.620089         13.57976         457.8692        -310.7399
        4.3860266        21.930133        14.620089        38.004116        430.05737       -366.45267
        7.3100443        21.930133        14.620089        55.496269        380.35562       -450.37241
        10.234062        21.930133        14.620089         64.71489        317.59198       -521.03076
         13.15808        21.930133        14.620089        67.399857        250.19302       -544.33954
        16.082098        21.930133        14.620089        65.955544        183.66623        -497.6076
        19.006115        21.930133        14.620089         63.08149        120.44279       -381.88956
        21.930133        21.930133        14.620089        60.590157        60.590881       -211.69667
        24.854151        21.930133        14.620089         59.57692        2.8607693       -10.312569
       -24.854151        24.854151        14.620089       -2.8165956        2.8166049      -0.50172907
       -21.930133        24.854151        14.620089       -2.8607628         59.57811       -10.312817
       -19.006115        24.854151        14.620089       -2.9676874        117.95054       -18.684811
       -16.082098        24.854151        14.620089       -3.0855081         178.7079       -24.553377
        -13.15808        24.854151        14.620089       -3.1302259        241.32979       -27.267025
       -10.234062        24.854151        14.620089       -2.9805841        303.16309       -26.790369
       -7.3100443        24.854151        14.620089       -2.5346305        359.25876        -24.14435
       -4.3860266        24.854151        14.620089        -1.723947        402.59045       -20.810234
       -1.4620089        24.854151        14.620089      -0.61365414        426.42874       -18.563229
        1.4620089        24.854151        14.620089       0.61357331        426.42609       -18.563185
        4.3860266        24.854151        14.620089        1.7238313        402.59338       -20.810423
        7.3100443        24.854151        14.620089        2.5346491        359.25848       -24.144367
        10.234062        24.854151        14.620089        2.9804547        303.16306       -26.790873
         13.15808        24.854151        14.620089        3.1301415        241.33054       -27.266951
        16.082098        24.854151        14.620089         3.085531        178.70828       -24.553457
        19.006115        24.854151        14.620089        2.9677269        117.95171       -18.684902
        21.930133        24.854151        14.620089        2.8608034        59.577419       -10.312594
        24.854151        24.854151        14.620089        2.8165996        2.8165627       -0.5017221
       -24.854151       -24.854151        17.544106                0                0                0
       -21.930133       -24.854151        17.544106                0                0                0
       -19.006115       -24.854151        17.544106                0                0                0
       -16.082098       -24.854151        17.544106                0                0                0
        -13.15808       -24.854151        17.544106                0                0                0
       -10.234062       -24.854151        17.544106                0                0                0
       -7.3100443       -24.854151        17.544106                0                0                0
       -4.3860266       -24.854151        17.544106                0                0                0
       -1.4620089       -24.854151        17.544106                0                0                0
        1.4620089       -24.854151        17.544106                0                0                0
        4.3860266       -24.854151        17.544106                0                0                0
        7.3100443       -24.854151        17.544106                0                0                0
        10.234062       -24.854151        17.544106                0                0                0
         13.15808       -24.854151        17.544106                0                0                0
        16.082098       -24.854151        17.544106                0                0                0
        19.006115       -24.854151        17.544106                0                0                0
        21.930133       -24.854151        17.544106                0                0                0
