           x [mm]           y [mm]           z [mm]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
Sample 1 time=0.7
        21.930133       -19.006115       -38.012231                0                0                0
        24.854151       -19.006115       -38.012231                0                0                0
       -24.854151       -16.082098       -38.012231                0                0                0
       -21.930133       -16.082098       -38.012231                0                0                0
       -19.006115       -16.082098       -38.012231                0                0                0
       -16.082098       -16.082098       -38.012231                0                0                0
        -13.15808       -16.082098       -38.012231                0                0                0
       -10.234062       -16.082098       -38.012231                0                0                0
       -7.3100443       -16.082098       -38.012231                0                0                0
       -4.3860266       -16.082098       -38.012231                0                0                0
       -1.4620089       -16.082098       -38.012231                0                0                0
        1.4620089       -16.082098       -38.012231                0                0                0
        4.3860266       -16.082098       -38.012231                0                0                0
        7.3100443       -16.082098       -38.012231                0                0                0
        10.234062       -16.082098       -38.012231                0                0                0
         13.15808       -16.082098       -38.012231                0                0                0
        16.082098       -16.082098       -38.012231                0                0                0
        19.006115       -16.082098       -38.012231                0                0                0
        21.930133       -16.082098       -38.012231                0                0                0
        24.854151       -16.082098       -38.012231                0                0                0
       -24.854151        -13.15808       -38.012231                0                0                0
       -21.930133        -13.15808       -38.012231                0                0                0
       -19.006115        -13.15808       -38.012231                0                0                0
       -16.082098        -13.15808       -38.012231                0                0                0
        -13.15808        -13.15808       -38.012231                0                0                0
       -10.234062        -13.15808       -38.012231                0                0                0
       -7.3100443        -13.15808       -38.012231                0                0                0
       -4.3860266        -13.15808       -38.012231                0                0                0
       -1.4620089        -13.15808       -38.012231                0                0                0
        1.4620089        -13.15808       -38.012231                0                0                0
        4.3860266        -13.15808       -38.012231                0                0                0
        7.3100443        -13.15808       -38.012231                0                0                0
        10.234062        -13.15808       -38.012231                0                0                0
         13.15808        -13.15808       -38.012231                0                0                0
        16.082098        -13.15808       -38.012231                0                0                0
        19.006115        -13.15808       -38.012231                0                0                0
        21.930133        -13.15808       -38.012231                0                0                0
        24.854151        -13.15808       -38.012231                0                0                0
       -24.854151       -10.234062       -38.012231                0                0                0
       -21.930133       -10.234062       -38.012231                0                0                0
       -19.006115       -10.234062       -38.012231                0                0                0
       -16.082098       -10.234062       -38.012231                0                0                0
        -13.15808       -10.234062       -38.012231                0                0                0
       -10.234062       -10.234062       -38.012231                0                0                0
       -7.3100443       -10.234062       -38.012231                0                0                0
       -4.3860266       -10.234062       -38.012231                0                0                0
       -1.4620089       -10.234062       -38.012231                0                0                0
        1.4620089       -10.234062       -38.012231                0                0                0
        4.3860266       -10.234062       -38.012231                0                0                0
        7.3100443       -10.234062       -38.012231                0                0                0
        10.234062       -10.234062       -38.012231                0                0                0
         13.15808       -10.234062       -38.012231                0                0                0
        16.082098       -10.234062       -38.012231                0                0                0
        19.006115       -10.234062       -38.012231                0                0                0
        21.930133       -10.234062       -38.012231                0                0                0
        24.854151       -10.234062       -38.012231                0                0                0
       -24.854151       -7.3100443       -38.012231                0                0                0
       -21.930133       -7.3100443       -38.012231                0                0                0
       -19.006115       -7.3100443       -38.012231                0                0                0
       -16.082098       -7.3100443       -38.012231                0                0                0
        -13.15808       -7.3100443       -38.012231                0                0                0
       -10.234062       -7.3100443       -38.012231                0                0                0
       -7.3100443       -7.3100443       -38.012231       -221.02202       -221.02051     -0.071755953
       -4.3860266       -7.3100443       -38.012231       -211.17386       -3600.0205       -1.1030238
       -1.4620089       -7.3100443       -38.012231       -106.60406         -6301.21       -1.7349364
        1.4620089       -7.3100443       -38.012231        106.60573       -6301.2119       -1.7356937
        4.3860266       -7.3100443       -38.012231        211.16792       -3600.0276       -1.1021761
        7.3100443       -7.3100443       -38.012231        221.02512        -221.0271     -0.071888566
        10.234062       -7.3100443       -38.012231                0                0                0
         13.15808       -7.3100443       -38.012231                0                0                0
        16.082098       -7.3100443       -38.012231                0                0                0
        19.006115       -7.3100443       -38.012231                0                0                0
        21.930133       -7.3100443       -38.012231                0                0                0
        24.854151       -7.3100443       -38.012231                0                0                0
       -24.854151       -4.3860266       -38.012231                0                0                0
       -21.930133       -4.3860266       -38.012231                0                0                0
       -19.006115       -4.3860266       -38.012231                0                0                0
       -16.082098       -4.3860266       -38.012231                0                0                0
        -13.15808       -4.3860266       -38.012231                0                0                0
       -10.234062       -4.3860266       -38.012231                0                0                0
       -7.3100443       -4.3860266       -38.012231       -3600.0134       -211.16975       -1.1057354
       -4.3860266       -4.3860266       -38.012231       -3733.6379       -3733.6284       -16.893841
       -1.4620089       -4.3860266       -38.012231        -2301.064       -8076.7119       -26.649313
        1.4620089       -4.3860266       -38.012231        2301.0708       -8076.7212       -26.654631
        4.3860266       -4.3860266       -38.012231        3733.6375       -3733.6289       -16.894382
        7.3100443       -4.3860266       -38.012231        3600.0066       -211.17123       -1.1063421
        10.234062       -4.3860266       -38.012231                0                0                0
         13.15808       -4.3860266       -38.012231                0                0                0
        16.082098       -4.3860266       -38.012231                0                0                0
        19.006115       -4.3860266       -38.012231                0                0                0
        21.930133       -4.3860266       -38.012231                0                0                0
        24.854151       -4.3860266       -38.012231                0                0                0
       -24.854151       -1.4620089       -38.012231                0                0                0
       -21.930133       -1.4620089       -38.012231                0                0                0
       -19.006115       -1.4620089       -38.012231                0                0                0
       -16.082098       -1.4620089       -38.012231                0                0                0
        -13.15808       -1.4620089       -38.012231                0                0                0
       -10.234062       -1.4620089       -38.012231                0                0                0
       -7.3100443       -1.4620089       -38.012231        -6301.209       -106.60341       -1.7405729
       -4.3860266       -1.4620089       -38.012231       -8076.7041       -2301.0647        -26.66046
       -1.4620089       -1.4620089       -38.012231       -12066.744       -12066.732       -42.771324
        1.4620089       -1.4620089       -38.012231        12066.739       -12066.742       -42.780361
        4.3860266       -1.4620089       -38.012231        8076.7231       -2301.0762       -26.682369
        7.3100443       -1.4620089       -38.012231        6301.1958       -106.60461        -1.737675
        10.234062       -1.4620089       -38.012231                0                0                0
         13.15808       -1.4620089       -38.012231                0                0                0
        16.082098       -1.4620089       -38.012231                0                0                0
        19.006115       -1.4620089       -38.012231                0                0                0
        21.930133       -1.4620089       -38.012231                0                0                0
        24.854151       -1.4620089       -38.012231                0                0                0
       -24.854151        1.4620089       -38.012231                0                0                0
       -21.930133        1.4620089       -38.012231                0                0                0
       -19.006115        1.4620089       -38.012231                0                0                0
       -16.082098        1.4620089       -38.012231                0                0                0
        -13.15808        1.4620089       -38.012231                0                0                0
       -10.234062        1.4620089       -38.012231                0                0                0
       -7.3100443        1.4620089       -38.012231       -6301.1948        106.60667       -1.7402169
       -4.3860266        1.4620089       -38.012231       -8076.7104        2301.0654       -26.655497
       -1.4620089        1.4620089       -38.012231       -12066.725        12066.736       -42.784485
        1.4620089        1.4620089       -38.012231        12066.722        12066.745       -42.780159
        4.3860266        1.4620089       -38.012231        8076.7119        2301.0688        -26.65716
        7.3100443        1.4620089       -38.012231        6301.2109        106.60846       -1.7361157
        10.234062        1.4620089       -38.012231                0                0                0
         13.15808        1.4620089       -38.012231                0                0                0
        16.082098        1.4620089       -38.012231                0                0                0
        19.006115        1.4620089       -38.012231                0                0                0
        21.930133        1.4620089       -38.012231                0                0                0
        24.854151        1.4620089       -38.012231                0                0                0
       -24.854151        4.3860266       -38.012231                0                0                0
       -21.930133        4.3860266       -38.012231                0                0                0
       -19.006115        4.3860266       -38.012231                0                0                0
       -16.082098        4.3860266       -38.012231                0                0                0
        -13.15808        4.3860266       -38.012231                0                0                0
       -10.234062        4.3860266       -38.012231                0                0                0
       -7.3100443        4.3860266       -38.012231       -3600.0393         211.1673       -1.1031488
       -4.3860266        4.3860266       -38.012231       -3733.6316        3733.6323       -16.878786
       -1.4620089        4.3860266       -38.012231        -2301.064        8076.7241        -26.65624
        1.4620089        4.3860266       -38.012231        2301.0669        8076.7192       -26.650555
        4.3860266        4.3860266       -38.012231        3733.6299        3733.6414       -16.902843
        7.3100443        4.3860266       -38.012231        3600.0181        211.16745       -1.1037685
        10.234062        4.3860266       -38.012231                0                0                0
         13.15808        4.3860266       -38.012231                0                0                0
        16.082098        4.3860266       -38.012231                0                0                0
        19.006115        4.3860266       -38.012231                0                0                0
        21.930133        4.3860266       -38.012231                0                0                0
        24.854151        4.3860266       -38.012231                0                0                0
       -24.854151        7.3100443       -38.012231                0                0                0
       -21.930133        7.3100443       -38.012231                0                0                0
       -19.006115        7.3100443       -38.012231                0                0                0
       -16.082098        7.3100443       -38.012231                0                0                0
        -13.15808        7.3100443       -38.012231                0                0                0
       -10.234062        7.3100443       -38.012231                0                0                0
       -7.3100443        7.3100443       -38.012231       -221.02023        221.01779      -0.07190942
       -4.3860266        7.3100443       -38.012231       -211.17374        3600.0513        -1.099563
       -1.4620089        7.3100443       -38.012231       -106.60391        6301.2104       -1.7387558
        1.4620089        7.3100443       -38.012231        106.60504        6301.2075       -1.7355924
        4.3860266        7.3100443       -38.012231        211.16649        3600.0481       -1.0978771
        7.3100443        7.3100443       -38.012231        221.01685         221.0209     -0.071827561
        10.234062        7.3100443       -38.012231                0                0                0
         13.15808        7.3100443       -38.012231                0                0                0
        16.082098        7.3100443       -38.012231                0                0                0
        19.006115        7.3100443       -38.012231                0                0                0
        21.930133        7.3100443       -38.012231                0                0                0
        24.854151        7.3100443       -38.012231                0                0                0
       -24.854151        10.234062       -38.012231                0                0                0
       -21.930133        10.234062       -38.012231                0                0                0
       -19.006115        10.234062       -38.012231                0                0                0
       -16.082098        10.234062       -38.012231                0                0                0
        -13.15808        10.234062       -38.012231                0                0                0
       -10.234062        10.234062       -38.012231                0                0                0
       -7.3100443        10.234062       -38.012231                0                0                0
       -4.3860266        10.234062       -38.012231                0                0                0
       -1.4620089        10.234062       -38.012231                0                0                0
        1.4620089        10.234062       -38.012231                0                0                0
        4.3860266        10.234062       -38.012231                0                0                0
        7.3100443        10.234062       -38.012231                0                0                0
        10.234062        10.234062       -38.012231                0                0                0
         13.15808        10.234062       -38.012231                0                0                0
        16.082098        10.234062       -38.012231                0                0                0
        19.006115        10.234062       -38.012231                0                0                0
        21.930133        10.234062       -38.012231                0                0                0
        24.854151        10.234062       -38.012231                0                0                0
       -24.854151         13.15808       -38.012231                0                0                0
       -21.930133         13.15808       -38.012231                0                0                0
       -19.006115         13.15808       -38.012231                0                0                0
       -16.082098         13.15808       -38.012231                0                0                0
        -13.15808         13.15808       -38.012231                0                0                0
       -10.234062         13.15808       -38.012231                0                0                0
       -7.3100443         13.15808       -38.012231                0                0                0
       -4.3860266         13.15808       -38.012231                0                0                0
       -1.4620089         13.15808       -38.012231                0                0                0
        1.4620089         13.15808       -38.012231                0                0                0
        4.3860266         13.15808       -38.012231                0                0                0
        7.3100443         13.15808       -38.012231                0                0                0
        10.234062         13.15808       -38.012231                0                0                0
         13.15808         13.15808       -38.012231                0                0                0
        16.082098         13.15808       -38.012231                0                0                0
        19.006115         13.15808       -38.012231                0                0                0
        21.930133         13.15808       -38.012231                0                0                0
        24.854151         13.15808       -38.012231                0                0                0
       -24.854151        16.082098       -38.012231                0                0                0
       -21.930133        16.082098       -38.012231                0                0                0
       -19.006115        16.082098       -38.012231                0                0                0
       -16.082098        16.082098       -38.012231                0                0                0
        -13.15808        16.082098       -38.012231                0                0                0
       -10.234062        16.082098       -38.012231                0                0                0
       -7.3100443        16.082098       -38.012231                0                0                0
       -4.3860266        16.082098       -38.012231                0                0                0
       -1.4620089        16.082098       -38.012231                0                0                0
        1.4620089        16.082098       -38.012231                0                0                0
        4.3860266        16.082098       -38.012231                0                0                0
        7.3100443        16.082098       -38.012231                0                0                0
        10.234062        16.082098       -38.012231                0                0                0
         13.15808        16.082098       -38.012231                0                0                0
        16.082098        16.082098       -38.012231                0                0                0
        19.006115        16.082098       -38.012231                0                0                0
        21.930133        16.082098       -38.012231                0                0                0
        24.854151        16.082098       -38.012231                0                0                0
       -24.854151        19.006115       -38.012231                0                0                0
       -21.930133        19.006115       -38.012231                0                0                0
       -19.006115        19.006115       -38.012231                0                0                0
       -16.082098        19.006115       -38.012231                0                0                0
        -13.15808        19.006115       -38.012231                0                0                0
       -10.234062        19.006115       -38.012231                0                0                0
       -7.3100443        19.006115       -38.012231                0                0                0
       -4.3860266        19.006115       -38.012231                0                0                0
       -1.4620089        19.006115       -38.012231                0                0                0
        1.4620089        19.006115       -38.012231                0                0                0
        4.3860266        19.006115       -38.012231                0                0                0
        7.3100443        19.006115       -38.012231                0                0                0
        10.234062        19.006115       -38.012231                0                0                0
         13.15808        19.006115       -38.012231                0                0                0
        16.082098        19.006115       -38.012231                0                0                0
        19.006115        19.006115       -38.012231                0                0                0
        21.930133        19.006115       -38.012231                0                0                0
        24.854151        19.006115       -38.012231                0                0                0
       -24.854151        21.930133       -38.012231                0                0                0
       -21.930133        21.930133       -38.012231                0                0                0
       -19.006115        21.930133       -38.012231                0                0                0
       -16.082098        21.930133       -38.012231                0                0                0
        -13.15808        21.930133       -38.012231                0                0                0
       -10.234062        21.930133       -38.012231                0                0                0
       -7.3100443        21.930133       -38.012231                0                0                0
       -4.3860266        21.930133       -38.012231                0                0                0
       -1.4620089        21.930133       -38.012231                0                0                0
        1.4620089        21.930133       -38.012231                0                0                0
        4.3860266        21.930133       -38.012231                0                0                0
        7.3100443        21.930133       -38.012231                0                0                0
        10.234062        21.930133       -38.012231                0                0                0
         13.15808        21.930133       -38.012231                0                0                0
        16.082098        21.930133       -38.012231                0                0                0
        19.006115        21.930133       -38.012231                0                0                0
        21.930133        21.930133       -38.012231                0                0                0
        24.854151        21.930133       -38.012231                0                0                0
       -24.854151        24.854151       -38.012231                0                0                0
       -21.930133        24.854151       -38.012231                0                0                0
       -19.006115        24.854151       -38.012231                0                0                0
       -16.082098        24.854151       -38.012231                0                0                0
        -13.15808        24.854151       -38.012231                0                0                0
       -10.234062        24.854151       -38.012231                0                0                0
       -7.3100443        24.854151       -38.012231                0                0                0
       -4.3860266        24.854151       -38.012231                0                0                0
       -1.4620089        24.854151       -38.012231                0                0                0
        1.4620089        24.854151       -38.012231                0                0                0
        4.3860266        24.854151       -38.012231                0                0                0
        7.3100443        24.854151       -38.012231                0                0                0
        10.234062        24.854151       -38.012231                0                0                0
         13.15808        24.854151       -38.012231                0                0                0
        16.082098        24.854151       -38.012231                0                0                0
        19.006115        24.854151       -38.012231                0                0                0
        21.930133        24.854151       -38.012231                0                0                0
        24.854151        24.854151       -38.012231                0                0                0
       -24.854151       -24.854151       -35.088213                0                0                0
       -21.930133       -24.854151       -35.088213                0                0                0
       -19.006115       -24.854151       -35.088213                0                0                0
       -16.082098       -24.854151       -35.088213                0                0                0
        -13.15808       -24.854151       -35.088213                0                0                0
       -10.234062       -24.854151       -35.088213                0                0                0
       -7.3100443       -24.854151       -35.088213                0                0                0
       -4.3860266       -24.854151       -35.088213                0                0                0
       -1.4620089       -24.854151       -35.088213                0                0                0
        1.4620089       -24.854151       -35.088213                0                0                0
        4.3860266       -24.854151       -35.088213                0                0                0
        7.3100443       -24.854151       -35.088213                0                0                0
        10.234062       -24.854151       -35.088213                0                0                0
         13.15808       -24.854151       -35.088213                0                0                0
        16.082098       -24.854151       -35.088213                0                0                0
        19.006115       -24.854151       -35.088213                0                0                0
        21.930133       -24.854151       -35.088213                0                0                0
        24.854151       -24.854151       -35.088213                0                0                0
       -24.854151       -21.930133       -35.088213                0                0                0
       -21.930133       -21.930133       -35.088213                0                0                0
       -19.006115       -21.930133       -35.088213                0                0                0
       -16.082098       -21.930133       -35.088213                0                0                0
        -13.15808       -21.930133       -35.088213                0                0                0
       -10.234062       -21.930133       -35.088213                0                0                0
       -7.3100443       -21.930133       -35.088213                0                0                0
       -4.3860266       -21.930133       -35.088213                0                0                0
       -1.4620089       -21.930133       -35.088213                0                0                0
        1.4620089       -21.930133       -35.088213                0                0                0
        4.3860266       -21.930133       -35.088213                0                0                0
        7.3100443       -21.930133       -35.088213                0                0                0
        10.234062       -21.930133       -35.088213                0                0                0
         13.15808       -21.930133       -35.088213                0                0                0
        16.082098       -21.930133       -35.088213                0                0                0
        19.006115       -21.930133       -35.088213                0                0                0
        21.930133       -21.930133       -35.088213                0                0                0
        24.854151       -21.930133       -35.088213                0                0                0
       -24.854151       -19.006115       -35.088213                0                0                0
       -21.930133       -19.006115       -35.088213                0                0                0
       -19.006115       -19.006115       -35.088213                0                0                0
       -16.082098       -19.006115       -35.088213                0                0                0
        -13.15808       -19.006115       -35.088213                0                0                0
       -10.234062       -19.006115       -35.088213                0                0                0
       -7.3100443       -19.006115       -35.088213                0                0                0
       -4.3860266       -19.006115       -35.088213                0                0                0
       -1.4620089       -19.006115       -35.088213                0                0                0
        1.4620089       -19.006115       -35.088213                0                0                0
        4.3860266       -19.006115       -35.088213                0                0                0
        7.3100443       -19.006115       -35.088213                0                0                0
        10.234062       -19.006115       -35.088213                0                0                0
         13.15808       -19.006115       -35.088213                0                0                0
        16.082098       -19.006115       -35.088213                0                0                0
        19.006115       -19.006115       -35.088213                0                0                0
        21.930133       -19.006115       -35.088213                0                0                0
        24.854151       -19.006115       -35.088213                0                0                0
       -24.854151       -16.082098       -35.088213                0                0                0
       -21.930133       -16.082098       -35.088213                0                0                0
       -19.006115       -16.082098       -35.088213                0                0                0
       -16.082098       -16.082098       -35.088213                0                0                0
        -13.15808       -16.082098       -35.088213                0                0                0
       -10.234062       -16.082098       -35.088213                0                0                0
       -7.3100443       -16.082098       -35.088213                0                0                0
       -4.3860266       -16.082098       -35.088213                0                0                0
       -1.4620089       -16.082098       -35.088213                0                0                0
        1.4620089       -16.082098       -35.088213                0                0                0
        4.3860266       -16.082098       -35.088213                0                0                0
        7.3100443       -16.082098       -35.088213                0                0                0
        10.234062       -16.082098       -35.088213                0                0                0
         13.15808       -16.082098       -35.088213                0                0                0
        16.082098       -16.082098       -35.088213                0                0                0
        19.006115       -16.082098       -35.088213                0                0                0
        21.930133       -16.082098       -35.088213                0                0                0
        24.854151       -16.082098       -35.088213                0                0                0
       -24.854151        -13.15808       -35.088213                0                0                0
       -21.930133        -13.15808       -35.088213                0                0                0
       -19.006115        -13.15808       -35.088213                0                0                0
       -16.082098        -13.15808       -35.088213                0                0                0
        -13.15808        -13.15808       -35.088213                0                0                0
       -10.234062        -13.15808       -35.088213                0                0                0
       -7.3100443        -13.15808       -35.088213                0                0                0
       -4.3860266        -13.15808       -35.088213                0                0                0
       -1.4620089        -13.15808       -35.088213                0                0                0
        1.4620089        -13.15808       -35.088213                0                0                0
        4.3860266        -13.15808       -35.088213                0                0                0
        7.3100443        -13.15808       -35.088213                0                0                0
        10.234062        -13.15808       -35.088213                0                0                0
         13.15808        -13.15808       -35.088213                0                0                0
        16.082098        -13.15808       -35.088213                0                0                0
        19.006115        -13.15808       -35.088213                0                0                0
        21.930133        -13.15808       -35.088213                0                0                0
        24.854151        -13.15808       -35.088213                0                0                0
       -24.854151       -10.234062       -35.088213                0                0                0
       -21.930133       -10.234062       -35.088213                0                0                0
       -19.006115       -10.234062       -35.088213                0                0                0
       -16.082098       -10.234062       -35.088213                0                0                0
        -13.15808       -10.234062       -35.088213                0                0                0
       -10.234062       -10.234062       -35.088213                0                0                0
       -7.3100443       -10.234062       -35.088213                0                0                0
       -4.3860266       -10.234062       -35.088213                0                0                0
       -1.4620089       -10.234062       -35.088213                0                0                0
        1.4620089       -10.234062       -35.088213                0                0                0
        4.3860266       -10.234062       -35.088213                0                0                0
        7.3100443       -10.234062       -35.088213                0                0                0
        10.234062       -10.234062       -35.088213                0                0                0
         13.15808       -10.234062       -35.088213                0                0                0
        16.082098       -10.234062       -35.088213                0                0                0
        19.006115       -10.234062       -35.088213                0                0                0
        21.930133       -10.234062       -35.088213                0                0                0
        24.854151       -10.234062       -35.088213                0                0                0
       -24.854151       -7.3100443       -35.088213                0                0                0
       -21.930133       -7.3100443       -35.088213                0                0                0
       -19.006115       -7.3100443       -35.088213                0                0                0
       -16.082098       -7.3100443       -35.088213                0                0                0
        -13.15808       -7.3100443       -35.088213                0                0                0
       -10.234062       -7.3100443       -35.088213                0                0                0
       -7.3100443       -7.3100443       -35.088213       -307.67712       -307.66513      -0.16205409
       -4.3860266       -7.3100443       -35.088213       -293.76633       -5010.1582       -2.4950128
       -1.4620089       -7.3100443       -35.088213       -148.19542       -8766.2422       -3.9262443
        1.4620089       -7.3100443       -35.088213        148.19543       -8766.2686       -3.9223545
        4.3860266       -7.3100443       -35.088213        293.76828       -5010.1455        -2.495302
        7.3100443       -7.3100443       -35.088213        307.66391       -307.66156      -0.16425729
        10.234062       -7.3100443       -35.088213                0                0                0
         13.15808       -7.3100443       -35.088213                0                0                0
        16.082098       -7.3100443       -35.088213                0                0                0
        19.006115       -7.3100443       -35.088213                0                0                0
        21.930133       -7.3100443       -35.088213                0                0                0
        24.854151       -7.3100443       -35.088213                0                0                0
       -24.854151       -4.3860266       -35.088213                0                0                0
       -21.930133       -4.3860266       -35.088213                0                0                0
       -19.006115       -4.3860266       -35.088213                0                0                0
       -16.082098       -4.3860266       -35.088213                0                0                0
        -13.15808       -4.3860266       -35.088213                0                0                0
       -10.234062       -4.3860266       -35.088213                0                0                0
       -7.3100443       -4.3860266       -35.088213       -5010.1367       -293.76379       -2.4907088
       -4.3860266       -4.3860266       -35.088213       -5191.9272       -5191.9092       -38.160873
       -1.4620089       -4.3860266       -35.088213       -3196.6196       -11223.342       -60.003609
        1.4620089       -4.3860266       -35.088213        3196.6118       -11223.337       -60.009529
        4.3860266       -4.3860266       -35.088213        5191.9209       -5191.9233       -38.163254
        7.3100443       -4.3860266       -35.088213        5010.1118       -293.76636       -2.4988132
        10.234062       -4.3860266       -35.088213                0                0                0
         13.15808       -4.3860266       -35.088213                0                0                0
        16.082098       -4.3860266       -35.088213                0                0                0
        19.006115       -4.3860266       -35.088213                0                0                0
        21.930133       -4.3860266       -35.088213                0                0                0
        24.854151       -4.3860266       -35.088213                0                0                0
       -24.854151       -1.4620089       -35.088213                0                0                0
       -21.930133       -1.4620089       -35.088213                0                0                0
       -19.006115       -1.4620089       -35.088213                0                0                0
       -16.082098       -1.4620089       -35.088213                0                0                0
        -13.15808       -1.4620089       -35.088213                0                0                0
       -10.234062       -1.4620089       -35.088213                0                0                0
       -7.3100443       -1.4620089       -35.088213       -8766.2607       -148.19006       -3.9271221
       -4.3860266       -1.4620089       -35.088213       -11223.315       -3196.5989       -59.993652
       -1.4620089       -1.4620089       -35.088213       -16744.363       -16744.336       -94.854828
        1.4620089       -1.4620089       -35.088213        16744.363       -16744.359       -94.846024
        4.3860266       -1.4620089       -35.088213        11223.342        -3196.593        -60.01078
        7.3100443       -1.4620089       -35.088213        8766.2256        -148.1886       -3.9286876
        10.234062       -1.4620089       -35.088213                0                0                0
         13.15808       -1.4620089       -35.088213                0                0                0
        16.082098       -1.4620089       -35.088213                0                0                0
        19.006115       -1.4620089       -35.088213                0                0                0
        21.930133       -1.4620089       -35.088213                0                0                0
