#Parameters = {nmesh=35; posin=280; r=76; sigma=50; wk=30000; xpos=0; ypos=0}
#"Frequency / GHz"	"Z (2) [Re / Ohm]"	"Z (2) [Im / Ohm]"
#-------------------------------------------------------
0.0000000000000	26.548333562803	6.3312380258940e-11
0.0020478289222872	27.395915324490	1.1574395430937
0.0040956578445743	28.721465427291	0.68612938371723
0.0061434867668615	28.615566061516	-0.70789990935787
0.0081913156891487	27.211970541952	-0.98939752986457
0.010239144611436	26.503152217719	0.29539277993419
0.012286973533723	27.495248282786	1.3646641502708
0.014334802456010	28.767668045125	0.74352757133141
0.016382631378297	28.500337939415	-0.62747667664004
0.018430460300585	27.075887518380	-0.73429334511939
0.020478289222872	26.536223047319	0.63068554566513
0.022526118145159	27.664084059100	1.5666214748487
0.024573947067446	28.858746583914	0.77814230347422
0.026621775989733	28.418651740491	-0.56960204727200
0.028669604912020	26.974475836599	-0.51072014462378
0.030717433834308	26.592307947047	0.91177729922817
0.032765262756595	27.820711476012	1.7030923725006
0.034813091678882	28.901104058623	0.76729038982554
0.036860920601169	28.278533992153	-0.51950176978759
0.038908749523456	26.830252579244	-0.26984288600184
0.040956578445743	26.620428274106	1.2141135950538
0.043004407368031	27.950061432743	1.8636919751988
0.045052236290318	28.919112400266	0.79799235192412
0.047100065212605	28.138699949353	-0.41019586644071
0.049147894134892	26.723107914517	0.022541327075212
0.051195723057179	26.704761203776	1.5347282921583
0.053243551979466	28.125169450024	2.0117800427128
0.055291380901754	28.963271513643	0.80822543707349
0.057339209824041	28.019586049548	-0.31828519410643
0.059387038746328	26.639675465361	0.28826170789836
0.061434867668615	26.799888778373	1.8084692206812
0.063482696590902	28.277343073303	2.1082340869850
0.065530525513189	28.955791971202	0.79201851856209
0.067578354435477	27.849321446108	-0.21719937187178
0.069626183357764	26.525900733305	0.58000592337544
0.071674012280051	26.877507627693	2.1049085016970
0.073721841202338	28.408754045256	2.2285469344003
0.075769670124625	28.930136360253	0.81784889901151
0.077817499046912	27.687388073067	-0.058860926623742
0.079865327969200	26.455519433255	0.91573852099995
0.081913156891487	27.010730134239	2.4094246085940
0.083960985813774	28.578749194885	2.3300411319081
0.086008814736061	28.922862822240	0.82336941272214
0.088056643658348	27.542020737539	0.084683630221710
0.090104472580635	26.405940873464	1.2254045889313
0.092152301502923	27.148519167353	2.6672656157471
0.094200130425210	28.717037199046	2.3850864798715
0.096247959347497	28.858817330894	0.81378404180787
0.098295788269784	27.347827218216	0.24925318847091
