           Z  Fieldvalue
 ----------- -----------
 -6.0000E+01 -1.1123E-01
 -5.9375E+01 -5.0856E-02
 -5.8750E+01  9.5189E-03
 -5.8125E+01 -1.5998E-02
 -5.7500E+01 -4.7439E-02
 -5.6875E+01 -5.8940E-02
 -5.6250E+01 -6.7487E-02
 -5.5625E+01 -4.0433E-04
 -5.5000E+01  8.4829E-02
 -5.4375E+01  6.1133E-02
 -5.3750E+01 -4.5055E-04
 -5.3125E+01 -3.1304E-02
 -5.2500E+01 -4.7524E-02
 -5.1875E+01 -3.1717E-02
 -5.1250E+01  4.3190E-03
 -5.0625E+01  2.8885E-02
 -5.0000E+01  4.4005E-02
 -4.9375E+01  6.0801E-02
 -4.8750E+01  7.9386E-02
 -4.8125E+01  6.3789E-02
 -4.7500E+01  8.6235E-04
 -4.6875E+01 -4.1843E-02
 -4.6250E+01 -4.7782E-02
 -4.5625E+01 -4.8154E-02
 -4.5000E+01 -3.4915E-02
 -4.4375E+01 -1.6514E-02
 -4.3750E+01  1.9582E-02
 -4.3125E+01  4.9188E-02
 -4.2500E+01  4.5040E-02
 -4.1875E+01  3.5286E-02
 -4.1250E+01 -2.6793E-02
 -4.0625E+01 -8.5586E-02
 -4.0000E+01 -4.5791E-02
 -3.9375E+01 -5.9963E-03
 -3.8750E+01  3.0332E-02
 -3.8125E+01  6.6545E-02
 -3.7500E+01  4.1346E-02
 -3.6875E+01  9.5678E-03
 -3.6250E+01 -2.8602E-03
 -3.5625E+01 -1.1567E-02
 -3.5000E+01 -3.9490E-02
 -3.4375E+01 -7.3018E-02
 -3.3750E+01 -8.5616E-02
 -3.3125E+01 -8.9652E-02
 -3.2500E+01 -6.0495E-02
 -3.1875E+01 -1.3080E-02
 -3.1250E+01 -2.4351E-02
 -3.0625E+01 -7.8005E-02
 -3.0000E+01 -1.0347E-01
 -2.9375E+01 -1.0252E-01
 -2.8750E+01 -7.4103E-02
 -2.8125E+01 -1.2344E-02
 -2.7500E+01 -3.8354E-03
 -2.6875E+01 -7.9638E-02
 -2.6250E+01 -1.5579E-01
 -2.5625E+01 -2.3266E-01
 -2.5000E+01 -2.8534E-01
 -2.4375E+01 -2.6844E-01
 -2.3750E+01 -2.5964E-01
 -2.3125E+01 -2.8456E-01
 -2.2500E+01 -3.1882E-01
 -2.1875E+01 -4.1605E-01
 -2.1250E+01 -5.1211E-01
 -2.0625E+01 -5.9122E-01
 -2.0000E+01 -6.7034E-01
 -1.9375E+01 -8.1717E-01
 -1.8750E+01 -9.6401E-01
 -1.8125E+01 -1.1294E+00
 -1.7500E+01 -1.2948E+00
 -1.6875E+01 -1.4619E+00
 -1.6250E+01 -1.6290E+00
 -1.5625E+01 -1.9019E+00
 -1.5000E+01 -2.1748E+00
 -1.4375E+01 -2.3724E+00
