           Z  Fieldvalue
 ----------- -----------
 -6.0000E+01  4.8902E+02
 -5.9375E+01  5.1846E+02
 -5.8750E+01  5.4791E+02
 -5.8125E+01  5.9675E+02
 -5.7500E+01  6.4693E+02
 -5.6875E+01  6.8340E+02
 -5.6250E+01  7.1783E+02
 -5.5625E+01  7.4185E+02
 -5.5000E+01  7.6337E+02
 -5.4375E+01  7.7718E+02
 -5.3750E+01  7.8831E+02
 -5.3125E+01  7.9435E+02
 -5.2500E+01  7.9797E+02
 -5.1875E+01  7.9851E+02
 -5.1250E+01  7.9711E+02
 -5.0625E+01  7.9410E+02
 -5.0000E+01  7.8976E+02
 -4.9375E+01  7.8491E+02
 -4.8750E+01  7.7951E+02
 -4.8125E+01  7.7423E+02
 -4.7500E+01  7.6912E+02
 -4.6875E+01  7.6453E+02
 -4.6250E+01  7.6092E+02
 -4.5625E+01  7.5794E+02
 -4.5000E+01  7.5652E+02
 -4.4375E+01  7.5571E+02
 -4.3750E+01  7.5697E+02
 -4.3125E+01  7.5869E+02
 -4.2500E+01  7.6285E+02
 -4.1875E+01  7.6730E+02
 -4.1250E+01  7.7453E+02
 -4.0625E+01  7.8186E+02
 -4.0000E+01  7.9248E+02
 -3.9375E+01  8.0310E+02
 -3.8750E+01  8.1715E+02
 -3.8125E+01  8.3131E+02
 -3.7500E+01  8.4901E+02
 -3.6875E+01  8.6709E+02
 -3.6250E+01  8.8910E+02
 -3.5625E+01  9.1187E+02
 -3.5000E+01  9.3909E+02
 -3.4375E+01  9.6760E+02
 -3.3750E+01  1.0014E+03
 -3.3125E+01  1.0373E+03
 -3.2500E+01  1.0796E+03
 -3.1875E+01  1.1253E+03
 -3.1250E+01  1.1788E+03
 -3.0625E+01  1.2377E+03
 -3.0000E+01  1.3061E+03
 -2.9375E+01  1.3834E+03
 -2.8750E+01  1.4720E+03
 -2.8125E+01  1.5745E+03
 -2.7500E+01  1.6905E+03
 -2.6875E+01  1.8278E+03
 -2.6250E+01  1.9806E+03
 -2.5625E+01  2.1661E+03
 -2.5000E+01  2.3688E+03
 -2.4375E+01  2.6206E+03
 -2.3750E+01  2.8898E+03
 -2.3125E+01  3.2314E+03
 -2.2500E+01  3.5885E+03
 -2.1875E+01  4.0496E+03
 -2.1250E+01  4.5202E+03
 -2.0625E+01  5.1298E+03
 -2.0000E+01  5.7395E+03
 -1.9375E+01  6.5258E+03
 -1.8750E+01  7.3121E+03
 -1.8125E+01  8.2864E+03
 -1.7500E+01  9.2607E+03
 -1.6875E+01  1.0395E+04
 -1.6250E+01  1.1529E+04
 -1.5625E+01  1.2758E+04
 -1.5000E+01  1.3987E+04
 -1.4375E+01  1.5186E+04
 -1.3750E+01  1.6384E+04
 -1.3125E+01  1.7449E+04
 -1.2500E+01  1.8500E+04
 -1.1875E+01  1.9399E+04
 -1.1250E+01  2.0267E+04
 -1.0625E+01  2.1004E+04
 -1.0000E+01  2.1695E+04
 -9.3750E+00  2.2295E+04
 -8.7500E+00  2.2847E+04
 -8.1250E+00  2.3342E+04
 -7.5000E+00  2.3795E+04
 -6.8750E+00  2.4219E+04
 -6.2500E+00  2.4609E+04
 -5.6250E+00  2.4986E+04
 -5.0000E+00  2.5343E+04
 -4.3750E+00  2.5695E+04
 -3.7500E+00  2.6037E+04
 -3.1250E+00  2.6378E+04
 -2.5000E+00  2.6720E+04
 -1.8750E+00  2.7063E+04
 -1.2500E+00  2.7413E+04
 -6.2500E-01  2.7763E+04
  0.0000E+00  2.8126E+04
  6.2500E-01  2.8490E+04
  1.2500E+00  2.8866E+04
  1.8750E+00  2.9243E+04
  2.5000E+00  2.9629E+04
  3.1250E+00  3.0016E+04
  3.7500E+00  3.0402E+04
  4.3750E+00  3.0787E+04
  5.0000E+00  3.1157E+04
  5.6250E+00  3.1519E+04
  6.2500E+00  3.1846E+04
  6.8750E+00  3.2150E+04
  7.5000E+00  3.2392E+04
  8.1250E+00  3.2578E+04
  8.7500E+00  3.2677E+04
  9.3750E+00  3.2660E+04
  1.0000E+01  3.2534E+04
  1.0625E+01  3.2202E+04
  1.1250E+01  3.1757E+04
  1.1875E+01  3.0990E+04
  1.2500E+01  3.0137E+04
  1.3125E+01  2.8873E+04
  1.3750E+01  2.7561E+04
  1.4375E+01  2.5747E+04
  1.5000E+01  2.3933E+04
  1.5625E+01  2.1863E+04
  1.6250E+01  1.9793E+04
  1.6875E+01  1.7814E+04
  1.7500E+01  1.5836E+04
  1.8125E+01  1.4025E+04
  1.8750E+01  1.2214E+04
  1.9375E+01  1.0745E+04
  2.0000E+01  9.2752E+03
  2.0625E+01  8.1004E+03
  2.1250E+01  6.9255E+03
  2.1875E+01  5.9399E+03
  2.2500E+01  4.9674E+03
  2.3125E+01  4.1906E+03
  2.3750E+01  3.4428E+03
  2.4375E+01  2.8248E+03
  2.5000E+01  2.2380E+03
  2.5625E+01  1.7382E+03
  2.6250E+01  1.2687E+03
  2.6875E+01  8.5700E+02
  2.7500E+01  4.7284E+02
  2.8125E+01  1.2694E+02
  2.8750E+01 -1.9480E+02
  2.9375E+01 -4.9121E+02
  3.0000E+01 -7.6676E+02
  3.0625E+01 -1.0253E+03
  3.1250E+01 -1.2658E+03
  3.1875E+01 -1.4947E+03
  3.2500E+01 -1.7074E+03
  3.3125E+01 -1.9119E+03
  3.3750E+01 -2.1016E+03
  3.4375E+01 -2.2854E+03
  3.5000E+01 -2.4548E+03
  3.5625E+01 -2.6201E+03
  3.6250E+01 -2.7710E+03
  3.6875E+01 -2.9190E+03
  3.7500E+01 -3.0524E+03
  3.8125E+01 -3.1840E+03
  3.8750E+01 -3.3001E+03
  3.9375E+01 -3.4157E+03
  4.0000E+01 -3.5152E+03
  4.0625E+01 -3.6146E+03
  4.1250E+01 -3.6985E+03
  4.1875E+01 -3.7819E+03
  4.2500E+01 -3.8513E+03
  4.3125E+01 -3.9193E+03
  4.3750E+01 -3.9755E+03
  4.4375E+01 -4.0295E+03
  4.5000E+01 -4.0740E+03
  4.5625E+01 -4.1159E+03
  4.6250E+01 -4.1511E+03
  4.6875E+01 -4.1835E+03
  4.7500E+01 -4.2123E+03
  4.8125E+01 -4.2391E+03
  4.8750E+01 -4.2651E+03
  4.9375E+01 -4.2905E+03
  5.0000E+01 -4.3178E+03
  5.0625E+01 -4.3468E+03
  5.1250E+01 -4.3792E+03
  5.1875E+01 -4.4160E+03
  5.2500E+01 -4.4563E+03
  5.3125E+01 -4.5023E+03
  5.3750E+01 -4.5496E+03
  5.4375E+01 -4.5998E+03
  5.5000E+01 -4.6471E+03
  5.5625E+01 -4.6857E+03
  5.6250E+01 -4.7165E+03
  5.6875E+01 -4.7143E+03
  5.7500E+01 -4.7020E+03
  5.8125E+01 -4.6215E+03
  5.8750E+01 -4.5420E+03
  5.9375E+01 -4.4774E+03
  6.0000E+01 -4.4127E+03
