           Z  Fieldvalue
 ----------- -----------
 -3.5000E+01  2.6345E+02
 -3.4823E+01  2.6306E+02
 -3.4646E+01  2.6267E+02
 -3.4468E+01  2.6228E+02
 -3.4291E+01  2.6189E+02
 -3.4114E+01  2.6084E+02
 -3.3937E+01  2.5969E+02
 -3.3759E+01  2.5855E+02
 -3.3582E+01  2.5740E+02
 -3.3405E+01  2.5573E+02
 -3.3228E+01  2.5388E+02
 -3.3051E+01  2.5204E+02
 -3.2873E+01  2.5019E+02
 -3.2696E+01  2.4797E+02
 -3.2519E+01  2.4552E+02
 -3.2342E+01  2.4308E+02
 -3.2165E+01  2.4063E+02
 -3.1987E+01  2.3794E+02
 -3.1810E+01  2.3502E+02
 -3.1633E+01  2.3209E+02
 -3.1456E+01  2.2916E+02
 -3.1278E+01  2.2611E+02
 -3.1101E+01  2.2286E+02
 -3.0924E+01  2.1961E+02
 -3.0747E+01  2.1636E+02
 -3.0570E+01  2.1307E+02
 -3.0392E+01  2.0966E+02
 -3.0215E+01  2.0624E+02
 -3.0038E+01  2.0283E+02
 -2.9861E+01  1.9942E+02
 -2.9684E+01  1.9601E+02
 -2.9506E+01  1.9260E+02
 -2.9329E+01  1.8919E+02
 -2.9152E+01  1.8578E+02
 -2.8975E+01  1.8253E+02
 -2.8797E+01  1.7928E+02
 -2.8620E+01  1.7604E+02
 -2.8443E+01  1.7279E+02
 -2.8266E+01  1.6979E+02
 -2.8089E+01  1.6683E+02
 -2.7911E+01  1.6388E+02
 -2.7734E+01  1.6092E+02
 -2.7557E+01  1.5825E+02
 -2.7380E+01  1.5568E+02
 -2.7203E+01  1.5311E+02
 -2.7025E+01  1.5054E+02
 -2.6848E+01  1.4824E+02
 -2.6671E+01  1.4611E+02
 -2.6494E+01  1.4399E+02
 -2.6316E+01  1.4187E+02
 -2.6139E+01  1.3996E+02
 -2.5962E+01  1.3830E+02
 -2.5785E+01  1.3663E+02
 -2.5608E+01  1.3496E+02
 -2.5430E+01  1.3344E+02
 -2.5253E+01  1.3218E+02
 -2.5076E+01  1.3093E+02
 -2.4899E+01  1.2967E+02
 -2.4722E+01  1.2850E+02
 -2.4544E+01  1.2758E+02
 -2.4367E+01  1.2666E+02
 -2.4190E+01  1.2575E+02
 -2.4013E+01  1.2486E+02
 -2.3835E+01  1.2417E+02
 -2.3658E+01  1.2348E+02
 -2.3481E+01  1.2279E+02
 -2.3304E+01  1.2211E+02
 -2.3127E+01  1.2152E+02
 -2.2949E+01  1.2093E+02
 -2.2772E+01  1.2034E+02
 -2.2595E+01  1.1975E+02
 -2.2418E+01  1.1913E+02
 -2.2241E+01  1.1850E+02
 -2.2063E+01  1.1788E+02
 -2.1886E+01  1.1725E+02
 -2.1709E+01  1.1650E+02
 -2.1532E+01  1.1570E+02
 -2.1354E+01  1.1491E+02
 -2.1177E+01  1.1411E+02
 -2.1000E+01  1.1313E+02
 -2.0823E+01  1.1204E+02
 -2.0646E+01  1.1095E+02
 -2.0468E+01  1.0986E+02
 -2.0291E+01  1.0857E+02
 -2.0114E+01  1.0706E+02
 -1.9937E+01  1.0556E+02
 -1.9759E+01  1.0405E+02
 -1.9582E+01  1.0237E+02
 -1.9405E+01  1.0035E+02
 -1.9228E+01  9.8333E+01
 -1.9051E+01  9.6317E+01
 -1.8873E+01  9.4161E+01
 -1.8696E+01  9.1527E+01
 -1.8519E+01  8.8894E+01
 -1.8342E+01  8.6261E+01
 -1.8165E+01  8.3554E+01
 -1.7987E+01  8.0186E+01
 -1.7810E+01  7.6818E+01
 -1.7633E+01  7.3450E+01
 -1.7456E+01  7.0083E+01
 -1.7278E+01  6.5855E+01
 -1.7101E+01  6.1604E+01
 -1.6924E+01  5.7353E+01
 -1.6747E+01  5.3102E+01
 -1.6570E+01  4.7942E+01
 -1.6392E+01  4.2618E+01
 -1.6215E+01  3.7294E+01
 -1.6038E+01  3.1971E+01
 -1.5861E+01  2.5696E+01
 -1.5684E+01  1.9053E+01
 -1.5506E+01  1.2411E+01
 -1.5329E+01  5.7693E+00
 -1.5152E+01 -1.8409E+00
 -1.4975E+01 -1.0108E+01
 -1.4797E+01 -1.8374E+01
 -1.4620E+01 -2.6641E+01
 -1.4443E+01 -3.5832E+01
 -1.4266E+01 -4.6065E+01
 -1.4089E+01 -5.6298E+01
 -1.3911E+01 -6.6532E+01
 -1.3734E+01 -7.7558E+01
 -1.3557E+01 -9.0098E+01
 -1.3380E+01 -1.0264E+02
 -1.3203E+01 -1.1518E+02
 -1.3025E+01 -1.2828E+02
 -1.2848E+01 -1.4340E+02
 -1.2671E+01 -1.5853E+02
 -1.2494E+01 -1.7366E+02
 -1.2316E+01 -1.8903E+02
 -1.2139E+01 -2.0684E+02
 -1.1962E+01 -2.2465E+02
 -1.1785E+01 -2.4246E+02
 -1.1608E+01 -2.6039E+02
 -1.1430E+01 -2.8045E+02
 -1.1253E+01 -3.0051E+02
 -1.1076E+01 -3.2074E+02
 -1.0899E+01 -3.4229E+02
 -1.0722E+01 -3.6390E+02
 -1.0544E+01 -3.8655E+02
 -1.0367E+01 -4.0921E+02
 -1.0190E+01 -4.3284E+02
 -1.0013E+01 -4.5649E+02
 -9.8354E+00 -4.8093E+02
 -9.6582E+00 -5.0543E+02
 -9.4810E+00 -5.3056E+02
 -9.3038E+00 -5.5579E+02
 -9.1266E+00 -5.8149E+02
 -8.9494E+00 -6.0732E+02
 -8.7722E+00 -6.3357E+02
 -8.5949E+00 -6.5997E+02
 -8.4177E+00 -6.8637E+02
 -8.2405E+00 -7.1326E+02
 -8.0633E+00 -7.4025E+02
 -7.8861E+00 -7.6724E+02
 -7.7089E+00 -7.9423E+02
 -7.5316E+00 -8.2159E+02
 -7.3544E+00 -8.4905E+02
 -7.1772E+00 -8.7652E+02
 -7.0000E+00 -9.0398E+02
 -6.8228E+00 -9.3161E+02
 -6.6456E+00 -9.5933E+02
 -6.4684E+00 -9.8705E+02
 -6.2911E+00 -1.0148E+03
 -6.1139E+00 -1.0425E+03
 -5.9367E+00 -1.0702E+03
 -5.7595E+00 -1.0979E+03
 -5.5823E+00 -1.1257E+03
 -5.4051E+00 -1.1533E+03
 -5.2278E+00 -1.1807E+03
 -5.0506E+00 -1.2081E+03
 -4.8734E+00 -1.2355E+03
 -4.6962E+00 -1.2628E+03
 -4.5190E+00 -1.2895E+03
 -4.3418E+00 -1.3162E+03
 -4.1646E+00 -1.3430E+03
 -3.9873E+00 -1.3695E+03
 -3.8101E+00 -1.3951E+03
 -3.6329E+00 -1.4207E+03
 -3.4557E+00 -1.4463E+03
 -3.2785E+00 -1.4718E+03
 -3.1013E+00 -1.4958E+03
 -2.9241E+00 -1.5198E+03
 -2.7468E+00 -1.5438E+03
 -2.5696E+00 -1.5678E+03
 -2.3924E+00 -1.5898E+03
 -2.2152E+00 -1.6117E+03
 -2.0380E+00 -1.6336E+03
 -1.8608E+00 -1.6555E+03
 -1.6835E+00 -1.6754E+03
 -1.5063E+00 -1.6948E+03
 -1.3291E+00 -1.7142E+03
 -1.1519E+00 -1.7336E+03
 -9.7468E-01 -1.7510E+03
 -7.9747E-01 -1.7675E+03
 -6.2025E-01 -1.7840E+03
 -4.4304E-01 -1.8005E+03
 -2.6582E-01 -1.8152E+03
 -8.8608E-02 -1.8285E+03
  8.8608E-02 -1.8418E+03
  2.6582E-01 -1.8551E+03
  4.4304E-01 -1.8669E+03
  6.2025E-01 -1.8768E+03
  7.9747E-01 -1.8867E+03
  9.7468E-01 -1.8965E+03
  1.1519E+00 -1.9053E+03
  1.3291E+00 -1.9116E+03
  1.5063E+00 -1.9178E+03
  1.6835E+00 -1.9241E+03
  1.8608E+00 -1.9297E+03
  2.0380E+00 -1.9323E+03
  2.2152E+00 -1.9349E+03
  2.3924E+00 -1.9375E+03
  2.5696E+00 -1.9398E+03
  2.7468E+00 -1.9386E+03
  2.9241E+00 -1.9373E+03
  3.1013E+00 -1.9361E+03
  3.2785E+00 -1.9349E+03
  3.4557E+00 -1.9300E+03
  3.6329E+00 -1.9249E+03
  3.8101E+00 -1.9198E+03
  3.9873E+00 -1.9147E+03
  4.1646E+00 -1.9062E+03
  4.3418E+00 -1.8971E+03
  4.5190E+00 -1.8880E+03
  4.6962E+00 -1.8789E+03
  4.8734E+00 -1.8668E+03
  5.0506E+00 -1.8535E+03
