           Z  Fieldvalue
 ----------- -----------
 -3.5000E+01  1.6461E-05
 -3.4823E+01  1.5579E-05
 -3.4646E+01  1.4697E-05
 -3.4468E+01  1.3816E-05
 -3.4291E+01  1.2934E-05
 -3.4114E+01  1.1550E-05
 -3.3937E+01  1.0093E-05
 -3.3759E+01  8.6358E-06
 -3.3582E+01  7.1789E-06
 -3.3405E+01  6.1607E-06
 -3.3228E+01  5.2904E-06
 -3.3051E+01  4.4201E-06
 -3.2873E+01  3.5498E-06
 -3.2696E+01  2.9515E-06
 -3.2519E+01  2.5187E-06
 -3.2342E+01  2.0859E-06
 -3.2165E+01  1.6531E-06
 -3.1987E+01  1.3362E-06
 -3.1810E+01  1.1372E-06
 -3.1633E+01  9.3822E-07
 -3.1456E+01  7.3925E-07
 -3.1278E+01  5.8160E-07
 -3.1101E+01  4.9444E-07
 -3.0924E+01  4.0728E-07
 -3.0747E+01  3.2011E-07
 -3.0570E+01  2.4522E-07
 -3.0392E+01  2.0841E-07
 -3.0215E+01  1.7161E-07
 -3.0038E+01  1.3481E-07
 -2.9861E+01  1.0056E-07
 -2.9684E+01  8.5486E-08
 -2.9506E+01  7.0412E-08
 -2.9329E+01  5.5338E-08
 -2.9152E+01  4.0264E-08
 -2.8975E+01  3.4178E-08
 -2.8797E+01  2.8170E-08
 -2.8620E+01  2.2162E-08
 -2.8443E+01  1.6154E-08
 -2.8266E+01  1.3324E-08
 -2.8089E+01  1.0988E-08
 -2.7911E+01  8.6524E-09
 -2.7734E+01  6.3168E-09
 -2.7557E+01  5.0549E-09
 -2.7380E+01  4.1717E-09
 -2.7203E+01  3.2885E-09
 -2.7025E+01  2.4054E-09
 -2.6848E+01  1.8597E-09
 -2.6671E+01  1.5270E-09
 -2.6494E+01  1.1943E-09
 -2.6316E+01  8.6166E-10
 -2.6139E+01  6.3969E-10
 -2.5962E+01  5.3433E-10
 -2.5785E+01  4.2897E-10
 -2.5608E+01  3.2361E-10
 -2.5430E+01  2.4652E-10
 -2.5253E+01  2.1950E-10
 -2.5076E+01  1.9248E-10
 -2.4899E+01  1.6546E-10
 -2.4722E+01  1.4021E-10
 -2.4544E+01  1.2070E-10
 -2.4367E+01  1.0119E-10
 -2.4190E+01  8.1687E-11
 -2.4013E+01  6.3394E-11
 -2.3835E+01  5.5024E-11
 -2.3658E+01  4.6654E-11
 -2.3481E+01  3.8285E-11
 -2.3304E+01  2.9915E-11
 -2.3127E+01  2.3536E-11
 -2.2949E+01  1.7192E-11
 -2.2772E+01  1.0848E-11
 -2.2595E+01  4.5037E-12
 -2.2418E+01  2.9624E-12
 -2.2241E+01  2.2247E-12
 -2.2063E+01  1.4870E-12
 -2.1886E+01  7.4931E-13
 -2.1709E+01  4.6982E-13
 -2.1532E+01  3.5931E-13
 -2.1354E+01  2.4881E-13
 -2.1177E+01  1.3830E-13
 -2.1000E+01  8.3122E-14
 -2.0823E+01  6.4147E-14
 -2.0646E+01  4.5172E-14
 -2.0468E+01  2.6197E-14
 -2.0291E+01  1.4719E-14
 -2.0114E+01  1.1413E-14
 -1.9937E+01  8.1071E-15
 -1.9759E+01  4.8013E-15
 -1.9582E+01  2.4674E-15
 -1.9405E+01  1.9199E-15
 -1.9228E+01  1.3724E-15
 -1.9051E+01  8.2489E-16
 -1.8873E+01  3.8230E-16
 -1.8696E+01  2.9847E-16
 -1.8519E+01  2.1464E-16
 -1.8342E+01  1.3080E-16
 -1.8165E+01  5.4194E-17
 -1.7987E+01  4.2460E-17
 -1.7810E+01  3.0726E-17
 -1.7633E+01  1.8992E-17
 -1.7456E+01  7.2584E-18
 -1.7278E+01  5.4975E-18
 -1.7101E+01  4.0017E-18
 -1.6924E+01  2.5059E-18
 -1.6747E+01  1.0101E-18
 -1.6570E+01  6.3547E-19
 -1.6392E+01  4.6183E-19
 -1.6215E+01  2.8819E-19
 -1.6038E+01  1.1455E-19
 -1.5861E+01  5.2996E-20
 -1.5684E+01  3.4613E-20
 -1.5506E+01  1.6230E-20
 -1.5329E+01 -2.1525E-21
 -1.5152E+01 -1.0642E-20
 -1.4975E+01 -1.2421E-20
 -1.4797E+01 -1.4200E-20
 -1.4620E+01 -1.5979E-20
 -1.4443E+01 -1.6996E-20
 -1.4266E+01 -1.7154E-20
 -1.4089E+01 -1.7312E-20
 -1.3911E+01 -1.7470E-20
 -1.3734E+01 -1.7578E-20
 -1.3557E+01 -1.7591E-20
 -1.3380E+01 -1.7603E-20
 -1.3203E+01 -1.7616E-20
 -1.3025E+01 -1.7627E-20
 -1.2848E+01 -1.7627E-20
 -1.2671E+01 -1.7628E-20
 -1.2494E+01 -1.7629E-20
 -1.2316E+01 -1.7630E-20
 -1.2139E+01 -1.7630E-20
 -1.1962E+01 -1.7630E-20
 -1.1785E+01 -1.7631E-20
 -1.1608E+01 -1.7631E-20
 -1.1430E+01 -1.7631E-20
 -1.1253E+01 -1.7631E-20
 -1.1076E+01 -1.7631E-20
 -1.0899E+01 -1.7631E-20
 -1.0722E+01 -1.7631E-20
 -1.0544E+01 -1.7631E-20
 -1.0367E+01 -1.7631E-20
 -1.0190E+01 -1.7631E-20
 -1.0013E+01 -1.7631E-20
 -9.8354E+00 -1.7631E-20
 -9.6582E+00 -1.7631E-20
 -9.4810E+00 -1.7631E-20
 -9.3038E+00 -1.7631E-20
 -9.1266E+00 -1.7631E-20
 -8.9494E+00 -1.7631E-20
 -8.7722E+00 -1.7631E-20
 -8.5949E+00 -1.7631E-20
 -8.4177E+00 -1.7631E-20
 -8.2405E+00 -1.7631E-20
 -8.0633E+00 -1.7631E-20
 -7.8861E+00 -1.7631E-20
 -7.7089E+00 -1.7631E-20
 -7.5316E+00 -1.7631E-20
 -7.3544E+00 -1.7631E-20
 -7.1772E+00 -1.7631E-20
 -7.0000E+00 -1.7631E-20
 -6.8228E+00 -1.7631E-20
 -6.6456E+00 -1.7631E-20
 -6.4684E+00 -1.7631E-20
 -6.2911E+00 -1.7631E-20
 -6.1139E+00 -1.7631E-20
 -5.9367E+00 -1.7631E-20
 -5.7595E+00 -1.7631E-20
 -5.5823E+00 -1.7631E-20
 -5.4051E+00 -1.7631E-20
 -5.2278E+00 -1.7631E-20
 -5.0506E+00 -1.7631E-20
 -4.8734E+00 -1.7631E-20
 -4.6962E+00 -1.7631E-20
 -4.5190E+00 -1.7631E-20
 -4.3418E+00 -1.7631E-20
 -4.1646E+00 -1.7631E-20
 -3.9873E+00 -1.7631E-20
 -3.8101E+00 -1.7631E-20
 -3.6329E+00 -1.7631E-20
 -3.4557E+00 -1.7631E-20
 -3.2785E+00 -1.7631E-20
 -3.1013E+00 -1.7631E-20
 -2.9241E+00 -1.7631E-20
 -2.7468E+00 -1.7631E-20
 -2.5696E+00 -1.7631E-20
 -2.3924E+00 -1.7631E-20
 -2.2152E+00 -1.7631E-20
 -2.0380E+00 -1.7631E-20
 -1.8608E+00 -1.7631E-20
 -1.6835E+00 -1.7631E-20
 -1.5063E+00 -1.7631E-20
