#Parameters = {H_cav=50; H_pipe=15; L_cav=30; L_pipe=100; W_cav=50; W_pipe=15; beta=1; cellsperw=50; q=1e-09; sigmaz=18.5}
#"s / mm"	"Z [Real Part]"
#------------------------
-142.18803330731	4.8756183250149e-14
-142.03149403448	5.8169484446042e-14
-141.87495476165	7.7349283001650e-14
-141.71841548883	9.2749584276255e-14
-141.56187621600	1.1417316287996e-13
-141.40533694317	1.2782144694089e-13
-141.24879767034	1.4262070261541e-13
-141.09225839751	1.5014872077695e-13
-140.93571912469	1.5156555560681e-13
-140.77917985186	1.4760713832725e-13
-140.62264057903	1.3684400006881e-13
-140.46610130620	1.2768153585384e-13
-140.30956203337	1.2561125206083e-13
-140.15302276055	1.2732401682229e-13
-139.99648348772	1.3255132185691e-13
-139.83994421489	1.4904480628917e-13
-139.68340494206	1.6971084467101e-13
-139.52686566923	1.9749439553621e-13
-139.37032639641	2.1884685887780e-13
-139.21378712358	2.4184517195614e-13
-139.05724785075	2.6457283765902e-13
-138.90070857792	2.7846735830575e-13
-138.74416930509	2.9006231312440e-13
-138.58763003227	2.9505909290281e-13
-138.43109075944	2.9543722244231e-13
-138.27455148661	3.0327318284057e-13
-138.11801221378	3.1292222442369e-13
-137.96147294095	3.2710449202951e-13
-137.80493366813	3.5821976475409e-13
-137.64839439530	3.9229641526484e-13
-137.49185512247	4.3016271696901e-13
-137.33531584964	4.7704016110911e-13
-137.17877657681	5.1754228306340e-13
-137.02223730399	5.5462214645998e-13
-136.86569803116	5.8804265903410e-13
-136.70915875833	6.0726522248842e-13
-136.55261948550	6.2915939603905e-13
-136.39608021267	6.4812529753264e-13
-136.23954093985	6.7188718536319e-13
-136.08300166702	7.0351677810072e-13
-135.92646239419	7.4069021927688e-13
-135.76992312136	7.8516701051787e-13
-135.61338384853	8.3468718382144e-13
-135.45684457571	8.8631345981164e-13
-135.30030530288	9.3961170332426e-13
-135.14376603005	9.9545928747345e-13
-134.98722675722	1.0532805782913e-12
-134.83068748439	1.1137371728338e-12
-134.67414821157	1.1780017791938e-12
-134.51760893874	1.2461826111174e-12
-134.36106966591	1.3225193842898e-12
-134.20453039308	1.4033916083771e-12
-134.04799112025	1.4896213265858e-12
-133.89145184743	1.5761411697739e-12
-133.73491257460	1.6657660606751e-12
-133.57837330177	1.7615261385630e-12
-133.42183402894	1.8479896412475e-12
-133.26529475611	1.9416434931404e-12
-133.10875548329	2.0453330652026e-12
-132.95221621046	2.1523945396577e-12
-132.79567693763	2.2691824746791e-12
-132.63913766480	2.3878957527113e-12
-132.48259839197	2.5205480129840e-12
-132.32605911915	2.6688232580111e-12
-132.16951984632	2.8205206755992e-12
-132.01298057349	2.9767998924388e-12
-131.85644130066	3.1431974457335e-12
-131.69990202783	3.3100032802978e-12
-131.54336275501	3.4853186099396e-12
-131.38682348218	3.6741720270586e-12
-131.23028420935	3.8715768199384e-12
-131.07374493652	4.0740267439650e-12
-130.91720566369	4.2872121287701e-12
-130.76066639087	4.5163312163837e-12
-130.60412711804	4.7575140747823e-12
-130.44758784521	5.0145983587456e-12
-130.29104857238	5.2793195881787e-12
-130.13450929955	5.5593217997230e-12
-129.97797002673	5.8605314349693e-12
-129.82143075390	6.1815786454882e-12
-129.66489148107	6.5125500679052e-12
-129.50835220824	6.8529627553241e-12
-129.35181293541	7.2137858948351e-12
-129.19527366259	7.5837975953041e-12
-129.03873438976	7.9761433058573e-12
-128.88219511693	8.3876600649518e-12
-128.72565584410	8.8171683366630e-12
-128.56911657127	9.2801457460830e-12
-128.41257729845	9.7632404289617e-12
-128.25603802562	1.0271015074710e-11
-128.09949875279	1.0810843169493e-11
-127.94295947996	1.1367817566407e-11
-127.78642020713	1.1950222407028e-11
-127.62988093431	1.2559562409326e-11
-127.47334166148	1.3195444123636e-11
-127.31680238865	1.3859528333960e-11
-127.16026311582	1.4548154621695e-11
-127.00372384299	1.5265243631803e-11
-126.84718457017	1.6021121740738e-11
-126.69064529734	1.6814083667795e-11
-126.53410602451	1.7646712685155e-11
-126.37756675168	1.8522454776375e-11
-126.22102747885	1.9446608636357e-11
-126.06448820603	2.0419731531777e-11
-125.90794893320	2.1443937623680e-11
-125.75140966037	2.2517501340825e-11
-125.59487038754	2.3638709642054e-11
-125.43833111471	2.4800324239988e-11
-125.28179184189	2.6011202118157e-11
-125.12525256906	2.7265941141779e-11
-124.96871329623	2.8574527643370e-11
-124.81217402340	2.9942850714706e-11
-124.65563475057	3.1368409895007e-11
-124.49909547775	3.2862928914217e-11
-124.34255620492	3.4431380467656e-11
-124.18601693209	3.6077180750650e-11
-124.02947765926	3.7794435701802e-11
-123.87293838643	3.9592173511853e-11
-123.71639911361	4.1466336865422e-11
-123.55985984078	4.3420452252349e-11
-123.40332056795	4.5456962954799e-11
-123.24678129512	4.7581376493876e-11
-123.09024202229	4.9797789968869e-11
-122.93370274947	5.2102871743306e-11
-122.77716347664	5.4510137610525e-11
-122.62062420381	5.7017976921241e-11
-122.46408493098	5.9627726736420e-11
-122.30754565815	6.2342686756271e-11
-122.15100638533	6.5168196412796e-11
-121.99446711250	6.8109354069737e-11
-121.83792783967	7.1163815821938e-11
-121.68138856684	7.4339853820201e-11
-121.52484929401	7.7650832958127e-11
-121.36831002119	8.1100812333989e-11
-121.21177074836	8.4685431002673e-11
-121.05523147553	8.8415211838978e-11
-120.89869220270	9.2303179511766e-11
-120.74215292987	9.6354700633472e-11
-120.58561365705	1.0056258716965e-10
-120.42907438422	1.0493072004833e-10
-120.27253511139	1.0945797445201e-10
-120.11599583856	1.1414887649623e-10
-119.95945656573	1.1900730674867e-10
-119.80291729291	1.2403634033590e-10
-119.64637802008	1.2923996397063e-10
-119.48983874725	1.3462584428296e-10
-119.33329947442	1.4020131950590e-10
-119.17676020159	1.4597849429464e-10
-119.02022092877	1.5197501120406e-10
-118.86368165594	1.5819130678730e-10
-118.70714238311	1.6463020571064e-10
-118.55060311028	1.7129647325129e-10
-118.39406383745	1.7819737463354e-10
-118.23752456463	1.8533573801760e-10
-118.08098529180	1.9270047791285e-10
-117.92444601897	2.0030006641687e-10
-117.76790674614	2.0813364030569e-10
-117.61136747331	2.1620247563313e-10
-117.45482820049	2.2451863779399e-10
-117.29828892766	2.3307174060562e-10
-117.14174965483	2.4187301700345e-10
-116.98521038200	2.5092715076587e-10
-116.82867110917	2.6024104699783e-10
-116.67213183635	2.6981173344301e-10
-116.51559256352	2.7965037127695e-10
-116.35905329069	2.8975405333075e-10
-116.20251401786	3.0011960899117e-10
-116.04597474503	3.1076372298868e-10
-115.88943547221	3.2166512267391e-10
-115.73289619938	3.3281424319234e-10
-115.57635692655	3.4420643400821e-10
-115.41981765372	3.5583951954055e-10
-115.26327838089	3.6770122383785e-10
-115.10673910807	3.7979598274268e-10
-114.95019983524	3.9210243297501e-10
-114.79366056241	4.0462354990777e-10
-114.63712128958	4.1736152203226e-10
-114.48058201675	4.3030936460037e-10
-114.32404274393	4.4344232233698e-10
-114.16750347110	4.5674696776533e-10
-114.01096419827	4.7020447050096e-10
-113.85442492544	4.8378832086686e-10
-113.69788565261	4.9748233977611e-10
-113.54134637979	5.1124150199883e-10
-113.38480710696	5.2503209656753e-10
-113.22826783413	5.3882863618504e-10
-113.07172856130	5.5259370157226e-10
-112.91518928847	5.6628765472598e-10
-112.75865001565	5.7986495785723e-10
-112.60211074282	5.9330286879938e-10
-112.44557146999	6.0654606570007e-10
-112.28903219716	6.1955356457171e-10
-112.13249292433	6.3226643499125e-10
-111.97595365151	6.4461841653586e-10
-111.81941437868	6.5655026531740e-10
-111.66287510585	6.6798134919632e-10
-111.50633583302	6.7881268192280e-10
-111.34979656019	6.8895795495960e-10
-111.19325728737	6.9830833298292e-10
-111.03671801454	7.0676550601011e-10
-110.88017874171	7.1421535135468e-10
-110.72363946888	7.2053907665942e-10
-110.56710019605	7.2560381024554e-10
-110.41056092323	7.2928811359231e-10
-110.25402165040	7.3145133417737e-10
-110.09748237757	7.3194084250122e-10
-109.94094310474	7.3058810641138e-10
-109.78440383191	7.2722019354419e-10
-109.62786455909	7.2163907425045e-10
-109.47132528626	7.1363193189932e-10
-109.31478601343	7.0296663497858e-10
-109.15824674060	6.8939754942628e-10
-109.00170746777	6.7266820717312e-10
-108.84516819495	6.5249673308051e-10
-108.68862892212	6.2859330999258e-10
-108.53208964929	6.0065901414756e-10
-108.37555037646	5.6837242852859e-10
-108.21901110363	5.3138495284147e-10
-108.06247183081	4.8933334967607e-10
-107.90593255798	4.4182622782767e-10
-107.74939328515	3.8843563697521e-10
-107.59285401232	3.2870964234045e-10
-107.43631473949	2.6216478686326e-10
-107.27977546667	1.8827849842288e-10
-107.12323619384	1.0651195502590e-10
-106.96669692101	1.6282452042420e-11
-106.81015764818	-8.3020889739583e-11
-106.65361837535	-1.9203300478793e-10
-106.49707910253	-3.1144139223151e-10
-106.34053982970	-4.4197643370725e-10
-106.18400055687	-5.8438636885068e-10
-106.02746128404	-7.3948031461743e-10
-105.87092201121	-9.0812705709890e-10
-105.71438273839	-1.0912436474250e-09
-105.55784346556	-1.2898112504116e-09
-105.40130419273	-1.5048570081918e-09
-105.24476491990	-1.7374595731694e-09
-105.08822564707	-1.9887763203227e-09
-104.93168637425	-2.2600460966316e-09
-104.77514710142	-2.5525505151424e-09
-104.61860782859	-2.8676453964525e-09
-104.46206855576	-3.2067683198556e-09
-104.30552928293	-3.5714221475481e-09
-104.14899001011	-3.9632154626565e-09
-103.99245073728	-4.3838460976423e-09
-103.83591146445	-4.8350864074501e-09
-103.67937219162	-5.3188125427101e-09
-103.52283291879	-5.8370223526740e-09
-103.36629364597	-6.3918041291606e-09
-103.20975437314	-6.9853704285162e-09
-103.05321510031	-7.6200578979095e-09
-102.89667582748	-8.2983191157923e-09
-102.74013655465	-9.0227659663861e-09
-102.58359728183	-9.7961547701324e-09
-102.42705800900	-1.0621349945026e-08
-102.27051873617	-1.1501404781538e-08
-102.11397946334	-1.2439501663279e-08
-101.95744019051	-1.3439000558093e-08
-101.80090091769	-1.4503443692115e-08
-101.64436164486	-1.5636539512140e-08
-101.48782237203	-1.6842204614242e-08
-101.33128309920	-1.8124580456013e-08
-101.17474382637	-1.9487987533068e-08
-101.01820455355	-2.0936995591830e-08
-100.86166528072	-2.2476405252337e-08
-100.70512600789	-2.4111293202230e-08
-100.54858673506	-2.5846968616226e-08
-100.39204746223	-2.7689001612460e-08
-100.23550818941	-2.9643204330726e-08
-100.07896891658	-3.1715720666252e-08
-99.922429643751	-3.3913023731154e-08
-99.765890370923	-3.6241953192680e-08
-99.609351098095	-3.8709613459136e-08
-99.452811825267	-4.1323473681766e-08
-99.296272552439	-4.4091397913142e-08
-99.139733279611	-4.7021605561435e-08
-98.983194006783	-5.0122729661162e-08
-98.826654733955	-5.3403789769648e-08
-98.670115461127	-5.6874289969793e-08
-98.513576188299	-6.0544292896720e-08
-98.357036915471	-6.4424243938368e-08
-98.200497642643	-6.8525125832062e-08
-98.043958369815	-7.2858483133618e-08
-97.887419096987	-7.7436476372328e-08
-97.730879824159	-8.2271718285108e-08
-97.574340551331	-8.7377431256857e-08
-97.417801278503	-9.2767416848401e-08
-97.261262005675	-9.8456231361227e-08
-97.104722732847	-1.0445906608931e-07
-96.948183460019	-1.1079184008404e-07
-96.791644187191	-1.1747116851358e-07
-96.635104914363	-1.2451458697805e-07
-96.478565641535	-1.3194036045023e-07
-96.322026368707	-1.3976762263532e-07
-96.165487095879	-1.4801641275117e-07
-96.008947823051	-1.5670759964433e-07
-95.852408550223	-1.6586315043991e-07
-95.695869277395	-1.7550606165811e-07
-95.539330004567	-1.8566038709083e-07
-95.382790731739	-1.9635125548120e-07
-95.226251458911	-2.0760487365452e-07
-95.069712186083	-2.1944850886747e-07
-94.913172913255	-2.3191082980910e-07
-94.756633640427	-2.4502167378298e-07
-94.600094367599	-2.5881235517796e-07
-94.443555094771	-2.7331556556719e-07
-94.287015821943	-2.8856547302292e-07
-94.130476549115	-3.0459774327775e-07
-93.973937276287	-3.2144964315391e-07
-93.817398003459	-3.3916001732341e-07
-93.660858730631	-3.5776971321127e-07
-93.504319457803	-3.7732106578502e-07
-93.347780184975	-3.9785841121123e-07
-93.191240912147	-4.1942790306788e-07
-93.034701639319	-4.4207783322751e-07
-92.878162366491	-4.6585857751503e-07
-92.721623093663	-4.9082281062600e-07
-92.565083820835	-5.1702495558170e-07
-92.408544548007	-5.4452208325423e-07
-92.252005275179	-5.7337368726442e-07
-92.095466002351	-6.0364209582898e-07
-91.938926729523	-6.3539251908410e-07
-91.782387456695	-6.6869243057540e-07
-91.625848183867	-7.0361214340242e-07
-91.469308911039	-7.4022482670157e-07
-91.312769638211	-7.7860645746328e-07
-91.156230365383	-8.1883686730093e-07
-90.999691092555	-8.6099952933195e-07
-90.843151819727	-9.0518097603411e-07
-90.686612546899	-9.5147156457849e-07
-90.530073274071	-9.9996521865426e-07
-90.373534001243	-1.0507600009693e-06
-90.216994728415	-1.1039577654697e-06
-90.060455455587	-1.1596639529300e-06
-89.903916182759	-1.2179885184232e-06
-89.747376909931	-1.2790462475039e-06
-89.590837637103	-1.3429572242945e-06
-89.434298364275	-1.4098461051520e-06
-89.277759091447	-1.4798423147396e-06
-89.121219818619	-1.5530806540862e-06
-88.964680545791	-1.6297007015016e-06
-88.808141272963	-1.7098491208830e-06
-88.651602000135	-1.7936770932806e-06
-88.495062727307	-1.8813415980498e-06
-88.338523454479	-1.9730065954367e-06
-88.181984181651	-2.0688421576508e-06
-88.025444908823	-2.1690258069948e-06
-87.868905635995	-2.2737418896182e-06
-87.712366363167	-2.3831818513056e-06
-87.555827090339	-2.4975452744624e-06
-87.399287817511	-2.6170395280637e-06
-87.242748544683	-2.7418786065862e-06
-87.086209271855	-2.8722859171621e-06
-86.929669999027	-3.0084937966438e-06
-86.773130726199	-3.1507424626909e-06
-86.616591453371	-3.2992814591343e-06
-86.460052180543	-3.4543699866180e-06
-86.303512907715	-3.6162770942704e-06
-86.146973634887	-3.7852832192975e-06
-85.990434362059	-3.9616794209385e-06
-85.833895089231	-4.1457664297672e-06
-85.677355816403	-4.3378582338779e-06
-85.520816543575	-4.5382796222142e-06
-85.364277270747	-4.7473674701873e-06
-85.207737997919	-4.9654721616306e-06
-85.051198725091	-5.1929559674247e-06
-84.894659452263	-5.4301941860362e-06
-84.738120179435	-5.6775763075526e-06
-84.581580906607	-5.9355083561013e-06
-84.425041633779	-6.2044097824920e-06
-84.268502360951	-6.4847147615396e-06
-84.111963088123	-6.7768737100169e-06
-83.955423815295	-7.0813558658083e-06
-83.798884542467	-7.3986467948875e-06
-83.642345269639	-7.7292477966232e-06
-83.485805996811	-8.0736785540456e-06
-83.329266723983	-8.4324765859982e-06
-83.172727451155	-8.8061992009372e-06
-83.016188178327	-9.1954259825578e-06
-82.859648905499	-9.6007537242380e-06
-82.703109632671	-1.0022803917404e-05
-82.546570359843	-1.0462222503175e-05
-82.390031087015	-1.0919679417051e-05
-82.233491814187	-1.1395862102840e-05
-82.076952541359	-1.1891484600753e-05
-81.920413268531	-1.2407281092003e-05
-81.763873995703	-1.2944014293965e-05
-81.607334722875	-1.3502478447786e-05
-81.450795450047	-1.4083487665117e-05
-81.294256177219	-1.4687887465871e-05
-81.137716904391	-1.5316555299841e-05
-80.981177631563	-1.5970396468609e-05
-80.824638358735	-1.6650351150779e-05
-80.668099085907	-1.7357386714547e-05
-80.511559813079	-1.8092507419190e-05
-80.355020540251	-1.8856749748220e-05
-80.198481267423	-1.9651183211328e-05
-80.041941994595	-2.0476920805748e-05
-79.885402721767	-2.1335109590962e-05
-79.728863448939	-2.2226935252180e-05
-79.572324176111	-2.3153622574269e-05
-79.415784903283	-2.4116426247119e-05
-79.259245630455	-2.5116654482009e-05
-79.102706357627	-2.6155654817495e-05
-78.946167084799	-2.7234818084299e-05
-78.789627811971	-2.8355581547313e-05
-78.633088539143	-2.9519432825667e-05
-78.476549266315	-3.0727908551533e-05
-78.320009993487	-3.1982598684035e-05
-78.163470720659	-3.3285146032931e-05
-78.006931447831	-3.4637246374460e-05
-77.850392175003	-3.6040646726990e-05
-77.693852902175	-3.7497140986278e-05
-77.537313629347	-3.9008582336770e-05
-77.380774356519	-4.0576872228018e-05
-77.224235083691	-4.2203986605156e-05
-77.067695810863	-4.3891965262988e-05
-76.911156538035	-4.5642927430558e-05
-76.754617265207	-4.7459067392191e-05
-76.598077992379	-4.9342618863707e-05
-76.441538719551	-5.1295888705877e-05
-76.284999446723	-5.3321272347884e-05
-76.128460173895	-5.5421227679515e-05
-75.971920901067	-5.7598282915010e-05
-75.815381628239	-5.9855031184560e-05
-75.658842355411	-6.2194156104733e-05
-75.502303082583	-6.4618439626015e-05
-75.345763809755	-6.7130723567326e-05
-75.189224536927	-6.9733947300533e-05
-75.032685264099	-7.2431161068683e-05
-74.876145991271	-7.5225512638255e-05
-74.719606718443	-7.8120223819430e-05
-74.563067445615	-8.1118623300796e-05
-74.406528172787	-8.4224123894599e-05
-74.249988899959	-8.7440253464453e-05
-74.093449627131	-9.0770636854168e-05
-73.936910354303	-9.4218984185285e-05
-73.780371081475	-9.7789119401563e-05
-73.623831808647	-0.00010148496204439
-73.467292535819	-0.00010531056786069
-73.310753262991	-0.00010927013595987
-73.154213990163	-0.00011336801303354
-72.997674717335	-0.00011760862797942
-72.841135444507	-0.00012199652647441
-72.684596171679	-0.00012653640432467
-72.528056898851	-0.00013123310647206
-72.371517626023	-0.00013609157208330
-72.214978353195	-0.00014111687180792
-72.058439080367	-0.00014631422182891
-71.901899807539	-0.00015168903060754
-71.745360534711	-0.00015724686009719
-71.588821261883	-0.00016299345293647
-71.432281989055	-0.00016893469661669
-71.275742716227	-0.00017507660735404
-71.119203443399	-0.00018142537240589
-70.962664170571	-0.00018798736461980
-70.806124897743	-0.00019476909110736
-70.649585624915	-0.00020177721753955
-70.493046352087	-0.00020901860267353
-70.336507079259	-0.00021650031303134
-70.179967806431	-0.00022422961683796
-70.023428533603	-0.00023221399184888
-69.866889260775	-0.00024046110538538
-69.710349987947	-0.00024897883338361
-69.553810715119	-0.00025777528068143
-69.397271442291	-0.00026685859354275
-69.240732169463	-0.00027623732264634
-69.084192896635	-0.00028592024124242
-68.927653623807	-0.00029591630881084
-68.771114350979	-0.00030623475412720
-68.614575078151	-0.00031688500790856
-68.458035805323	-0.00032787674760617
-68.301496532495	-0.00033921994028745
-68.144957259667	-0.00035092469366241
-67.988417986839	-0.00036300146462205
-67.831878714011	-0.00037546093445395
-67.675339441183	-0.00038831395116743
-67.518800168355	-0.00040157171079074
-67.362260895527	-0.00041524571335437
-67.205721622699	-0.00042934763868366
-67.049182349871	-0.00044388958192929
-66.892643077043	-0.00045888396811362
-66.736103804215	-0.00047434368310399
-66.579564531387	-0.00049028178676894
-66.423025258559	-0.00050671163837898
-66.266485985731	-0.00052364691681944
-66.109946712903	-0.00054110164555831
-65.953407440075	-0.00055909009392296
-65.796868167247	-0.00057762671459983
-65.640328894419	-0.00059672621039868
-65.483789621591	-0.00061640393151043
-65.327250348763	-0.00063667547698673
-65.170711075935	-0.00065755687328594
-65.014171803107	-0.00067906462002364
-64.857632530279	-0.00070121564121651
-64.701093257451	-0.00072402734552695
-64.544553984623	-0.00074751752160507
-64.388014711795	-0.00077170436081084
-64.231475438967	-0.00079660629903616
-64.074936166139	-0.00082224219408715
-63.918396893311	-0.00084863129893018
-63.761857620483	-0.00087579318980476
-63.605318347655	-0.00090374777904864
-63.448779074827	-0.00093251527983206
-63.292239801999	-0.00096211639730429
-63.135700529171	-0.00099257257864224
-62.979161256343	-0.0010239059422065
-62.822621983515	-0.0010561390046324
-62.666082710687	-0.0010892948173231
-62.509543437859	-0.0011233968201430
-62.353004165031	-0.0011584689632965
-62.196464892204	-0.0011945356756716
-62.039925619376	-0.0012316220697294
-61.883386346548	-0.0012697535246079
-61.726847073720	-0.0013089559714134
-61.570307800892	-0.0013492557060388
-61.413768528064	-0.0013906798224220
-61.257229255236	-0.0014332559086585
-61.100689982408	-0.0014770120783442
-60.944150709580	-0.0015219769976267
-60.787611436752	-0.0015681803249807
-60.631072163924	-0.0016156520193209
-60.474532891096	-0.0016644224208900
-60.317993618268	-0.0017145223367750
-60.161454345440	-0.0017659833593428
-60.004915072612	-0.0018188382952132
-59.848375799784	-0.0018731199490214
-59.691836526956	-0.0019288610337072
-59.535297254128	-0.0019860958999979
-59.378757981300	-0.0020448596534854
-59.222218708472	-0.0021051880763031
-59.065679435644	-0.0021671172350595
-58.909140162816	-0.0022306841114826
-58.752600889988	-0.0022959260644617
-58.596061617160	-0.0023628819578860
-58.439522344332	-0.0024315901992380
-58.282983071504	-0.0025020903087531
-58.126443798676	-0.0025744230678602
-57.969904525848	-0.0026486292820852
-57.813365253020	-0.0027247506142527
-57.656825980192	-0.0028028295655406
-57.500286707364	-0.0028829083867342
-57.343747434536	-0.0029650315530621
-57.187208161708	-0.0030492441486006
-57.030668888880	-0.0031355916805460
-56.874129616052	-0.0032241202704294
-56.717590343224	-0.0033148778090231
-56.561051070396	-0.0034079127973001
-56.404511797568	-0.0035032744471667
-56.247972524740	-0.0036010115251536
-56.091433251912	-0.0037011739847423
-55.934893979084	-0.0038038134709470
-55.778354706256	-0.0039089806670243
-55.621815433428	-0.0040167276098232
-55.465276160600	-0.0041271075685505
-55.308736887772	-0.0042401744660550
-55.152197614944	-0.0043559841397046
-54.995658342116	-0.0044745935597330
-54.839119069288	-0.0045960599082266
-54.682579796460	-0.0047204428746724
-54.526040523632	-0.0048478001957543
-54.369501250804	-0.0049781920728555
-54.212961977976	-0.0051116779654155
-54.056422705148	-0.0052483200080609
-53.899883432320	-0.0053881791230012
-53.743344159492	-0.0055313164926880
-53.586804886664	-0.0056777962243854
-53.430265613836	-0.0058276824492072
-53.273726341008	-0.0059810413885767
-53.117187068180	-0.0061379403422445
-52.960647795352	-0.0062984470919982
-52.804108522524	-0.0064626317433024
-52.647569249696	-0.0066305649934844
-52.491029976868	-0.0068023161400311
-52.334490704040	-0.0069779551100808
-52.177951431212	-0.0071575540206189
-52.021412158384	-0.0073411856013848
-51.864872885556	-0.0075289226200902
-51.708333612728	-0.0077208373399650
-51.551794339900	-0.0079170061350909
-51.395255067072	-0.0081175060823671
-51.238715794244	-0.0083224163242105
-51.082176521416	-0.0085318158086938
-50.925637248588	-0.0087457837730300
-50.769097975760	-0.0089644011786008
-50.612558702932	-0.0091877496986244
-50.456019430104	-0.0094159100791609
-50.299480157276	-0.0096489643023335
-50.142940884448	-0.0098869960098283
-49.986401611620	-0.010130086898747
-49.829862338792	-0.010378324320090
-49.673323065964	-0.010631793797863
-49.516783793136	-0.010890582012689
-49.360244520308	-0.011154777561443
-49.203705247480	-0.011424470447929
-49.047165974652	-0.011699751504500
-48.890626701824	-0.011980712179486
-48.734087428996	-0.012267443018918
-48.577548156168	-0.012560034831577
-48.421008883340	-0.012858580169140
-48.264469610512	-0.013163171022042
-48.107930337684	-0.013473900243888
-47.951391064856	-0.013790863919200
-47.794851792028	-0.014114158911793
-47.638312519200	-0.014443882973301
-47.481773246372	-0.014780135977178
-47.325233973544	-0.015123014277308
-47.168694700716	-0.015472619408898
-47.012155427888	-0.015829051912855
-46.855616155060	-0.016192409077377
-46.699076882232	-0.016562788166345
-46.542537609404	-0.016940291196182
-46.385998336576	-0.017325016622964
-46.229459063748	-0.017717068157702
-46.072919790920	-0.018116547143294
-45.916380518092	-0.018523561289053
-45.759841245264	-0.018938215871625
-45.603301972436	-0.019360617458885
-45.446762699608	-0.019790870136638
-45.290223426780	-0.020229081119870
-45.133684153952	-0.020675360630230
